feature_group,density_bin,density_definition,n_rows,n_samples_mean,n_samples_std,n_samples_min,n_samples_max,n_benign_mean,n_benign_std,n_benign_min,n_benign_max,n_malware_mean,n_malware_std,n_malware_min,n_malware_max,benign_to_malware_ratio_mean,benign_to_malware_ratio_std,benign_to_malware_ratio_min,benign_to_malware_ratio_max,n_packed_malware_mean,n_packed_malware_std,n_packed_malware_min,n_packed_malware_max,packed_ratio_mean,packed_ratio_std,packed_ratio_min,packed_ratio_max
header,high_density,class_conditional,5,122736.4,1373.0957140709456,120487.0,124539.0,60000.8,0.4,60000.0,60001.0,62735.6,1372.7680940348228,60487.0,64538.0,0.9568699346032531,0.02113654010203928,0.9297003315875918,0.991948683188123,640.4,195.75862688525376,378.0,967.0,0.010216730075840386,0.0031485292031308617,0.005953693495038589,0.015576424348834586
header,low_density,class_conditional,5,120009.2,14.99866660740214,120000.0,120039.0,60000.8,0.4,60000.0,60001.0,60008.4,14.880860190190619,60000.0,60038.0,0.9998734120616277,0.0002460606597390842,0.9993837236416936,1.0000166666666668,9394.4,405.49160287236526,8593.0,9691.0,0.15655110677259024,0.006750275245984291,0.14320711952536497,0.16151666666666667
header,mid_density,class_conditional,5,237254.4,1373.5228574727105,235461.0,239508.0,119998.4,0.4898979485566356,119998.0,119999.0,117256.0,1373.455933038989,115462.0,119509.0,1.023527889493241,0.011931409276662135,1.0041001096151754,1.0392943132805599,8870.8,498.39598714275377,8297.0,9790.0,0.07563463490870301,0.0037460688794992234,0.07036185856392947,0.08191851659707637
imports,high_density,class_conditional,5,168906.8,6477.229975846157,156979.0,175353.0,93429.0,2063.0510415401745,89804.0,95459.0,75477.8,6671.879267492781,63482.0,83052.0,1.248947436689623,0.1273994371026643,1.081298463613158,1.472811190573706,5555.2,3338.201515786607,1910.0,9621.0,0.072960519001177,0.0425291653917133,0.02499051407188371,0.12783770729351152
imports,low_density,class_conditional,5,120010.4,18.30409790183608,120001.0,120047.0,60000.6,0.4898979485566356,60000.0,60001.0,60009.8,18.10414317221337,60000.0,60046.0,0.9998467816896769,0.00029835969988786136,0.9992505745595044,1.0000166666666668,3656.2,171.15419948105276,3506.0,3926.0,0.06092704679646384,0.0028592782431272846,0.058432359460675654,0.0654322427959534
imports,mid_density,class_conditional,5,191082.8,6460.414178673067,184646.0,202974.0,86570.4,2062.8959838052915,84541.0,90195.0,104512.4,6655.67395836064,96947.0,116472.0,0.8318860855819261,0.0601397433736539,0.7426849371522769,0.9303536984125347,9694.2,3461.914926742135,5501.0,13484.0,0.09264854673908143,0.032637020587325385,0.05215849507428864,0.13019088354848365
