model,view,seed,dimension,null_repeat,control_type,subset_indices_hash,auc,mix_at_10,js_divergence,same_family_rate_at_10
logistic_regression,wild_b,29,16,7,global_unrestricted_random,944e7f1f618b1182,0.7933237982407407,0.17660416666666667,0.10968975144707883,0.5229200918205223
logistic_regression,wild_b,29,16,8,global_unrestricted_random,5a90243d01cdba4e,0.6260066035185184,0.30039166666666667,0.0005657988952502741,0.39177212174360787
logistic_regression,wild_b,29,16,9,global_unrestricted_random,cc2ba9587d0b8687,0.8221211985185186,0.13166944444444445,0.002288982582780526,0.6414268285388651
logistic_regression,wild_b,29,32,0,global_unrestricted_random,544efd3907607263,0.7789381224074073,0.13615055555555555,0.02502028006631236,0.6198501764680842
logistic_regression,wild_b,29,32,1,global_unrestricted_random,6f6b5abbfe234557,0.8916802442592592,0.12905555555555556,0.0001026168033822595,0.5502864426021982
logistic_regression,wild_b,29,32,2,global_unrestricted_random,4d0fd8d562d2f9d4,0.8970710705555556,0.10102583333333331,5.8715092709648345e-05,0.642096823256897
logistic_regression,wild_b,29,32,3,global_unrestricted_random,9e80d218207face7,0.8143455427777778,0.11696833333333334,0.07742551789726851,0.6212746605028577
logistic_regression,wild_b,29,32,4,global_unrestricted_random,703ec2fcce7ff1c9,0.7756745438888889,0.13198305555555553,0.026363504961551845,0.630997361597679
logistic_regression,wild_b,29,32,5,global_unrestricted_random,6a4a450481fa7c2a,0.7853519375925927,0.19005916666666664,0.3171281009861666,0.5608748210727693
logistic_regression,wild_b,29,32,6,global_unrestricted_random,ffd70d27ccc4a14d,0.8195660648148149,0.13771416666666667,0.01938630774055983,0.6002988553771983
logistic_regression,wild_b,29,32,7,global_unrestricted_random,6979b3c370bc14d0,0.824111572962963,0.1229475,0.48987779325363756,0.6257143953691493
logistic_regression,wild_b,29,32,8,global_unrestricted_random,ace0e175559879cc,0.8404072133333332,0.13105194444444443,0.022303523627636723,0.6334541846358744
logistic_regression,wild_b,29,32,9,global_unrestricted_random,d09e42e289a96102,0.8095391988888888,0.11812583333333333,0.05219578184528582,0.6517066448314076
logistic_regression,wild_b,29,64,0,global_unrestricted_random,acf0700f08652cdf,0.8525381490740741,0.09860083333333335,0.030909956017071544,0.6562081837412032
logistic_regression,wild_b,29,64,1,global_unrestricted_random,d4669ca7260bd262,0.8461301101851854,0.11848194444444445,0.05863376590025691,0.6475287662322635
logistic_regression,wild_b,29,64,2,global_unrestricted_random,90237532b97eacbe,0.8583241857407408,0.10592166666666665,0.2227098552444671,0.657478249157087
logistic_regression,wild_b,29,64,3,global_unrestricted_random,2e306eab014de4e4,0.8503653551851853,0.1072563888888889,0.06247613364264748,0.6628342424067327
logistic_regression,wild_b,29,64,4,global_unrestricted_random,97188b93d8e9ba14,0.8917581705555557,0.10410527777777778,0.05141551432794366,0.6658337815847502
logistic_regression,wild_b,29,64,5,global_unrestricted_random,e4259c55cdd53ee1,0.8777417194444445,0.10306027777777776,0.11582203699374666,0.6568788148569205
logistic_regression,wild_b,29,64,6,global_unrestricted_random,ed61fa2b9efe3844,0.8315946096296297,0.12043166666666667,0.25167802194983513,0.636828561578276
logistic_regression,wild_b,29,64,7,global_unrestricted_random,e6eeb8087a2cf52d,0.8787071622222222,0.11444777777777777,0.27488275378510857,0.6405480183335847
logistic_regression,wild_b,29,64,8,global_unrestricted_random,0e70ede35e66cb71,0.8502904481481481,0.11712249999999998,0.09837805670431526,0.6554831888473216
logistic_regression,wild_b,29,64,9,global_unrestricted_random,e914a260c5a106b7,0.8305945344444446,0.10624194444444444,0.2575548966886465,0.6586585646976272
logistic_regression,wild_b,31,16,0,global_unrestricted_random,ff76498d39287033,0.8235083903703705,0.22115805555555557,0.17339395579434302,0.5058143464385239
logistic_regression,wild_b,31,16,1,global_unrestricted_random,cc78f80158523cbf,0.7750060814814814,0.19348666666666667,0.060040442038298635,0.5296451250080295
logistic_regression,wild_b,31,16,2,global_unrestricted_random,4ea7bf85dbb8650f,0.7766018177777779,0.15851416666666665,0.0006574004693537628,0.6035346255916212
logistic_regression,wild_b,31,16,3,global_unrestricted_random,8f4ee81d033bea92,0.8261837381481482,0.16485527777777778,0.3925459254802823,0.5618108130041258
logistic_regression,wild_b,31,16,4,global_unrestricted_random,5c13172a7c72248d,0.8247581050925926,0.2077336111111111,0.2245494780640359,0.4542422603901572
logistic_regression,wild_b,31,16,5,global_unrestricted_random,c36af2fad28739d4,0.6062567159259259,0.41257416666666674,0.36630875734153046,0.2492311253791827
logistic_regression,wild_b,31,16,6,global_unrestricted_random,1ff4f77ee615c804,0.7883035899999999,0.18842611111111107,0.6182086604174216,0.5124529994609427
logistic_regression,wild_b,31,16,7,global_unrestricted_random,ac9b95f7619dee51,0.666220401111111,0.206915,0.011692747589312222,0.5566343538389114
logistic_regression,wild_b,31,16,8,global_unrestricted_random,abb20c12257a0168,0.852587375185185,0.22725555555555554,0.0832511944180555,0.4705267384710516
logistic_regression,wild_b,31,16,9,global_unrestricted_random,ec1b283bf67117fd,0.8567741141666666,0.15730583333333334,0.021686997174497177,0.6026915627002228
logistic_regression,wild_b,31,32,0,global_unrestricted_random,4ad56f359e1b7df7,0.7360366922222222,0.2550402777777778,0.006430822827956609,0.5022575292968353
logistic_regression,wild_b,31,32,1,global_unrestricted_random,e04240c025a39e47,0.8133042768518518,0.15174861111111113,0.21961450112187084,0.6066958474435667
logistic_regression,wild_b,31,32,2,global_unrestricted_random,3e38de68615f7021,0.7904384172222222,0.1162886111111111,0.001270759227940179,0.5816847248365961
logistic_regression,wild_b,31,32,3,global_unrestricted_random,66b014fbb8526062,0.7380274744444445,0.22402388888888888,0.21382737119671844,0.5088620224190284
logistic_regression,wild_b,31,32,4,global_unrestricted_random,bc6a0d805ce826f1,0.825122267037037,0.13101972222222222,0.17996458963451425,0.6167694333374142
logistic_regression,wild_b,31,32,5,global_unrestricted_random,a46ad49fdf3489d5,0.7973374046296297,0.14427,0.0001663679567480408,0.6073613018495809
logistic_regression,wild_b,31,32,6,global_unrestricted_random,fd2f5601c8882135,0.8428371746296294,0.14105722222222225,0.32098740547847593,0.5857056851239623
logistic_regression,wild_b,31,32,7,global_unrestricted_random,70fe87d3695cd31e,0.908838946851852,0.09888833333333334,2.106945328590974e-05,0.6284379940751954
logistic_regression,wild_b,31,32,8,global_unrestricted_random,09ea404709b9b8a0,0.8298272366666667,0.11759805555555558,0.007932724741228374,0.639409374009278
logistic_regression,wild_b,31,32,9,global_unrestricted_random,b960329d58f2f2ba,0.819281302037037,0.1510891666666667,0.003987266981477494,0.5174255112923091
logistic_regression,wild_b,31,64,0,global_unrestricted_random,c473dfdf3a6d1c85,0.8182397188888889,0.11537944444444444,0.3112350076727575,0.6255604966798113
logistic_regression,wild_b,31,64,1,global_unrestricted_random,4fe25be95b0e4bbc,0.8362338598148149,0.10243000000000001,0.008962690090174183,0.6559273066894523
logistic_regression,wild_b,31,64,2,global_unrestricted_random,68115d591cca1411,0.9188617694444446,0.0927725,0.0005129703371528416,0.6614104808217235
logistic_regression,wild_b,31,64,3,global_unrestricted_random,1ff99c4c7282e35c,0.8975954287037037,0.10930333333333335,0.24946503357216657,0.6224698565715087
logistic_regression,wild_b,31,64,4,global_unrestricted_random,be01c695055575fa,0.9235170696296295,0.09054222222222223,0.030274300728907817,0.6672090383223802
logistic_regression,wild_b,31,64,5,global_unrestricted_random,746c88e381f9e020,0.877820078888889,0.10521555555555556,0.37657331478573614,0.6435664306836195
logistic_regression,wild_b,31,64,6,global_unrestricted_random,310ab48fff087ec0,0.9228751314814816,0.08614666666666666,0.07649327040721843,0.674983323320454
logistic_regression,wild_b,31,64,7,global_unrestricted_random,cf6510d325933cae,0.8812769705555556,0.10303527777777777,0.03768962609302613,0.6636443168569217
logistic_regression,wild_b,31,64,8,global_unrestricted_random,1ff0429975ed226f,0.8391800233333333,0.1100175,0.23914125641219838,0.655029341153425
logistic_regression,wild_b,31,64,9,global_unrestricted_random,8ba0f58bdd3001a0,0.7903032390740741,0.13102722222222224,0.4982549945228893,0.633723842758877
