model,view,seed,family,dimension,metric,family_seed_mean,null_seed_mean,paired_difference
logistic_regression,wild_b,29,section,32,auc,0.8075389830740741,0.8236685511481483,-0.016129568074074174
logistic_regression,wild_b,29,section,32,mix_at_10,0.12096066666666667,0.13150819444444445,-0.010547527777777774
logistic_regression,wild_b,29,section,32,js_divergence,0.15809052051390743,0.1029862142274511,0.05510430628645632
logistic_regression,wild_b,29,section,32,same_family_rate_at_10,0.625019147364461,0.6136554365714115,0.01136371079304943
logistic_regression,wild_b,29,section,64,auc,0.8588048607222222,0.856804444462963,0.0020004162592591745
logistic_regression,wild_b,29,section,64,mix_at_10,0.08278377777777776,0.10956702777777778,-0.026783250000000022
logistic_regression,wild_b,29,section,64,js_divergence,0.14426675432921982,0.1424460991254039,0.001820655203815913
logistic_regression,wild_b,29,section,64,same_family_rate_at_10,0.6756906729338787,0.6538280371435767,0.02186263579030201
logistic_regression,wild_b,29,strings,16,auc,0.8104472235277778,0.775988741074074,0.034458482453703754
logistic_regression,wild_b,29,strings,16,mix_at_10,0.13177600000000003,0.2007988888888889,-0.06902288888888886
logistic_regression,wild_b,29,strings,16,js_divergence,0.03201821229835798,0.0374310547822131,-0.005412842483855117
logistic_regression,wild_b,29,strings,16,same_family_rate_at_10,0.5927767897853471,0.512193293273968,0.08058349651137908
logistic_regression,wild_b,29,strings,32,auc,0.8434356004444444,0.8236685511481483,0.019767049296296135
logistic_regression,wild_b,29,strings,32,mix_at_10,0.11174188888888889,0.13150819444444445,-0.019766305555555558
logistic_regression,wild_b,29,strings,32,js_divergence,0.023170847063643595,0.1029862142274511,-0.07981536716380751
logistic_regression,wild_b,29,strings,32,same_family_rate_at_10,0.6244863509572707,0.6136554365714115,0.010830914385859147
logistic_regression,wild_b,29,strings,64,auc,0.8803845528518519,0.856804444462963,0.02358010838888891
logistic_regression,wild_b,29,strings,64,mix_at_10,0.09823066666666666,0.10956702777777778,-0.011336361111111123
logistic_regression,wild_b,29,strings,64,js_divergence,0.01014704476557383,0.1424460991254039,-0.13229905435983008
logistic_regression,wild_b,29,strings,64,same_family_rate_at_10,0.6398716373111185,0.6538280371435767,-0.013956399832458222
logistic_regression,wild_b,31,header,16,auc,0.8589361550925926,0.779620032925926,0.07931612216666661
logistic_regression,wild_b,31,header,16,mix_at_10,0.14935144444444443,0.21382244444444445,-0.06447100000000003
logistic_regression,wild_b,31,header,16,js_divergence,0.07344353176070546,0.19523355587871302,-0.12179002411800756
logistic_regression,wild_b,31,header,16,same_family_rate_at_10,0.5835673348691368,0.5046583950282768,0.07890893984086
logistic_regression,wild_b,31,header,32,auc,0.9180320613703705,0.8101051192592592,0.10792694211111131
logistic_regression,wild_b,31,header,32,mix_at_10,0.08816872222222222,0.15310238888888889,-0.06493366666666667
logistic_regression,wild_b,31,header,32,js_divergence,0.05678384662265212,0.0954202878620216,-0.038636441239369476
logistic_regression,wild_b,31,header,32,same_family_rate_at_10,0.6893161067349393,0.5794609423683766,0.10985516436656262
logistic_regression,wild_b,31,header,64,auc,0.9433285891296295,0.8705903289814817,0.07273826014814777
logistic_regression,wild_b,31,header,64,mix_at_10,0.07233563888888889,0.10458697222222221,-0.032251333333333326
logistic_regression,wild_b,31,header,64,js_divergence,0.0806485517611339,0.18286024646222274,-0.10221169470108883
logistic_regression,wild_b,31,header,64,same_family_rate_at_10,0.705357034565971,0.6503524433858173,0.05500459118015366
logistic_regression,wild_b,31,imports,16,auc,0.6737804400925926,0.779620032925926,-0.10583959283333333
logistic_regression,wild_b,31,imports,16,mix_at_10,0.3749157222222222,0.21382244444444445,0.16109327777777774
logistic_regression,wild_b,31,imports,16,js_divergence,0.07145808069530359,0.19523355587871302,-0.12377547518340944
logistic_regression,wild_b,31,imports,16,same_family_rate_at_10,0.3332547699721937,0.5046583950282768,-0.1714036250560831
logistic_regression,wild_b,31,imports,32,auc,0.7168601461111112,0.8101051192592592,-0.09324497314814806
logistic_regression,wild_b,31,imports,32,mix_at_10,0.30250552777777784,0.15310238888888889,0.14940313888888895
logistic_regression,wild_b,31,imports,32,js_divergence,0.06970960467756541,0.0954202878620216,-0.025710683184456185
logistic_regression,wild_b,31,imports,32,same_family_rate_at_10,0.4501863250747268,0.5794609423683766,-0.12927461729364986
logistic_regression,wild_b,31,imports,64,auc,0.7699656480740742,0.8705903289814817,-0.1006246809074075
logistic_regression,wild_b,31,imports,64,mix_at_10,0.2444513888888889,0.10458697222222221,0.13986441666666669
