seed,mix_k,test_week,n_test_samples,n_benign,n_malware,header_acc,header_f1,header_auc,header_positive_rate,header_mix_at_k,header_silhouette,header_js_divergence,header_auc_rank,header_acc_rank,header_mix_at_k_rank,header_silhouette_rank,header_js_divergence_rank,section_acc,section_f1,section_auc,section_positive_rate,section_mix_at_k,section_silhouette,section_js_divergence,section_auc_rank,section_acc_rank,section_mix_at_k_rank,section_silhouette_rank,section_js_divergence_rank,imports_acc,imports_f1,imports_auc,imports_positive_rate,imports_mix_at_k,imports_silhouette,imports_js_divergence,imports_auc_rank,imports_acc_rank,imports_mix_at_k_rank,imports_silhouette_rank,imports_js_divergence_rank,strings_acc,strings_f1,strings_auc,strings_positive_rate,strings_mix_at_k,strings_silhouette,strings_js_divergence,strings_auc_rank,strings_acc_rank,strings_mix_at_k_rank,strings_silhouette_rank,strings_js_divergence_rank,all_acc,all_f1,all_auc,all_positive_rate,all_mix_at_k,all_silhouette,all_js_divergence,all_auc_rank,all_acc_rank,all_mix_at_k_rank,all_silhouette_rank,all_js_divergence_rank
13,5,2024-09-22_2024-09-28,60000,30000,30000,0.9476,0.9464614127103058,0.9899522355555557,0.47873333333333334,0.04768666666666667,0.1781852111366638,0.09497381391460943,3,3,2,1,2,0.9535,0.952377701157273,0.9926657044444445,0.4764333333333333,0.04885333333333333,0.10103895956805348,0.06678267814476099,2,2,3,2,3,0.8905666666666666,0.8808737617475235,0.9312723333333333,0.41863333333333336,0.14609,0.0590215632063312,0.04256997704741877,5,5,5,5,4,0.933,0.9308708212959141,0.9857255066666667,0.4692,0.05872666666666667,0.06343595037760916,0.0004402148468378983,4,4,4,3,5,0.9552,0.9542514806998434,0.9937421044444446,0.4792666666666667,0.04661333333333333,0.06250511951822545,0.09510526239933262,1,1,1,4,1
13,10,2024-09-22_2024-09-28,60000,30000,30000,0.9476,0.9464614127103058,0.9899522355555557,0.47873333333333334,0.062183333333333334,0.1781852111366638,0.09497381391460943,3,3,2,1,2,0.9535,0.952377701157273,0.9926657044444445,0.4764333333333333,0.06442,0.10103895956805348,0.06678267814476099,2,2,3,2,3,0.8905666666666666,0.8808737617475235,0.9312723333333333,0.41863333333333336,0.15976666666666667,0.0590215632063312,0.04256997704741877,5,5,5,5,4,0.933,0.9308708212959141,0.9857255066666667,0.4692,0.07797333333333334,0.06343595037760916,0.0004402148468378983,4,4,4,3,5,0.9552,0.9542514806998434,0.9937421044444446,0.4792666666666667,0.06217,0.06250511951822545,0.09510526239933262,1,1,1,4,1
13,15,2024-09-22_2024-09-28,60000,30000,30000,0.9476,0.9464614127103058,0.9899522355555557,0.47873333333333334,0.07055555555555555,0.1781852111366638,0.09497381391460943,3,3,1,1,2,0.9535,0.952377701157273,0.9926657044444445,0.4764333333333333,0.07495111111111111,0.10103895956805348,0.06678267814476099,2,2,3,2,3,0.8905666666666666,0.8808737617475235,0.9312723333333333,0.41863333333333336,0.16876555555555556,0.0590215632063312,0.04256997704741877,5,5,5,5,4,0.933,0.9308708212959141,0.9857255066666667,0.4692,0.08833111111111111,0.06343595037760916,0.0004402148468378983,4,4,4,3,5,0.9552,0.9542514806998434,0.9937421044444446,0.4792666666666667,0.07154666666666666,0.06250511951822545,0.09510526239933262,1,1,2,4,1
13,20,2024-09-22_2024-09-28,60000,30000,30000,0.9476,0.9464614127103058,0.9899522355555557,0.47873333333333334,0.07714833333333333,0.1781852111366638,0.09497381391460943,3,3,1,1,2,0.9535,0.952377701157273,0.9926657044444445,0.4764333333333333,0.08238666666666666,0.10103895956805348,0.06678267814476099,2,2,3,2,3,0.8905666666666666,0.8808737617475235,0.9312723333333333,0.41863333333333336,0.17411833333333335,0.0590215632063312,0.04256997704741877,5,5,5,5,4,0.933,0.9308708212959141,0.9857255066666667,0.4692,0.095425,0.06343595037760916,0.0004402148468378983,4,4,4,3,5,0.9552,0.9542514806998434,0.9937421044444446,0.4792666666666667,0.078015,0.06250511951822545,0.09510526239933262,1,1,2,4,1
13,5,2024-09-29_2024-10-05,60000,30000,30000,0.9485333333333333,0.9474329293204412,0.9898826133333333,0.47906666666666664,0.04682666666666667,0.19950566650408838,0.09696048693613618,3,3,3,1,3,0.9555666666666667,0.9546274549848531,0.9930611111111111,0.4793,0.04602,0.1166415095835357,0.130370828612497,2,2,2,2,1,0.8958333333333334,0.8871718958731992,0.9396573955555555,0.42323333333333335,0.10343,0.07626334170663288,0.05323464979750463,5,5,5,5,4,0.9337,0.9316424373646768,0.9866351555555555,0.4699,0.05775333333333333,0.08240494935777871,0.0008148878875293827,4,4,4,4,5,0.9607666666666667,0.9600543017138978,0.9947737088888889,0.4821666666666667,0.043386666666666664,0.0825701597842196,0.09720863417128428,1,1,1,3,2
13,10,2024-09-29_2024-10-05,60000,30000,30000,0.9485333333333333,0.9474329293204412,0.9898826133333333,0.47906666666666664,0.06104333333333333,0.19950566650408838,0.09696048693613618,3,3,2,1,3,0.9555666666666667,0.9546274549848531,0.9930611111111111,0.4793,0.06261,0.1166415095835357,0.130370828612497,2,2,3,2,1,0.8958333333333334,0.8871718958731992,0.9396573955555555,0.42323333333333335,0.15303833333333333,0.07626334170663288,0.05323464979750463,5,5,5,5,4,0.9337,0.9316424373646768,0.9866351555555555,0.4699,0.07606,0.08240494935777871,0.0008148878875293827,4,4,4,4,5,0.9607666666666667,0.9600543017138978,0.9947737088888889,0.4821666666666667,0.05967666666666667,0.0825701597842196,0.09720863417128428,1,1,1,3,2
13,15,2024-09-29_2024-10-05,60000,30000,30000,0.9485333333333333,0.9474329293204412,0.9898826133333333,0.47906666666666664,0.06917333333333334,0.19950566650408838,0.09696048693613618,3,3,2,1,3,0.9555666666666667,0.9546274549848531,0.9930611111111111,0.4793,0.07177777777777777,0.1166415095835357,0.130370828612497,2,2,3,2,1,0.8958333333333334,0.8871718958731992,0.9396573955555555,0.42323333333333335,0.1603188888888889,0.07626334170663288,0.05323464979750463,5,5,5,5,4,0.9337,0.9316424373646768,0.9866351555555555,0.4699,0.08598444444444445,0.08240494935777871,0.0008148878875293827,4,4,4,4,5,0.9607666666666667,0.9600543017138978,0.9947737088888889,0.4821666666666667,0.06820888888888889,0.0825701597842196,0.09720863417128428,1,1,1,3,2
13,20,2024-09-29_2024-10-05,60000,30000,30000,0.9485333333333333,0.9474329293204412,0.9898826133333333,0.47906666666666664,0.07590666666666666,0.19950566650408838,0.09696048693613618,3,3,2,1,3,0.9555666666666667,0.9546274549848531,0.9930611111111111,0.4793,0.07796333333333333,0.1166415095835357,0.130370828612497,2,2,3,2,1,0.8958333333333334,0.8871718958731992,0.9396573955555555,0.42323333333333335,0.15717666666666666,0.07626334170663288,0.05323464979750463,5,5,5,5,4,0.9337,0.9316424373646768,0.9866351555555555,0.4699,0.09322,0.08240494935777871,0.0008148878875293827,4,4,4,4,5,0.9607666666666667,0.9600543017138978,0.9947737088888889,0.4821666666666667,0.07480666666666666,0.0825701597842196,0.09720863417128428,1,1,1,3,2
13,5,2024-10-06_2024-10-12,60000,30000,30000,0.9366666666666666,0.9345504650361695,0.9861687022222222,0.4676666666666667,0.05589333333333334,0.13889279807911717,0.09381889539913604,3,3,3,1,3,0.9521,0.9508566738483636,0.9915911622222223,0.4747,0.05152,0.07976084310762997,0.09556234726000158,2,2,1,2,1,0.8424,0.8187950329602943,0.9156373644444445,0.36973333333333336,0.19187333333333334,0.02819460296187475,0.03237355847383094,5,5,5,5,4,0.9165333333333333,0.9126856824046308,0.9801434466666666,0.45593333333333336,0.06904,0.0641706919306527,0.0003598288992432856,4,4,4,3,5,0.9543333333333334,0.9532327439066021,0.9928842999999999,0.47646666666666665,0.05281333333333333,0.047566017265031034,0.09401096252826127,1,1,2,4,2
13,10,2024-10-06_2024-10-12,60000,30000,30000,0.9366666666666666,0.9345504650361695,0.9861687022222222,0.4676666666666667,0.07231,0.13889279807911717,0.09381889539913604,3,3,3,1,3,0.9521,0.9508566738483636,0.9915911622222223,0.4747,0.07049666666666667,0.07976084310762997,0.09556234726000158,2,2,1,2,1,0.8424,0.8187950329602943,0.9156373644444445,0.36973333333333336,0.22079333333333334,0.02819460296187475,0.03237355847383094,5,5,5,5,4,0.9165333333333333,0.9126856824046308,0.9801434466666666,0.45593333333333336,0.09172333333333334,0.0641706919306527,0.0003598288992432856,4,4,4,3,5,0.9543333333333334,0.9532327439066021,0.9928842999999999,0.47646666666666665,0.07164333333333334,0.047566017265031034,0.09401096252826127,1,1,2,4,2
