mix_k,scope,feature_group,metric,mean,std,min,max
10,rank,header,acc_rank,3.0,0.0,3.0,3.0
10,rank,header,mix_at_k_rank,2.566666666666667,0.5280993172584953,1.0,3.0
10,rank,header,silhouette_rank,1.0,0.0,1.0,1.0
10,rank,header,js_divergence_rank,2.9166666666666665,0.2763853991962833,2.0,3.0
10,metric,section,acc,0.9456505555555557,0.0076699376878695946,0.9314,0.9572333333333334
10,metric,section,f1,0.9442979021854477,0.008010249679207711,0.9302500598638525,0.9563679646318654
10,metric,section,auc,0.9894284487037037,0.002752029312756263,0.9831100555555555,0.9933330266666667
10,metric,section,positive_rate,0.47612499999999996,0.005632733778088118,0.4619,0.4877666666666667
10,metric,section,mix_at_k,0.06916527777777777,0.004114203279681645,0.0625,0.07632
10,metric,section,silhouette,0.073832796871439,0.018110904178914713,0.053049813781735275,0.11687852573234976
10,metric,section,js_divergence,0.11746323315173803,0.034887079790854175,0.06678267814476099,0.21136740430467066
10,rank,section,auc_rank,2.0,0.0,2.0,2.0
10,rank,section,acc_rank,1.9166666666666667,0.27638539919628335,1.0,2.0
10,rank,section,mix_at_k_rank,2.3333333333333335,0.6236095644623235,1.0,3.0
10,rank,section,silhouette_rank,2.0,0.0,2.0,2.0
10,rank,section,js_divergence_rank,1.1666666666666667,0.5527707983925667,1.0,3.0
10,metric,imports,acc,0.87129,0.016499334778958454,0.8366,0.8958333333333334
10,metric,imports,f1,0.8569448108616105,0.02155887615021763,0.8104115099009901,0.8871718958731992
10,metric,imports,auc,0.9330759754074075,0.009256545899269188,0.9093557422222222,0.9456385533333334
10,metric,imports,positive_rate,0.40252222222222217,0.019451760528402588,0.36186666666666667,0.4287666666666667
10,metric,imports,mix_at_k,0.1615533333333333,0.02300769470923442,0.12336666666666667,0.22079333333333334
10,metric,imports,silhouette,0.03561061271723696,0.015896903003120744,0.02143355167598222,0.07645379976871756
10,metric,imports,js_divergence,0.03717201366311941,0.007857677226295826,0.024527607293849216,0.05323464979750463
10,rank,imports,auc_rank,5.0,0.0,5.0,5.0
10,rank,imports,acc_rank,5.0,0.0,5.0,5.0
10,rank,imports,mix_at_k_rank,5.0,0.0,5.0,5.0
10,rank,imports,silhouette_rank,4.683333333333334,0.5913731666403389,3.0,5.0
10,rank,imports,js_divergence_rank,4.0,0.0,4.0,4.0
10,metric,strings,acc,0.9134233333333334,0.01187066146866735,0.8941333333333333,0.9349333333333333
10,metric,strings,f1,0.910373150115046,0.012564549605837232,0.8890751606594021,0.9330268304398546
10,metric,strings,auc,0.975937294962963,0.006225549786716381,0.9651431755555556,0.9866351555555555
10,metric,strings,positive_rate,0.4664133333333334,0.008088378036371646,0.4536,0.4826666666666667
10,metric,strings,mix_at_k,0.08720850000000001,0.005341281488106126,0.07577333333333333,0.09346333333333333
10,metric,strings,silhouette,0.05063059144701818,0.014147171941443118,0.03154791195808756,0.08270268625144965
10,metric,strings,js_divergence,0.0004740765457448614,0.0001723624291657805,0.00024814339402747177,0.0008148878875293827
10,rank,strings,auc_rank,4.0,0.0,4.0,4.0
10,rank,strings,acc_rank,4.0,0.0,4.0,4.0
10,rank,strings,mix_at_k_rank,4.0,0.0,4.0,4.0
10,rank,strings,silhouette_rank,3.1,0.3,3.0,4.0
10,rank,strings,js_divergence_rank,5.0,0.0,5.0,5.0
10,metric,all,acc,0.9489355555555554,0.007234720467779914,0.9335666666666667,0.9618
10,metric,all,f1,0.9475601286426304,0.007668664694734481,0.9325253072417645,0.9610310119695321
10,metric,all,auc,0.9913760744814814,0.0023053000881763943,0.9848073622222222,0.9950538155555554
10,metric,all,positive_rate,0.4744333333333333,0.007176556483646106,0.45516666666666666,0.48456666666666665
10,metric,all,mix_at_k,0.0666587222222222,0.004188586745292439,0.05959,0.07195333333333333
10,metric,all,silhouette,0.039226848328305836,0.017540189932202188,0.02037927330559468,0.08274331082122113
10,metric,all,js_divergence,0.08202149250815677,0.012543040768650275,0.06214595453050574,0.10123558066839294
10,rank,all,auc_rank,1.0,0.0,1.0,1.0
10,rank,all,acc_rank,1.0833333333333333,0.27638539919628335,1.0,2.0
10,rank,all,mix_at_k_rank,1.1,0.3,1.0,2.0
10,rank,all,silhouette_rank,4.216666666666667,0.486198404860494,3.0,5.0
10,rank,all,js_divergence_rank,1.9166666666666667,0.27638539919628335,1.0,2.0
15,metric,header,acc,0.9318933333333332,0.011092932017313581,0.9100333333333334,0.9485333333333333
15,metric,header,f1,0.9295060606203177,0.012161657755682691,0.9039194047915703,0.9474329293204412
15,metric,header,auc,0.9836682283333332,0.004401849407152223,0.975277831111111,0.9902690488888888
15,metric,header,positive_rate,0.4677577777777779,0.01121458684146194,0.4363666666666667,0.4844
15,metric,header,mix_at_k,0.07864792592592593,0.005672812460554291,0.06909555555555555,0.08689777777777778
15,metric,header,silhouette,0.1173275674978619,0.03887812122231448,0.06903038449142378,0.2007205508800454
15,metric,header,js_divergence,0.0815676633699316,0.012666096971302235,0.06184048804875904,0.10090729814674582
15,rank,header,auc_rank,3.0,0.0,3.0,3.0
15,rank,header,acc_rank,3.0,0.0,3.0,3.0
15,rank,header,mix_at_k_rank,2.1666666666666665,0.6871842709362768,1.0,3.0
15,rank,header,silhouette_rank,1.0,0.0,1.0,1.0
15,rank,header,js_divergence_rank,2.9166666666666665,0.2763853991962833,2.0,3.0
15,metric,section,acc,0.9456505555555557,0.0076699376878695946,0.9314,0.9572333333333334
15,metric,section,f1,0.9442979021854477,0.008010249679207711,0.9302500598638525,0.9563679646318654
15,metric,section,auc,0.9894284487037037,0.002752029312756263,0.9831100555555555,0.9933330266666667
15,metric,section,positive_rate,0.47612499999999996,0.005632733778088118,0.4619,0.4877666666666667
15,metric,section,mix_at_k,0.07931437037037035,0.004521240688214705,0.0716,0.08752888888888889
15,metric,section,silhouette,0.073832796871439,0.018110904178914713,0.053049813781735275,0.11687852573234976
15,metric,section,js_divergence,0.11746323315173803,0.034887079790854175,0.06678267814476099,0.21136740430467066
15,rank,section,auc_rank,2.0,0.0,2.0,2.0
15,rank,section,acc_rank,1.9166666666666667,0.27638539919628335,1.0,2.0
15,rank,section,mix_at_k_rank,2.5833333333333335,0.4930066485916347,2.0,3.0
15,rank,section,silhouette_rank,2.0,0.0,2.0,2.0
15,rank,section,js_divergence_rank,1.1666666666666667,0.5527707983925667,1.0,3.0
15,metric,imports,acc,0.87129,0.016499334778958454,0.8366,0.8958333333333334
15,metric,imports,f1,0.8569448108616105,0.02155887615021763,0.8104115099009901,0.8871718958731992
15,metric,imports,auc,0.9330759754074075,0.009256545899269188,0.9093557422222222,0.9456385533333334
15,metric,imports,positive_rate,0.40252222222222217,0.019451760528402588,0.36186666666666667,0.4287666666666667
15,metric,imports,mix_at_k,0.1691879074074074,0.0190769396546756,0.13450666666666666,0.21810333333333334
15,metric,imports,silhouette,0.03561061271723696,0.015896903003120744,0.02143355167598222,0.07645379976871756
15,metric,imports,js_divergence,0.03717201366311941,0.007857677226295826,0.024527607293849216,0.05323464979750463
15,rank,imports,auc_rank,5.0,0.0,5.0,5.0
15,rank,imports,acc_rank,5.0,0.0,5.0,5.0
15,rank,imports,mix_at_k_rank,5.0,0.0,5.0,5.0
15,rank,imports,silhouette_rank,4.683333333333334,0.5913731666403389,3.0,5.0
15,rank,imports,js_divergence_rank,4.0,0.0,4.0,4.0
15,metric,strings,acc,0.9134233333333334,0.01187066146866735,0.8941333333333333,0.9349333333333333
15,metric,strings,f1,0.910373150115046,0.012564549605837232,0.8890751606594021,0.9330268304398546
15,metric,strings,auc,0.975937294962963,0.006225549786716381,0.9651431755555556,0.9866351555555555
15,metric,strings,positive_rate,0.4664133333333334,0.008088378036371646,0.4536,0.4826666666666667
15,metric,strings,mix_at_k,0.09894277777777778,0.006219866652335844,0.0857311111111111,0.10638666666666667
15,metric,strings,silhouette,0.05063059144701818,0.014147171941443118,0.03154791195808756,0.08270268625144965
15,metric,strings,js_divergence,0.0004740765457448614,0.0001723624291657805,0.00024814339402747177,0.0008148878875293827
15,rank,strings,auc_rank,4.0,0.0,4.0,4.0
15,rank,strings,acc_rank,4.0,0.0,4.0,4.0
15,rank,strings,mix_at_k_rank,4.0,0.0,4.0,4.0
15,rank,strings,silhouette_rank,3.1,0.3,3.0,4.0
15,rank,strings,js_divergence_rank,5.0,0.0,5.0,5.0
15,metric,all,acc,0.9489355555555554,0.007234720467779914,0.9335666666666667,0.9618
15,metric,all,f1,0.9475601286426304,0.007668664694734481,0.9325253072417645,0.9610310119695321
15,metric,all,auc,0.9913760744814814,0.0023053000881763943,0.9848073622222222,0.9950538155555554
15,metric,all,positive_rate,0.4744333333333333,0.007176556483646106,0.45516666666666666,0.48456666666666665
15,metric,all,mix_at_k,0.07649525925925928,0.0046110004353815855,0.06820888888888889,0.08264444444444445
15,metric,all,silhouette,0.039226848328305836,0.017540189932202188,0.02037927330559468,0.08274331082122113
15,metric,all,js_divergence,0.08202149250815677,0.012543040768650275,0.06214595453050574,0.10123558066839294
15,rank,all,auc_rank,1.0,0.0,1.0,1.0
15,rank,all,acc_rank,1.0833333333333333,0.27638539919628335,1.0,2.0
15,rank,all,mix_at_k_rank,1.25,0.5951190357119042,1.0,3.0
15,rank,all,silhouette_rank,4.216666666666667,0.486198404860494,3.0,5.0
15,rank,all,js_divergence_rank,1.9166666666666667,0.27638539919628335,1.0,2.0
20,metric,header,acc,0.9318933333333332,0.011092932017313581,0.9100333333333334,0.9485333333333333
20,metric,header,f1,0.9295060606203177,0.012161657755682691,0.9039194047915703,0.9474329293204412
20,metric,header,auc,0.9836682283333332,0.004401849407152223,0.975277831111111,0.9902690488888888
20,metric,header,positive_rate,0.4677577777777779,0.01121458684146194,0.4363666666666667,0.4844
20,metric,header,mix_at_k,0.08559113888888888,0.0058284301416329145,0.07588166666666667,0.09384166666666667
20,metric,header,silhouette,0.1173275674978619,0.03887812122231448,0.06903038449142378,0.2007205508800454
20,metric,header,js_divergence,0.0815676633699316,0.012666096971302235,0.06184048804875904,0.10090729814674582
20,rank,header,auc_rank,3.0,0.0,3.0,3.0
20,rank,header,acc_rank,3.0,0.0,3.0,3.0
20,rank,header,mix_at_k_rank,2.0833333333333335,0.6400954789890507,1.0,3.0
20,rank,header,silhouette_rank,1.0,0.0,1.0,1.0
20,rank,header,js_divergence_rank,2.9166666666666665,0.2763853991962833,2.0,3.0
20,metric,section,acc,0.9456505555555557,0.0076699376878695946,0.9314,0.9572333333333334
20,metric,section,f1,0.9442979021854477,0.008010249679207711,0.9302500598638525,0.9563679646318654
20,metric,section,auc,0.9894284487037037,0.002752029312756263,0.9831100555555555,0.9933330266666667
20,metric,section,positive_rate,0.47612499999999996,0.005632733778088118,0.4619,0.4877666666666667
20,metric,section,mix_at_k,0.08681597222222222,0.004841707451460144,0.07786166666666666,0.09532333333333333
20,metric,section,silhouette,0.073832796871439,0.018110904178914713,0.053049813781735275,0.11687852573234976
20,metric,section,js_divergence,0.11746323315173803,0.034887079790854175,0.06678267814476099,0.21136740430467066
20,rank,section,auc_rank,2.0,0.0,2.0,2.0
20,rank,section,acc_rank,1.9166666666666667,0.27638539919628335,1.0,2.0
20,rank,section,mix_at_k_rank,2.75,0.4330127018922193,2.0,3.0
20,rank,section,silhouette_rank,2.0,0.0,2.0,2.0
20,rank,section,js_divergence_rank,1.1666666666666667,0.5527707983925667,1.0,3.0
20,metric,imports,acc,0.87129,0.016499334778958454,0.8366,0.8958333333333334
20,metric,imports,f1,0.8569448108616105,0.02155887615021763,0.8104115099009901,0.8871718958731992
20,metric,imports,auc,0.9330759754074075,0.009256545899269188,0.9093557422222222,0.9456385533333334
20,metric,imports,positive_rate,0.40252222222222217,0.019451760528402588,0.36186666666666667,0.4287666666666667
20,metric,imports,mix_at_k,0.1755046527777778,0.02030950978177947,0.1430475,0.22482166666666667
20,metric,imports,silhouette,0.03561061271723696,0.015896903003120744,0.02143355167598222,0.07645379976871756
20,metric,imports,js_divergence,0.03717201366311941,0.007857677226295826,0.024527607293849216,0.05323464979750463
20,rank,imports,auc_rank,5.0,0.0,5.0,5.0
20,rank,imports,acc_rank,5.0,0.0,5.0,5.0
20,rank,imports,mix_at_k_rank,5.0,0.0,5.0,5.0
20,rank,imports,silhouette_rank,4.683333333333334,0.5913731666403389,3.0,5.0
20,rank,imports,js_divergence_rank,4.0,0.0,4.0,4.0
20,metric,strings,acc,0.9134233333333334,0.01187066146866735,0.8941333333333333,0.9349333333333333
20,metric,strings,f1,0.910373150115046,0.012564549605837232,0.8890751606594021,0.9330268304398546
20,metric,strings,auc,0.975937294962963,0.006225549786716381,0.9651431755555556,0.9866351555555555
20,metric,strings,positive_rate,0.4664133333333334,0.008088378036371646,0.4536,0.4826666666666667
20,metric,strings,mix_at_k,0.10723958333333333,0.006887396860994242,0.09292833333333334,0.115475
20,metric,strings,silhouette,0.05063059144701818,0.014147171941443118,0.03154791195808756,0.08270268625144965
20,metric,strings,js_divergence,0.0004740765457448614,0.0001723624291657805,0.00024814339402747177,0.0008148878875293827
20,rank,strings,auc_rank,4.0,0.0,4.0,4.0
20,rank,strings,acc_rank,4.0,0.0,4.0,4.0
20,rank,strings,mix_at_k_rank,4.0,0.0,4.0,4.0
20,rank,strings,silhouette_rank,3.1,0.3,3.0,4.0
20,rank,strings,js_divergence_rank,5.0,0.0,5.0,5.0
20,metric,all,acc,0.9489355555555554,0.007234720467779914,0.9335666666666667,0.9618
20,metric,all,f1,0.9475601286426304,0.007668664694734481,0.9325253072417645,0.9610310119695321
20,metric,all,auc,0.9913760744814814,0.0023053000881763943,0.9848073622222222,0.9950538155555554
20,metric,all,positive_rate,0.4744333333333333,0.007176556483646106,0.45516666666666666,0.48456666666666665
20,metric,all,mix_at_k,0.08379044444444446,0.00494129917939067,0.07468333333333334,0.09093666666666667
20,metric,all,silhouette,0.039226848328305836,0.017540189932202188,0.02037927330559468,0.08274331082122113
20,metric,all,js_divergence,0.08202149250815677,0.012543040768650275,0.06214595453050574,0.10123558066839294
20,rank,all,auc_rank,1.0,0.0,1.0,1.0
20,rank,all,acc_rank,1.0833333333333333,0.27638539919628335,1.0,2.0
20,rank,all,mix_at_k_rank,1.1666666666666667,0.372677996249965,1.0,2.0
20,rank,all,silhouette_rank,4.216666666666667,0.486198404860494,3.0,5.0
20,rank,all,js_divergence_rank,1.9166666666666667,0.27638539919628335,1.0,2.0
