seed,scope,feature_group,metric,mean,std,min,max
13,metric,header,acc,0.9334138888888889,0.010334376814099756,0.9177,0.9485333333333333
13,metric,header,f1,0.9312177235732229,0.011241328113881715,0.9130970398789201,0.9474329293204412
13,metric,header,auc,0.9837553253703705,0.004262979683421307,0.9767554755555555,0.9899522355555557
13,metric,header,positive_rate,0.4694249999999999,0.010077148011071237,0.44703333333333334,0.48436666666666667
13,metric,header,mix_at_k,0.07157417824074074,0.013297787694742854,0.04682666666666667,0.09370333333333333
13,metric,header,silhouette,0.11713742295317219,0.038813583429619034,0.06909447142918555,0.19950566650408838
13,metric,header,js_divergence,0.0815676633699316,0.012666096971302235,0.06184048804875904,0.10090729814674582
13,rank,header,auc_rank,3.0,0.0,3.0,3.0
13,rank,header,acc_rank,3.0,0.0,3.0,3.0
13,rank,header,mix_at_k_rank,2.3541666666666665,0.6288078446994404,1.0,3.0
13,rank,header,silhouette_rank,1.0,0.0,1.0,1.0
13,rank,header,js_divergence_rank,2.9166666666666665,0.2763853991962833,2.0,3.0
13,metric,section,acc,0.9440222222222223,0.008043347070639525,0.9335333333333333,0.9555666666666667
13,metric,section,f1,0.9425940275426284,0.00839521512384555,0.931179678332298,0.9546274549848531
13,metric,section,auc,0.9892322892592592,0.002812429460949998,0.9844952844444446,0.9930611111111111
13,metric,section,positive_rate,0.47551111111111116,0.005156070376594482,0.4658,0.48273333333333335
13,metric,section,mix_at_k,0.07181354166666667,0.013801324599748607,0.04602,0.09532333333333333
13,metric,section,silhouette,0.07379853361255183,0.01809126602267903,0.05306432491424272,0.1166415095835357
13,metric,section,js_divergence,0.11746323315173805,0.034887079790854175,0.06678267814476099,0.21136740430467066
13,rank,section,auc_rank,2.0,0.0,2.0,2.0
13,rank,section,acc_rank,2.0,0.0,2.0,2.0
13,rank,section,mix_at_k_rank,2.5,0.5773502691896257,1.0,3.0
13,rank,section,silhouette_rank,2.0,0.0,2.0,2.0
13,rank,section,js_divergence_rank,1.1666666666666667,0.5527707983925666,1.0,3.0
13,metric,imports,acc,0.8719888888888888,0.01620661349534979,0.8404,0.8958333333333334
13,metric,imports,f1,0.8579550153089232,0.021097548966766105,0.8164673413063478,0.8871718958731992
13,metric,imports,auc,0.9340660592592592,0.009075583329642858,0.9156373644444445,0.9455552266666667
13,metric,imports,positive_rate,0.4038777777777778,0.018613979878402683,0.3696,0.4251
13,metric,imports,mix_at_k,0.1597727141203704,0.028224391592587647,0.10343,0.22481833333333334
13,metric,imports,silhouette,0.03560725188715727,0.015946143371017008,0.021484132366195022,0.07626334170663288
13,metric,imports,js_divergence,0.03717201366311941,0.007857677226295826,0.024527607293849216,0.05323464979750463
13,rank,imports,auc_rank,5.0,0.0,5.0,5.0
13,rank,imports,acc_rank,5.0,0.0,5.0,5.0
13,rank,imports,mix_at_k_rank,5.0,0.0,5.0,5.0
13,rank,imports,silhouette_rank,4.666666666666667,0.6236095644623235,3.0,5.0
13,rank,imports,js_divergence_rank,4.0,0.0,4.0,4.0
13,metric,strings,acc,0.914711111111111,0.011572671618734452,0.8957,0.9337
13,metric,strings,f1,0.9116553189180246,0.01234511556449164,0.8906517560719902,0.9316424373646768
13,metric,strings,auc,0.9766357916666667,0.005795517655373758,0.9685482066666667,0.9866351555555555
13,metric,strings,positive_rate,0.46596666666666664,0.007937825525550066,0.4538333333333333,0.4791
13,metric,strings,mix_at_k,0.08978100694444445,0.01668692240051551,0.05775333333333333,0.11505166666666666
13,metric,strings,silhouette,0.05048678635713396,0.014111356760417174,0.031760732495949184,0.08240494935777871
13,metric,strings,js_divergence,0.0004740765457448613,0.0001723624291657805,0.00024814339402747177,0.0008148878875293827
13,rank,strings,auc_rank,4.0,0.0,4.0,4.0
13,rank,strings,acc_rank,4.0,0.0,4.0,4.0
13,rank,strings,mix_at_k_rank,4.0,0.0,4.0,4.0
13,rank,strings,silhouette_rank,3.1666666666666665,0.3726779962499649,3.0,4.0
13,rank,strings,js_divergence_rank,5.0,0.0,5.0,5.0
13,metric,all,acc,0.9495861111111111,0.006880789930068241,0.9377666666666666,0.9607666666666667
13,metric,all,f1,0.9483075379715186,0.007310229587981363,0.9350721613632412,0.9600543017138978
13,metric,all,auc,0.9915831607407407,0.002021008755795486,0.9879301644444445,0.9947737088888889
13,metric,all,positive_rate,0.4759361111111111,0.006822205822455857,0.4585,0.4827666666666667
13,metric,all,mix_at_k,0.06912129629629629,0.013520533066694481,0.043386666666666664,0.09077166666666667
13,metric,all,silhouette,0.03923535846041893,0.01754873224218227,0.020382826191805946,0.0825701597842196
13,metric,all,js_divergence,0.08202149250815677,0.012543040768650275,0.06214595453050574,0.10123558066839294
13,rank,all,auc_rank,1.0,0.0,1.0,1.0
13,rank,all,acc_rank,1.0,0.0,1.0,1.0
13,rank,all,mix_at_k_rank,1.1458333333333333,0.40771637064126925,1.0,3.0
13,rank,all,silhouette_rank,4.166666666666667,0.5527707983925666,3.0,5.0
13,rank,all,js_divergence_rank,1.9166666666666667,0.2763853991962833,1.0,2.0
42,metric,header,acc,0.9327361111111111,0.010791864720047345,0.9170666666666667,0.9472333333333334
42,metric,header,f1,0.9304522469741334,0.011707015000002118,0.9137621145374449,0.9460739226707545
42,metric,header,auc,0.9838619822222222,0.004227886248666251,0.9758111955555555,0.9898411733333333
42,metric,header,positive_rate,0.4684861111111111,0.00993491279699779,0.44583333333333336,0.4834333333333333
42,metric,header,mix_at_k,0.07161486111111111,0.013328760748289158,0.0467,0.09384166666666667
42,metric,header,silhouette,0.117106695225434,0.038796389570276986,0.06904227710567397,0.19946943579225848
42,metric,header,js_divergence,0.0815676633699316,0.012666096971302235,0.06184048804875904,0.10090729814674582
42,rank,header,auc_rank,3.0,0.0,3.0,3.0
42,rank,header,acc_rank,3.0,0.0,3.0,3.0
42,rank,header,mix_at_k_rank,2.3333333333333335,0.6561673228343176,1.0,3.0
42,rank,header,silhouette_rank,1.0,0.0,1.0,1.0
