density_bin,density_definition,n_rows,n_samples_mean,n_samples_std,n_samples_min,n_samples_max,n_benign_mean,n_benign_std,n_benign_min,n_benign_max,n_malware_mean,n_malware_std,n_malware_min,n_malware_max,benign_to_malware_ratio_mean,benign_to_malware_ratio_std,benign_to_malware_ratio_min,benign_to_malware_ratio_max,n_packed_malware_mean,n_packed_malware_std,n_packed_malware_min,n_packed_malware_max,packed_ratio_mean,packed_ratio_std,packed_ratio_min,packed_ratio_max
high_density,class_conditional,5,120000.6,0.4898979485566356,120000.0,120001.0,60000.4,0.4898979485566356,60000.0,60001.0,60000.2,0.4,60000.0,60001.0,1.000003333388888,1.2472102203876788e-05,0.9999833336111065,1.0000166666666668,3561.2,66.56545650711035,3494.0,3652.0,0.05935313728104531,0.001109519177582806,0.05823333333333333,0.060866666666666666
low_density,class_conditional,5,120000.2,0.4,120000.0,120001.0,60000.2,0.4,60000.0,60001.0,60000.0,0.0,60000.0,60000.0,1.0000033333333334,6.666666666710341e-06,1.0,1.0000166666666668,6602.2,118.40844564472587,6427.0,6748.0,0.11003666666666667,0.0019734740940787663,0.10711666666666667,0.11246666666666667
mid_density,class_conditional,5,239999.2,0.7483314773547883,239998.0,240000.0,119999.4,0.8,119998.0,120000.0,119999.8,0.4,119999.0,120000.0,0.9999966666805555,8.4983849230028e-06,0.9999833333333333,1.0000083334027783,8742.2,112.78546005580685,8554.0,8881.0,0.07285178757045196,0.0009398389863940671,0.07128333333333334,0.07400833333333333
