seed,density_bin,feature_group,n_samples,n_benign,n_malware,auc,mix_at_10,mix_at_10_benign_query,mix_at_10_malware_query,mix_at_10_class_balanced,js_divergence,density_definition,thresholds_json
77,high_density,section,120000,60000,60000,0.9991173125,0.017473333333333334,0.00543,0.029516666666666667,0.017473333333333334,0.1100246818767055,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0032699053860748284, ""label_0_q_low"": -0.44374788747678706, ""label_1_q_high"": -0.03278646591026233, ""label_1_q_low"": -0.3250510020425165, ""low_quantile"": 0.25}"
77,mid_density,section,240000,120000,120000,0.9871840243055555,0.04526958333333334,0.05257166666666666,0.0379675,0.045269583333333335,0.06480979998557837,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0032699053860748284, ""label_0_q_low"": -0.44374788747678706, ""label_1_q_high"": -0.03278646591026233, ""label_1_q_low"": -0.3250510020425165, ""low_quantile"": 0.25}"
77,low_density,section,120000,60000,60000,0.97289612375,0.07759333333333332,0.05032666666666667,0.10486000000000001,0.07759333333333335,0.24044904250760457,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0032699053860748284, ""label_0_q_low"": -0.44374788747678706, ""label_1_q_high"": -0.03278646591026233, ""label_1_q_low"": -0.3250510020425165, ""low_quantile"": 0.25}"
77,high_density,imports,120000,60000,60000,0.916545379861111,0.09986916666666666,0.10087833333333335,0.09886,0.09986916666666668,0.06696862087473508,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0032699053860748284, ""label_0_q_low"": -0.44374788747678706, ""label_1_q_high"": -0.03278646591026233, ""label_1_q_low"": -0.3250510020425165, ""low_quantile"": 0.25}"
77,mid_density,imports,240000,120000,120000,0.9424735327083333,0.13525333333333334,0.11474666666666666,0.15576000000000004,0.13525333333333334,0.04191298193242668,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0032699053860748284, ""label_0_q_low"": -0.44374788747678706, ""label_1_q_high"": -0.03278646591026233, ""label_1_q_low"": -0.3250510020425165, ""low_quantile"": 0.25}"
77,low_density,imports,120000,60000,60000,0.9366444109722223,0.15007499999999996,0.08965166666666666,0.21049833333333332,0.150075,0.01806276548234749,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0032699053860748284, ""label_0_q_low"": -0.44374788747678706, ""label_1_q_high"": -0.03278646591026233, ""label_1_q_low"": -0.3250510020425165, ""low_quantile"": 0.25}"
77,high_density,strings,120000,60000,60000,0.9988968565277778,0.013230833333333334,0.0052116666666666665,0.02125,0.013230833333333334,0.0011269169526801968,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0032699053860748284, ""label_0_q_low"": -0.44374788747678706, ""label_1_q_high"": -0.03278646591026233, ""label_1_q_low"": -0.3250510020425165, ""low_quantile"": 0.25}"
77,mid_density,strings,240000,120000,120000,0.976185021388889,0.0652,0.08225083333333331,0.04814916666666667,0.0652,0.00032216515082421555,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0032699053860748284, ""label_0_q_low"": -0.44374788747678706, ""label_1_q_high"": -0.03278646591026233, ""label_1_q_low"": -0.3250510020425165, ""low_quantile"": 0.25}"
77,low_density,strings,120000,60000,60000,0.9569260294444444,0.10656666666666668,0.09629833333333333,0.11683500000000001,0.10656666666666667,0.00040849793746318007,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0032699053860748284, ""label_0_q_low"": -0.44374788747678706, ""label_1_q_high"": -0.03278646591026233, ""label_1_q_low"": -0.3250510020425165, ""low_quantile"": 0.25}"
77,high_density,all,120000,60000,60000,0.9994466052777777,0.011766666666666667,0.004143333333333333,0.01939,0.011766666666666667,0.08178776607162523,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0032699053860748284, ""label_0_q_low"": -0.44374788747678706, ""label_1_q_high"": -0.03278646591026233, ""label_1_q_low"": -0.3250510020425165, ""low_quantile"": 0.25}"
77,mid_density,all,240000,120000,120000,0.9940711274652778,0.04452750000000001,0.05732416666666666,0.03173083333333334,0.0445275,0.07764089070574196,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0032699053860748284, ""label_0_q_low"": -0.44374788747678706, ""label_1_q_high"": -0.03278646591026233, ""label_1_q_low"": -0.3250510020425165, ""low_quantile"": 0.25}"
77,low_density,all,120000,60000,60000,0.9884022788888889,0.08426833333333335,0.06577000000000001,0.10276666666666669,0.08426833333333335,0.08485248144635466,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0032699053860748284, ""label_0_q_low"": -0.44374788747678706, ""label_1_q_high"": -0.03278646591026233, ""label_1_q_low"": -0.3250510020425165, ""low_quantile"": 0.25}"
