seed,test_week,feature_group,mix_k,input_dim,train_size,val_size,test_size,best_epoch,epochs_ran,best_val_auc,test_auc,test_acc,test_f1,test_positive_rate,mix_at_k,silhouette,js_divergence
42,2024-12-08_2024-12-14,strings,10,177,32000,8000,40000,26,31,0.9708975624999999,0.968824095,0.906925,0.903845657170898,0.467975,0.099305,0.041627030819654465,0.00034679477352614953
77,2024-09-22_2024-09-28,all,10,1757,32000,8000,40000,5,10,0.98628353125,0.99096814375,0.950825,0.9497098151509729,0.477825,0.072715,0.06247657537460327,0.09601362348175577
77,2024-09-22_2024-09-28,header,10,74,32000,8000,40000,30,35,0.9756883437500001,0.9848773275,0.933175,0.9317223939308794,0.478725,0.0715375,0.17928721010684967,0.09590279398594734
77,2024-09-22_2024-09-28,section,10,224,32000,8000,40000,24,29,0.9758274375,0.9838085837500001,0.923475,0.9200344836594477,0.456975,0.075535,0.10088513791561127,0.06540370088920341
77,2024-09-22_2024-09-28,imports,10,1282,32000,8000,40000,8,13,0.9352445312500001,0.924650465,0.880325,0.8695462597084072,0.417375,0.14821,0.05830838531255722,0.042411807555974804
77,2024-09-22_2024-09-28,strings,10,177,32000,8000,40000,14,19,0.97051896875,0.98125672,0.920925,0.9173957326786973,0.457275,0.0883825,0.06407325714826584,0.00042001788136327947
77,2024-09-29_2024-10-05,all,10,1757,32000,8000,40000,5,10,0.98628353125,0.9925865237500001,0.955125,0.9541448460850683,0.478625,0.0685875,0.08245112746953964,0.09735975365026403
77,2024-09-29_2024-10-05,header,10,74,32000,8000,40000,30,35,0.9756883437500001,0.9864446725,0.93755,0.9364279533771059,0.48235,0.07007,0.20101240277290344,0.09709684891654066
77,2024-09-29_2024-10-05,section,10,224,32000,8000,40000,24,29,0.9758274375,0.983990325,0.9261,0.923124934983876,0.4613,0.072595,0.11683224886655807,0.12238042717168834
77,2024-09-29_2024-10-05,imports,10,1282,32000,8000,40000,8,13,0.9352445312500001,0.9340303474999999,0.884225,0.8746989907735598,0.423975,0.179035,0.07588465511798859,0.053917900403113166
77,2024-09-29_2024-10-05,strings,10,177,32000,8000,40000,14,19,0.97051896875,0.9817295262500001,0.92005,0.9163790398493882,0.4561,0.0871525,0.08267045766115189,0.0009694760641397785
77,2024-10-06_2024-10-12,all,10,1757,32000,8000,40000,5,10,0.98628353125,0.9892138212500001,0.94835,0.9468402634829148,0.4716,0.0818825,0.04796139523386955,0.09414344124862309
77,2024-10-06_2024-10-12,header,10,74,32000,8000,40000,30,35,0.9756883437500001,0.98074746375,0.923925,0.9214648876042016,0.468675,0.0807875,0.14046163856983185,0.09397310057842906
77,2024-10-06_2024-10-12,section,10,224,32000,8000,40000,24,29,0.9758274375,0.9798776937500001,0.9151,0.9111506462246873,0.45555,0.0814175,0.08048103004693985,0.08852407000247649
77,2024-10-06_2024-10-12,imports,10,1282,32000,8000,40000,8,13,0.9352445312500001,0.8990625062500002,0.831525,0.8061333103190357,0.369025,0.181595,0.028056109324097633,0.03241658178808846
77,2024-10-06_2024-10-12,strings,10,177,32000,8000,40000,14,19,0.97051896875,0.97387572,0.902575,0.8964197432421657,0.440575,0.1034875,0.06554525345563889,0.00026105276929801516
77,2024-10-13_2024-10-19,all,10,1757,32000,8000,40000,5,10,0.98628353125,0.9891846575000001,0.94745,0.94659824195925,0.48405,0.0761325,0.04731450602412224,0.10077732658983209
77,2024-10-13_2024-10-19,header,10,74,32000,8000,40000,30,35,0.9756883437500001,0.9820923212500001,0.930275,0.9292006193993857,0.484825,0.077685,0.14192357659339905,0.10044227523522836
77,2024-10-13_2024-10-19,section,10,224,32000,8000,40000,24,29,0.9758274375,0.9797214287499999,0.922475,0.9197609128781018,0.466175,0.0783525,0.0832739770412445,0.12370619652740994
77,2024-10-13_2024-10-19,imports,10,1282,32000,8000,40000,8,13,0.9352445312500001,0.92919936375,0.86465,0.8524473999781969,0.4173,0.2076475,0.04480994865298271,0.048799956963085506
77,2024-10-13_2024-10-19,strings,10,177,32000,8000,40000,14,19,0.97051896875,0.97671833375,0.91575,0.912526605409334,0.46315,0.1001225,0.05533900111913681,0.0007435651622660586
77,2024-10-20_2024-10-26,all,10,1757,32000,8000,40000,5,10,0.98628353125,0.99063469875,0.951625,0.9505734501519835,0.478725,0.0692775,0.04097333922982216,0.09285280195076562
77,2024-10-20_2024-10-26,header,10,74,32000,8000,40000,30,35,0.9756883437500001,0.98291930375,0.92915,0.9276302349336057,0.479,0.0732425,0.1285143792629242,0.09236433990250043
77,2024-10-20_2024-10-26,section,10,224,32000,8000,40000,24,29,0.9758274375,0.97982023375,0.92145,0.9188365364744782,0.4678,0.073125,0.07610626518726349,0.23061789477051703
77,2024-10-20_2024-10-26,imports,10,1282,32000,8000,40000,8,13,0.9352445312500001,0.9234075912499999,0.8541,0.8380148773176418,0.4007,0.180935,0.0339013934135437,0.0419546426155615
