seed,feature_group,operator,selection_type,selection_mode,selection_value,trial_id,density_scope,density_bin,n_samples,n_malware,n_benign,n_selected_features,auc,flip_rate,malware_to_benign_rate,mean_abs_probability_shift,mean_signed_probability_shift,mean_margin_shift,boundary_low_10_flip_rate,boundary_low_10_malware_to_benign_rate,boundary_low_20_flip_rate,boundary_low_20_malware_to_benign_rate,baseline_auc,delta_auc
13,imports,imports_benign_mass_injection,random,ratio,0.1,20,density_restricted,low_density,120000,32600,87400,129,0.9029153153121534,0.12156441717791411,0.11414110429447853,0.09105153052526893,-0.07818532893976642,-0.0497083501047368,0.4128834355828221,0.36257668711656443,0.3200920245398773,0.2837423312883436,0.9158103901391248,-0.012895074826971387
2024,imports,imports_benign_mass_injection,important,ratio,0.1,0,pooled,all,480000,240000,240000,129,0.8723786446093751,0.31478333333333336,0.3105625,0.21800367236689594,-0.20928829894072035,-0.11644734222880294,0.4663333333333333,0.4252916666666667,0.23947916666666666,0.21879166666666666,0.9291685660069444,-0.05678992139756933
2024,imports,imports_benign_mass_injection,important,ratio,0.1,0,density_restricted,high_density,172296,78363,93933,129,0.9511148483913138,0.1516659648048186,0.14157191531717775,0.11856920305408893,-0.10286202835000618,-0.07708763615621149,0.22125813449023862,0.12032665560801327,0.11063612582147643,0.06016716646462068,0.8389786808970672,0.1121361674942466
2024,imports,imports_benign_mass_injection,important,ratio,0.1,0,density_restricted,mid_density,187704,129521,58183,129,0.8913797314404547,0.387859883725419,0.3876437025656071,0.2731743868057619,-0.2697411694797046,-0.1504115333140228,0.5340847680074114,0.532231915386397,0.5503184713375796,0.5492375989191276,0.9664264507207783,-0.07504671928032358
2024,imports,imports_benign_mass_injection,important,ratio,0.1,0,density_restricted,low_density,120000,32116,87884,129,0.8633671160093453,0.41807821646531323,0.4120376136505169,0.23812502041531847,-0.2251671629717437,-0.07551038412124647,0.4666874221668742,0.424346201743462,0.43944582814445826,0.41329389788293897,0.9145387047608965,-0.051171588751551145
2024,imports,imports_benign_mass_injection,random,ratio,0.1,1,pooled,all,480000,240000,240000,129,0.937000445546875,0.050508333333333336,0.042429166666666664,0.07686497177139033,-0.06217404205381042,-0.05914948232652141,0.3135,0.23345833333333332,0.15979166666666667,0.11972916666666666,0.9291685660069444,0.007831879539930586
2024,imports,imports_benign_mass_injection,random,ratio,0.1,1,density_restricted,high_density,172296,78363,93933,129,0.978892729723403,0.022485101387134235,0.01015785511019231,0.04464282080868461,-0.018660020413084417,-0.04207867297003946,0.1232614520862575,0.0,0.06163465832961143,0.0,0.8389786808970672,0.13991404882633585
2024,imports,imports_benign_mass_injection,random,ratio,0.1,1,density_restricted,mid_density,187704,129521,58183,129,0.9526011690354727,0.044162722647292714,0.03914423143737309,0.08759603234319271,-0.0791586199067617,-0.07026285879991052,0.3188450551995677,0.2688180344321779,0.1896545068519591,0.1645628257093225,0.9664264507207783,-0.013825281685305613
2024,imports,imports_benign_mass_injection,random,ratio,0.1,1,density_restricted,low_density,120000,32116,87884,129,0.8950997774532207,0.14447627350853157,0.13441898119317475,0.11220955763420305,-0.09985089377071503,-0.05598296717495094,0.39321295143212953,0.3321917808219178,0.3426214196762142,0.2957658779576588,0.9145387047608965,-0.019438927307675824
2024,imports,imports_benign_mass_injection,random,ratio,0.1,2,pooled,all,480000,240000,240000,129,0.952241379392361,0.013320833333333334,0.0052625,0.021778715390320197,0.013594906793693488,-0.009015113407607953,0.13245833333333334,0.05254166666666667,0.06627083333333333,0.026270833333333334,0.9291685660069444,0.023072813385416557
2024,imports,imports_benign_mass_injection,random,ratio,0.1,2,density_restricted,high_density,172296,78363,93933,129,0.9817973617333591,0.010898000331789236,0.0,0.03896147945204685,0.03754577643764948,-0.028500502664241086,0.10897026923567692,0.0,0.05448861098704779,0.0,0.8389786808970672,0.1428186808362919
2024,imports,imports_benign_mass_injection,random,ratio,0.1,2,density_restricted,mid_density,187704,129521,58183,129,0.9672300686233515,0.012407254422062832,0.007628106639077833,0.01181295124185717,0.0014125857162819604,0.0003748215681821338,0.12383231683779819,0.07627576623176098,0.06195715112912565,0.03813935533680757,0.9664264507207783,0.0008036179025732171
2024,imports,imports_benign_mass_injection,random,ratio,0.1,2,density_restricted,low_density,120000,32116,87884,129,0.917089351182184,0.022916926142732594,0.008562710175613402,0.020043841748023306,0.0042850428740924896,0.0006604311906681172,0.18119551681195517,0.0647571606475716,0.11036737235367372,0.042652552926525526,0.9145387047608965,0.00255064642128755
2024,imports,imports_benign_mass_injection,random,ratio,0.1,3,pooled,all,480000,240000,240000,129,0.9664470755729166,0.1337125,0.0013916666666666667,0.07213341974317365,0.06543249303212613,0.019689601096248913,0.24929166666666666,0.012708333333333334,0.611625,0.00675,0.9291685660069444,0.03727850956597223
2024,imports,imports_benign_mass_injection,random,ratio,0.1,3,density_restricted,high_density,172296,78363,93933,129,0.9849258990186506,0.3114735270472034,0.0,0.12512263140384156,0.1223663875753808,0.025232166648329443,0.49687380375143547,0.0,0.7484208511452817,0.0,0.8389786808970672,0.1459472181215834
