family,model,feature_group,outcome,strength,status,path,n_seeds,weeks_per_seed,direction,raw_pvalue,paired_mean_delta,paired_median_delta,seed_min_delta,seed_max_delta,positive_seed_count,nonnegative_seed_count,seed_deltas_json,ci_low,ci_high,holm_adjusted_pvalue,random_repeats_per_seed
mlp_extension,MLP,strings,auc_drop,0.05,ok,artifacts/MLP/results/5_3/mlp_rq2_targeted_masking_wild_b_main/masking_rows.csv,5,,greater,0.03125,0.1719006723333333,0.11493346458333342,0.05951936374999989,0.3827199845833333,5,5,"[0.114933464583, 0.382719984583, 0.05951936375, 0.188697695, 0.11363285375]",0.09224757991666661,0.27927540249999994,0.9375,3
mlp_extension,MLP,strings,auc_drop,0.1,ok,artifacts/MLP/results/5_3/mlp_rq2_targeted_masking_wild_b_main/masking_rows.csv,5,,greater,0.0625,0.06181231274999997,0.06415609083333333,-0.019972801250000047,0.1110874249999999,4,4,"[0.111087425, -0.01997280125, 0.048809199167, 0.064156090833, 0.10498165]",0.01877448908333331,0.09925884816666665,0.9375,3
mlp_extension,MLP,all,flip_rate,0.01,ok,artifacts/MLP/results/5_3/mlp_rq2_targeted_masking_wild_b_main/masking_rows.csv,5,,greater,0.03125,0.3478266666666666,0.34695,0.13306666666666667,0.47620833333333334,5,5,"[0.476208333333, 0.133066666667, 0.333666666667, 0.449241666667, 0.34695]",0.23642166666666667,0.43956999999999996,0.9375,3
mlp_extension,MLP,all,flip_rate,0.05,ok,artifacts/MLP/results/5_3/mlp_rq2_targeted_masking_wild_b_main/masking_rows.csv,5,,greater,0.03125,0.29293,0.36340833333333333,0.07221666666666667,0.37371666666666664,5,5,"[0.285875, 0.072216666667, 0.363408333333, 0.369433333333, 0.373716666667]",0.1752483333333333,0.36994166666666667,0.9375,3
mlp_extension,MLP,all,flip_rate,0.1,ok,artifacts/MLP/results/5_3/mlp_rq2_targeted_masking_wild_b_main/masking_rows.csv,5,,greater,0.03125,0.22997166666666669,0.23373333333333335,0.07966666666666666,0.30832499999999996,5,5,"[0.079666666667, 0.22485, 0.233733333333, 0.308325, 0.303283333333]",0.15342666666666666,0.29139,0.9375,3
mlp_extension,MLP,header,flip_rate,0.01,ok,artifacts/MLP/results/5_3/mlp_rq2_targeted_masking_wild_b_main/masking_rows.csv,5,,greater,0.03125,0.11352166666666667,0.08006666666666667,0.0004166666666666763,0.235525,5,5,"[0.000416666667, 0.080066666667, 0.235525, 0.049275, 0.202325]",0.03589000000000001,0.191635,0.9375,3
mlp_extension,MLP,header,flip_rate,0.05,ok,artifacts/MLP/results/5_3/mlp_rq2_targeted_masking_wild_b_main/masking_rows.csv,5,,greater,0.28125,0.05470166666666666,0.061191666666666644,-0.14259166666666667,0.27674166666666666,4,4,"[0.007991666667, 0.276741666667, 0.070175, -0.142591666667, 0.061191666667]",-0.05928166666666668,0.18167833333333333,0.9375,3
mlp_extension,MLP,header,flip_rate,0.1,ok,artifacts/MLP/results/5_3/mlp_rq2_targeted_masking_wild_b_main/masking_rows.csv,5,,greater,0.5,0.01156166666666667,-0.023699999999999943,-0.16657499999999997,0.35716666666666663,1,1,"[-0.166575, -0.0237, -0.011325, -0.097758333333, 0.357166666667]",-0.1115216666666667,0.1900083333333333,0.9375,3
mlp_extension,MLP,section,flip_rate,0.01,ok,artifacts/MLP/results/5_3/mlp_rq2_targeted_masking_wild_b_main/masking_rows.csv,5,,greater,0.03125,0.17546166666666665,0.171275,0.10733333333333335,0.2607583333333333,5,5,"[0.260758333333, 0.107333333333, 0.171275, 0.207141666667, 0.1308]",0.12950833333333334,0.22404333333333332,0.9375,3
mlp_extension,MLP,section,flip_rate,0.05,ok,artifacts/MLP/results/5_3/mlp_rq2_targeted_masking_wild_b_main/masking_rows.csv,5,,greater,0.03125,0.18444166666666667,0.17321666666666669,0.09809166666666666,0.282375,5,5,"[0.139408333333, 0.173216666667, 0.098091666667, 0.282375, 0.229116666667]",0.12964333333333333,0.24312999999999999,0.9375,3
mlp_extension,MLP,section,flip_rate,0.1,ok,artifacts/MLP/results/5_3/mlp_rq2_targeted_masking_wild_b_main/masking_rows.csv,5,,greater,0.03125,0.23036500000000001,0.229825,0.08788333333333331,0.33165833333333333,5,5,"[0.209908333333, 0.331658333333, 0.29255, 0.087883333333, 0.229825]",0.15720499999999998,0.2994866666666667,0.9375,3
mlp_extension,MLP,imports,flip_rate,0.01,ok,artifacts/MLP/results/5_3/mlp_rq2_targeted_masking_wild_b_main/masking_rows.csv,5,,greater,0.03125,0.059693333333333334,0.056391666666666666,0.045566666666666665,0.08637500000000001,5,5,"[0.045566666667, 0.062258333333, 0.056391666667, 0.086375, 0.047875]",0.048655,0.07385166666666668,0.9375,3
mlp_extension,MLP,imports,flip_rate,0.05,ok,artifacts/MLP/results/5_3/mlp_rq2_targeted_masking_wild_b_main/masking_rows.csv,5,,greater,0.03125,0.09813333333333332,0.09490833333333334,0.08218333333333333,0.12023333333333332,5,5,"[0.093025, 0.120233333333, 0.094908333333, 0.100316666667, 0.082183333333]",0.088355,0.11010333333333333,0.9375,3
mlp_extension,MLP,imports,flip_rate,0.1,ok,artifacts/MLP/results/5_3/mlp_rq2_targeted_masking_wild_b_main/masking_rows.csv,5,,greater,0.03125,0.12447833333333333,0.12079166666666667,0.10645833333333332,0.15115,5,5,"[0.106458333333, 0.15115, 0.114625, 0.120791666667, 0.129366666667]",0.11259166666666667,0.13900666666666667,0.9375,3
mlp_extension,MLP,strings,flip_rate,0.01,ok,artifacts/MLP/results/5_3/mlp_rq2_targeted_masking_wild_b_main/masking_rows.csv,5,,greater,0.03125,0.3087533333333333,0.476875,0.026091666666666673,0.502775,5,5,"[0.476875, 0.494933333333, 0.026091666667, 0.502775, 0.043091666667]",0.12304833333333334,0.49445833333333333,0.9375,3
mlp_extension,MLP,strings,flip_rate,0.05,ok,artifacts/MLP/results/5_3/mlp_rq2_targeted_masking_wild_b_main/masking_rows.csv,5,,greater,0.03125,0.36781,0.38678333333333337,0.21173333333333338,0.45965833333333334,5,5,"[0.43775, 0.386783333333, 0.343125, 0.211733333333, 0.459658333333]",0.28321500000000005,0.43632,0.9375,3
mlp_extension,MLP,strings,flip_rate,0.1,ok,artifacts/MLP/results/5_3/mlp_rq2_targeted_masking_wild_b_main/masking_rows.csv,5,,greater,0.03125,0.30828,0.3619083333333333,0.029258333333333275,0.4655,5,5,"[0.4655, 0.224908333333, 0.361908333333, 0.029258333333, 0.459825]",0.15450166666666665,0.4425116666666667,0.9375,3
