seed,density_bin,feature_group,n_samples,n_benign,n_malware,auc,mix_at_10,mix_at_10_benign_query,mix_at_10_malware_query,mix_at_10_class_balanced,js_divergence,density_definition,thresholds_json
13,high_density,header,120001,60000,60001,0.9990564215596407,0.015414871542737145,0.006376666666666668,0.024452925784570253,0.01541479622561846,0.076397764684658,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00250249037488427, ""label_0_q_low"": -0.416911266958311, ""label_1_q_high"": -0.01962349127944596, ""label_1_q_low"": -0.29666627527280676, ""low_quantile"": 0.25}"
13,mid_density,header,239999,120000,119999,0.9843511655652687,0.05059354413976725,0.0609575,0.04022950191251594,0.05059350095625797,0.08195712566907318,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00250249037488427, ""label_0_q_low"": -0.416911266958311, ""label_1_q_high"": -0.01962349127944596, ""label_1_q_low"": -0.29666627527280676, ""low_quantile"": 0.25}"
13,low_density,header,120000,60000,60000,0.954538592638889,0.08780666666666667,0.066455,0.10915833333333332,0.08780666666666666,0.08049102773349295,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00250249037488427, ""label_0_q_low"": -0.416911266958311, ""label_1_q_high"": -0.01962349127944596, ""label_1_q_low"": -0.29666627527280676, ""low_quantile"": 0.25}"
13,high_density,section,120001,60000,60001,0.9991387849091404,0.016122365646952946,0.005241666666666667,0.02700288328527858,0.016122274975972625,0.09371292232866285,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00250249037488427, ""label_0_q_low"": -0.416911266958311, ""label_1_q_high"": -0.01962349127944596, ""label_1_q_low"": -0.29666627527280676, ""low_quantile"": 0.25}"
13,mid_density,section,239999,120000,119999,0.9864209425703547,0.04500560419001747,0.05201499999999999,0.03799614996791641,0.0450055749839582,0.06892208655934928,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00250249037488427, ""label_0_q_low"": -0.416911266958311, ""label_1_q_high"": -0.01962349127944596, ""label_1_q_low"": -0.29666627527280676, ""low_quantile"": 0.25}"
13,low_density,section,120000,60000,60000,0.9711598805555556,0.079405,0.05115000000000001,0.10766,0.079405,0.2193967617538946,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00250249037488427, ""label_0_q_low"": -0.416911266958311, ""label_1_q_high"": -0.01962349127944596, ""label_1_q_low"": -0.29666627527280676, ""low_quantile"": 0.25}"
13,high_density,imports,120001,60000,60001,0.9460087645761461,0.13837968016933191,0.1900266666666667,0.08673355444075931,0.13838011055371302,0.0690404263360885,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00250249037488427, ""label_0_q_low"": -0.416911266958311, ""label_1_q_high"": -0.01962349127944596, ""label_1_q_low"": -0.29666627527280676, ""low_quantile"": 0.25}"
13,mid_density,imports,239999,120000,119999,0.9416809043894809,0.14164934020558417,0.1401,0.14319869332244434,0.14164934666122217,0.041699454483655016,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00250249037488427, ""label_0_q_low"": -0.416911266958311, ""label_1_q_high"": -0.01962349127944596, ""label_1_q_low"": -0.29666627527280676, ""low_quantile"": 0.25}"
13,low_density,imports,120000,60000,60000,0.9344308929166667,0.1483875,0.09306666666666667,0.20370833333333335,0.1483875,0.01812747480355068,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00250249037488427, ""label_0_q_low"": -0.416911266958311, ""label_1_q_high"": -0.01962349127944596, ""label_1_q_low"": -0.29666627527280676, ""low_quantile"": 0.25}"
13,high_density,strings,120001,60000,60001,0.9991040768764965,0.012301564153632056,0.005306666666666666,0.01929634506091565,0.012301505863791157,0.0009438800131371251,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00250249037488427, ""label_0_q_low"": -0.416911266958311, ""label_1_q_high"": -0.01962349127944596, ""label_1_q_low"": -0.29666627527280676, ""low_quantile"": 0.25}"
