seed,density_bin,feature_group,n_samples,auc,mix_at_10,js_divergence
13,high_density,header,120001,0.9973171549504424,0.019149007091607568,0.0680437977133733
13,mid_density,header,239999,0.9819750133524249,0.04995062479426997,0.07938549242633793
13,low_density,header,120000,0.9497197561729174,0.08535833333333333,0.08108797853897928
13,high_density,section,120001,0.997485763896897,0.019919000674994376,0.035827110430779324
13,mid_density,section,239999,0.9841858590235972,0.045177271571964876,0.1002681347566224
13,low_density,section,120000,0.9685024515577312,0.07526500000000001,0.2030503800398214
13,high_density,imports,120001,0.9436081207277026,0.1559903667469438,0.06040001688767213
13,mid_density,imports,239999,0.9407147320932554,0.1392143300597086,0.04095404303757971
13,low_density,imports,120000,0.9236917839176171,0.13564666666666667,0.018177858441893527
13,high_density,strings,120001,0.9977944702439048,0.015346538778843512,0.0005100990139251836
13,mid_density,strings,239999,0.9737514575843912,0.06191025795940817,0.00020943082338507592
13,low_density,strings,120000,0.9477940204641276,0.11170416666666665,0.0004055847188208625
13,high_density,all,120001,0.9987763692830336,0.013187390105082457,0.06836703661033718
13,mid_density,all,239999,0.993292434892711,0.0429610123375514,0.07955600253259756
13,low_density,all,120000,0.9854930655153683,0.08506666666666667,0.08238163889105928
42,high_density,header,120001,0.9967003085144593,0.020703994133382222,0.07059197453628814
42,mid_density,header,239998,0.9816121066032143,0.049629580246502034,0.07886839679670671
42,low_density,header,120001,0.9518333823425558,0.08409013258222847,0.07916330758055388
42,high_density,section,120001,0.9971592510916674,0.02084065966116949,0.03701845500891971
42,mid_density,section,239998,0.9851755901691629,0.04481120676005633,0.0911970904391843
42,low_density,section,120001,0.9694754359368369,0.07401854984541795,0.23933835302811163
42,high_density,imports,120001,0.9399902891187211,0.1034074716044033,0.05863838236477052
42,mid_density,imports,239998,0.9398617870915595,0.13633321944349533,0.04132355350452824
42,low_density,imports,120001,0.9255471713720013,0.13367388605094957,0.018738609918594662
42,high_density,strings,120001,0.9973934688682861,0.01645152957058691,0.0004384967788115455
42,mid_density,strings,239998,0.9734348700875052,0.061471345594546624,0.00017209992384112588
42,low_density,strings,120001,0.9486111046547281,0.10960575328538928,0.0006149454572213439
42,high_density,all,120001,0.9984920566524426,0.013928217264856125,0.07091688648466388
42,mid_density,all,239998,0.9936474392851256,0.04326286052383769,0.07908869429638526
42,low_density,all,120001,0.9868534682856248,0.08312097399188341,0.08028554100290321
77,high_density,header,120000,0.9967407644912447,0.019790833333333334,0.06573354026572806
77,mid_density,header,240000,0.9816649935844317,0.049967083333333336,0.08052800160264799
77,low_density,header,120000,0.9520010030158093,0.08432166666666667,0.07849199978630314
77,high_density,section,120000,0.997520865195571,0.019914166666666667,0.03039780963808337
77,mid_density,section,240000,0.9849541322674724,0.045466666666666676,0.1006677686142268
77,low_density,section,120000,0.9693536003014764,0.07475833333333333,0.22121586660975023
77,high_density,imports,120000,0.9292534693917077,0.11190916666666668,0.05714333630700502
77,mid_density,imports,240000,0.9385889928239082,0.13605833333333334,0.041382018048343176
77,low_density,imports,120000,0.9274194399305531,0.13642500000000002,0.018164825352672512
77,high_density,strings,120000,0.9974476959359618,0.015928333333333333,0.0004755593963600268
77,mid_density,strings,240000,0.9724123554486703,0.06255666666666666,0.00018829208367541995
77,low_density,strings,120000,0.9518489318301968,0.10915583333333334,0.00044347205861253213
77,high_density,all,120000,0.9986793639282472,0.01365,0.06603072148979379
77,mid_density,all,240000,0.9930167918760591,0.04341291666666667,0.08073919092498603
77,low_density,all,120000,0.9864746477542403,0.08461416666666667,0.07970247158615776
123,high_density,header,120001,0.9972289632778102,0.019859834501379157,0.0722333587280599
123,mid_density,header,239999,0.9808555150646815,0.049465622773428225,0.07921090379344584
123,low_density,header,120000,0.9517600764396363,0.08466749999999999,0.07670423668077242
123,high_density,section,120001,0.9975212191219618,0.0201314989041758,0.03729143635155417
123,mid_density,section,239999,0.9840863301112628,0.04483810349209788,0.09473273440252682
123,low_density,section,120000,0.9687519251518804,0.07495000000000002,0.19766077784006103
123,high_density,imports,120001,0.9508133925293615,0.15401704985791786,0.06081123542572904
123,mid_density,imports,239999,0.9377699287904205,0.1411655881899508,0.04106242454520813
123,low_density,imports,120000,0.9262808850541299,0.13266750000000002,0.018301860577303
123,high_density,strings,120001,0.9972967431812959,0.01618236514695711,0.00047446384497287823
123,mid_density,strings,239999,0.9718922026648105,0.06154817311738798,0.00016269762350679264
123,low_density,strings,120000,0.9484704656940488,0.11122333333333334,0.0005992948320554328
123,high_density,all,120001,0.9984952030467018,0.013794885042624647,0.07250995768615467
123,mid_density,all,239999,0.9933034034050786,0.04330184709102954,0.07941724195758681
123,low_density,all,120000,0.985931958470919,0.08401666666666667,0.07793324874409373
2024,high_density,header,120001,0.9969085392189194,0.019568170265247792,0.067433352320377
2024,mid_density,header,239998,0.9806993342894614,0.04965374711455929,0.07931293311490159
