seed,density_bin,feature_group,n_samples,auc,mix_at_10,js_divergence
2024,low_density,header,120001,0.952453923129114,0.08432346397113359,0.08096985099804754
2024,high_density,section,120001,0.9972382091750126,0.018838176348530425,0.0365730624661528
2024,mid_density,section,239998,0.9849870297956806,0.04591746597888317,0.1040275803300797
2024,low_density,section,120001,0.9702862476289512,0.07329355588703429,0.21059008183274985
2024,high_density,imports,120001,0.935787316552306,0.15711035741368826,0.05956824734488317
2024,mid_density,imports,239998,0.9382115850377422,0.13775698130817757,0.04089777316677806
2024,low_density,imports,120001,0.9263170271599632,0.1319780668494429,0.018646487509773435
2024,high_density,strings,120001,0.9976331276643897,0.015194040049666254,0.0005036431245474939
2024,mid_density,strings,239998,0.9716412351915878,0.06238176984808207,0.00016710354340592653
2024,low_density,strings,120001,0.9527316739396965,0.10894575878534346,0.0005199370157854862
2024,high_density,all,120001,0.9987279633382496,0.012995725035624702,0.0677582240275186
2024,mid_density,all,239998,0.9932168740026263,0.04301744181201509,0.07953468412673588
2024,low_density,all,120001,0.9865767207751085,0.08263597803351638,0.08223765789843818
