feature_group,density_definition,perturbation_type,strength,n_rows,high_flip_rate_mean,high_flip_rate_std,high_flip_rate_min,high_flip_rate_max,mid_flip_rate_mean,mid_flip_rate_std,mid_flip_rate_min,mid_flip_rate_max,low_flip_rate_mean,low_flip_rate_std,low_flip_rate_min,low_flip_rate_max,high_delta_auc_mean,high_delta_auc_std,high_delta_auc_min,high_delta_auc_max,mid_delta_auc_mean,mid_delta_auc_std,mid_delta_auc_min,mid_delta_auc_max,low_delta_auc_mean,low_delta_auc_std,low_delta_auc_min,low_delta_auc_max,high_auc_drop_mean,high_auc_drop_std,high_auc_drop_min,high_auc_drop_max,mid_auc_drop_mean,mid_auc_drop_std,mid_auc_drop_min,mid_auc_drop_max,low_auc_drop_mean,low_auc_drop_std,low_auc_drop_min,low_auc_drop_max,delta_flip_density_mean,delta_flip_density_std,delta_flip_density_min,delta_flip_density_max,flip_density_ratio_mean,flip_density_ratio_std,flip_density_ratio_min,flip_density_ratio_max,delta_auc_density_mean,delta_auc_density_std,delta_auc_density_min,delta_auc_density_max,auc_drop_density_mean,auc_drop_density_std,auc_drop_density_min,auc_drop_density_max
header,class_conditional,important,0.01,5,0.04266224500545849,0.030881520151134646,0.020079953360539686,0.10388587069215775,0.2759985764361736,0.08252731425468109,0.21721099663232302,0.4398646814375509,0.2633409424287373,0.06726051161712261,0.21727137881035316,0.3968333333333333,0.000591547041817253,0.0007730557733524074,-6.174577318462937e-05,0.0021053406170022937,0.10957101731427196,0.05453164574168388,0.0026797548519151837,0.14925084113473996,0.09149713721134849,0.041875685659421,0.008439418611111194,0.11700630222222208,0.000591547041817253,0.0007730557733524074,-6.174577318462937e-05,0.0021053406170022937,0.10957101731427196,0.05453164574168388,0.0026797548519151837,0.14925084113473996,0.09149713721134849,0.041875685659421,0.008439418611111194,0.11700630222222208,0.22067869742327878,0.03677207701402819,0.1957020528223445,0.29294746264117555,7.675227668217593,2.3036068428037098,3.8198970725216235,10.820312921509375,0.09090559016953123,0.041513412359704994,0.008501164384295823,0.11666281611801754,0.09090559016953123,0.041513412359704994,0.008501164384295823,0.11666281611801754
header,class_conditional,important,0.05,5,0.14606463657608715,0.16936657733342914,0.0349462813358874,0.47960021565130845,0.332932175507344,0.060766272437598814,0.2501240136227401,0.40428091131204713,0.35705901401643303,0.0553000473270417,0.2957950700821653,0.46141666666666664,0.011046725121653767,0.02109235564572455,-0.0008570020443119386,0.05313677922641147,0.17982732088742953,0.02913503566405495,0.15473294479958766,0.2344208240735306,0.173068206497863,0.03302069047714392,0.14037058916666656,0.2274730425,0.011046725121653767,0.02109235564572455,-0.0008570020443119386,0.05313677922641147,0.17982732088742953,0.02913503566405495,0.15473294479958766,0.2344208240735306,0.173068206497863,0.03302069047714392,0.14037058916666656,0.2274730425,0.2109943774403459,0.11806068075599319,-0.018183548984641806,0.3008569953461315,5.318302500585569,2.9096034056895492,0.9620860283393574,8.464278852422687,0.16202148137620925,0.01845091336431509,0.14076670014824078,0.1875640109616069,0.16202148137620925,0.01845091336431509,0.14076670014824078,0.1875640109616069
header,class_conditional,important,0.1,5,0.40969315166871906,0.16443794371060505,0.08107770571240644,0.5004238344552481,0.41825031889671943,0.013831084924316929,0.3921748446182256,0.4326574039304043,0.48257335905512677,0.04145582099011332,0.400525,0.5102833333333333,0.004499313435571151,0.0007775766871031402,0.003592006377200363,0.005834085016848789,0.20443886331330008,0.03339502626017098,0.16401023548361238,0.25961534424835564,0.1953638611430137,0.015192857821338269,0.17476777166666668,0.21559019583333328,0.004499313435571151,0.0007775766871031402,0.003592006377200363,0.005834085016848789,0.20443886331330008,0.03339502626017098,0.16401023548361238,0.25961534424835564,0.1953638611430137,0.015192857821338269,0.17476777166666668,0.21559019583333328,0.07288020738640784,0.12334555844830739,0.008032608273607689,0.31944729428759355,1.8063328666656582,1.5668618791649476,1.0165877008016662,4.940013983877593,0.19086454770744257,0.014527986471248517,0.17117576528946632,0.2097561108164845,0.19086454770744257,0.014527986471248517,0.17117576528946632,0.2097561108164845
header,class_conditional,random,0.01,5,0.04449390142184649,0.02225568716144752,0.01389387517659769,0.07854876322145417,0.07630733274538098,0.025789709608794672,0.03417887094755288,0.10724467340202062,0.08184983240834875,0.031010306395735293,0.035185,0.1252774953750771,0.0003825566638619183,0.00014255677046946146,0.00014447403171443662,0.0005513372125265259,0.003791377385394221,0.0029145811913607526,0.00032419160329795195,0.00744973008209891,0.0041083172698428965,0.0028252874201367987,0.0005941325277776966,0.007091037333333328,0.0003825566638619183,0.00014255677046946146,0.00014447403171443662,0.0005513372125265259,0.003791377385394221,0.0029145811913607526,0.00032419160329795195,0.00744973008209891,0.0041083172698428965,0.0028252874201367987,0.0005941325277776966,0.007091037333333328,0.03735593098650225,0.013718173886268954,0.021291124823402313,0.05652153093421253,2.0256137104604295,0.5069394732784478,1.5767777781637948,2.7466182355944007,0.0037257606059809788,0.002710941610766773,0.00044965849606325994,0.006591996465399768,0.0037257606059809788,0.002710941610766773,0.00044965849606325994,0.006591996465399768
header,class_conditional,random,0.05,5,0.19256018725607968,0.033565770673886865,0.1459123844424086,0.24497430087551958,0.2569888305863306,0.0331211238823354,0.21075801907238834,0.30408252761709864,0.26099657540846544,0.03147946905380386,0.22714208333333336,0.2997041666666666,0.0019239520540445345,0.00045378451763161877,0.0013043676266577986,0.0025266711842623912,0.01193383522354633,0.006515932885805817,0.006081202811202996,0.023826468592481016,0.011953191217453982,0.0049096272578236615,0.006741756899770001,0.02101554395138893,0.0019239520540445345,0.00045378451763161877,0.0013043676266577986,0.0025266711842623912,0.01193383522354633,0.006515932885805817,0.006081202811202996,0.023826468592481016,0.011953191217453982,0.0049096272578236615,0.006741756899770001,0.02101554395138893,0.06843638815238572,0.01846258567689195,0.04253044537717757,0.088101711559463,1.3729970380284418,0.13563904158586718,1.2040242545681452,1.5583150206513552,0.010029239163409448,0.004635666777312338,0.005437389273112203,0.018735510691258422,0.010029239163409448,0.004635666777312338,0.005437389273112203,0.018735510691258422
header,class_conditional,random,0.1,5,0.2655432301159132,0.03307289958043824,0.21737804371312225,0.31041196599698606,0.3044901257936815,0.03245703667613764,0.257079108774565,0.3367315810749426,0.32337174039321565,0.03258782235861858,0.28539041666666665,0.3702375,0.004543087301981325,0.0010430720695044661,0.0027443622579213177,0.005752520063263144,0.016565546402203372,0.003312823496237502,0.011370044991816586,0.0213753511320176,0.020287811967001683,0.0019726731093920266,0.017945078208333343,0.023149945354166694,0.004543087301981325,0.0010430720695044661,0.0027443622579213177,0.005752520063263144,0.016565546402203372,0.003312823496237502,0.011370044991816586,0.0213753511320176,0.020287811967001683,0.0019726731093920266,0.017945078208333343,0.023149945354166694,0.05782851027730253,0.009442664626923348,0.04254174582521181,0.07136070628687774,1.2224776185903337,0.055966401759336176,1.1751780056189207,1.3282792736006668,0.01574472466502036,0.001976094589341336,0.012978261593573938,0.01904781564520327,0.01574472466502036,0.001976094589341336,0.012978261593573938,0.01904781564520327
imports,class_conditional,important,0.01,5,0.051869880402955024,0.01352812909605071,0.03144136293981551,0.07330725458170341,0.12402857225290627,0.035589479402395645,0.10025877270782683,0.19449767897449002,0.11957218050556247,0.023974636076787657,0.0999026273958238,0.166082475085131,0.056095456450073966,0.034252932554788715,0.024194018298056785,0.12209077421982006,0.036052575798044106,0.01468627654205869,0.019311734407733372,0.06180382145057717,0.028432974390989886,0.007921875451874793,0.016446268681364007,0.03947799521806816,0.056095456450073966,0.034252932554788715,0.024194018298056785,0.12209077421982006,0.036052575798044106,0.01468627654205869,0.019311734407733372,0.06180382145057717,0.028432974390989886,0.007921875451874793,0.016446268681364007,0.03947799521806816,0.06770230010260746,0.014546874038736852,0.05326128711915269,0.09277522050342758,2.391489180794989,0.4903178877890088,2.0420283519501363,3.361837159332549,-0.02766248205908408,0.03346862114082876,-0.08787046181513314,0.015283976920011377,-0.02766248205908408,0.03346862114082876,-0.08787046181513314,0.015283976920011377
imports,class_conditional,important,0.05,5,0.08866948751749835,0.04537321548749545,0.04393087774567986,0.17371881538295456,0.21991940181123054,0.040053815815219385,0.18896661465813866,0.29776307193496093,0.22277181683986852,0.01693309399740156,0.20335907850056595,0.2533934768677647,0.08382681528830918,0.04102905733461878,0.02390200925883057,0.14287228306221222,0.08055993595827589,0.020351763433413984,0.06172609469704504,0.11705316903943697,0.08633420362578763,0.009609247770140321,0.0733021762732664,0.09847119966642826,0.08382681528830918,0.04102905733461878,0.02390200925883057,0.14287228306221222,0.08055993595827589,0.020351763433413984,0.06172609469704504,0.11705316903943697,0.08633420362578763,0.009609247770140321,0.0733021762732664,0.09847119966642826,0.13410232932237015,0.03352052137792278,0.07967466148481014,0.17724322244664545,3.0587620076193516,1.2275538514022688,1.458641519683238,5.034593241517362,0.0025073883374784555,0.03218482691902624,-0.04440108339578397,0.049400167014435836,0.0025073883374784555,0.03218482691902624,-0.04440108339578397,0.049400167014435836
imports,class_conditional,important,0.1,5,0.11704035216694697,0.05043856699002774,0.06786094174130886,0.20932826805533422,0.27552967879106893,0.0434352532782221,0.23136217567860795,0.35352899900796053,0.26677538311458193,0.014055349635937443,0.2474140433826884,0.2837204657240111,0.12289542022841964,0.045119812293141645,0.055834231646603616,0.19223509397259286,0.137803863459755,0.025409865041767073,0.10999308105527905,0.17321762026037513,0.12429588387724025,0.02036763032991464,0.10068032606346722,0.1481198829243311,0.12289542022841964,0.045119812293141645,0.055834231646603616,0.19223509397259286,0.137803863459755,0.025409865041767073,0.10999308105527905,0.17321762026037513,0.12429588387724025,0.02036763032991464,0.10068032606346722,0.1481198829243311,0.14973503094763493,0.04367026252838573,0.07439219766867688,0.1965137632436633,2.643574640040723,0.909458941279079,1.3553853397813043,3.733907911591297,0.0014004636488206047,0.05176771299449941,-0.09155476790912564,0.0654615812507624,0.0014004636488206047,0.05176771299449941,-0.09155476790912564,0.0654615812507624
imports,class_conditional,random,0.01,5,0.007757566746761582,0.0017473684187139082,0.005756700359793772,0.010734756614762989,0.025131602958834626,0.00747252784081186,0.01499860506928156,0.03770778388056812,0.03066623092118379,0.006114115763832732,0.022786307555170488,0.040754179947901495,-0.0013961800299311922,0.003753105551599818,-0.006347391575790551,0.0031031889007759163,0.0019088628354574301,0.000470080115741446,0.0014696488511469151,0.0027465518308427916,0.0017731944516057216,0.0003932637381761761,0.0011912098253622715,0.0022129710036514483,-0.0013961800299311922,0.003753105551599818,-0.006347391575790551,0.0031031889007759163,0.0019088628354574301,0.000470080115741446,0.0014696488511469151,0.0027465518308427916,0.0017731944516057216,0.0003932637381761761,0.0011912098253622715,0.0022129710036514483,0.022908664174422205,0.004857953942469659,0.01639887929279856,0.030019423333138506,4.01932490198046,0.6230493618035173,3.2691388503991416,4.965206073552925,0.0031693744815369136,0.0036838179376538966,-0.0012393339600819011,0.007589726807272446,0.0031693744815369136,0.0036838179376538966,-0.0012393339600819011,0.007589726807272446
