seed,feature_group,density_bin,density_definition,perturbation_type,strength,n_rows,n_samples,n_masked_features,thresholds_json,flip_rate_mean,flip_rate_std,flip_rate_min,flip_rate_max,benign_to_malware_rate_overall_mean,benign_to_malware_rate_overall_std,benign_to_malware_rate_overall_min,benign_to_malware_rate_overall_max,malware_to_benign_rate_overall_mean,malware_to_benign_rate_overall_std,malware_to_benign_rate_overall_min,malware_to_benign_rate_overall_max,benign_to_malware_rate_cond_mean,benign_to_malware_rate_cond_std,benign_to_malware_rate_cond_min,benign_to_malware_rate_cond_max,malware_to_benign_rate_cond_mean,malware_to_benign_rate_cond_std,malware_to_benign_rate_cond_min,malware_to_benign_rate_cond_max,mean_abs_probability_shift_mean,mean_abs_probability_shift_std,mean_abs_probability_shift_min,mean_abs_probability_shift_max,mean_signed_probability_shift_mean,mean_signed_probability_shift_std,mean_signed_probability_shift_min,mean_signed_probability_shift_max,mean_margin_shift_mean,mean_margin_shift_std,mean_margin_shift_min,mean_margin_shift_max,baseline_auc_mean,baseline_auc_std,baseline_auc_min,baseline_auc_max,perturbed_auc_mean,perturbed_auc_std,perturbed_auc_min,perturbed_auc_max,delta_auc_mean,delta_auc_std,delta_auc_min,delta_auc_max,auc_drop_mean,auc_drop_std,auc_drop_min,auc_drop_max
13,header,high_density,class_conditional,important,0.01,1,120107,1,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",0.030339613844322145,0.0,0.030339613844322145,0.030339613844322145,0.019191221161131325,0.0,0.019191221161131325,0.019191221161131325,0.0,0.0,0.0,0.0,0.03841666666666667,0.0,0.03841666666666667,0.03841666666666667,0.0,0.0,0.0,0.0,0.09952198225428668,0.0,0.09952198225428668,0.09952198225428668,0.09952198225428668,0.0,0.09952198225428668,0.09952198225428668,-0.08308095545932566,0.0,-0.08308095545932566,-0.08308095545932566,0.99652180250775,0.0,0.99652180250775,0.99652180250775,0.9963380582405821,0.0,0.9963380582405821,0.9963380582405821,0.00018374426716794012,0.0,0.00018374426716794012,0.00018374426716794012,0.00018374426716794012,0.0,0.00018374426716794012,0.00018374426716794012
13,header,high_density,class_conditional,important,0.05,1,120107,4,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",0.11896059347082186,0.0,0.11896059347082186,0.11896059347082186,0.0,0.0,0.0,0.0,0.09591447625866935,0.0,0.09591447625866935,0.09591447625866935,0.0,0.0,0.0,0.0,0.19165820952634469,0.0,0.19165820952634469,0.19165820952634469,0.1574924552753379,0.0,0.1574924552753379,0.1574924552753379,-0.14564744179772865,0.0,-0.14564744179772865,-0.14564744179772865,-0.054918614390056096,0.0,-0.054918614390056096,-0.054918614390056096,0.99652180250775,0.0,0.99652180250775,0.99652180250775,0.9963581526832703,0.0,0.9963581526832703,0.9963581526832703,0.00016364982447969467,0.0,0.00016364982447969467,0.00016364982447969467,0.00016364982447969467,0.0,0.00016364982447969467,0.00016364982447969467
13,header,high_density,class_conditional,important,0.1,1,120107,8,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",0.08107770571240644,0.0,0.08107770571240644,0.08107770571240644,0.06741488839118452,0.0,0.06741488839118452,0.06741488839118452,0.001448708235156985,0.0,0.001448708235156985,0.001448708235156985,0.13495,0.0,0.13495,0.13495,0.0028948375397208313,0.0,0.0028948375397208313,0.0028948375397208313,0.08567875637511163,0.0,0.08567875637511163,0.08567875637511163,0.0634496564272113,0.0,0.0634496564272113,0.0634496564272113,-0.014019519889687831,0.0,-0.014019519889687831,-0.014019519889687831,0.99652180250775,0.0,0.99652180250775,0.99652180250775,0.9925462164695182,0.0,0.9925462164695182,0.9925462164695182,0.003975586038231782,0.0,0.003975586038231782,0.003975586038231782,0.003975586038231782,0.0,0.003975586038231782,0.003975586038231782
13,header,high_density,class_conditional,random,0.01,20,120107,1,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",0.03894360861565104,0.10738417338089823,0.0,0.4941010931919039,0.02856078330155611,0.10389474007535915,0.0,0.48011356540418126,0.0073913260675897334,0.022328332930936355,0.0,0.09334177025485609,0.057172499999999994,0.2079747591038527,0.0,0.9610833333333333,0.014769494401650391,0.044616917885370644,0.0,0.186517377343737,0.044076259717948006,0.10966799976739657,0.0,0.502368609238034,0.02646111802089583,0.11519373280170203,-0.11264746212075533,0.502368609238034,-0.004699081664344535,0.025845736615491763,-0.08308095545932566,0.06959800744325911,0.9965218025077501,1.1102230246251565e-16,0.99652180250775,0.99652180250775,0.9959704652952237,0.0013605870857349403,0.990602522168799,0.9967334983168905,0.0005513372125265259,0.0013605870857349405,-0.00021169580914048858,0.005919280338951061,0.0005513372125265259,0.0013605870857349405,-0.00021169580914048858,0.005919280338951061
13,header,high_density,class_conditional,random,0.05,20,120107,4,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",0.1846116379561558,0.20385063846155138,0.0005162063826421441,0.4941010931919039,0.11483010981874495,0.18669269209997996,0.0,0.48011356540418126,0.06067672991582505,0.1388249234827508,0.0,0.46923992773110645,0.22986499999999999,0.3737183195008716,0.0,0.9610833333333333,0.12124544562197415,0.27740271656783316,0.0,0.9376445339145191,0.17637726646714194,0.183020393470606,0.0018494073580302378,0.5095204101385673,0.06584750365267203,0.24488880818370257,-0.4439188428196549,0.5095204101385673,-0.008781698932775084,0.05183783781816477,-0.1568969926228245,0.07379325289967524,0.9965218025077501,1.1102230246251565e-16,0.99652180250775,0.99652180250775,0.9942417692476194,0.002001500789551221,0.9901213189256938,0.9964916221626986,0.0022800332601305095,0.0020015007895512207,3.018034505142264e-05,0.006400483582056249,0.0022800332601305095,0.0020015007895512207,3.018034505142264e-05,0.006400483582056249
13,header,high_density,class_conditional,random,0.1,20,120107,8,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",0.31041196599698606,0.19467884867673285,0.01581922785516248,0.49937139384049223,0.059367896958545274,0.1450151271141954,0.0,0.48537554014337214,0.23970709450739763,0.21054489259804143,0.0,0.48640795290865646,0.11884166666666666,0.2902888645384111,0.0,0.9716166666666667,0.4789874723409918,0.42071498187021417,0.0,0.9719500224599464,0.31519817700078,0.17508708711863993,0.029469847217787958,0.512974897102203,-0.173837441258409,0.31463404009764206,-0.48475036594654,0.512974897102203,0.01209903699018863,0.06378611203433328,-0.09315720369093544,0.07717277823559275,0.9965218025077501,1.1102230246251565e-16,0.99652180250775,0.99652180250775,0.9924196727987866,0.0036278941627015623,0.9842801418026741,0.996430704410468,0.004102129708963426,0.0036278941627015623,9.109809728202745e-05,0.01224166070507593,0.004102129708963426,0.0036278941627015623,9.109809728202745e-05,0.01224166070507593
13,header,low_density,class_conditional,important,0.01,1,120000,1,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",0.22604166666666667,0.0,0.22604166666666667,0.22604166666666667,0.19485833333333333,0.0,0.19485833333333333,0.19485833333333333,0.0,0.0,0.0,0.0,0.38971666666666666,0.0,0.38971666666666666,0.38971666666666666,0.0,0.0,0.0,0.0,0.16726175368159676,0.0,0.16726175368159676,0.16726175368159676,0.16726175368159676,0.0,0.16726175368159676,0.16726175368159676,-0.05030370939563445,0.0,-0.05030370939563445,-0.05030370939563445,0.8926097197222223,0.0,0.8926097197222223,0.8926097197222223,0.7904790930555555,0.0,0.7904790930555555,0.7904790930555555,0.10213062666666672,0.0,0.10213062666666672,0.10213062666666672,0.10213062666666672,0.0,0.10213062666666672,0.10213062666666672
13,header,low_density,class_conditional,important,0.05,1,120000,4,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",0.33858333333333335,0.0,0.33858333333333335,0.33858333333333335,0.023733333333333332,0.0,0.023733333333333332,0.023733333333333332,0.22360833333333333,0.0,0.22360833333333333,0.22360833333333333,0.047466666666666664,0.0,0.047466666666666664,0.047466666666666664,0.44721666666666665,0.0,0.44721666666666665,0.44721666666666665,0.279342770516407,0.0,0.279342770516407,0.279342770516407,-0.1995098168416025,0.0,-0.1995098168416025,-0.1995098168416025,-0.018530219847754128,0.0,-0.018530219847754128,-0.018530219847754128,0.8926097197222223,0.0,0.8926097197222223,0.8926097197222223,0.7263057365277777,0.0,0.7263057365277777,0.7263057365277777,0.1663039831944445,0.0,0.1663039831944445,0.1663039831944445,0.1663039831944445,0.0,0.1663039831944445,0.1663039831944445
13,header,low_density,class_conditional,important,0.1,1,120000,8,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",0.400525,0.0,0.400525,0.400525,0.30775833333333336,0.0,0.30775833333333336,0.30775833333333336,0.019491666666666668,0.0,0.019491666666666668,0.019491666666666668,0.6155166666666667,0.0,0.6155166666666667,0.6155166666666667,0.038983333333333335,0.0,0.038983333333333335,0.038983333333333335,0.3260758894087279,0.0,0.3260758894087279,0.3260758894087279,0.2974821044285857,0.0,0.2974821044285857,0.2974821044285857,0.008418912753176482,0.0,0.008418912753176482,0.008418912753176482,0.8926097197222223,0.0,0.8926097197222223,0.8926097197222223,0.6948118890277778,0.0,0.6948118890277778,0.6948118890277778,0.19779783069444445,0.0,0.19779783069444445,0.19779783069444445,0.19779783069444445,0.0,0.19779783069444445,0.19779783069444445
13,header,low_density,class_conditional,random,0.01,20,120000,1,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",0.06140541666666667,0.11587632395488998,4.1666666666666665e-05,0.47551666666666664,0.033239583333333336,0.09082623687397545,0.0,0.384,0.011814583333333333,0.033910621479588725,0.0,0.14459166666666667,0.06647916666666667,0.1816524737479509,0.0,0.768,0.023629166666666666,0.06782124295917745,0.0,0.28918333333333335,0.05421991576968023,0.11125806282645662,4.0054847040374276e-05,0.4845894159595201,0.02459983122354933,0.12129717273597054,-0.1789111278960191,0.4845894159595201,0.005603006196009371,0.03467586983478107,-0.05030370939563445,0.14777367211448952,0.8926097197222223,0.0,0.8926097197222223,0.8926097197222223,0.8855295406388889,0.022181771197994832,0.7904790930555555,0.8944317527777776,0.00708017908333336,0.022181771197994832,-0.0018220330555553943,0.10213062666666672,0.00708017908333336,0.022181771197994832,-0.0018220330555553943,0.10213062666666672
