seed,feature_group,density_bin,density_definition,thresholds_json,perturbation_type,strength,trial_id,n_samples,n_masked_features,baseline_auc,perturbed_auc,delta_auc,auc_drop,flip_rate,benign_to_malware_rate_overall,malware_to_benign_rate_overall,benign_to_malware_rate_cond,malware_to_benign_rate_cond,mean_abs_probability_shift,mean_signed_probability_shift,mean_margin_shift
13,header,mid_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,13,239893,1,0.9428736923409484,0.9407629859193893,0.002110706421559083,0.002110706421559083,0.021230298508084854,0.010000291796759389,0.0,0.019991666666666668,0.0,0.024425378998688716,0.024425378998688716,-0.006216002244924832
13,header,low_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,13,120000,1,0.8926097197222223,0.8886432469444445,0.00396647277777773,0.00396647277777773,0.030425,0.018575,0.0,0.03715,0.0,0.02387475288380787,0.02387475288380787,-0.0001676755822773756
13,header,high_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,14,120107,1,0.99652180250775,0.9965859303686204,-6.41278608703999e-05,-6.41278608703999e-05,0.10489813249852215,0.0,0.09334177025485609,0.0,0.186517377343737,0.11264746212075533,-0.11264746212075533,-0.03710872659348964
13,header,mid_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,14,239893,1,0.9428736923409484,0.9372452570555968,0.005628435285351618,0.005628435285351618,0.1901556110432568,0.0,0.15293068159554468,0.0,0.3059978480812057,0.16153099204685956,-0.16153099204685956,0.019515108317437982
13,header,low_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,14,120000,1,0.8926097197222223,0.8785921377777777,0.01401758194444458,0.01401758194444458,0.21898333333333334,0.0,0.14459166666666667,0.0,0.28918333333333335,0.1789111278960191,-0.1789111278960191,0.015868916232576604
13,header,high_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,15,120107,1,0.99652180250775,0.99652180250775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41478056388838e-08,-3.41478056388838e-08,-3.41478056388838e-08
13,header,mid_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,15,239893,1,0.9428736923409484,0.9428736898387173,2.5022310889966093e-09,2.5022310889966093e-09,0.0,0.0,0.0,0.0,0.0,3.6967169055514777e-06,-3.6967169055514777e-06,-3.6967169055514777e-06
13,header,low_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,15,120000,1,0.8926097197222223,0.8923474672222222,0.0002622525000000042,0.0002622525000000042,0.00010833333333333333,0.0,0.00010833333333333333,0.0,0.00021666666666666666,0.00036847008354885444,-0.00036847008354885444,-0.0001945547302813643
13,header,high_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,16,120107,1,0.99652180250775,0.9967334983168905,-0.00021169580914048858,-0.00021169580914048858,0.05366048606659062,0.0,0.048107104498488845,0.0,0.09612857071555726,0.042718873753165666,-0.042718873753165666,-0.013148917752096884
13,header,mid_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,16,239893,1,0.9428736923409484,0.9428216204935511,5.207184739730586e-05,5.207184739730586e-05,0.07876428240924079,0.0,0.057350568795254554,0.0,0.11475232081939729,0.06921171223032253,-0.06921171223032253,0.0029700517070708667
