seed,feature_group,perturbation_type,strength,high_flip_rate,mid_flip_rate,low_flip_rate,high_delta_auc,mid_delta_auc,low_delta_auc,high_auc_drop,mid_auc_drop,low_auc_drop,delta_flip_density,flip_density_ratio,delta_auc_density,auc_drop_density
13,header,important,0.01,0.00015,0.0019666666666666665,0.006058333333333333,3.19969403750342e-06,0.00012890981673407964,9.340846032646066e-05,3.19969403750342e-06,0.00012890981673407964,9.340846032646066e-05,0.005908333333333333,40.38888888888889,9.020876628895724e-05,9.020876628895724e-05
13,header,important,0.05,0.08386666666666667,0.1685125,0.291425,0.0063956374063215415,0.03794148874397407,0.05418609353457182,0.0063956374063215415,0.03794148874397407,0.05418609353457182,0.20755833333333332,3.4748608903020664,0.04779045612825028,0.04779045612825028
13,header,important,0.1,0.044833333333333336,0.25751666666666667,0.24739166666666668,0.02585623067263365,0.08705547080337728,0.10863956639849459,0.02585623067263365,0.08705547080337728,0.10863956639849459,0.20255833333333334,5.518029739776951,0.08278333572586094,0.08278333572586094
13,header,random,0.01,0.0021762500000000002,0.012486875000000001,0.0168075,9.483279058377092e-05,0.0018853174275518358,0.00239861723385299,9.483279058377092e-05,0.0018853174275518358,0.00239861723385299,0.014631249999999998,7.723147616312463,0.002303784443269219,0.002303784443269219
13,header,random,0.05,0.009940833333333333,0.06878583333333334,0.07405666666666666,0.0005881079996360005,0.008855055624627472,0.011282587385540494,0.0005881079996360005,0.008855055624627472,0.011282587385540494,0.06411583333333333,7.449744320563333,0.010694479385904494,0.010694479385904494
13,header,random,0.1,0.030282916666666666,0.101385625,0.12423916666666664,0.00101704399789434,0.011702411852549433,0.0182352856049611,0.00101704399789434,0.011702411852549433,0.0182352856049611,0.09395624999999996,4.102615611111875,0.01721824160706676,0.01721824160706676
13,imports,important,0.01,0.03657338201049378,0.18674482406775955,0.14195,-0.002608230739316153,0.060038768630427786,0.05196374471788967,-0.002608230739316153,0.060038768630427786,0.05196374471788967,0.1053766179895062,3.88123799869728,0.054571975457205824,0.054571975457205824
13,imports,important,0.05,0.15074236640084807,0.31442389284245487,0.18804166666666666,0.05821433960692668,0.04740653725224553,0.07410923281296067,0.05821433960692668,0.04740653725224553,0.07410923281296067,0.0372993002658186,1.247437406990373,0.01589489320603399,0.01589489320603399
13,imports,important,0.1,0.23803965243078096,0.5675695373546913,0.20454166666666668,0.1734049247707955,0.09440336056782028,0.09801537989077791,0.1734049247707955,0.09440336056782028,0.09801537989077791,-0.03349798576411428,0.8592756063032184,-0.07538954488001759,-0.07538954488001759
13,imports,random,0.01,0.0028113442400347806,0.00709403355701204,0.008890416666666665,-0.0013029361761019876,0.0007816255305881259,0.0013018569162302595,-0.0013029361761019876,0.0007816255305881259,0.0013018569162302595,0.006079072426631884,3.1623365577445885,0.002604793092332247,0.002604793092332247
13,imports,random,0.05,0.0070478652127045,0.021308130000885,0.024562916666666663,-0.0019939465933658473,0.002507718984595869,0.0037879123643497713,-0.0019939465933658473,0.002507718984595869,0.0037879123643497713,0.017515051453962163,3.485156983761478,0.005781858957715619,0.005781858957715619
13,imports,random,0.1,0.017942159145727745,0.047413725786215916,0.04521416666666666,-0.0009491834174447433,0.007479119287890623,0.009134718503881705,-0.0009491834174447433,0.007479119287890623,0.009134718503881705,0.027272007520938914,2.5199958544249523,0.010083901921326448,0.010083901921326448
