seed,density_bin,feature_group,n_samples,auc,mix_at_10,js_divergence
13,high_density,header,120000,0.9951087529690924,0.0217125,0.06309575303558099
13,mid_density,header,240000,0.9849498591333541,0.049654166666666666,0.08149179057220421
13,low_density,header,120000,0.9535906720604331,0.0833875,0.08111633158394896
13,high_density,section,120000,0.9962978125587704,0.02293833333333333,0.03710917090117863
13,mid_density,section,240000,0.9898038203016217,0.04465833333333334,0.10410222712574374
13,low_density,section,120000,0.97264514445086,0.07328333333333334,0.2061799732200062
13,high_density,imports,120000,0.9312005457725238,0.16475250000000002,0.05596517634774084
13,mid_density,imports,240000,0.9468652414848463,0.13682875,0.043347346961471064
13,low_density,imports,120000,0.9308429670402125,0.13165583333333333,0.01873209685304813
13,high_density,strings,120000,0.9955951333711596,0.017831666666666666,0.00048576155262233377
13,mid_density,strings,240000,0.9722612140214495,0.061839583333333344,0.00021344913626358163
13,low_density,strings,120000,0.9445524557013218,0.10936000000000003,0.0004095826168232793
13,high_density,all,120000,0.9975515861515836,0.015351666666666666,0.06350433067243817
13,mid_density,all,240000,0.9920680630132878,0.042648750000000006,0.08165286270208735
13,low_density,all,120000,0.977090916664951,0.08352666666666665,0.08241497253204386
42,high_density,header,120000,0.9949828983052633,0.02260583333333334,0.06327647591320062
42,mid_density,header,240000,0.9848476082409459,0.049289166666666676,0.0812596157956088
42,low_density,header,120000,0.95384317742919,0.08286916666666667,0.08066250811636103
42,high_density,section,120000,0.9965840066878043,0.023209166666666666,0.03841886962780913
42,mid_density,section,240000,0.9900064197956112,0.044210833333333324,0.09957528524667586
42,low_density,section,120000,0.9731159071905734,0.07285083333333334,0.22307682931553252
42,high_density,imports,120000,0.9258643267457368,0.10834250000000001,0.054908823007873725
42,mid_density,imports,240000,0.9463096495219288,0.13548291666666668,0.04376549775098321
42,low_density,imports,120000,0.9299280089838435,0.13043916666666666,0.01861081271778315
42,high_density,strings,120000,0.9950428990143597,0.01811083333333333,0.0004077888104247221
42,mid_density,strings,240000,0.9718853599074662,0.061379166666666665,0.0001838206889149165
42,low_density,strings,120000,0.9442794908715151,0.10813083333333334,0.0005473113169822573
42,high_density,all,120000,0.9975350696425823,0.015500833333333337,0.06367476771148062
42,mid_density,all,240000,0.9920035246463348,0.042916249999999996,0.08148450075991594
42,low_density,all,120000,0.9769679690270529,0.08224166666666666,0.081748067273644
77,high_density,header,120000,0.9955420952519852,0.021479166666666667,0.061845817740246584
77,mid_density,header,240000,0.9842158959599481,0.050019583333333346,0.08135309672181776
77,low_density,header,120000,0.9572574745105266,0.08252833333333333,0.08006386686734707
77,high_density,section,120000,0.9971203520635535,0.021933333333333332,0.035436862615648684
77,mid_density,section,240000,0.989462482642758,0.045102500000000004,0.10148320895125071
77,low_density,section,120000,0.9736334697354921,0.0734675,0.22029926370456482
77,high_density,imports,120000,0.9320949057013922,0.11730083333333335,0.054750304970657
77,mid_density,imports,240000,0.946373701549737,0.135265,0.04332852719333012
77,low_density,imports,120000,0.9303135953444699,0.13261999999999996,0.01827408688035289
77,high_density,strings,120000,0.9954091744802397,0.01755,0.0004705540541758176
77,mid_density,strings,240000,0.970586530417656,0.06277083333333335,0.0001891127108713927
77,low_density,strings,120000,0.948029309331915,0.10710583333333334,0.00045054547446703007
77,high_density,all,120000,0.9977033453211379,0.015051666666666666,0.06221788613299184
77,mid_density,all,240000,0.9916397653873599,0.04333874999999999,0.08155510557549796
77,low_density,all,120000,0.978808777308121,0.08336083333333334,0.08127108175573154
123,high_density,header,120000,0.9952967315818777,0.02168333333333333,0.06267645846877375
123,mid_density,header,239999,0.9847162133042556,0.04946603944183101,0.08204900844469762
123,low_density,header,120001,0.9552140962720992,0.0828426429779752,0.07834225773346795
123,high_density,section,120000,0.9970700052348752,0.022479999999999997,0.03724879071950625
123,mid_density,section,239999,0.9902095853002261,0.04452185217438406,0.1002339373701171
123,low_density,section,120001,0.9725804819720162,0.0732335563870301,0.1883834201506871
123,high_density,imports,120000,0.932779095874976,0.16110583333333334,0.05637729714195676
123,mid_density,imports,239999,0.9470869571966818,0.13935724732186383,0.043374384500240365
123,low_density,imports,120001,0.9312529893719644,0.1291955900367497,0.018448074886873785
123,high_density,strings,120000,0.9950540070571176,0.017835833333333335,0.0004730186691047417
123,mid_density,strings,239999,0.9709658789995492,0.06188900787086611,0.00017321419161956466
123,low_density,strings,120001,0.9457838639872105,0.10888742593811719,0.0005917808405914214
123,high_density,all,120000,0.9975492790410309,0.015305833333333336,0.06302978396891691
123,mid_density,all,239999,0.9921668022821571,0.04338226409276705,0.08224485098862326
123,low_density,all,120001,0.9773915206666497,0.08234431379738502,0.07958357615352349
2024,high_density,header,120000,0.9955900558768253,0.021724166666666666,0.06353043267861179
2024,mid_density,header,240000,0.983766243620183,0.04940833333333333,0.08072126466078759
2024,low_density,header,120000,0.9563267436951532,0.08265833333333333,0.0810449266385129
2024,high_density,section,120000,0.996929843221527,0.021377499999999997,0.04205147716280402
2024,mid_density,section,240000,0.9894873009143863,0.045265416666666655,0.10556873878611303
2024,low_density,section,120000,0.973665816367456,0.07205833333333334,0.2095056544600803
2024,high_density,imports,120000,0.9030974450936613,0.16363833333333336,0.05676738821094904
2024,mid_density,imports,240000,0.9450682934348982,0.1362675,0.042731584032501976
2024,low_density,imports,120000,0.9322690254156241,0.12842916666666668,0.018801676535850877
2024,high_density,strings,120000,0.9951733680655196,0.016942500000000003,0.0004934813472064052
2024,mid_density,strings,240000,0.969746279314277,0.06243708333333334,0.00017331889167230142
2024,low_density,strings,120000,0.9476080784913435,0.10708666666666665,0.0005314484781711095
2024,high_density,all,120000,0.9974464541766604,0.014503333333333333,0.06391516464813053
2024,mid_density,all,240000,0.991162567311527,0.04297708333333334,0.08093986804951836
2024,low_density,all,120000,0.9778230649254227,0.08120916666666667,0.08229567700674963
