seed,feature_group,test_week,perturbation_type,strength,trial_id,n_masked_features,flip_rate,benign_to_malware_rate,malware_to_benign_rate,mean_abs_probability_shift,mean_signed_probability_shift,mean_margin_shift
77,header,2024-09-22_2024-09-28,random,0.01,5,1,0.000225,0.0001,5e-05,0.00042529666666666694,-7.910333333333346e-05,-0.00019449666666666683
77,header,2024-09-22_2024-09-28,random,0.01,6,1,0.0,0.0,0.0,3.2500000000002484e-06,7.499999999998272e-07,-2.0500000000001477e-06
77,header,2024-09-22_2024-09-28,random,0.01,7,1,0.0,0.0,0.0,9.780000000000036e-05,-9.730000000000025e-05,-9.630000000000021e-05
77,header,2024-09-22_2024-09-28,random,0.01,8,1,5e-05,0.0,0.0,0.00015614000000000036,-0.00015554000000000026,-0.00014764000000000026
77,header,2024-09-22_2024-09-28,random,0.01,9,1,0.000225,7.5e-05,0.0,0.00043523333333333374,-4.816666666666701e-05,-0.00036880333333333366
77,header,2024-09-22_2024-09-28,random,0.01,10,1,0.003175,0.001675,0.00045,0.01913515904094556,-0.010282088842030083,-0.01791996794579203
77,header,2024-09-22_2024-09-28,random,0.01,11,1,0.0,0.0,0.0,9.780000000000048e-05,-9.730000000000037e-05,-9.630000000000035e-05
77,header,2024-09-22_2024-09-28,random,0.01,12,1,0.001725,0.00105,0.0001,0.00716304869329157,0.005534553598108974,-0.006355500723592719
77,header,2024-09-22_2024-09-28,random,0.01,13,1,0.0077,0.00395,0.00075,0.018884611592982468,-0.005705110331606008,-0.015852339970922207
77,header,2024-09-22_2024-09-28,random,0.01,14,1,0.0012,0.000275,0.000625,0.004829488550203668,-0.0017694088186555462,-0.004271311348487255
77,header,2024-09-22_2024-09-28,random,0.01,15,1,0.003125,0.0015,0.000625,0.0199474954373053,-0.0029576297642862626,-0.01899834934722042
77,header,2024-09-22_2024-09-28,random,0.01,16,1,0.0,0.0,0.0,6.335000000000041e-05,-6.335000000000002e-05,-6.285000000000004e-05
77,header,2024-09-22_2024-09-28,random,0.01,17,1,0.00065,0.0004,0.0,0.0012031579410760904,0.00015020068018293994,-0.0010411155607438786
77,header,2024-09-22_2024-09-28,random,0.01,18,1,0.004325,0.001,0.001625,0.010982292974959137,0.004214348553927007,-0.009421601618993365
77,header,2024-09-22_2024-09-28,random,0.01,19,1,0.000225,0.0001,5e-05,0.00042529666666666694,-7.910333333333346e-05,-0.00019449666666666683
77,header,2024-09-22_2024-09-28,random,0.01,20,1,0.00065,0.0004,0.0,0.0012031579410760906,0.0001502006801829398,-0.0010411155607438786
77,header,2024-09-22_2024-09-28,random,0.05,1,4,5e-05,0.0,0.0,0.0012066480326748937,0.0009077497656894533,-0.0011937587078807532
77,header,2024-09-22_2024-09-28,random,0.05,2,4,0.036275,0.019825,0.00065,0.07891382429815165,0.05091400956044569,-0.06485804673409429
77,header,2024-09-22_2024-09-28,random,0.05,3,4,0.006875,0.00075,0.003575,0.08215985416171641,-0.04820673055746911,-0.08002966232566953
77,header,2024-09-22_2024-09-28,random,0.05,4,4,0.0046,0.001375,0.001575,0.031517921765439216,-0.023261110569864366,-0.02966420278809935
77,header,2024-09-22_2024-09-28,random,0.05,5,4,0.024475,0.01205,0.0016,0.06297168567000787,0.02389392060192033,-0.053271451292378494
77,header,2024-09-22_2024-09-28,random,0.05,6,4,0.046625,0.02685,0.000925,0.10448908923042084,0.05743717120519485,-0.08874999607633671
77,header,2024-09-22_2024-09-28,random,0.05,7,4,0.019875,0.013475,0.0004,0.09180372966393975,0.07016163487849725,-0.0881074250540006
77,header,2024-09-22_2024-09-28,random,0.05,8,4,0.014325,0.008075,0.000975,0.03437087385113353,0.0024449153426997577,-0.02883720773277265
77,header,2024-09-22_2024-09-28,random,0.05,9,4,0.003875,0.002025,0.0004,0.022206582044456465,0.013158506705107521,-0.020942204784951835
77,header,2024-09-22_2024-09-28,random,0.05,10,4,0.0037,0.00185,0.000575,0.019250554344488937,-0.00575804546953821,-0.017659493727161635
77,header,2024-09-22_2024-09-28,random,0.05,11,4,0.002625,0.000875,0.0009,0.022341542123048872,-0.011601742197165973,-0.021314800438352315
77,header,2024-09-22_2024-09-28,random,0.05,12,4,0.0032,0.001575,0.000625,0.024276438319802487,-0.00017999840414270328,-0.023339926206863176
77,header,2024-09-22_2024-09-28,random,0.05,13,4,0.00565,0.00315,0.00065,0.022395074858344837,-0.003062074476609495,-0.019886591179597405
77,header,2024-09-22_2024-09-28,random,0.05,14,4,0.023625,0.01235,0.0017,0.04079909689767193,0.024806810491161776,-0.03179683346212868
77,header,2024-09-22_2024-09-28,random,0.05,15,4,0.00815,0.0009,0.00435,0.024185772958803697,-0.005182526571361406,-0.02120192671691018
77,header,2024-09-22_2024-09-28,random,0.05,16,4,0.001775,0.00105,0.0001,0.0076150601218630005,0.005062842169537545,-0.006792012152164148
77,header,2024-09-22_2024-09-28,random,0.05,17,4,0.0407,0.02325,0.000675,0.10065896310718637,0.055332130283479275,-0.08790397625164259
77,header,2024-09-22_2024-09-28,random,0.05,18,4,0.012075,0.003875,0.003875,0.054629756666129604,0.009214824684140867,-0.0518111887146171
77,header,2024-09-22_2024-09-28,random,0.05,19,4,0.00905,0.00155,0.00445,0.03129794777271088,-0.014242026875825018,-0.02595154238030825
77,header,2024-09-22_2024-09-28,random,0.05,20,4,0.04955,0.031825,0.002775,0.06706396332805228,0.05119879856703469,-0.042176485178175654
77,header,2024-09-22_2024-09-28,random,0.1,1,8,0.023425,0.0059,0.0104,0.09475821573053927,-0.05824167828719264,-0.0880052479935627
77,header,2024-09-22_2024-09-28,random,0.1,2,8,0.029775,0.01035,0.010575,0.15649095323411472,-0.02427225007806783,-0.1506859337866662
77,header,2024-09-22_2024-09-28,random,0.1,3,8,0.01295,0.0014,0.006975,0.1333334071122813,-0.020246488166323472,-0.13039568973903076
77,header,2024-09-22_2024-09-28,random,0.1,4,8,0.0554,0.028975,0.00715,0.22427474075537498,0.013425601043310038,-0.21547654195432805
77,header,2024-09-22_2024-09-28,random,0.1,5,8,0.0729,0.04775,0.0027,0.11320454508301996,0.0626994931798546,-0.07988132438153728
77,header,2024-09-22_2024-09-28,random,0.1,6,8,0.0346,0.015975,0.008425,0.14430676904286108,0.045775151441165306,-0.13617749671784798
77,header,2024-09-22_2024-09-28,random,0.1,7,8,0.029775,0.014225,0.00485,0.09109098422507948,0.007258066668357048,-0.08382171677452384
77,header,2024-09-22_2024-09-28,random,0.1,8,8,0.054025,0.019125,0.022175,0.1323054555198787,-0.03349104561610619,-0.11758520169858416
77,header,2024-09-22_2024-09-28,random,0.1,9,8,0.028775,0.0141,0.00295,0.09205105144450082,0.015919732149327293,-0.08367523734726443
77,header,2024-09-22_2024-09-28,random,0.1,10,8,0.0448,0.024925,0.0021,0.17609467151909708,0.012337753391815065,-0.16529228265325807
77,header,2024-09-22_2024-09-28,random,0.1,11,8,0.057125,0.035475,0.002375,0.09429371776174202,0.05850217923827401,-0.07351469164456484
77,header,2024-09-22_2024-09-28,random,0.1,12,8,0.019725,0.002525,0.011525,0.12335768860071337,-0.060984355389538926,-0.11919798994670104
77,header,2024-09-22_2024-09-28,random,0.1,13,8,0.050925,0.0327,0.0032,0.08126643382472667,0.048292934480273726,-0.05772102643344049
77,header,2024-09-22_2024-09-28,random,0.1,14,8,0.047775,0.02385,0.00715,0.20159750126009848,-0.01271422504184389,-0.19467280769540315
77,header,2024-09-22_2024-09-28,random,0.1,15,8,0.03885,0.022975,0.0013,0.13932182802476967,0.027290016737532834,-0.1295219946862429
77,header,2024-09-22_2024-09-28,random,0.1,16,8,0.018625,0.009925,0.000325,0.06300579289925035,0.04033585932387373,-0.05751081033033247
77,header,2024-09-22_2024-09-28,random,0.1,17,8,0.04555,0.013175,0.022325,0.16231398159442895,-0.058513294737218315,-0.15316245709321344
77,header,2024-09-22_2024-09-28,random,0.1,18,8,0.050975,0.02825,0.004675,0.24228592848005642,-0.0016101755380672695,-0.23342405384793838
77,header,2024-09-22_2024-09-28,random,0.1,19,8,0.0459,0.027175,0.002275,0.11972957888136368,0.037802245549752686,-0.10236007810143351
77,header,2024-09-22_2024-09-28,random,0.1,20,8,0.019175,0.012775,0.001175,0.11636044014145927,0.05111142643973634,-0.11321482121967413
77,header,2024-09-29_2024-10-05,baseline,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
77,header,2024-09-29_2024-10-05,important,0.01,0,1,0.04835,0.031175,0.003125,0.06411026054741122,0.048255233086398404,-0.03921965977491496
77,header,2024-09-29_2024-10-05,important,0.05,0,4,0.1254,0.0927,0.004825,0.19803923659127332,0.14284133129383617,-0.16043652779505302
77,header,2024-09-29_2024-10-05,important,0.1,0,8,0.16055,0.108525,0.019925,0.35040512215892233,0.07811877944003019,-0.3292945351378316
77,header,2024-09-29_2024-10-05,random,0.01,1,1,7.5e-05,2.5e-05,0.0,4.020000000000024e-05,-2.3700000000000112e-05,-2.790000000000002e-05
77,header,2024-09-29_2024-10-05,random,0.01,2,1,0.001925,0.000975,0.0001,0.010531866144044671,0.009439412049983522,-0.009711149824808347
77,header,2024-09-29_2024-10-05,random,0.01,3,1,0.0024,0.000975,0.0003,0.01638694168859149,-0.007188895886717147,-0.015577780089013098
77,header,2024-09-29_2024-10-05,random,0.01,4,1,0.000325,0.00015,7.5e-05,0.0015811488063959685,0.00013792254218902118,-0.0014865560784429182
77,header,2024-09-29_2024-10-05,random,0.01,5,1,0.00085,0.0003,0.000125,0.005203796206432456,0.003986237656648907,-0.004915481632117884
77,header,2024-09-29_2024-10-05,random,0.01,6,1,0.021175,0.0123,0.001175,0.039906818266437924,0.026089634808400864,-0.03129566250527625
77,header,2024-09-29_2024-10-05,random,0.01,7,1,0.002125,0.00065,0.00035,0.03520575823665582,-0.027809086022695943,-0.034388326350298454
77,header,2024-09-29_2024-10-05,random,0.01,8,1,0.03655,0.020125,0.000775,0.07900728846828756,0.05739972376998931,-0.06573103772028024
77,header,2024-09-29_2024-10-05,random,0.01,9,1,0.0,0.0,0.0,0.00030730342872255044,0.00026217164300826437,-0.00028158912469324624
77,header,2024-09-29_2024-10-05,random,0.01,10,1,0.00735,0.0012,0.003625,0.036330077994462646,-0.0180760191720986,-0.03102424227046443
77,header,2024-09-29_2024-10-05,random,0.01,11,1,0.004175,2.5e-05,0.0023,0.02034787322049297,-0.016728917756361858,-0.018974180163458115
77,header,2024-09-29_2024-10-05,random,0.01,12,1,0.00305,0.001,0.000525,0.019343626693253846,-0.003245718776059342,-0.018313063759161797
77,header,2024-09-29_2024-10-05,random,0.01,13,1,2.5e-05,0.0,2.5e-05,0.00030586904761904814,-0.000305869047619048,-0.0003013690476190479
77,header,2024-09-29_2024-10-05,random,0.01,14,1,0.003575,0.00075,0.00095,0.009968556392836794,0.0050660036990624125,-0.008687264042468248
77,header,2024-09-29_2024-10-05,random,0.01,15,1,0.00285,0.00095,0.0006,0.020777703375392597,-0.0033897588351415246,-0.019882394036921363
77,header,2024-09-29_2024-10-05,random,0.01,16,1,0.001925,0.00025,0.000775,0.004288652724336114,-0.0020395898671932574,-0.003250700051716336
77,header,2024-09-29_2024-10-05,random,0.01,17,1,0.00305,0.001,0.000525,0.019343626693253846,-0.003245718776059342,-0.018313063759161797
77,header,2024-09-29_2024-10-05,random,0.01,18,1,0.0283,0.011575,0.0055,0.05535467360048281,0.009033408714933251,-0.044580856920147446
77,header,2024-09-29_2024-10-05,random,0.01,19,1,0.000675,0.000225,0.00015,0.002295684166666667,0.0006357508333333334,-0.0018648841666666666
77,header,2024-09-29_2024-10-05,random,0.01,20,1,0.000975,0.00035,5e-05,0.006426241447136668,0.004929132433927654,-0.005710497511127292
77,header,2024-09-29_2024-10-05,random,0.05,1,4,0.0064,0.00245,0.001075,0.03979112024334721,-0.008239009555645303,-0.03794004081195617
77,header,2024-09-29_2024-10-05,random,0.05,2,4,0.042275,0.01945,0.009075,0.10488140176091001,0.0006697372887691222,-0.09358813138225076
77,header,2024-09-29_2024-10-05,random,0.05,3,4,0.007725,0.000975,0.0041,0.0698389116866722,-0.02477628821425763,-0.06786264634205466
77,header,2024-09-29_2024-10-05,random,0.05,4,4,0.022075,0.004925,0.00985,0.06865373551611581,-0.029140526400681994,-0.06038325841281032
77,header,2024-09-29_2024-10-05,random,0.05,5,4,0.066625,0.043925,0.00055,0.11216557984520507,0.06730942766904505,-0.0934758452849376
77,header,2024-09-29_2024-10-05,random,0.05,6,4,0.028025,0.009675,0.009125,0.11235705876096468,-0.02936353543436719,-0.1064471498044674
77,header,2024-09-29_2024-10-05,random,0.05,7,4,0.04,0.022925,0.001175,0.10835990296628954,0.03163328686578239,-0.09423611181661401
77,header,2024-09-29_2024-10-05,random,0.05,8,4,0.028925,0.005475,0.014525,0.09741875460411836,-0.04435135684553699,-0.08651301863398642
77,header,2024-09-29_2024-10-05,random,0.05,9,4,0.0019,0.0002,0.001,0.011862109066977057,-0.006429312269201391,-0.010666455814337884
77,header,2024-09-29_2024-10-05,random,0.05,10,4,0.02805,0.008325,0.010725,0.10616610946594605,-0.04466324849986381,-0.09843859799734152
77,header,2024-09-29_2024-10-05,random,0.05,11,4,0.014775,0.00025,0.0087,0.09739982073474555,-0.07912286371031525,-0.0921725765157101
77,header,2024-09-29_2024-10-05,random,0.05,12,4,0.02385,0.008725,0.005975,0.08550738760170327,-0.023496873131165167,-0.07955671794438028
77,header,2024-09-29_2024-10-05,random,0.05,13,4,0.003325,0.001725,0.000125,0.018157835588974148,0.014404557608872687,-0.016763069772998004
77,header,2024-09-29_2024-10-05,random,0.05,14,4,0.07125,0.047175,0.00295,0.08445010319185728,0.054206583445978916,-0.057586457142969075
77,header,2024-09-29_2024-10-05,random,0.05,15,4,0.0045,0.001025,0.001275,0.012629360653374158,0.006056542840552159,-0.01089934838348069
77,header,2024-09-29_2024-10-05,random,0.05,16,4,0.0058,0.00145,0.002075,0.031848147494970384,-0.016301122779870766,-0.02995748431427649
77,header,2024-09-29_2024-10-05,random,0.05,17,4,0.021875,0.001225,0.012175,0.09988552821182221,-0.07844366961929139,-0.09340684566224655
77,header,2024-09-29_2024-10-05,random,0.05,18,4,0.028275,0.011525,0.005525,0.05741578781031929,0.01079958160270954,-0.0466873145414734
77,header,2024-09-29_2024-10-05,random,0.05,19,4,0.00625,0.000775,0.00325,0.048879885482029796,-0.0215288410972522,-0.04679532953123867
77,header,2024-09-29_2024-10-05,random,0.05,20,4,0.037175,0.023275,0.0003,0.0842441558354055,0.04890865422488614,-0.07041513127233971
77,header,2024-09-29_2024-10-05,random,0.1,1,8,0.007875,0.000775,0.00415,0.01927189518798623,-0.006883217162075094,-0.015934713972248927
77,header,2024-09-29_2024-10-05,random,0.1,2,8,0.077975,0.051875,0.002425,0.1609156530738608,0.0676518206477064,-0.13611271365122002
77,header,2024-09-29_2024-10-05,random,0.1,3,8,0.0143,0.00175,0.007575,0.08148168059471837,-0.03201550653414529,-0.07797196142916206
77,header,2024-09-29_2024-10-05,random,0.1,4,8,0.05385,0.034975,0.00455,0.17803668869059716,0.04651425403765199,-0.16576550638328386
77,header,2024-09-29_2024-10-05,random,0.1,5,8,0.03195,0.018175,0.00115,0.07779003279253946,0.03901711666628682,-0.0654133952626239
77,header,2024-09-29_2024-10-05,random,0.1,6,8,0.014125,0.001475,0.0069,0.09503912582191276,-0.028852046048425586,-0.09228228938444456
77,header,2024-09-29_2024-10-05,random,0.1,7,8,0.0728,0.03905,0.01265,0.1973654319330232,0.0010856998088641984,-0.18536139517368533
77,header,2024-09-29_2024-10-05,random,0.1,8,8,0.097,0.070325,0.002025,0.23272049579834328,0.09002355694699331,-0.21444532119202223
77,header,2024-09-29_2024-10-05,random,0.1,9,8,0.0102,0.005225,0.00095,0.037656428900754525,0.0059452519546527955,-0.03381593547280325
77,header,2024-09-29_2024-10-05,random,0.1,10,8,0.013125,0.001975,0.00615,0.12099384235359158,-0.033491852838251956,-0.11879243522810373
77,header,2024-09-29_2024-10-05,random,0.1,11,8,0.036525,0.021725,0.002025,0.11287359101578737,0.017095485183923967,-0.09951202443252943
77,header,2024-09-29_2024-10-05,random,0.1,12,8,0.022575,0.006625,0.005475,0.19955415079413152,0.0023733488804722085,-0.1955432231160581
77,header,2024-09-29_2024-10-05,random,0.1,13,8,0.0048,0.0017,0.001025,0.03626947235987576,-0.009664883870860197,-0.034972331799288284
77,header,2024-09-29_2024-10-05,random,0.1,14,8,0.097775,0.072025,0.001225,0.16695963733676708,0.08277634756191016,-0.12854697836929943
77,header,2024-09-29_2024-10-05,random,0.1,15,8,0.0333,0.010025,0.0097,0.18510178913901854,-0.015297034382690271,-0.17835010968016488
77,header,2024-09-29_2024-10-05,random,0.1,16,8,0.01075,0.00105,0.0055,0.09170852942890033,-0.03340900811340752,-0.08945713493500643
77,header,2024-09-29_2024-10-05,random,0.1,17,8,0.092775,0.066375,0.004475,0.2466001746286989,0.09545727888089237,-0.2231007395658762
77,header,2024-09-29_2024-10-05,random,0.1,18,8,0.048175,0.02205,0.0118,0.1398200203864399,-0.02992460594544968,-0.12890225185590762
77,header,2024-09-29_2024-10-05,random,0.1,19,8,0.02925,0.01,0.009875,0.15342883678151678,-0.07586113113309262,-0.14681855875210623
77,header,2024-09-29_2024-10-05,random,0.1,20,8,0.058275,0.038675,0.0031,0.11084964081355986,0.04556037600092705,-0.09591032707245394
77,header,2024-10-06_2024-10-12,baseline,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
77,header,2024-10-06_2024-10-12,important,0.01,0,1,0.05255,0.03045,0.002325,0.06696428680823828,0.05444445946548435,-0.03713821281015385
77,header,2024-10-06_2024-10-12,important,0.05,0,4,0.143,0.10085,0.002825,0.20630939615227786,0.14869590101590388,-0.16136427309418294
77,header,2024-10-06_2024-10-12,important,0.1,0,8,0.1729,0.1153,0.01775,0.34336343033940386,0.08879094251054537,-0.31940393281383483
77,header,2024-10-06_2024-10-12,random,0.01,1,1,0.0,0.0,0.0,1.0500000000002894e-06,-1.0499999999999006e-06,-1.0499999999998565e-06
77,header,2024-10-06_2024-10-12,random,0.01,2,1,0.0087,0.00335,0.001,0.019789910343083188,0.010120971345992638,-0.015270582031822263
77,header,2024-10-06_2024-10-12,random,0.01,3,1,0.000775,0.000175,0.000425,0.0021280278571428573,0.0005468388095238097,-0.0015453221428571428
77,header,2024-10-06_2024-10-12,random,0.01,4,1,0.05255,0.03045,0.002325,0.06696428680823828,0.05444445946548435,-0.03713821281015385
77,header,2024-10-06_2024-10-12,random,0.01,5,1,0.006575,0.0028,0.0007,0.021295206740894523,-0.004483646415082819,-0.017796394825738127
77,header,2024-10-06_2024-10-12,random,0.01,6,1,0.008525,0.003125,0.000675,0.018187373878393424,-0.002685876963247734,-0.014778768802320161
77,header,2024-10-06_2024-10-12,random,0.01,7,1,0.002075,0.000675,0.0001,0.011146700010749782,0.009759679466162192,-0.009877900347080117
77,header,2024-10-06_2024-10-12,random,0.01,8,1,0.0026,0.000475,0.00035,0.02264417364598887,-0.014722302497173524,-0.021811627616221144
77,header,2024-10-06_2024-10-12,random,0.01,9,1,0.0014,0.00025,0.000425,0.014808983173693354,0.0027451189079668163,-0.014327901378593029
77,header,2024-10-06_2024-10-12,random,0.01,10,1,0.0,0.0,0.0,1.0500000000002538e-06,-1.0500000000000033e-06,-1.0499999999998775e-06
77,header,2024-10-06_2024-10-12,random,0.01,11,1,0.0075,0.001075,0.003675,0.02748385882017367,-0.010767381994407861,-0.021221698655994898
77,header,2024-10-06_2024-10-12,random,0.01,12,1,0.008525,0.003125,0.000675,0.018187373878393424,-0.002685876963247734,-0.014778768802320161
77,header,2024-10-06_2024-10-12,random,0.01,13,1,0.0118,0.0007,0.00685,0.08334526518537375,-0.018475954682543476,-0.07974800806765311
77,header,2024-10-06_2024-10-12,random,0.01,14,1,2.5e-05,0.0,0.0,0.0019106429942848154,0.0018788906145747425,-0.00188007770003824
77,header,2024-10-06_2024-10-12,random,0.01,15,1,0.002075,0.000675,0.0001,0.011146700010749782,0.009759679466162194,-0.009877900347080117
77,header,2024-10-06_2024-10-12,random,0.01,16,1,0.003075,0.000775,0.0005,0.014724867434863302,-0.004596564643337346,-0.013484139386529825
77,header,2024-10-06_2024-10-12,random,0.01,17,1,0.002075,0.000675,0.0001,0.011146700010749782,0.009759679466162192,-0.009877900347080117
77,header,2024-10-06_2024-10-12,random,0.01,18,1,0.00345,0.000825,0.000975,0.019521193962628997,-0.0014495258617959184,-0.018289425443992487
77,header,2024-10-06_2024-10-12,random,0.01,19,1,0.0038,0.001025,0.00125,0.018527663195406534,-0.007954015653466774,-0.017071732400690477
77,header,2024-10-06_2024-10-12,random,0.01,20,1,0.024125,0.010125,0.0019,0.05403609357772329,0.03064715071611059,-0.042152485711134446
77,header,2024-10-06_2024-10-12,random,0.05,1,4,0.026475,0.0142,0.00195,0.04540153800936458,0.03174653041680191,-0.03487382924756006
77,header,2024-10-06_2024-10-12,random,0.05,2,4,0.045625,0.026275,0.00075,0.10556910289749044,0.049228638660318826,-0.08849439556935512
77,header,2024-10-06_2024-10-12,random,0.05,3,4,0.00715,0.000575,0.003575,0.022381509242887704,-0.01214978405680057,-0.01932490575248244
77,header,2024-10-06_2024-10-12,random,0.05,4,4,0.0341,0.0143,0.002025,0.13291071089774303,0.015506360901928957,-0.1259374594107574
77,header,2024-10-06_2024-10-12,random,0.05,5,4,0.0252,0.00915,0.00655,0.09126519494282823,-0.02804135588601598,-0.083014113668719
77,header,2024-10-06_2024-10-12,random,0.05,6,4,0.00245,0.000425,0.000975,0.017026130688876064,-0.0018297879780971623,-0.016092621967073877
77,header,2024-10-06_2024-10-12,random,0.05,7,4,0.00305,0.0008,0.00045,0.016621978522308824,-0.002739288734644956,-0.015393769408549487
77,header,2024-10-06_2024-10-12,random,0.05,8,4,0.01155,0.003725,0.001325,0.04383143039806134,-0.02066637585885899,-0.03974835972983828
77,header,2024-10-06_2024-10-12,random,0.05,9,4,0.054875,0.02965,0.00615,0.14184159953132158,0.01073334511030009,-0.12457854900581458
77,header,2024-10-06_2024-10-12,random,0.05,10,4,0.0185,0.0008,0.012225,0.12824032048528217,-0.03128003619925675,-0.12300748914371429
77,header,2024-10-06_2024-10-12,random,0.05,11,4,0.01945,0.0071,0.00445,0.07955845938510762,0.007963601652798639,-0.07289804900823094
77,header,2024-10-06_2024-10-12,random,0.05,12,4,0.00065,0.000175,2.5e-05,0.003982161097575248,0.0035277794886451838,-0.003593982638597425
77,header,2024-10-06_2024-10-12,random,0.05,13,4,0.012675,0.000675,0.0072,0.09325855512933481,-0.01798955897289237,-0.09005036968056163
77,header,2024-10-06_2024-10-12,random,0.05,14,4,0.03405,0.016625,0.001625,0.08199585913027566,0.044518673067929095,-0.06619282286446268
77,header,2024-10-06_2024-10-12,random,0.05,15,4,0.0578,0.004625,0.04245,0.1528867834147389,-0.08332066229992979,-0.13948496009525393
77,header,2024-10-06_2024-10-12,random,0.05,16,4,0.03215,0.012975,0.007375,0.06610294615983991,0.00839340731811204,-0.05230549568140551
77,header,2024-10-06_2024-10-12,random,0.05,17,4,0.0021,0.0007,0.0001,0.013052012630658373,0.01159455341407027,-0.011763685064662218
77,header,2024-10-06_2024-10-12,random,0.05,18,4,0.011025,0.000675,0.005825,0.057414958781272875,-0.019321241674772956,-0.054348538413210114
77,header,2024-10-06_2024-10-12,random,0.05,19,4,0.0554,0.031175,0.0029,0.08177795784863527,0.04804642892212374,-0.0536316250470581
77,header,2024-10-06_2024-10-12,random,0.05,20,4,0.04665,0.025325,0.002175,0.08570911868278049,0.053942659237703514,-0.06830048871325473
77,header,2024-10-06_2024-10-12,random,0.1,1,8,0.011275,0.004775,0.000875,0.04611242064220913,0.0009154439409569926,-0.04159080508941795
77,header,2024-10-06_2024-10-12,random,0.1,2,8,0.13415,0.093725,0.0013,0.21855147699565683,0.09963505519059772,-0.1798075307976598
77,header,2024-10-06_2024-10-12,random,0.1,3,8,0.018075,0.00515,0.005025,0.0704958935839353,-0.006856502919192814,-0.06604382851823738
77,header,2024-10-06_2024-10-12,random,0.1,4,8,0.04235,0.00525,0.02755,0.16192651704500302,-0.05978262788530598,-0.15117886353401128
77,header,2024-10-06_2024-10-12,random,0.1,5,8,0.0367,0.00575,0.0218,0.12886587695249355,-0.06908868866805568,-0.11905253276630355
77,header,2024-10-06_2024-10-12,random,0.1,6,8,0.07355,0.044825,0.001325,0.14512059427500418,0.06686799778538269,-0.11724495670660194
77,header,2024-10-06_2024-10-12,random,0.1,7,8,0.0506,0.02825,0.002675,0.1180521763281956,0.040806952873342586,-0.10001584142071018
77,header,2024-10-06_2024-10-12,random,0.1,8,8,0.029625,0.007175,0.014225,0.13020518891621652,-0.03687330883367996,-0.1223059413011758
77,header,2024-10-06_2024-10-12,random,0.1,9,8,0.0227,0.008775,0.005125,0.10936334663281268,-0.015114015604843697,-0.1037065194888629
77,header,2024-10-06_2024-10-12,random,0.1,10,8,0.019775,0.0025,0.0113,0.10599557863466644,-0.03089112791388165,-0.10136673111260194
77,header,2024-10-06_2024-10-12,random,0.1,11,8,0.030675,0.01105,0.008025,0.11299009419104748,-0.0134117210559259,-0.1048283419320467
77,header,2024-10-06_2024-10-12,random,0.1,12,8,0.02855,0.013175,0.00265,0.08837939172102187,0.004749318100536638,-0.07866815912843476
77,header,2024-10-06_2024-10-12,random,0.1,13,8,0.050325,0.022425,0.0103,0.15716095952066472,-0.03671161208623033,-0.14616806624957393
77,header,2024-10-06_2024-10-12,random,0.1,14,8,0.014875,0.003725,0.00545,0.0771078168177603,-0.006308550321036871,-0.0730628032511015
77,header,2024-10-06_2024-10-12,random,0.1,15,8,0.0958,0.063475,0.00425,0.19256197795614705,0.04514853452077972,-0.1696333921780966
77,header,2024-10-06_2024-10-12,random,0.1,16,8,0.035475,0.014325,0.007925,0.11419176570745687,-0.02388177007951798,-0.10305553396361472
77,header,2024-10-06_2024-10-12,random,0.1,17,8,0.0098,0.001275,0.005025,0.07663456296000798,-0.0171028837194499,-0.0746322763700339
77,header,2024-10-06_2024-10-12,random,0.1,18,8,0.02215,0.00465,0.0086,0.1533952578313531,-0.033306023893598755,-0.15025492542002022
77,header,2024-10-06_2024-10-12,random,0.1,19,8,0.012475,0.001325,0.006,0.06206993336894557,-0.04189092641928516,-0.05895267444995769
77,header,2024-10-06_2024-10-12,random,0.1,20,8,0.030275,0.013675,0.00305,0.10949301215900448,-0.0014202278665868303,-0.10182964589643174
77,header,2024-10-13_2024-10-19,baseline,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
77,header,2024-10-13_2024-10-19,important,0.01,0,1,0.051,0.0346,0.002325,0.06919035431273979,0.055438914457888996,-0.04025478517957607
77,header,2024-10-13_2024-10-19,important,0.05,0,4,0.140825,0.110375,0.003,0.2008679911686639,0.14735664913099472,-0.15811984485185032
77,header,2024-10-13_2024-10-19,important,0.1,0,8,0.178575,0.13055,0.016925,0.34376652744995334,0.07367359085755186,-0.32015054896586836
77,header,2024-10-13_2024-10-19,random,0.01,1,1,0.038325,0.021825,0.00075,0.08674117078363672,0.06602359193425927,-0.07170710412819763
77,header,2024-10-13_2024-10-19,random,0.01,2,1,2.5e-05,0.0,2.5e-05,0.00013847000000000026,-0.0001378700000000002,-0.00013467000000000015
77,header,2024-10-13_2024-10-19,random,0.01,3,1,0.000275,0.0001,0.0,0.0032357333769668572,0.003156169476990262,-0.0030816289390481755
77,header,2024-10-13_2024-10-19,random,0.01,4,1,0.006375,2.5e-05,0.003025,0.046675145745933046,-0.03982368484860196,-0.04409689524580323
77,header,2024-10-13_2024-10-19,random,0.01,5,1,0.030325,0.01315,0.00595,0.057980058731703324,0.012195412535894241,-0.04480196768932911
