seed,feature_group,test_week,perturbation_type,strength,trial_id,n_masked_features,flip_rate,benign_to_malware_rate,malware_to_benign_rate,mean_abs_probability_shift,mean_signed_probability_shift,mean_margin_shift
42,header,2024-09-22_2024-09-28,random,0.05,1,4,0.008175,0.00245,0.00285,0.10195650058969705,-0.03171138032659471,-0.0997460891545753
42,header,2024-09-22_2024-09-28,random,0.05,2,4,0.0095,0.003825,0.002775,0.0324370936866177,0.0024449762159065216,-0.028101862373806182
42,header,2024-09-22_2024-09-28,random,0.05,3,4,0.00535,0.001975,0.00175,0.03762261281774977,-0.012825192985478594,-0.03474961594285152
42,header,2024-09-22_2024-09-28,random,0.05,4,4,0.008125,0.002725,0.00275,0.06925312371636975,0.00023297178333880523,-0.067008913197246
42,header,2024-09-22_2024-09-28,random,0.05,5,4,0.00385,0.0002,0.001625,0.04247458429461036,-0.012742165665982562,-0.04140546455859674
42,header,2024-09-22_2024-09-28,random,0.05,6,4,0.037725,0.019425,0.002675,0.08628996858203523,0.05064499507198034,-0.07165576216832596
42,header,2024-09-22_2024-09-28,random,0.05,7,4,0.0063,0.001,0.003225,0.07576807686127501,-0.043844690429381904,-0.07338530450446322
42,header,2024-09-22_2024-09-28,random,0.05,8,4,0.08675,0.0589,0.00285,0.14109868340619847,0.06384766054136648,-0.11178859844357318
42,header,2024-09-22_2024-09-28,random,0.05,9,4,0.004725,0.0008,0.00175,0.03659802109899757,-0.013097921448576418,-0.0348951883665752
42,header,2024-09-22_2024-09-28,random,0.05,10,4,0.02765,0.0151,0.001625,0.07943045373293844,0.048933119858470556,-0.06831404332796513
42,header,2024-09-22_2024-09-28,random,0.05,11,4,0.004,0.0017,0.00065,0.025294101126045257,-0.012620900935265819,-0.02351131205517297
42,header,2024-09-22_2024-09-28,random,0.05,12,4,0.022675,0.00475,0.012,0.08227711687188478,-0.030894024610221477,-0.07569961399216638
42,header,2024-09-22_2024-09-28,random,0.05,13,4,0.05215,0.0325,0.00295,0.19191135264262976,0.0659650652689326,-0.18221309575702693
42,header,2024-09-22_2024-09-28,random,0.05,14,4,0.013175,0.004325,0.0043,0.0750485649747676,0.00845549282173261,-0.07154865884102278
42,header,2024-09-22_2024-09-28,random,0.05,15,4,0.044475,0.023825,0.00625,0.10926876505040872,-0.016868548457217292,-0.09135593786175779
42,header,2024-09-22_2024-09-28,random,0.05,16,4,0.013075,0.00585,0.00285,0.04555999973868346,-0.022969629969349627,-0.040932233222120314
42,header,2024-09-22_2024-09-28,random,0.05,17,4,0.032125,0.014775,0.006625,0.0787275942081757,0.01835394738449269,-0.06519469466569885
42,header,2024-09-22_2024-09-28,random,0.05,18,4,0.0306,0.020125,0.0007,0.045351283826502505,0.029737546365313148,-0.03487444605295969
42,header,2024-09-22_2024-09-28,random,0.05,19,4,0.02965,0.014325,0.00365,0.11749713875891907,0.011333815174305397,-0.10841131598478505
42,header,2024-09-22_2024-09-28,random,0.05,20,4,0.044775,0.026125,0.0015,0.1128306983461479,0.02675280505261793,-0.09821390139421265
42,header,2024-09-22_2024-09-28,random,0.1,1,8,0.015,0.00025,0.00995,0.06897361669364481,-0.04619068714797439,-0.06412152320642169
42,header,2024-09-22_2024-09-28,random,0.1,2,8,0.038925,0.018725,0.00875,0.09636370350021241,-0.009550206084383166,-0.0831652953761078
42,header,2024-09-22_2024-09-28,random,0.1,3,8,0.0231,0.0125,0.001375,0.06362567977242825,0.02353410943569266,-0.054307650272861406
42,header,2024-09-22_2024-09-28,random,0.1,4,8,0.0081,0.00235,0.00235,0.04519985431618441,0.01796922324713401,-0.04238881133053616
42,header,2024-09-22_2024-09-28,random,0.1,5,8,0.01165,0.0001,0.006475,0.1417616846929031,-0.043903247945430234,-0.1393971206227865
42,header,2024-09-22_2024-09-28,random,0.1,6,8,0.0223,0.0048,0.01225,0.09547558989010164,-0.03377808289442898,-0.08919729608559451
42,header,2024-09-22_2024-09-28,random,0.1,7,8,0.051075,0.028775,0.006625,0.15733691363849148,-0.02486238030736216,-0.14331483007557858
42,header,2024-09-22_2024-09-28,random,0.1,8,8,0.06015,0.0089,0.039975,0.16264256943046954,-0.0985040128779893,-0.1508145400509844
42,header,2024-09-22_2024-09-28,random,0.1,9,8,0.04005,0.024775,0.003925,0.15124318090534525,-0.020464381266028963,-0.14433940627023104
42,header,2024-09-22_2024-09-28,random,0.1,10,8,0.011375,0.0022,0.00525,0.10709363562946293,-0.03386525942855784,-0.10409306654582212
42,header,2024-09-22_2024-09-28,random,0.1,11,8,0.08255,0.0599,0.000625,0.13681628176174118,0.08999372762233887,-0.1099767782565601
42,header,2024-09-22_2024-09-28,random,0.1,12,8,0.0265,0.010775,0.007075,0.11807980347133797,-0.04758032511006853,-0.11092308397763745
42,header,2024-09-22_2024-09-28,random,0.1,13,8,0.011175,0.004625,0.00215,0.07228904272813709,0.0002163679694496315,-0.06864302221740338
42,header,2024-09-22_2024-09-28,random,0.1,14,8,0.011925,0.00315,0.00455,0.0976321494493098,-0.01256082131520782,-0.09498544772925958
42,header,2024-09-22_2024-09-28,random,0.1,15,8,0.0551,0.037125,0.00315,0.16306243396062564,-0.01642286255702878,-0.15134914630690136
42,header,2024-09-22_2024-09-28,random,0.1,16,8,0.027625,0.0092,0.00885,0.12961704594158172,0.004794171357583404,-0.12399897584406418
42,header,2024-09-22_2024-09-28,random,0.1,17,8,0.03815,0.0174,0.006775,0.16977376422581383,-0.025433059713309628,-0.16402986794909297
42,header,2024-09-22_2024-09-28,random,0.1,18,8,0.034325,0.02015,0.001025,0.09392892289704062,0.05136012925809414,-0.08054475934084739
42,header,2024-09-22_2024-09-28,random,0.1,19,8,0.011275,0.00065,0.00655,0.1297783528447915,-0.06998144777802577,-0.12660123988516203
42,header,2024-09-22_2024-09-28,random,0.1,20,8,0.057675,0.03565,0.00715,0.14841938126586257,0.028812685244422816,-0.13364458023766596
42,header,2024-09-29_2024-10-05,baseline,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
42,header,2024-09-29_2024-10-05,important,0.01,0,1,0.021925,0.01755,0.0002,0.07858187158304837,0.07751087158304835,-0.07456564514387351
42,header,2024-09-29_2024-10-05,important,0.05,0,4,0.104675,0.076025,0.0072,0.1828072733549236,0.12161743918535671,-0.15084258371063738
42,header,2024-09-29_2024-10-05,important,0.1,0,8,0.163275,0.0956,0.03895,0.35633273752782996,0.04761409208910397,-0.3344357943591458
42,header,2024-09-29_2024-10-05,random,0.01,1,1,0.00045,0.0001,0.00025,0.002749516428571429,0.0006361219047619047,-0.0022613314285714285
42,header,2024-09-29_2024-10-05,random,0.01,2,1,0.0038,0.001275,0.0004,0.02613367123173813,-0.013973934573799428,-0.02465396930480116
42,header,2024-09-29_2024-10-05,random,0.01,3,1,0.0,0.0,0.0,0.00020735833333333363,-0.00020355833333333352,-0.00020345833333333343
42,header,2024-09-29_2024-10-05,random,0.01,4,1,0.0031,0.0013,0.0,0.017376746306254638,0.017029857417365745,-0.01533819096974219
42,header,2024-09-29_2024-10-05,random,0.01,5,1,0.00025,0.000175,0.0,0.00047890123383023935,0.00039985123383023925,-0.0004297275383599028
42,header,2024-09-29_2024-10-05,random,0.01,6,1,0.0012,0.0003,0.00035,0.005990335734072287,-0.00024550770313263844,-0.005305369995318287
42,header,2024-09-29_2024-10-05,random,0.01,7,1,0.0,0.0,0.0,5.000000000000114e-06,2.6999999999999733e-06,-2.6999999999999746e-06
42,header,2024-09-29_2024-10-05,random,0.01,8,1,0.002925,0.0,0.001175,0.033617005183545635,-0.020944587127017942,-0.03272520661914702
42,header,2024-09-29_2024-10-05,random,0.01,9,1,0.000375,0.000125,0.0,0.0012329756202516106,0.0002147814318355449,-0.0010741709643499128
42,header,2024-09-29_2024-10-05,random,0.01,10,1,0.000275,5e-05,7.5e-05,0.0005119500000000001,5.904999999999994e-05,-0.00035805
42,header,2024-09-29_2024-10-05,random,0.01,11,1,0.0031,0.0013,0.0,0.017376746306254638,0.017029857417365745,-0.01533819096974219
42,header,2024-09-29_2024-10-05,random,0.01,12,1,0.018925,0.003925,0.00895,0.07231695880101131,-0.03666758642044883,-0.06641437543510295
42,header,2024-09-29_2024-10-05,random,0.01,13,1,0.0031,0.001,0.0004,0.01922395896563872,-0.009081564828261914,-0.017875579393833423
42,header,2024-09-29_2024-10-05,random,0.01,14,1,0.0031,0.0013,0.0,0.017376746306254638,0.017029857417365745,-0.01533819096974219
42,header,2024-09-29_2024-10-05,random,0.01,15,1,0.016425,0.0082,0.001325,0.04695352647697185,0.02421581209608111,-0.03982244881409979
42,header,2024-09-29_2024-10-05,random,0.01,16,1,0.0016,0.0,0.0008,0.01752095131821793,-0.01378283445882857,-0.015960866721148336
42,header,2024-09-29_2024-10-05,random,0.01,17,1,0.018625,0.00505,0.006075,0.08529342910957942,-0.03658346239019315,-0.0797843930299002
42,header,2024-09-29_2024-10-05,random,0.01,18,1,0.005675,0.003175,0.000575,0.018418676057650445,-0.0052647829916328565,-0.015451523073154462
42,header,2024-09-29_2024-10-05,random,0.01,19,1,0.0,0.0,0.0,2.490000000000014e-05,-2.4900000000000067e-05,-2.410000000000002e-05
42,header,2024-09-29_2024-10-05,random,0.01,20,1,0.0212,0.010375,0.000425,0.047539121891961515,0.03745738089168007,-0.04217448157976588
42,header,2024-09-29_2024-10-05,random,0.05,1,4,0.0129,0.00285,0.00335,0.12125948631529172,-0.036125641378001845,-0.1179842935204405
42,header,2024-09-29_2024-10-05,random,0.05,2,4,0.007475,0.003525,0.000725,0.03832790265974623,-0.014434520927112521,-0.03443724739893821
42,header,2024-09-29_2024-10-05,random,0.05,3,4,0.006525,0.00215,0.00165,0.05327118606671775,0.00982253768702279,-0.051158026009831166
42,header,2024-09-29_2024-10-05,random,0.05,4,4,0.033525,0.01495,0.00685,0.07215993491472236,0.002344737930147531,-0.06114097594140341
42,header,2024-09-29_2024-10-05,random,0.05,5,4,0.0093,0.001675,0.0046,0.0725945568582078,-0.02460159666250201,-0.06735537367185916
42,header,2024-09-29_2024-10-05,random,0.05,6,4,0.025225,0.0195,0.0002,0.08939737571724211,0.08516358593223029,-0.08412396651322235
42,header,2024-09-29_2024-10-05,random,0.05,7,4,0.012225,0.001375,0.005425,0.08013687958532315,-0.06018599484372769,-0.07618123590015646
42,header,2024-09-29_2024-10-05,random,0.05,8,4,0.037875,0.012075,0.01185,0.18759780243603902,-0.018352434634302084,-0.18068926879428143
42,header,2024-09-29_2024-10-05,random,0.05,9,4,0.025925,0.0185,0.001175,0.12233919764012914,0.058238830215604005,-0.11804787967919342
42,header,2024-09-29_2024-10-05,random,0.05,10,4,0.000975,0.000275,0.0001,0.0026644662838852676,0.00026441452526237177,-0.002095280785569388
42,header,2024-09-29_2024-10-05,random,0.05,11,4,0.01335,0.003925,0.003075,0.08854233069668027,-0.0076081899369113614,-0.08525788716142166
42,header,2024-09-29_2024-10-05,random,0.05,12,4,0.0234,0.0049,0.01125,0.0814332469118886,-0.0317233797577886,-0.0748692308335644
42,header,2024-09-29_2024-10-05,random,0.05,13,4,0.011875,0.00565,0.001525,0.0378956522432296,-0.009606299086260659,-0.033077775253287534
42,header,2024-09-29_2024-10-05,random,0.05,14,4,0.023025,0.014625,0.00155,0.1315227683933278,0.05677407595178171,-0.12713902090181278
42,header,2024-09-29_2024-10-05,random,0.05,15,4,0.0326,0.01815,0.002175,0.10757042989072417,0.03993382039584133,-0.09920962398250785
42,header,2024-09-29_2024-10-05,random,0.05,16,4,0.0034,0.001225,0.00055,0.03166898004873499,0.0011023511287379694,-0.030374762912170162
42,header,2024-09-29_2024-10-05,random,0.05,17,4,0.0171,0.00035,0.01,0.09754271923453856,-0.08398038078173904,-0.09215345461197541
42,header,2024-09-29_2024-10-05,random,0.05,18,4,0.0117,0.0027,0.0035,0.10471089066128704,-0.030715090979108278,-0.1015249390205517
42,header,2024-09-29_2024-10-05,random,0.05,19,4,0.026575,0.02005,0.00035,0.10475054206063869,0.06407044601700587,-0.09939356210112024
42,header,2024-09-29_2024-10-05,random,0.05,20,4,0.051025,0.023775,0.0103,0.18465117162286898,0.012937041663944493,-0.17627932385772363
42,header,2024-09-29_2024-10-05,random,0.1,1,8,0.03275,0.016825,0.001125,0.08914681569141324,0.04152990545220277,-0.08114385693362247
42,header,2024-09-29_2024-10-05,random,0.1,2,8,0.021325,0.010625,0.002625,0.11294318633562636,-0.010547247199743016,-0.10754239341253286
42,header,2024-09-29_2024-10-05,random,0.1,3,8,0.02955,0.015,0.00325,0.1364736906463801,0.014130864587204733,-0.12839233406533077
42,header,2024-09-29_2024-10-05,random,0.1,4,8,0.046625,0.02395,0.007975,0.11980538722612098,-0.019982066474199475,-0.10482858995420481
42,header,2024-09-29_2024-10-05,random,0.1,5,8,0.03215,0.01435,0.004,0.12341977158522419,0.012076732365224566,-0.1155512162210403
42,header,2024-09-29_2024-10-05,random,0.1,6,8,0.012325,0.000975,0.005675,0.17765990800140977,-0.07366648348550468,-0.17537435209687902
42,header,2024-09-29_2024-10-05,random,0.1,7,8,0.047625,0.02825,0.0042,0.14256763873339465,-0.020038309971641466,-0.12445375495087008
42,header,2024-09-29_2024-10-05,random,0.1,8,8,0.051075,0.026775,0.009,0.1865437201682634,-0.036696578391555656,-0.1738876850834706
42,header,2024-09-29_2024-10-05,random,0.1,9,8,0.03305,0.01815,0.0015,0.10222022533528077,0.02657261616369176,-0.09062455407846257
42,header,2024-09-29_2024-10-05,random,0.1,10,8,0.012075,0.003975,0.002775,0.06857952651589247,-0.010102214027805794,-0.06511260554157836
42,header,2024-09-29_2024-10-05,random,0.1,11,8,0.02745,0.0154,0.001725,0.13693080006341726,0.019909370989478096,-0.12949384475204814
42,header,2024-09-29_2024-10-05,random,0.1,12,8,0.01585,0.0035,0.0041,0.1450912606184606,-0.03149534459191541,-0.14203178151055182
42,header,2024-09-29_2024-10-05,random,0.1,13,8,0.035175,0.0175,0.006175,0.1564283213706452,-0.010183607303377052,-0.14955870060796222
42,header,2024-09-29_2024-10-05,random,0.1,14,8,0.081,0.055775,0.0008,0.11829538994697755,0.06850136674043636,-0.09659912101353313
42,header,2024-09-29_2024-10-05,random,0.1,15,8,0.10195,0.073925,0.0056,0.22284716979086405,0.09537275326430422,-0.19879587879981125
42,header,2024-09-29_2024-10-05,random,0.1,16,8,0.0326,0.019225,0.0021,0.12493834470791755,0.03393607720036561,-0.11363646369784262
42,header,2024-09-29_2024-10-05,random,0.1,17,8,0.067125,0.0075,0.0497,0.24420307891425724,-0.07482416024137976,-0.23752800868623872
42,header,2024-09-29_2024-10-05,random,0.1,18,8,0.009425,0.004,0.002,0.12460546631528395,-0.0696170260375692,-0.12210236105153044
42,header,2024-09-29_2024-10-05,random,0.1,19,8,0.007675,0.00335,0.0009,0.024262219251917527,-0.0017525706815601208,-0.021559104913454225
42,header,2024-09-29_2024-10-05,random,0.1,20,8,0.060275,0.037125,0.00475,0.12395600416610834,0.048077843667241056,-0.10185159656268129
42,header,2024-10-06_2024-10-12,baseline,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
42,header,2024-10-06_2024-10-12,important,0.01,0,1,0.02625,0.0192,5e-05,0.07872302441102887,0.07772582441102886,-0.07324150227449215
42,header,2024-10-06_2024-10-12,important,0.05,0,4,0.120675,0.08425,0.005925,0.19078662890666945,0.12588305527119198,-0.1523441882759727
42,header,2024-10-06_2024-10-12,important,0.1,0,8,0.17995,0.1084,0.035875,0.3456288987121751,0.060590174985722355,-0.3216428319794194
42,header,2024-10-06_2024-10-12,random,0.01,1,1,0.020975,0.00945,0.0003,0.048149347718233,0.03813899865955162,-0.0419281787611809
42,header,2024-10-06_2024-10-12,random,0.01,2,1,0.0,0.0,0.0,0.00016503171900339106,-0.00016303171900339087,-0.00015743171900339106
42,header,2024-10-06_2024-10-12,random,0.01,3,1,0.0,0.0,0.0,3.8650000000000214e-05,-3.8649999999999964e-05,-3.865e-05
42,header,2024-10-06_2024-10-12,random,0.01,4,1,0.009975,0.0003,0.005725,0.08498408623254024,-0.019591887549892533,-0.08164197433524406
42,header,2024-10-06_2024-10-12,random,0.01,5,1,0.0514,0.031,0.003125,0.0627824023990082,0.046338988958575154,-0.033423332324144774
42,header,2024-10-06_2024-10-12,random,0.01,6,1,0.0,0.0,0.0,0.0002933666666666668,0.0002172333333333333,-0.00025546666666666673
42,header,2024-10-06_2024-10-12,random,0.01,7,1,0.024575,0.007175,0.007875,0.08279435851830379,-0.030221491720108486,-0.07466518677472313
42,header,2024-10-06_2024-10-12,random,0.01,8,1,0.00395,0.0011,0.000925,0.027944852617454764,-0.009028244503668051,-0.026537099067836346
42,header,2024-10-06_2024-10-12,random,0.01,9,1,0.036125,0.016075,0.0021,0.07605138400032353,0.03851517008104728,-0.05908375522898669
42,header,2024-10-06_2024-10-12,random,0.01,10,1,0.009975,0.0003,0.005725,0.08498408623254024,-0.019591887549892533,-0.08164197433524406
42,header,2024-10-06_2024-10-12,random,0.01,11,1,0.0,0.0,0.0,1.9700000000000296e-05,-1.2099999999999867e-05,-1.8500000000000026e-05
42,header,2024-10-06_2024-10-12,random,0.01,12,1,0.000475,0.0002,7.5e-05,0.0016294743786097708,-6.460407472886424e-05,-0.0014875498261060966
42,header,2024-10-06_2024-10-12,random,0.01,13,1,0.0,0.0,0.0,2.2000000000002284e-06,1.8000000000000471e-06,-1.7999999999999751e-06
42,header,2024-10-06_2024-10-12,random,0.01,14,1,0.003325,7.5e-05,0.002275,0.015093084969583606,-0.011091540633876306,-0.013148507534777943
42,header,2024-10-06_2024-10-12,random,0.01,15,1,0.020975,0.00945,0.0003,0.048149347718233,0.03813899865955162,-0.0419281787611809
42,header,2024-10-06_2024-10-12,random,0.01,16,1,0.02625,0.0192,5e-05,0.07872302441102887,0.07772582441102886,-0.07324150227449215
42,header,2024-10-06_2024-10-12,random,0.01,17,1,0.003,0.0007,0.000575,0.02091633564950921,-0.01311931315861122,-0.019968275056435617
42,header,2024-10-06_2024-10-12,random,0.01,18,1,2.5e-05,0.0,2.5e-05,0.00012723946919520024,-0.00012663946919520014,-0.00012236057534119413
42,header,2024-10-06_2024-10-12,random,0.01,19,1,0.00395,0.0011,0.000925,0.027944852617454764,-0.009028244503668051,-0.026537099067836346
42,header,2024-10-06_2024-10-12,random,0.01,20,1,0.010775,0.003675,0.0025,0.046669734928471054,0.01456063572517288,-0.04306405947777336
42,header,2024-10-06_2024-10-12,random,0.05,1,4,0.071025,0.042,0.006875,0.1016644045899785,0.030118304229917958,-0.08041885749398169
42,header,2024-10-06_2024-10-12,random,0.05,2,4,0.014,0.0054,0.00145,0.03709447116165658,0.02546090562174848,-0.03007259247651888
42,header,2024-10-06_2024-10-12,random,0.05,3,4,0.0133,0.002025,0.0065,0.042771193133527195,-0.02132508886264323,-0.03692159279343395
42,header,2024-10-06_2024-10-12,random,0.05,4,4,0.003425,0.001175,0.00055,0.02168726419309514,0.006104998712629152,-0.020790174232633532
42,header,2024-10-06_2024-10-12,random,0.05,5,4,0.022325,0.01,0.001125,0.09164335714969042,0.02786599235580909,-0.08391459966620664
42,header,2024-10-06_2024-10-12,random,0.05,6,4,0.031525,0.01485,0.001425,0.07037380267236526,0.03191715434622968,-0.06136369711947281
42,header,2024-10-06_2024-10-12,random,0.05,7,4,0.021725,0.007725,0.002025,0.08122633238745514,0.017343530768685365,-0.07582126092974752
42,header,2024-10-06_2024-10-12,random,0.05,8,4,0.017,0.0028,0.0083,0.055440701027523756,-0.008208993309991395,-0.04875605646531538
42,header,2024-10-06_2024-10-12,random,0.05,9,4,0.0137,0.002375,0.005975,0.04613197824920391,-0.013589598737670426,-0.036403432716261196
42,header,2024-10-06_2024-10-12,random,0.05,10,4,0.007775,0.00325,0.001025,0.03724671508676759,0.0023435748519510836,-0.034045076620701054
42,header,2024-10-06_2024-10-12,random,0.05,11,4,0.00245,0.00055,0.0006,0.00949940498363763,-0.0014563566683357557,-0.008289357853980106
42,header,2024-10-06_2024-10-12,random,0.05,12,4,0.00995,0.002975,0.00365,0.041678869015777956,-0.007221895215162396,-0.03728462125654292
42,header,2024-10-06_2024-10-12,random,0.05,13,4,0.0429,0.02105,0.003825,0.09453190290073851,0.06029804885024149,-0.07556480497656119
42,header,2024-10-06_2024-10-12,random,0.05,14,4,0.0075,0.001625,0.0034,0.04063108265923373,-0.0035927910947264083,-0.0385857165491268
42,header,2024-10-06_2024-10-12,random,0.05,15,4,0.04065,0.024675,0.0015,0.09410302480854968,0.016139932239806577,-0.08248479122163285
42,header,2024-10-06_2024-10-12,random,0.05,16,4,0.001375,0.000375,0.00055,0.009273625937687947,0.00618422638045321,-0.008626460572222727
42,header,2024-10-06_2024-10-12,random,0.05,17,4,0.043125,0.0223,0.00305,0.0985912494356102,0.07104279871045407,-0.07880227844964964
42,header,2024-10-06_2024-10-12,random,0.05,18,4,0.00985,0.001375,0.005275,0.040982380367846676,-0.019643589059948344,-0.03433112291812277
42,header,2024-10-06_2024-10-12,random,0.05,19,4,0.040125,0.018325,0.00455,0.10883896120933968,0.03593743782399969,-0.09229169755812269
42,header,2024-10-06_2024-10-12,random,0.05,20,4,0.0353,0.0208,0.004275,0.1341611768182927,0.0837460482990977,-0.1271203371762882
42,header,2024-10-06_2024-10-12,random,0.1,1,8,0.062,0.036425,0.0047,0.10896969792005111,0.04829047010059931,-0.08812632363146113
42,header,2024-10-06_2024-10-12,random,0.1,2,8,0.06045,0.031825,0.00355,0.13845102376599533,0.01764031067087794,-0.1164073176324234
42,header,2024-10-06_2024-10-12,random,0.1,3,8,0.00295,0.001075,0.000275,0.017600572356661383,0.010940994717496478,-0.016169344774087976
42,header,2024-10-06_2024-10-12,random,0.1,4,8,0.0093,0.0014,0.00495,0.04367619899000841,-0.018502845671066376,-0.03724990007452923
42,header,2024-10-06_2024-10-12,random,0.1,5,8,0.040025,0.02005,0.00185,0.12420700356789671,0.029272548848069454,-0.11574996137244536
42,header,2024-10-06_2024-10-12,random,0.1,6,8,0.06405,0.0361,0.00545,0.16662055407006487,0.09596395078551914,-0.13900770549351646
42,header,2024-10-06_2024-10-12,random,0.1,7,8,0.0392,0.004875,0.02475,0.18502449862948148,-0.07683082306830911,-0.1759524523684975
42,header,2024-10-06_2024-10-12,random,0.1,8,8,0.0184,0.0054,0.005325,0.06884433591499117,-0.0030574564617044863,-0.06325294990050954
42,header,2024-10-06_2024-10-12,random,0.1,9,8,0.025525,0.008275,0.0069,0.10944134905719652,0.01812910113464128,-0.10038451471833348
42,header,2024-10-06_2024-10-12,random,0.1,10,8,0.02995,0.00845,0.010425,0.11333461325852222,-0.04465115499153978,-0.10464805798469438
42,header,2024-10-06_2024-10-12,random,0.1,11,8,0.009275,0.001625,0.00385,0.08737826357467168,-0.0032119266520167743,-0.08463804024004222
42,header,2024-10-06_2024-10-12,random,0.1,12,8,0.018025,0.002775,0.008575,0.10825940474978901,-0.061248825492870036,-0.1031951183688748
42,header,2024-10-06_2024-10-12,random,0.1,13,8,0.045575,0.0172,0.0153,0.20033662852758502,0.02961058586544787,-0.19247074235289682
42,header,2024-10-06_2024-10-12,random,0.1,14,8,0.01775,0.003925,0.007175,0.0699372283316299,0.00419449286583484,-0.06312644974706673
42,header,2024-10-06_2024-10-12,random,0.1,15,8,0.03235,0.006175,0.01745,0.10940124665384413,-0.054186572610142966,-0.09986943908416242
42,header,2024-10-06_2024-10-12,random,0.1,16,8,0.043675,0.0268,0.000575,0.059110132388678224,0.043796340758138735,-0.04334345226963603
42,header,2024-10-06_2024-10-12,random,0.1,17,8,0.057225,0.029875,0.00905,0.18654468813640976,0.07312964407699717,-0.1766962335858443
42,header,2024-10-06_2024-10-12,random,0.1,18,8,0.042975,0.0158,0.012275,0.13425365913826387,-0.017689974316609996,-0.12005704126437629
42,header,2024-10-06_2024-10-12,random,0.1,19,8,0.075875,0.0436,0.0061,0.14723598119086148,0.00763158211604627,-0.12718438324097447
42,header,2024-10-06_2024-10-12,random,0.1,20,8,0.030225,0.006,0.016425,0.10927857715154343,-0.043608429514749754,-0.09713000249739309
42,header,2024-10-13_2024-10-19,baseline,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
42,header,2024-10-13_2024-10-19,important,0.01,0,1,0.026875,0.02155,0.0001,0.07826482299936854,0.07709690299936854,-0.0735638568445639
42,header,2024-10-13_2024-10-19,important,0.05,0,4,0.120275,0.0907,0.005975,0.18658512309715738,0.12425478969463147,-0.15111099016383991
42,header,2024-10-13_2024-10-19,important,0.1,0,8,0.170625,0.11095,0.0294,0.3488297588199127,0.04501714981989733,-0.32693054817078054
42,header,2024-10-13_2024-10-19,random,0.01,1,1,0.003625,0.002,0.0,0.015864336179327095,0.015519524087823828,-0.013482912596633
42,header,2024-10-13_2024-10-19,random,0.01,2,1,0.0,0.0,0.0,7.450000000000105e-06,-6.449999999999995e-06,6.4500000000000196e-06
42,header,2024-10-13_2024-10-19,random,0.01,3,1,0.0,0.0,0.0,4.670000000000016e-05,-4.000000000000001e-05,-4.0900000000000045e-05
42,header,2024-10-13_2024-10-19,random,0.01,4,1,0.009975,0.000125,0.0055,0.06841211096604594,-0.05794357678980257,-0.0642699771711455
42,header,2024-10-13_2024-10-19,random,0.01,5,1,0.0,0.0,0.0,1.5500000000000972e-06,1.2499999999999995e-06,-1.1500000000000093e-06
42,header,2024-10-13_2024-10-19,random,0.01,6,1,0.0,0.0,0.0,0.0002451066666666669,-0.00024340666666666685,-0.0002394066666666668
42,header,2024-10-13_2024-10-19,random,0.01,7,1,0.0036,0.000575,0.001675,0.06537212444422338,-0.0571484876700317,-0.06299737009060907
42,header,2024-10-13_2024-10-19,random,0.01,8,1,0.0,0.0,0.0,5.420000000000017e-05,-5.350000000000008e-05,-5.370000000000006e-05
42,header,2024-10-13_2024-10-19,random,0.01,9,1,0.0,0.0,0.0,5.420000000000016e-05,-5.350000000000003e-05,-5.370000000000004e-05
42,header,2024-10-13_2024-10-19,random,0.01,10,1,0.0,0.0,0.0,0.00023730012666610146,-0.0002361001266661014,-0.0002330001266661013
42,header,2024-10-13_2024-10-19,random,0.01,11,1,0.004975,0.003,0.000375,0.018026105197018673,-0.00522691994746476,-0.014895306947264817
42,header,2024-10-13_2024-10-19,random,0.01,12,1,0.021875,0.0068,0.00725,0.08482305207402424,-0.03173032661513862,-0.07829436653033069
42,header,2024-10-13_2024-10-19,random,0.01,13,1,0.009975,0.000125,0.0055,0.06841211096604594,-0.05794357678980257,-0.0642699771711455
42,header,2024-10-13_2024-10-19,random,0.01,14,1,0.002725,0.000775,0.000825,0.029908340863930242,-0.020756405910500635,-0.029017139824632967
42,header,2024-10-13_2024-10-19,random,0.01,15,1,0.002825,0.0,0.001,0.032945065061351995,-0.021975965521322284,-0.03188211396219068
42,header,2024-10-13_2024-10-19,random,0.01,16,1,0.000725,0.000275,5e-05,0.0016896135359807396,-0.00021329619684910234,-0.001514631142018493
42,header,2024-10-13_2024-10-19,random,0.01,17,1,0.0,0.0,0.0,1.169203622808368e-19,3.920475055707584e-20,-5.551115123125783e-21
42,header,2024-10-13_2024-10-19,random,0.01,18,1,0.0022,0.000375,0.000625,0.03248503080060849,-0.014952961594609815,-0.03129213180163379
42,header,2024-10-13_2024-10-19,random,0.01,19,1,0.0,0.0,0.0,7.450000000000113e-06,-6.450000000000013e-06,6.450000000000011e-06
42,header,2024-10-13_2024-10-19,random,0.01,20,1,0.000275,0.000125,0.0,0.0012280058459254127,0.0011745798745658544,-0.001013649142451753
42,header,2024-10-13_2024-10-19,random,0.05,1,4,0.006275,0.001225,0.002475,0.03895419511486036,-0.0026464761767831016,-0.03636501329489461
42,header,2024-10-13_2024-10-19,random,0.05,2,4,0.027375,0.007625,0.011975,0.1157009805803783,-0.04225401924524703,-0.1089066994230581
