density_bin,n_rows,n_samples_mean,n_samples_std,n_samples_min,n_samples_max,n_benign_mean,n_benign_std,n_benign_min,n_benign_max,n_malware_mean,n_malware_std,n_malware_min,n_malware_max,benign_to_malware_ratio_mean,benign_to_malware_ratio_std,benign_to_malware_ratio_min,benign_to_malware_ratio_max,n_packed_malware_mean,n_packed_malware_std,n_packed_malware_min,n_packed_malware_max,packed_ratio_mean,packed_ratio_std,packed_ratio_min,packed_ratio_max
high_density,5,120000.6,0.4898979485566356,120000.0,120001.0,71436.4,615.930060964717,70572.0,72187.0,48564.2,615.7650201172521,47814.0,49429.0,1.471365417465152,0.031319066550482215,1.4277448461429525,1.5097460994687748,2238.2,96.64450320633864,2104.0,2392.0,0.046110820959612685,0.0024130539375072806,0.04326369468662609,0.04989362145926328
low_density,5,120000.4,0.4898979485566356,120000.0,120001.0,76839.2,180.68248393244986,76575.0,77062.0,43161.2,180.72896834763375,42939.0,43426.0,1.7803328685926612,0.011636348806675826,1.763344540137245,1.7946854840587811,4191.4,117.45399099221788,4041.0,4353.0,0.097114615733043,0.0028364813581889083,0.09305485193202229,0.10077555272600995
mid_density,5,239999.0,0.8944271909999159,239998.0,240000.0,91724.4,608.6104172621432,90751.0,92410.0,148274.6,607.9607224155192,147589.0,149247.0,0.6186388668333012,0.006629610629627371,0.6080591234664683,0.626130673695194,12476.0,68.3432513127668,12346.0,12526.0,0.08414203432768078,0.0004873731300027022,0.08332152281454785,0.08472775025045352
