seed,density_bin,feature_group,n_samples,auc,mix_at_10,js_divergence
13,high_density,header,120001,0.9944774107658385,0.023119807334938878,0.06093523788327039
13,mid_density,header,239999,0.9849632456178363,0.04955770649044371,0.08275072751789285
13,low_density,header,120000,0.9546316760806098,0.08217333333333332,0.08106073636980361
13,high_density,section,120001,0.995849595163591,0.02446312947392105,0.03557556572190612
13,mid_density,section,239999,0.9898069162623399,0.04446393526639695,0.10235587570760057
13,low_density,section,120000,0.9733964305654417,0.0721475,0.2161753955499165
13,high_density,imports,120001,0.9272744383544409,0.16829943083807636,0.052969858207104384
13,mid_density,imports,239999,0.9477659675742621,0.1363543181429923,0.04452157052529024
13,low_density,imports,120000,0.9327299293556985,0.12905750000000002,0.018987119809373613
13,high_density,strings,120001,0.9950796962401002,0.019083174306880772,0.000525717705010373
13,mid_density,strings,239999,0.9722208923297456,0.06175525731357213,0.00021619947043339301
13,low_density,strings,120000,0.9454230682366516,0.1082775,0.0003803233494725198
13,high_density,all,120001,0.9972412922803351,0.016222364813626555,0.06140461387827094
13,mid_density,all,239999,0.9920755021402169,0.042638094325393026,0.08291023253503672
13,low_density,all,120000,0.9775761090410213,0.08267749999999999,0.08233676772024506
42,high_density,header,120001,0.9944283043543637,0.02393063391138407,0.060624106311691864
42,mid_density,header,239999,0.9848194359044063,0.04901687090362877,0.08188281094926757
42,low_density,header,120000,0.9548771572342423,0.08208916666666667,0.08105704741536296
42,high_density,section,120001,0.9961494467098309,0.024870626078116017,0.03749037438992449
42,mid_density,section,239999,0.9900798034694901,0.04377059904416269,0.10071773428510623
42,low_density,section,120000,0.9735831087741549,0.07207,0.21916642438488523
42,high_density,imports,120001,0.9223852385273088,0.11014908209098258,0.05236070656483713
42,mid_density,imports,239999,0.9472483475300739,0.13571764882353676,0.044780089441250844
42,low_density,imports,120000,0.931546695467511,0.12816333333333332,0.0189190521645883
42,high_density,strings,120001,0.9944237650329495,0.019512337397188353,0.0004441080821554943
42,mid_density,strings,239999,0.9718857099324478,0.06121192171634049,0.00018676604198076993
42,low_density,strings,120000,0.9452460419293207,0.10706416666666665,0.0005010518026948459
42,high_density,all,120001,0.9972248911707237,0.016571528570595243,0.06109538845356145
42,mid_density,all,239999,0.9920513303732489,0.04267101112921304,0.08209325012572989
42,low_density,all,120000,0.9772981836383053,0.08166166666666667,0.08217016184941597
77,high_density,header,120000,0.9946117869098076,0.022998333333333336,0.06159304083679631
77,mid_density,header,240000,0.9844796004143742,0.04984458333333334,0.08165169641232264
77,low_density,header,120000,0.9577246765542261,0.08135916666666666,0.07994254099514914
77,high_density,section,120000,0.9966429595219182,0.023810833333333333,0.03391399052814492
77,mid_density,section,240000,0.9895513170560811,0.04475375000000001,0.10380870830240119
77,low_density,section,120000,0.974122543689297,0.0722875,0.21707268360743484
77,high_density,imports,120000,0.9242165175350032,0.12108333333333335,0.05017273802833462
77,mid_density,imports,240000,0.9479187204573357,0.13458791666666667,0.045012882155914966
77,low_density,imports,120000,0.9321471339242606,0.13019166666666668,0.018446058835012612
77,high_density,strings,120000,0.9947667269925533,0.018895,0.00047734179370936375
77,mid_density,strings,240000,0.9705679872079398,0.062755,0.00018740079706339
77,low_density,strings,120000,0.9488379128613247,0.10579250000000001,0.000461246618078171
77,high_density,all,120000,0.9973831039278823,0.016055,0.06201432578105259
77,mid_density,all,240000,0.991642714013441,0.04341416666666666,0.08184883432969108
77,low_density,all,120000,0.979147019660574,0.08220666666666668,0.08115664892639493
123,high_density,header,120000,0.99452971910418,0.023147499999999998,0.060159249550386165
123,mid_density,header,239999,0.9847414874072344,0.049283122013008385,0.08232192907791797
123,low_density,header,120001,0.9559144308894191,0.08174431879734335,0.0796434532259103
123,high_density,section,120000,0.9966253501308441,0.0242875,0.03478149942976868
123,mid_density,section,239999,0.9901631602601826,0.04412851720215502,0.10212143916091088
123,low_density,section,120001,0.9732917154623241,0.07221273156057034,0.1871193214546663
123,high_density,imports,120000,0.9241884855263047,0.16722250000000002,0.05142285251675012
123,mid_density,imports,239999,0.9491737998414033,0.137391822465927,0.04532791462409411
123,low_density,imports,120001,0.9329834431607653,0.12700977491854235,0.018533927905374073
123,high_density,strings,120000,0.9944015282795684,0.019214166666666664,0.0005469570252569602
123,mid_density,strings,239999,0.9706952846718616,0.0618423410097542,0.0001714025425966914
123,low_density,strings,120001,0.9468366633540776,0.1076024366463613,0.000569661028934248
123,high_density,all,120000,0.9972169699353555,0.01643333333333333,0.060604468046726714
123,mid_density,all,239999,0.9921280986847046,0.04325601356672319,0.08250530220557112
123,low_density,all,120001,0.977873694006949,0.08146932108899092,0.0808810016680273
2024,high_density,header,120001,0.9949322298376868,0.023378971841901318,0.06287194738137698
2024,mid_density,header,239999,0.9837730855483622,0.04934687227863449,0.08096597648150858
2024,low_density,header,120000,0.9576295046351075,0.0811266666666667,0.08308237984758213
2024,high_density,section,120001,0.9964504284875647,0.02317397355022041,0.03667578193143915
2024,mid_density,section,239999,0.9894460729202978,0.044981854091058704,0.10421322133979438
2024,low_density,section,120000,0.9745759514141039,0.07082916666666667,0.21363039461498418
2024,high_density,imports,120001,0.8927578752929074,0.16947775435204707,0.051832635167258986
2024,mid_density,imports,239999,0.9469392682081594,0.13472931137213073,0.04458768491255431
2024,low_density,imports,120000,0.9344061792770328,0.12566583333333334,0.01888790813757207
2024,high_density,strings,120001,0.9945424482238719,0.018338180515162374,0.0005077900127030211
2024,mid_density,strings,239999,0.9696081414294481,0.06245734357226489,0.00017104461411386162
2024,low_density,strings,120000,0.9488577253753622,0.10565083333333333,0.0005515971634234109
2024,high_density,all,120001,0.9970938427325311,0.015585703452471232,0.06332576928716233
2024,mid_density,all,239999,0.9911419277246495,0.04296851236880155,0.08118259249159358
2024,low_density,all,120000,0.9784336988353599,0.08014416666666666,0.08427081732994027
