seed,feature_group,density_bin,perturbation_type,strength,n_rows,n_samples,n_masked_features,flip_rate_mean,flip_rate_std,flip_rate_min,flip_rate_max,benign_to_malware_rate_overall_mean,benign_to_malware_rate_overall_std,benign_to_malware_rate_overall_min,benign_to_malware_rate_overall_max,malware_to_benign_rate_overall_mean,malware_to_benign_rate_overall_std,malware_to_benign_rate_overall_min,malware_to_benign_rate_overall_max,benign_to_malware_rate_cond_mean,benign_to_malware_rate_cond_std,benign_to_malware_rate_cond_min,benign_to_malware_rate_cond_max,malware_to_benign_rate_cond_mean,malware_to_benign_rate_cond_std,malware_to_benign_rate_cond_min,malware_to_benign_rate_cond_max,mean_abs_probability_shift_mean,mean_abs_probability_shift_std,mean_abs_probability_shift_min,mean_abs_probability_shift_max,mean_signed_probability_shift_mean,mean_signed_probability_shift_std,mean_signed_probability_shift_min,mean_signed_probability_shift_max,mean_margin_shift_mean,mean_margin_shift_std,mean_margin_shift_min,mean_margin_shift_max,baseline_auc_mean,baseline_auc_std,baseline_auc_min,baseline_auc_max,perturbed_auc_mean,perturbed_auc_std,perturbed_auc_min,perturbed_auc_max,delta_auc_mean,delta_auc_std,delta_auc_min,delta_auc_max,auc_drop_mean,auc_drop_std,auc_drop_min,auc_drop_max
13,header,high_density,important,0.01,1,120000,1,0.022766666666666668,0.0,0.022766666666666668,0.022766666666666668,0.011225,0.0,0.011225,0.011225,0.0,0.0,0.0,0.0,0.038761474489942736,0.0,0.038761474489942736,0.038761474489942736,0.0,0.0,0.0,0.0,0.05708630700397343,0.0,0.05708630700397343,0.05708630700397343,0.05708630700397343,0.0,0.05708630700397343,0.05708630700397343,-0.04461065948714706,0.0,-0.04461065948714706,-0.04461065948714706,0.9941286491267235,0.0,0.9941286491267235,0.9941286491267235,0.9927811348072231,0.0,0.9927811348072231,0.9927811348072231,0.0013475143195004202,0.0,0.0013475143195004202,0.0013475143195004202,0.0013475143195004202,0.0,0.0013475143195004202,0.0013475143195004202
13,header,high_density,important,0.05,1,120000,4,0.12960833333333333,0.0,0.12960833333333333,0.12960833333333333,0.0,0.0,0.0,0.0,0.109125,0.0,0.109125,0.109125,0.0,0.0,0.0,0.0,0.1536088399863928,0.0,0.1536088399863928,0.1536088399863928,0.1944596337695449,0.0,0.1944596337695449,0.1944596337695449,-0.18503123004249794,0.0,-0.18503123004249794,-0.18503123004249794,-0.08946488306921026,0.0,-0.08946488306921026,-0.08946488306921026,0.9941286491267235,0.0,0.9941286491267235,0.9941286491267235,0.993054140132569,0.0,0.993054140132569,0.993054140132569,0.0010745089941545105,0.0,0.0010745089941545105,0.0010745089941545105,0.0010745089941545105,0.0,0.0010745089941545105,0.0010745089941545105
13,header,high_density,important,0.1,1,120000,8,0.073525,0.0,0.073525,0.073525,0.04310833333333333,0.0,0.04310833333333333,0.04310833333333333,0.0014833333333333332,0.0,0.0014833333333333332,0.0014833333333333332,0.14885902563954995,0.0,0.14885902563954995,0.14885902563954995,0.0020880010322701734,0.0,0.0020880010322701734,0.0020880010322701734,0.07136390482101776,0.0,0.07136390482101776,0.07136390482101776,0.0428996326921902,0.0,0.0428996326921902,0.0428996326921902,-0.005624903630843029,0.0,-0.005624903630843029,-0.005624903630843029,0.9941286491267235,0.0,0.9941286491267235,0.9941286491267235,0.9903118426101007,0.0,0.9903118426101007,0.9903118426101007,0.0038168065166227505,0.0,0.0038168065166227505,0.0038168065166227505,0.0038168065166227505,0.0,0.0038168065166227505,0.0038168065166227505
13,header,high_density,random,0.01,20,120000,1,0.030384166666666667,0.06962621786786449,0.0,0.3129416666666667,0.01741291666666667,0.05933863081893007,0.0,0.274525,0.007419999999999999,0.023320231351291902,0.0,0.09905833333333333,0.06012920491496648,0.20490448327448443,0.0,0.9479727202094904,0.010444697298502035,0.03282651716917534,0.0,0.13943858578986265,0.03402869851770741,0.07439164151073353,0.0,0.3295204589012126,0.013992854404991525,0.0805994334661927,-0.13316242233894873,0.3295204589012126,-0.002859557500845629,0.023945647563080857,-0.05830976465057456,0.07467440772247565,0.9941286491267233,2.220446049250313e-16,0.9941286491267235,0.9941286491267235,0.9935022927665873,0.0014920082733830909,0.9873915521303012,0.9941693807685194,0.0006263563601359879,0.001492008273383091,-4.0731641795854756e-05,0.0067370969964223315,0.0006263563601359879,0.001492008273383091,-4.0731641795854756e-05,0.0067370969964223315
13,header,high_density,random,0.05,20,120000,4,0.16189125,0.1971518698215463,0.000275,0.6612083333333333,0.06529333333333334,0.10628669296477754,0.0,0.274525,0.07869208333333333,0.19144489328007896,0.0,0.6521416666666666,0.22546689303904924,0.3670226225367127,0.0,0.9479727202094904,0.11077021431336438,0.2694857088483088,0.0,0.9179814425975671,0.15302747713234907,0.16720180915407673,0.002223633547171163,0.6002463001954524,0.0122412142064387,0.22591982999606794,-0.6002463001954524,0.33407397683848117,-0.003449325675667444,0.04696327664309757,-0.0939909489841624,0.07651134632849388,0.9941286491267233,2.220446049250313e-16,0.9941286491267235,0.9941286491267235,0.9918401601261643,0.0021140853669924693,0.9869768208299837,0.9941767357350231,0.0022884890005592127,0.0021140853669924698,-4.8086608299580114e-05,0.007151828296739771,0.0022884890005592127,0.0021140853669924698,-4.8086608299580114e-05,0.007151828296739771
13,header,high_density,random,0.1,20,120000,8,0.36534333333333335,0.26847387994458605,0.009775,0.6810083333333333,0.03331333333333334,0.08279289335611952,0.0,0.2793083333333333,0.31802416666666666,0.29636185963535827,0.0,0.6719416666666667,0.11503553854565336,0.28589528942287534,0.0,0.9644902304969641,0.4476639022158618,0.4171711475353727,0.0,0.9458527372755106,0.3727359495177993,0.23720170244023403,0.03142537482593114,0.6609631627431369,-0.27659437953500166,0.343689267384108,-0.6609631627431369,0.3368751968375064,0.004090550676763712,0.07797128793266055,-0.14461473161521798,0.07927026815157247,0.9941286491267233,2.220446049250313e-16,0.9941286491267235,0.9941286491267235,0.9884384229365446,0.006051620015241284,0.968890679715459,0.995431678202724,0.005690226190178805,0.006051620015241284,-0.0013030290760005503,0.02523796941126455,0.005690226190178805,0.006051620015241284,-0.0013030290760005503,0.02523796941126455
13,header,low_density,important,0.01,1,120001,1,0.18567345272122732,0.0,0.18567345272122732,0.18567345272122732,0.15147373771885234,0.0,0.15147373771885234,0.15147373771885234,0.0,0.0,0.0,0.0,0.3695263264891238,0.0,0.3695263264891238,0.3695263264891238,0.0,0.0,0.0,0.0,0.13887578018305824,0.0,0.13887578018305824,0.13887578018305824,0.13887578018305824,0.0,0.13887578018305824,0.13887578018305824,-0.038442156120294904,0.0,-0.038442156120294904,-0.038442156120294904,0.8888486278261423,0.0,0.8888486278261423,0.8888486278261423,0.7844322180542681,0.0,0.7844322180542681,0.7844322180542681,0.10441640977187416,0.0,0.10441640977187416,0.10441640977187416,0.10441640977187416,0.0,0.10441640977187416,0.10441640977187416
13,header,low_density,important,0.05,1,120001,4,0.3610053249556254,0.0,0.3610053249556254,0.3610053249556254,0.019366505279122675,0.0,0.019366505279122675,0.019366505279122675,0.2636894692544229,0.0,0.2636894692544229,0.2636894692544229,0.04724537507623501,0.0,0.04724537507623501,0.04724537507623501,0.44686559997740466,0.0,0.44686559997740466,0.44686559997740466,0.2916327822603085,0.0,0.2916327822603085,0.2916327822603085,-0.22434358742660068,0.0,-0.22434358742660068,-0.22434358742660068,-0.018530182147797346,0.0,-0.018530182147797346,-0.018530182147797346,0.8888486278261423,0.0,0.8888486278261423,0.8888486278261423,0.7243687476711202,0.0,0.7243687476711202,0.7243687476711202,0.16447988015502202,0.0,0.16447988015502202,0.16447988015502202,0.16447988015502202,0.0,0.16447988015502202,0.16447988015502202
13,header,low_density,important,0.1,1,120001,8,0.3522887309272423,0.0,0.3522887309272423,0.3522887309272423,0.24274797710019083,0.0,0.24274797710019083,0.24274797710019083,0.02065816118199015,0.0,0.02065816118199015,0.02065816118199015,0.5921935352713966,0.0,0.5921935352713966,0.5921935352713966,0.035008685091299376,0.0,0.035008685091299376,0.035008685091299376,0.2881168321585702,0.0,0.2881168321585702,0.2881168321585702,0.257170398993498,0.0,0.257170398993498,0.257170398993498,0.012722709271657104,0.0,0.012722709271657104,0.012722709271657104,0.8888486278261423,0.0,0.8888486278261423,0.8888486278261423,0.6963952159195401,0.0,0.6963952159195401,0.6963952159195401,0.19245341190660215,0.0,0.19245341190660215,0.19245341190660215,0.19245341190660215,0.0,0.19245341190660215,0.19245341190660215
13,header,low_density,random,0.01,20,120001,1,0.05833743052141231,0.10521100950090258,4.999958333680553e-05,0.4196631694735877,0.026627278106015777,0.07282092538844062,0.0,0.3102140815493204,0.01465362788643428,0.042326958811864455,0.0,0.18027349772085233,0.06495832486277699,0.17764960088510395,0.0,0.7567798332994511,0.024833006171357554,0.07173006149302434,0.0,0.3055033822428719,0.051338890043580644,0.10212763707295242,7.138804927159489e-05,0.44106896769406295,0.02047999670041165,0.11245579407110455,-0.1882593130887954,0.44106896769406295,0.005842102441217954,0.03452153695477238,-0.038442156120294904,0.15101332131157882,0.8888486278261423,0.0,0.8888486278261423,0.8888486278261423,0.8817296560639422,0.02258148438743466,0.7844322180542681,0.8892904709741487,0.007118971762200077,0.02258148438743466,-0.00044184314800643776,0.10441640977187416,0.007118971762200077,0.02258148438743466,-0.00044184314800643776,0.10441640977187416
