k,scope,feature_group,metric,mean,std,min,max
10,metric,all,same_family_rate_at_k,0.7527441862966067,0.009115221912339173,0.7363456464379947,0.7721602101116218
10,metric,all,family_silhouette,-0.08696047250093883,0.022785285503904955,-0.12619758809666753,-0.04272438666944724
10,metric,all,family_macro_f1,0.8044414993728154,0.019039727805860926,0.7597675327459554,0.857659659048663
10,rank,all,same_family_rate_at_k_rank,2.95,0.21794494717703367,2.0,3.0
10,rank,all,family_silhouette_rank,3.566666666666667,0.9012337223063849,2.0,5.0
10,rank,all,family_macro_f1_rank,1.0,0.0,1.0,1.0
15,metric,header,same_family_rate_at_k,0.7525278646971157,0.013802701294188797,0.7323482428115016,0.7824469249288685
15,metric,header,family_silhouette,-0.004631940811398938,0.03939654468592886,-0.0820933401832576,0.10580365647750956
15,metric,header,family_macro_f1,0.6363373603699639,0.02747524706086823,0.5751685443666507,0.704435485538421
15,rank,header,same_family_rate_at_k_rank,1.1,0.3,1.0,2.0
15,rank,header,family_silhouette_rank,1.1833333333333333,0.4278499217664479,1.0,3.0
15,rank,header,family_macro_f1_rank,4.6,0.5537749241945383,3.0,5.0
15,metric,section,same_family_rate_at_k,0.7368318914687177,0.013669754381520047,0.7125340599455041,0.7561994609164421
15,metric,section,family_silhouette,-0.05639542027070191,0.034541597571370625,-0.13041233679204126,0.002342056510071416
15,metric,section,family_macro_f1,0.6947915697826265,0.027064029442059438,0.6359457976839186,0.7552606477373848
15,rank,section,same_family_rate_at_k_rank,1.9833333333333334,0.42784992176644787,1.0,3.0
15,rank,section,family_silhouette_rank,2.7333333333333334,1.364632632697248,1.0,5.0
15,rank,section,family_macro_f1_rank,2.4833333333333334,0.5913731666403389,2.0,4.0
15,metric,imports,same_family_rate_at_k,0.6725459479373019,0.014350656478280948,0.6465699208443272,0.7130727762803234
15,metric,imports,family_silhouette,-0.08169525635636292,0.03147780377949437,-0.1318582038559116,-0.024002114728881526
15,metric,imports,family_macro_f1,0.68598963611749,0.01929766157225698,0.6427191753281871,0.7423889703790667
15,rank,imports,same_family_rate_at_k_rank,4.966666666666667,0.17950549357115012,4.0,5.0
15,rank,imports,family_silhouette_rank,3.283333333333333,1.0815369721938415,2.0,5.0
15,rank,imports,family_macro_f1_rank,2.716666666666667,0.7092640943651071,2.0,5.0
15,metric,strings,same_family_rate_at_k,0.6930732883696752,0.011860342355393124,0.6686455584872472,0.7130053908355796
15,metric,strings,family_silhouette,-0.10440494680897122,0.01730947631128581,-0.1415545369962631,-0.07066964345829477
15,metric,strings,family_macro_f1,0.6467595897943187,0.03207385929006161,0.5792949582370577,0.7156896931885729
15,rank,strings,same_family_rate_at_k_rank,4.016666666666667,0.22298480267099424,3.0,5.0
15,rank,strings,family_silhouette_rank,4.233333333333333,0.8239471396205518,2.0,5.0
15,rank,strings,family_macro_f1_rank,4.2,0.7023769168568492,2.0,5.0
15,metric,all,same_family_rate_at_k,0.7190447748746002,0.009578980737413565,0.7031002638522428,0.7416666666666667
15,metric,all,family_silhouette,-0.08696047250093883,0.022785285503904955,-0.12619758809666753,-0.04272438666944724
15,metric,all,family_macro_f1,0.8044414993728154,0.019039727805860926,0.7597675327459554,0.857659659048663
15,rank,all,same_family_rate_at_k_rank,2.933333333333333,0.30912061651652345,2.0,4.0
15,rank,all,family_silhouette_rank,3.566666666666667,0.9012337223063849,2.0,5.0
15,rank,all,family_macro_f1_rank,1.0,0.0,1.0,1.0
20,metric,header,same_family_rate_at_k,0.7282148529622698,0.013779522631021347,0.7066493610223642,0.757311320754717
20,metric,header,family_silhouette,-0.004631940811398938,0.03939654468592886,-0.0820933401832576,0.10580365647750956
20,metric,header,family_macro_f1,0.6363373603699639,0.02747524706086823,0.5751685443666507,0.704435485538421
20,rank,header,same_family_rate_at_k_rank,1.0833333333333333,0.27638539919628335,1.0,2.0
20,rank,header,family_silhouette_rank,1.1833333333333333,0.4278499217664479,1.0,3.0
20,rank,header,family_macro_f1_rank,4.6,0.5537749241945383,3.0,5.0
20,metric,section,same_family_rate_at_k,0.7096553910669716,0.014022917584497153,0.6846900544959128,0.7348214285714286
20,metric,section,family_silhouette,-0.05639542027070191,0.034541597571370625,-0.13041233679204126,0.002342056510071416
20,metric,section,family_macro_f1,0.6947915697826265,0.027064029442059438,0.6359457976839186,0.7552606477373848
20,rank,section,same_family_rate_at_k_rank,2.033333333333333,0.44596960534198843,1.0,3.0
20,rank,section,family_silhouette_rank,2.7333333333333334,1.364632632697248,1.0,5.0
20,rank,section,family_macro_f1_rank,2.4833333333333334,0.5913731666403389,2.0,4.0
20,metric,imports,same_family_rate_at_k,0.6463792655111523,0.016103522695794226,0.6188984168865436,0.6900774932614555
20,metric,imports,family_silhouette,-0.08169525635636292,0.03147780377949437,-0.1318582038559116,-0.024002114728881526
20,metric,imports,family_macro_f1,0.68598963611749,0.01929766157225698,0.6427191753281871,0.7423889703790667
20,rank,imports,same_family_rate_at_k_rank,4.933333333333334,0.24944382578492938,4.0,5.0
20,rank,imports,family_silhouette_rank,3.283333333333333,1.0815369721938415,2.0,5.0
20,rank,imports,family_macro_f1_rank,2.716666666666667,0.7092640943651071,2.0,5.0
20,metric,strings,same_family_rate_at_k,0.6697350450528747,0.012722139052692497,0.6430408970976254,0.691037426132633
20,metric,strings,family_silhouette,-0.10440494680897122,0.01730947631128581,-0.1415545369962631,-0.07066964345829477
20,metric,strings,family_macro_f1,0.6467595897943187,0.03207385929006161,0.5792949582370577,0.7156896931885729
20,rank,strings,same_family_rate_at_k_rank,4.05,0.2843120351538663,3.0,5.0
20,rank,strings,family_silhouette_rank,4.233333333333333,0.8239471396205518,2.0,5.0
20,rank,strings,family_macro_f1_rank,4.2,0.7023769168568492,2.0,5.0
20,metric,all,same_family_rate_at_k,0.6927359727527556,0.011422575875652756,0.6768111254851229,0.7224056603773585
20,metric,all,family_silhouette,-0.08696047250093883,0.022785285503904955,-0.12619758809666753,-0.04272438666944724
20,metric,all,family_macro_f1,0.8044414993728154,0.019039727805860926,0.7597675327459554,0.857659659048663
20,rank,all,same_family_rate_at_k_rank,2.9,0.3511884584284246,2.0,4.0
20,rank,all,family_silhouette_rank,3.566666666666667,0.9012337223063849,2.0,5.0
20,rank,all,family_macro_f1_rank,1.0,0.0,1.0,1.0
