density_bin,feature_group,n_rows,auc_mean,auc_std,auc_min,auc_max,mix_at_10_mean,mix_at_10_std,mix_at_10_min,mix_at_10_max,js_divergence_mean,js_divergence_std,js_divergence_min,js_divergence_max
high_density,all,5,0.9974280394515883,0.00017738750245314066,0.9970934662761709,0.9976067122629722,0.01617358603400527,0.0003428920729353333,0.015585703452471232,0.016571528570595243,0.0616889130893548,0.0009374764228945785,0.060604468046726714,0.06332576928716233
high_density,header,5,0.9958307797506732,0.00022071458302233096,0.9954006684738869,0.9959864091357702,0.023315049284311516,0.00033152125166541527,0.022998333333333336,0.02393063391138407,0.06123671639270434,0.0009410698906113707,0.060159249550386165,0.06287194738137698
high_density,imports,5,0.9255160412790895,0.009016418059304369,0.9118969923431682,0.9369230860992556,0.14724642012288786,0.02606616522793639,0.11014908209098258,0.16947775435204707,0.051751758096857045,0.000944733875033462,0.05017273802833462,0.052969858207104384
high_density,section,5,0.9945522051561276,0.000633592239491121,0.9937228624404995,0.995554647717048,0.02412121248711816,0.0005830568267084196,0.02317397355022041,0.024870626078116017,0.03568744240023667,0.0012810745011823152,0.03391399052814492,0.03749037438992449
high_density,strings,5,0.9949891188780304,0.0001545530243799196,0.9947907732085208,0.9952293020315206,0.019008571777179628,0.0003908804391843107,0.018338180515162374,0.019512337397188353,0.0005003829237670424,3.623151807331778e-05,0.0004441080821554943,0.0005469570252569602
low_density,all,5,0.9868822006511049,0.0003644982159976446,0.9864702611193957,0.987434778170146,0.08163186421779818,0.0008560729527989719,0.08014416666666666,0.08267749999999999,0.0821630794988047,0.0011941023895805014,0.0808810016680273,0.08427081732994027
low_density,header,5,0.9534731952723353,0.0008802227018320393,0.9519005328141142,0.9543729175708326,0.08169853042613533,0.00040554333151275373,0.0811266666666667,0.08217333333333332,0.08095723157076162,0.0012076872234455791,0.0796434532259103,0.08308237984758213
low_density,imports,5,0.9300070387554614,0.0010863854881589573,0.9289825952958157,0.9320264935456,0.12801762165037517,0.0015732586521275832,0.12566583333333334,0.13019166666666668,0.018754813370384135,0.00022035182410663957,0.018446058835012612,0.018987119809373613
low_density,section,5,0.9707604721590082,0.0004730907741352612,0.9700291509143102,0.9715032511116922,0.0719093796454474,0.0005448591869485089,0.07082916666666667,0.0722875,0.2106328439223774,0.011890201497178876,0.1871193214546663,0.21916642438488523
low_density,strings,5,0.9518037951794742,0.0017099358651884568,0.9503263013535261,0.9539218834932008,0.10687748732927227,0.0010200307540452244,0.10565083333333333,0.1082775,0.0004927759925206391,6.794030671990765e-05,0.0003803233494725198,0.000569661028934248
mid_density,all,5,0.9936704595161823,0.00021794435979899043,0.9934178210998732,0.9940703983374822,0.042989559611359494,0.000308782392918437,0.042638094325393026,0.04341416666666666,0.08210804233752447,0.0005873992737369402,0.08118259249159358,0.08291023253503672
mid_density,header,5,0.9815007346573171,0.000578437131252878,0.980716699991601,0.9822899874611685,0.04940983100380974,0.0002776016416857997,0.04901687090362877,0.04984458333333334,0.08191462808778191,0.0006058121193811956,0.08096597648150858,0.08275072751789285
mid_density,imports,5,0.9415431706282181,0.0006837662436455205,0.9409786100668752,0.9427808639484585,0.1357562034942507,0.0010444020833145576,0.13458791666666667,0.137391822465927,0.044846028331820886,0.0002954375484200618,0.04452157052529024,0.04532791462409411
mid_density,section,5,0.9858384431701085,0.00023008896897928874,0.985573666437685,0.9861474742227238,0.044419731120754674,0.00043259284579717403,0.04377059904416269,0.044981854091058704,0.10264339575916263,0.0012558331306514233,0.10071773428510623,0.10421322133979438
mid_density,strings,5,0.9739483809772048,0.0008629261629252299,0.9729476373009519,0.9750804397214347,0.06200437272238633,0.0005449615143342973,0.06121192171634049,0.062755,0.00018656269323762118,1.6429992565018865e-05,0.00017104461411386162,0.00021619947043339301
