density_bin,density_definition,n_rows,n_samples_mean,n_samples_std,n_samples_min,n_samples_max,n_benign_mean,n_benign_std,n_benign_min,n_benign_max,n_malware_mean,n_malware_std,n_malware_min,n_malware_max,benign_to_malware_ratio_mean,benign_to_malware_ratio_std,benign_to_malware_ratio_min,benign_to_malware_ratio_max,n_packed_malware_mean,n_packed_malware_std,n_packed_malware_min,n_packed_malware_max,packed_ratio_mean,packed_ratio_std,packed_ratio_min,packed_ratio_max
high_density,class_conditional,5,120001.0,0.6324555320336759,120000.0,120002.0,60000.8,0.4,60000.0,60001.0,60000.2,0.4,60000.0,60001.0,1.00001,8.164965809330752e-06,1.0,1.0000166666666668,3616.0,68.66148847789421,3551.0,3735.0,0.0602664693921768,0.0011445449485650773,0.05918234696088399,0.06225
low_density,class_conditional,5,120000.2,0.4,120000.0,120001.0,60000.0,0.0,60000.0,60000.0,60000.2,0.4,60000.0,60001.0,0.9999966667222214,6.666555557410803e-06,0.9999833336111065,1.0,6456.6,191.28889147046675,6158.0,6757.0,0.1076096386726888,0.0031880587375340027,0.10263333333333333,0.11261666666666667
mid_density,class_conditional,5,239998.8,0.7483314773547882,239998.0,240000.0,119999.2,0.4,119999.0,120000.0,119999.6,0.4898979485566356,119999.0,120000.0,0.9999966666666665,4.082482904665376e-06,0.9999916666666666,1.0,8833.0,195.21782705480564,8495.0,9079.0,0.07360857446034272,0.0016266317749814648,0.07079225660213835,0.07565833333333333
