seed,density_bin,feature_group,n_samples,auc,mix_at_10,js_divergence
13,high_density,header,120001,0.9959667583874676,0.023119807334938878,0.06093523788327039
13,mid_density,header,239999,0.9822899874611685,0.04955770649044371,0.08275072751789285
13,low_density,header,120000,0.9519005328141142,0.08217333333333332,0.08106073636980361
13,high_density,section,120001,0.9937228624404995,0.02446312947392105,0.03557556572190612
13,mid_density,section,239999,0.9857538223905624,0.04446393526639695,0.10235587570760057
13,low_density,section,120000,0.9706097034657415,0.0721475,0.2161753955499165
13,high_density,imports,120001,0.9302316078446413,0.16829943083807636,0.052969858207104384
13,mid_density,imports,239999,0.9427808639484585,0.1363543181429923,0.04452157052529024
13,low_density,imports,120000,0.9289825952958157,0.12905750000000002,0.018987119809373613
13,high_density,strings,120001,0.9949843477106535,0.019083174306880772,0.000525717705010373
13,mid_density,strings,239999,0.9750804397214347,0.06175525731357213,0.00021619947043339301
13,low_density,strings,120000,0.9504323658337552,0.1082775,0.0003803233494725198
13,high_density,all,120001,0.9976067122629722,0.016222364813626555,0.06140461387827094
13,mid_density,all,239999,0.993621336477786,0.042638094325393026,0.08291023253503672
13,low_density,all,120000,0.9864702611193957,0.08267749999999999,0.08233676772024506
42,high_density,header,120001,0.9954006684738869,0.02393063391138407,0.060624106311691864
42,mid_density,header,239999,0.9819281555471795,0.04901687090362877,0.08188281094926757
42,low_density,header,120000,0.9533981419324533,0.08208916666666667,0.08105704741536296
42,high_density,section,120001,0.9946481266647574,0.024870626078116017,0.03749037438992449
42,mid_density,section,239999,0.9861474742227238,0.04377059904416269,0.10071773428510623
42,low_density,section,120000,0.9708234908910247,0.07207,0.21916642438488523
42,high_density,imports,120001,0.9299874290691816,0.11014908209098258,0.05236070656483713
42,mid_density,imports,239999,0.941784176016574,0.13571764882353676,0.044780089441250844
42,low_density,imports,120000,0.9291723402121683,0.12816333333333332,0.0189190521645883
42,high_density,strings,120001,0.9947907732085208,0.019512337397188353,0.0004441080821554943
42,mid_density,strings,239999,0.9748799574729432,0.06121192171634049,0.00018676604198076993
42,low_density,strings,120000,0.9504659453129589,0.10706416666666665,0.0005010518026948459
42,high_density,all,120001,0.9970934662761709,0.016571528570595243,0.06109538845356145
42,mid_density,all,239999,0.9940703983374822,0.04267101112921304,0.08209325012572989
42,low_density,all,120000,0.987434778170146,0.08166166666666667,0.08217016184941597
77,high_density,header,120000,0.9958440106034185,0.022998333333333336,0.06159304083679631
77,mid_density,header,240000,0.9815664083588964,0.04984458333333334,0.08165169641232264
77,low_density,header,120000,0.9542382242846419,0.08135916666666666,0.07994254099514914
77,high_density,section,120000,0.9947845105240419,0.023810833333333333,0.03391399052814492
77,mid_density,section,240000,0.9860720770461477,0.04475375000000001,0.10380870830240119
77,low_density,section,120000,0.9708367644122726,0.0722875,0.21707268360743484
77,high_density,imports,120000,0.9118969923431682,0.12108333333333335,0.05017273802833462
77,mid_density,imports,240000,0.9409786100668752,0.13458791666666667,0.045012882155914966
77,low_density,imports,120000,0.9320264935456,0.13019166666666668,0.018446058835012612
77,high_density,strings,120000,0.9952293020315206,0.018895,0.00047734179370936375
77,mid_density,strings,240000,0.9734780044258808,0.062755,0.00018740079706339
77,low_density,strings,120000,0.9538724799039295,0.10579250000000001,0.000461246618078171
77,high_density,all,120000,0.9974890893349853,0.016055,0.06201432578105259
77,mid_density,all,240000,0.9934178210998732,0.04341416666666666,0.08184883432969108
77,low_density,all,120000,0.9870349652978917,0.08220666666666668,0.08115664892639493
123,high_density,header,120000,0.9959864091357702,0.023147499999999998,0.060159249550386165
123,mid_density,header,239999,0.9810024219277399,0.049283122013008385,0.08232192907791797
123,low_density,header,120001,0.9534561597596342,0.08174431879734335,0.0796434532259103
123,high_density,section,120000,0.9940508784342914,0.0242875,0.03478149942976868
123,mid_density,section,239999,0.985573666437685,0.04412851720215502,0.10212143916091088
123,low_density,section,120001,0.9700291509143102,0.07221273156057034,0.1871193214546663
123,high_density,imports,120000,0.9369230860992556,0.16722250000000002,0.05142285251675012
123,mid_density,imports,239999,0.9410114017419903,0.137391822465927,0.04532791462409411
123,low_density,imports,120001,0.9301056466479227,0.12700977491854235,0.018533927905374073
123,high_density,strings,120000,0.9948664355518465,0.019214166666666664,0.0005469570252569602
123,mid_density,strings,239999,0.9729476373009519,0.0618423410097542,0.0001714025425966914
123,low_density,strings,120001,0.9503263013535261,0.1076024366463613,0.000569661028934248
123,high_density,all,120000,0.9974242638530717,0.01643333333333333,0.060604468046726714
123,mid_density,all,239999,0.9935644102363905,0.04325601356672319,0.08250530220557112
123,low_density,all,120001,0.9864876293430915,0.08146932108899092,0.0808810016680273
2024,high_density,header,120001,0.9959560521528228,0.023378971841901318,0.06287194738137698
2024,mid_density,header,239999,0.980716699991601,0.04934687227863449,0.08096597648150858
2024,low_density,header,120000,0.9543729175708326,0.0811266666666667,0.08308237984758213
2024,high_density,section,120001,0.995554647717048,0.02317397355022041,0.03667578193143915
2024,mid_density,section,239999,0.985645175753423,0.044981854091058704,0.10421322133979438
2024,low_density,section,120000,0.9715032511116922,0.07082916666666667,0.21363039461498418
2024,high_density,imports,120001,0.9185410910392011,0.16947775435204707,0.051832635167258986
2024,mid_density,imports,239999,0.9411608013671923,0.13472931137213073,0.04458768491255431
2024,low_density,imports,120000,0.9297481180758002,0.12566583333333334,0.01888790813757207
2024,high_density,strings,120001,0.995074735887611,0.018338180515162374,0.0005077900127030211
2024,mid_density,strings,239999,0.9733558659648134,0.06245734357226489,0.00017104461411386162
2024,low_density,strings,120000,0.9539218834932008,0.10565083333333333,0.0005515971634234109
2024,high_density,all,120001,0.9975266655307418,0.015585703452471232,0.06332576928716233
2024,mid_density,all,239999,0.9936783314293791,0.04296851236880155,0.08118259249159358
2024,low_density,all,120000,0.9869833693249997,0.08014416666666666,0.08427081732994027
