density_bin,feature_group,density_definition,n_rows,auc_mean,auc_std,auc_min,auc_max,mix_at_10_mean,mix_at_10_std,mix_at_10_min,mix_at_10_max,mix_at_10_benign_query_mean,mix_at_10_benign_query_std,mix_at_10_benign_query_min,mix_at_10_benign_query_max,mix_at_10_malware_query_mean,mix_at_10_malware_query_std,mix_at_10_malware_query_min,mix_at_10_malware_query_max,mix_at_10_class_balanced_mean,mix_at_10_class_balanced_std,mix_at_10_class_balanced_min,mix_at_10_class_balanced_max,js_divergence_mean,js_divergence_std,js_divergence_min,js_divergence_max,n_samples_mean,n_samples_std,n_samples_min,n_samples_max,n_benign_mean,n_benign_std,n_benign_min,n_benign_max,n_malware_mean,n_malware_std,n_malware_min,n_malware_max
high_density,all,class_conditional,5,0.9994411734976835,5.320090956712027e-05,0.9993494336111111,0.9994942694967128,0.012052734553917,0.0003631232236749216,0.01137814369760504,0.012374166666666667,0.004240276867607763,0.0002192879983314619,0.0038832686121897967,0.004551590806819886,0.019865270423270725,0.0005412031313609721,0.018873018783020286,0.020486666666666667,0.012052773645439245,0.0003631358667970389,0.011378143697605042,0.012374166666666667,0.08026390181734278,0.001752746740349068,0.07844063299390498,0.08275672808124918,120001.0,0.6324555320336759,120000.0,120002.0,60000.8,0.4,60000.0,60001.0,60000.2,0.4,60000.0,60001.0
high_density,header,class_conditional,5,0.9989742585890242,6.464668106354015e-05,0.9988880760320662,0.9990838202696622,0.017435022297516888,0.00021750619869265718,0.017260689494254217,0.017850833333333337,0.0067469095681738644,0.00024078583138467628,0.0063498941684305265,0.007014883085281914,0.0281232414015322,0.0005332280518239343,0.02757954034099432,0.02909666666666667,0.017435075484853034,0.00021748339675650892,0.0172607804175486,0.017850833333333337,0.07974283885029426,0.0017463008351391064,0.0779420661632913,0.08219577637837858,120001.0,0.6324555320336759,120000.0,120002.0,60000.8,0.4,60000.0,60001.0,60000.2,0.4,60000.0,60001.0
high_density,imports,class_conditional,5,0.9387419826492265,0.00998797661784464,0.9213662638956016,0.9514318225251802,0.12323488690631623,0.022327278610153455,0.09177416666666667,0.14345594240096,0.15323777727037885,0.04332586567238258,0.09937000000000001,0.1921101314978084,0.09323164925029029,0.008022272400175686,0.08417833333333333,0.10522491291811806,0.12323471326033456,0.022327149331695786,0.09177416666666667,0.14345594240096,0.07059122583030178,0.0014670102951024253,0.0692831630232193,0.07339403352590373,120001.0,0.6324555320336759,120000.0,120002.0,60000.8,0.4,60000.0,60001.0,60000.2,0.4,60000.0,60001.0
high_density,section,class_conditional,5,0.9991317618420835,8.267307810089332e-05,0.9990250429166667,0.9992636209350623,0.017804021689163695,0.0007642918815598416,0.016399726671222144,0.018525678952675394,0.005661591012372016,0.0003895278705801566,0.0049899168347194225,0.0061882301961633975,0.029946573968211643,0.0011990531214220845,0.02780953650772488,0.031255000000000005,0.01780408249029183,0.0007643127329612892,0.01639972667122215,0.018525781764748367,0.09149529636465745,0.012951414329892769,0.07730503332793429,0.11185539491497476,120001.0,0.6324555320336759,120000.0,120002.0,60000.8,0.4,60000.0,60001.0,60000.2,0.4,60000.0,60001.0
high_density,strings,class_conditional,5,0.9989453474219161,5.948464253342551e-05,0.9988448519444444,0.9990080827819535,0.014027051598548801,0.00040959679879073514,0.013236446059232347,0.014330833333333336,0.00553459276234285,0.000383218687417145,0.004939917668038867,0.006061565640572657,0.022519594890085166,0.000554131804105964,0.021532974450425825,0.02316,0.01402709382621401,0.00040961339091259935,0.013236446059232345,0.014330833333333334,0.0009245075022976347,0.00013215205550671047,0.0007680996500288924,0.0011262592508139379,120001.0,0.6324555320336759,120000.0,120002.0,60000.8,0.4,60000.0,60001.0,60000.2,0.4,60000.0,60001.0
low_density,all,class_conditional,5,0.9886178039363595,0.0003281639903755269,0.9880634852777778,0.9890026569444444,0.08154903128723927,0.0010548501724039787,0.07975916666666667,0.08275166666666667,0.06353933333333334,0.0011903092968729733,0.062125,0.06500500000000001,0.09955866590556824,0.0011448238499020206,0.09739333333333335,0.10049833333333334,0.0815489996194508,0.0010548598222957046,0.07975916666666667,0.08275166666666667,0.08474390522582124,0.0018590562271159307,0.08246166822654019,0.0875618731505767,120000.2,0.4,120000.0,120001.0,60000.0,0.0,60000.0,60000.0,60000.2,0.4,60000.0,60001.0
low_density,header,class_conditional,5,0.9580955367406304,0.0005986331328593616,0.9571931980555557,0.9589329599999998,0.08380969437199133,0.0005144436684778508,0.08303416666666666,0.08438666666666667,0.06392866666666668,0.0006536405740160281,0.06304166666666668,0.06502666666666668,0.10369065429465066,0.0006819417805785918,0.10244666666666669,0.10449000000000001,0.08380966048065866,0.0005144721907098374,0.08303416666666667,0.08438666666666667,0.08352718532118626,0.0018363924479671645,0.08129419758615307,0.08628537782704909,120000.2,0.4,120000.0,120001.0,60000.0,0.0,60000.0,60000.0,60000.2,0.4,60000.0,60001.0
low_density,imports,class_conditional,5,0.9382253901736786,0.0008056735476569945,0.9372980144444445,0.9392718566666667,0.14167993492137562,0.002879148628078237,0.13854666666666665,0.14605666666666667,0.08828266666666668,0.000856511399677657,0.087505,0.08980666666666667,0.19507703137169935,0.0055949330184413715,0.1894316666666667,0.20347666666666667,0.14167984901918304,0.0028792271830907906,0.13854666666666668,0.14605666666666667,0.01843626727853174,0.00015923431395147366,0.018271592617793042,0.01870030594396302,120000.2,0.4,120000.0,120001.0,60000.0,0.0,60000.0,60000.0,60000.2,0.4,60000.0,60001.0
low_density,section,class_conditional,5,0.9729580980170864,0.0006317750220102353,0.9721985008333334,0.9739867604166668,0.07551037445243512,0.0006769844782965973,0.0742725,0.07609333333333335,0.04954833333333333,0.0005179864863102158,0.04851833333333333,0.04989833333333334,0.10147233031671694,0.0008840510798474022,0.10002666666666667,0.10236000000000002,0.07551033182502513,0.0006769959331323444,0.07427249999999999,0.07609333333333335,0.22559107230172057,0.00972797687169873,0.21320460761947246,0.2396022901836489,120000.2,0.4,120000.0,120001.0,60000.0,0.0,60000.0,60000.0,60000.2,0.4,60000.0,60001.0
low_density,strings,class_conditional,5,0.9563172772425446,0.0010917647767395434,0.9551772366293895,0.9576961287500001,0.10551532400285553,0.00080277245727267,0.10468583333333331,0.10693666666666668,0.09636233333333334,0.0008661707555544559,0.09545833333333335,0.09778333333333335,0.1146682840174886,0.0007689608895868562,0.11391333333333334,0.11609,0.10551530867541097,0.0008027708738386132,0.10468583333333334,0.10693666666666668,0.0004613025024826868,2.9977548139715913e-05,0.0004190231993125252,0.000512212516330126,120000.2,0.4,120000.0,120001.0,60000.0,0.0,60000.0,60000.0,60000.2,0.4,60000.0,60001.0
