density_bin,n_rows,n_samples_mean,n_samples_std,n_samples_min,n_samples_max,n_benign_mean,n_benign_std,n_benign_min,n_benign_max,n_malware_mean,n_malware_std,n_malware_min,n_malware_max,benign_to_malware_ratio_mean,benign_to_malware_ratio_std,benign_to_malware_ratio_min,benign_to_malware_ratio_max,n_packed_malware_mean,n_packed_malware_std,n_packed_malware_min,n_packed_malware_max,packed_ratio_mean,packed_ratio_std,packed_ratio_min,packed_ratio_max
high_density,5,120000.6,0.4898979485566356,120000.0,120001.0,77977.4,415.3647072152375,77423.0,78644.0,42023.2,415.77849872257707,41356.0,42578.0,1.855860145415647,0.028338605441778346,1.8183803842359905,1.9016345874842828,3096.8,58.908063964112756,3007.0,3172.0,0.07370902546422864,0.0019617270186071084,0.07062332660059185,0.0766998742625012
low_density,5,120000.2,0.4,120000.0,120001.0,76634.8,224.06463353238058,76249.0,76943.0,43365.4,223.7897227309601,43058.0,43751.0,1.7672612089462778,0.014251287311358087,1.742794450412562,1.7869617724929165,3981.6,123.86864009909853,3839.0,4164.0,0.09182656796815211,0.0031733831344700363,0.08856437585069324,0.09670676761577407
mid_density,5,239999.2,0.4,239999.0,240000.0,85387.8,628.4728792875633,84413.0,86328.0,154611.4,628.5598141784121,153671.0,155586.0,0.5522992814308587,0.006308320436989091,0.5425488154461199,0.5617715769403466,11827.2,173.38212133896621,11619.0,12036.0,0.07650097137715027,0.0013697479904860332,0.07467895569010065,0.07832317093010392
