seed,density_bin,feature_group,n_samples,n_benign,n_malware,auc,mix_at_10,mix_at_10_benign_query,mix_at_10_malware_query,mix_at_10_class_balanced,js_divergence,density_definition,thresholds_json
13,high_density,header,120001,60001,60000,0.9989812632289462,0.01731652236231365,0.006924884585256913,0.02770833333333334,0.017316608959295127,0.0779420661632913,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0042902043207098004, ""label_0_q_low"": -0.4597824830511612, ""label_1_q_high"": -0.045424737402584854, ""label_1_q_low"": -0.348704592284815, ""low_quantile"": 0.25}"
13,mid_density,header,239999,119999,120000,0.9836077994747178,0.05135271396964155,0.06139801165009709,0.0413075,0.05135275582504854,0.07892949303380446,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0042902043207098004, ""label_0_q_low"": -0.4597824830511612, ""label_1_q_high"": -0.045424737402584854, ""label_1_q_low"": -0.348704592284815, ""low_quantile"": 0.25}"
13,low_density,header,120000,60000,60000,0.9571931980555557,0.08438666666666667,0.06502666666666668,0.10374666666666665,0.08438666666666667,0.08447372970370845,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0042902043207098004, ""label_0_q_low"": -0.4597824830511612, ""label_1_q_high"": -0.045424737402584854, ""label_1_q_low"": -0.348704592284815, ""low_quantile"": 0.25}"
13,high_density,section,120001,60001,60000,0.9990705214635311,0.018525678952675394,0.0061882301961633975,0.030863333333333336,0.018525781764748367,0.07798594517967321,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0042902043207098004, ""label_0_q_low"": -0.4597824830511612, ""label_1_q_high"": -0.045424737402584854, ""label_1_q_low"": -0.348704592284815, ""low_quantile"": 0.25}"
13,mid_density,section,239999,119999,120000,0.9864563271360595,0.04545977274905313,0.05220376836473637,0.03871583333333334,0.04545980084903485,0.07523561552955396,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0042902043207098004, ""label_0_q_low"": -0.4597824830511612, ""label_1_q_high"": -0.045424737402584854, ""label_1_q_low"": -0.348704592284815, ""low_quantile"": 0.25}"
13,low_density,section,120000,60000,60000,0.9721985008333334,0.07609333333333335,0.04982666666666667,0.10236000000000002,0.07609333333333335,0.21752764615751158,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0042902043207098004, ""label_0_q_low"": -0.4597824830511612, ""label_1_q_high"": -0.045424737402584854, ""label_1_q_low"": -0.348704592284815, ""low_quantile"": 0.25}"
13,high_density,imports,120001,60001,60000,0.9421170823541831,0.14123465637786353,0.1916384726921218,0.09083,0.14123423634606092,0.0692831630232193,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0042902043207098004, ""label_0_q_low"": -0.4597824830511612, ""label_1_q_high"": -0.045424737402584854, ""label_1_q_low"": -0.348704592284815, ""low_quantile"": 0.25}"
13,mid_density,imports,239999,119999,120000,0.9406706803806698,0.14398476660319418,0.14092367436395303,0.14704583333333332,0.14398475384864318,0.04185573177103515,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0042902043207098004, ""label_0_q_low"": -0.4597824830511612, ""label_1_q_high"": -0.045424737402584854, ""label_1_q_low"": -0.348704592284815, ""low_quantile"": 0.25}"
13,low_density,imports,120000,60000,60000,0.9372980144444445,0.14086166666666664,0.08980666666666667,0.19191666666666668,0.14086166666666666,0.01870030594396302,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0042902043207098004, ""label_0_q_low"": -0.4597824830511612, ""label_1_q_high"": -0.045424737402584854, ""label_1_q_low"": -0.348704592284815, ""low_quantile"": 0.25}"
13,high_density,strings,120001,60001,60000,0.9990080827819535,0.01421738152182065,0.006061565640572657,0.02237333333333334,0.014217449486952999,0.0008184185880306474,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0042902043207098004, ""label_0_q_low"": -0.4597824830511612, ""label_1_q_high"": -0.045424737402584854, ""label_1_q_low"": -0.348704592284815, ""low_quantile"": 0.25}"
