mix_k,scope,feature_group,metric,mean,std,min,max
20,metric,strings,f1,0.9066091971823427,0.013960060758211629,0.8837245035147697,0.9315500735056832
20,metric,strings,auc,0.9752248260031438,0.006572491371319545,0.9652695273814778,0.9865287479924588
20,metric,strings,positive_rate,0.4500101500774576,0.00958618236193192,0.4325826980907756,0.46382202259807703
20,metric,strings,mix_at_k,0.1100005350205582,0.007870828449315687,0.09391732887691416,0.11969278141292558
20,metric,strings,silhouette,0.05117337559986293,0.015128266281257461,0.03274733668189956,0.08667054501889825
20,metric,strings,js_divergence,0.00047702850517054017,0.00018206707678187353,0.0002520098782431169,0.00094427608477679
20,rank,strings,auc_rank,4.0,0.0,4.0,4.0
20,rank,strings,acc_rank,4.0,0.0,4.0,4.0
20,rank,strings,mix_at_k_rank,4.0,0.0,4.0,4.0
20,rank,strings,silhouette_rank,3.0833333333333335,0.2763853991962833,3.0,4.0
20,rank,strings,js_divergence_rank,5.0,0.0,5.0,5.0
20,metric,all,acc,0.9487236535348439,0.0071751586751483635,0.9332470802153997,0.9616657003512841
20,metric,all,f1,0.9450705266049652,0.008399770891140012,0.9265571500019236,0.9600426590828297
20,metric,all,auc,0.9909831025794735,0.0024401728051801448,0.9857506478817831,0.994789786560529
20,metric,all,positive_rate,0.4559962698607874,0.009933006893857357,0.4325826980907756,0.4709593806486818
20,metric,all,mix_at_k,0.08627362291684701,0.005797273982878683,0.07546127348999011,0.0942160327513209
20,metric,all,silhouette,0.038232888402047,0.01968876868203508,0.01693706582145977,0.08589104477764954
20,metric,all,js_divergence,0.08161310109536665,0.012899350029196226,0.06066059735500155,0.10107829624622962
20,rank,all,auc_rank,1.0,0.0,1.0,1.0
20,rank,all,acc_rank,1.05,0.21794494717703367,1.0,2.0
20,rank,all,mix_at_k_rank,1.4,0.6377042156569663,1.0,3.0
20,rank,all,silhouette_rank,4.083333333333333,0.4930066485916347,3.0,5.0
20,rank,all,js_divergence_rank,1.8333333333333333,0.372677996249965,1.0,2.0
