view,model,header_important_auc_gap_1pct,header_important_auc_gap_5pct,header_important_auc_gap_10pct,imports_random_flip_ratio_1pct,imports_random_flip_ratio_5pct,imports_random_flip_ratio_10pct
original,lr,0.0908811157857216,0.1573196082116189,0.18993074206715516,3.539721852115652,3.287141015543219,2.804293974083417
unpacked,lr,0.10131789873332084,0.16305531030972942,0.18769733038190287,4.642988362142924,3.7318119887823,3.7730775223167057
original,lightgbm_permutation,0.00833869700999137,0.07118382166303994,0.10954668538095647,4.899592364928411,3.9598341933302903,4.3571388770024475
unpacked,lightgbm_permutation,0.011940318673912164,0.08249183889122572,0.09755067717915804,12.593170319480638,6.880339331087422,5.412529692013086
