seed,feature_group,test_week,perturbation_type,strength,trial_id,n_masked_features,auc,mix_at_k,silhouette,js_divergence,delta_auc,delta_mix_at_k,delta_silhouette,delta_js_divergence
13,header,2024-09-22_2024-09-28,baseline,0.0,0,0,0.9886093,0.0720625,0.17803866626411527,0.09400095758191013,0.0,0.0,0.0,0.0
13,header,2024-09-22_2024-09-28,important,0.01,0,1,0.98777405375,0.0721325,0.1786263722267731,0.09400095756455026,-0.0008352462499999769,7.000000000000062e-05,0.0005877059626578363,-1.7359863546673182e-11
13,header,2024-09-22_2024-09-28,important,0.05,0,4,0.9718398925000002,0.07751,0.17655277817126389,0.31371791579364255,-0.016769407499999778,0.005447499999999994,-0.001485888092851384,0.21971695821173243
13,header,2024-09-22_2024-09-28,important,0.1,0,8,0.9068010075000001,0.0848475,0.16312780013230685,0.2844374350339358,-0.08180829249999988,0.012785000000000005,-0.01491086613180842,0.1904364774520257
13,header,2024-09-22_2024-09-28,random,0.01,1,1,0.9886093,0.0720625,0.17803866626411527,0.09400095758186632,0.0,0.0,0.0,-4.381217610927024e-14
13,header,2024-09-22_2024-09-28,random,0.01,2,1,0.98857970875,0.07203,0.17882900989932551,0.09400075202216696,-2.9591250000016167e-05,-3.250000000000475e-05,0.0007903436352102444,-2.0555974317160164e-07
13,header,2024-09-22_2024-09-28,random,0.01,3,1,0.9883681412499999,0.0720675,0.17539431832739025,0.09400095753394733,-0.00024115875000008113,5.0000000000050004e-06,-0.0026443479367250222,-4.796280039798262e-11
13,header,2024-09-22_2024-09-28,random,0.01,4,1,0.9869394975,0.07246,0.17586588192809444,0.08586886026161794,-0.0016698025000000394,0.0003974999999999951,-0.002172784336020833,-0.008132097320292186
13,header,2024-09-22_2024-09-28,random,0.01,5,1,0.98857970875,0.07203,0.17882900989932551,0.09400075202216696,-2.9591250000016167e-05,-3.250000000000475e-05,0.0007903436352102444,-2.0555974317160164e-07
13,header,2024-09-22_2024-09-28,random,0.01,6,1,0.9884512062499999,0.072015,0.17856241670704798,0.09400095761738747,-0.00015809375000008785,-4.750000000000587e-05,0.0005237504429327078,3.547734328535057e-11
13,header,2024-09-22_2024-09-28,random,0.01,7,1,0.9884489137500001,0.0720675,0.17812155125463086,0.09400097296796572,-0.00016038624999992201,5.0000000000050004e-06,8.28849905155915e-05,1.5386055596255943e-08
13,header,2024-09-22_2024-09-28,random,0.01,8,1,0.9886031412500002,0.0720575,0.17858802057071746,0.09400078612139243,-6.158749999873869e-06,-5.0000000000050004e-06,0.00054935430660219,-1.7146051770056125e-07
13,header,2024-09-22_2024-09-28,random,0.01,9,1,0.9878682049999999,0.0720825,0.17725846054546104,0.09363165274682608,-0.0007410950000000804,1.9999999999992246e-05,-0.0007802057186542255,-0.00036930483508404444
13,header,2024-09-22_2024-09-28,random,0.01,10,1,0.9885292687500001,0.072145,0.17853951051543968,0.09312389023458313,-8.003124999989009e-05,8.249999999999924e-05,0.000500844251324406,-0.0008770673473269958
13,header,2024-09-22_2024-09-28,random,0.01,11,1,0.9884931925,0.0720125,0.17907943751923386,0.09400082666288072,-0.0001161075000000178,-5.000000000000837e-05,0.0010407712551185888,-1.309190294090934e-07
13,header,2024-09-22_2024-09-28,random,0.01,12,1,0.9886397837500002,0.07206,0.17862126657212055,0.0940008808874193,3.048375000014314e-05,-2.5000000000025002e-06,0.0005826003080052766,-7.669449082758906e-08
13,header,2024-09-22_2024-09-28,random,0.01,13,1,0.9878682049999999,0.0720825,0.17725846054546104,0.09363165274682608,-0.0007410950000000804,1.9999999999992246e-05,-0.0007802057186542255,-0.00036930483508404444
13,header,2024-09-22_2024-09-28,random,0.01,14,1,0.98869471,0.072105,0.17893266937845534,0.09400095074287207,8.540999999995247e-05,4.250000000000087e-05,0.0008940031143400695,-6.839038058092939e-09
13,header,2024-09-22_2024-09-28,random,0.01,15,1,0.98854829,0.071915,0.17956510890925192,0.09400095757799168,-6.1010000000027986e-05,-0.00014749999999999486,0.0015264426451366553,-3.918448898687643e-12
13,header,2024-09-22_2024-09-28,random,0.01,16,1,0.98720124,0.0722,0.17519505041217948,0.09400095795006069,-0.0014080600000000443,0.00013749999999999873,-0.0028436158519357935,3.6815056558836545e-10
13,header,2024-09-22_2024-09-28,random,0.01,17,1,0.9885754237500001,0.0721575,0.17823055044948946,0.09400095758133523,-3.387624999995342e-05,9.499999999999786e-05,0.0001918841853741915,-5.749012377265217e-13
13,header,2024-09-22_2024-09-28,random,0.01,18,1,0.9886083650000002,0.0721275,0.1780973743818946,0.0940009575818215,-9.349999998686798e-07,6.499999999999562e-05,5.870811777933249e-05,-8.862355294070312e-14
13,header,2024-09-22_2024-09-28,random,0.01,19,1,0.9879609324999999,0.0720025,0.1785239776701152,0.09400083352730546,-0.0006483675000000799,-6.0000000000004494e-05,0.00048531140599994416,-1.2405460467213025e-07
13,header,2024-09-22_2024-09-28,random,0.01,20,1,0.9886083650000002,0.0721275,0.1780973743818946,0.0940009575818215,-9.349999998686798e-07,6.499999999999562e-05,5.870811777933249e-05,-8.862355294070312e-14
13,header,2024-09-22_2024-09-28,random,0.05,1,4,0.9866771424999999,0.0724725,0.17738258456406242,0.09395624077942694,-0.0019321575000000868,0.0004099999999999937,-0.0006560817000528518,-4.471680248319121e-05
13,header,2024-09-22_2024-09-28,random,0.05,2,4,0.98863905375,0.0720775,0.18058404483584203,0.09400010871293663,2.975375000002778e-05,1.5000000000001124e-05,0.002545378571726764,-8.488689735020039e-07
13,header,2024-09-22_2024-09-28,random,0.05,3,4,0.9879242075,0.0719275,0.17741686786303432,0.09400521512730967,-0.0006850925000000396,-0.00013499999999999623,-0.000621798401080953,4.257545399538598e-06
13,header,2024-09-22_2024-09-28,random,0.05,4,4,0.9884761312500001,0.0721875,0.18026796235814244,0.09395164710728532,-0.00013316874999991235,0.0001250000000000001,0.0022292960940271667,-4.931047462480853e-05
13,header,2024-09-22_2024-09-28,random,0.05,5,4,0.9883948862499999,0.07208,0.180566378116654,0.09326192847267668,-0.00021441375000008644,1.7500000000003624e-05,0.002527711852538722,-0.0007390291092334439
13,header,2024-09-22_2024-09-28,random,0.05,6,4,0.985119005,0.0733725,0.17577932534832097,0.0939939622585145,-0.0034902949999999766,0.0013099999999999917,-0.0022593409157943,-6.9953233956254746e-06
13,header,2024-09-22_2024-09-28,random,0.05,7,4,0.98715871,0.0726975,0.18254152995134176,0.0930439200103696,-0.0014505900000000294,0.0006349999999999967,0.004502863687226494,-0.000957037571540531
13,header,2024-09-22_2024-09-28,random,0.05,8,4,0.98706418125,0.0720775,0.17727317263552872,0.09400079404791695,-0.001545118750000074,1.5000000000001124e-05,-0.0007654936285865499,-1.635339931804758e-07
13,header,2024-09-22_2024-09-28,random,0.05,9,4,0.98392848375,0.07264,0.176865787252845,0.09380253032974359,-0.004680816250000053,0.0005774999999999947,-0.001172879011270278,-0.00019842725216653867
13,header,2024-09-22_2024-09-28,random,0.05,10,4,0.988651285,0.0722175,0.18093561222946528,0.0931238902325055,4.198499999996663e-05,0.00015500000000000236,0.0028969459653500063,-0.0008770673494046255
13,header,2024-09-22_2024-09-28,random,0.05,11,4,0.9884904262499999,0.0722225,0.18091792190052983,0.09331584129154269,-0.00011887375000008138,0.00015999999999999348,0.002879255636414557,-0.0006851162903674379
13,header,2024-09-22_2024-09-28,random,0.05,12,4,0.9887481725,0.072225,0.18046352196144824,0.09400050151202691,0.00013887249999999796,0.00016249999999999598,0.0024248556973329727,-4.5606988322011155e-07
13,header,2024-09-22_2024-09-28,random,0.05,13,4,0.9854898649999999,0.0720725,0.1743806120788156,0.015523077692322694,-0.0031194350000001148,9.999999999996123e-06,-0.0036580541852996584,-0.07847787988958743
