seed,feature_group,density_bin,perturbation_type,strength,trial_id,n_samples,n_masked_features,baseline_auc,perturbed_auc,delta_auc,auc_drop,flip_rate,benign_to_malware_rate_overall,malware_to_benign_rate_overall,benign_to_malware_rate_cond,malware_to_benign_rate_cond,mean_abs_probability_shift,mean_signed_probability_shift,mean_margin_shift
13,header,high_density,important,0.01,0,120000,1,0.9926080655066031,0.9916929950091207,0.0009150704974824064,0.0009150704974824064,0.0257,0.0114,0.0,0.045388188453881886,0.0,0.05183452430844128,0.05183452430844128,-0.03476628401426537
13,header,mid_density,important,0.01,0,239999,1,0.9373269509952618,0.8040394361131994,0.13328751488206236,0.13328751488206236,0.2560760669836124,0.23508431285130355,0.0,0.3510169038094231,0.0,0.22268938458480042,0.22268938458480042,-0.11701983236838401
13,header,low_density,important,0.01,0,120001,1,0.8839427357441613,0.772528317330257,0.11141441841390431,0.11141441841390431,0.18711510737410522,0.15223206473279388,0.0,0.3718525454434425,0.0,0.13989710422253063,0.13989710422253063,-0.03816766523142109
13,header,high_density,random,0.01,1,120000,1,0.9926080655066031,0.992827912762919,-0.0002198472563159637,-0.0002198472563159637,0.0,0.0,0.0,0.0,0.0,0.004058326996366592,0.004058326996366592,0.0034184451580375613
13,header,mid_density,random,0.01,1,239999,1,0.9373269509952618,0.937501185976445,-0.0001742349811832966,-0.0001742349811832966,0.00830836795153313,0.004825020104250434,0.0,0.00720449440998426,0.0,0.007950483412975651,0.007950483412975651,0.0007872763712837123
13,header,low_density,random,0.01,1,120001,1,0.8839427357441613,0.8819101741022228,0.002032561641938435,0.002032561641938435,0.00939992166731944,0.004099965833618054,0.0,0.010014859445925865,0.0,0.008977638823660875,0.008977638823660875,0.0015569721682369695
13,header,high_density,random,0.01,2,120000,1,0.9926080655066031,0.9925313757624298,7.668974417329721e-05,7.668974417329721e-05,0.00755,0.0,0.006375,0.0,0.008513242822167817,0.02116740000998546,-0.02116740000998546,-0.008297720812471713
13,header,mid_density,random,0.01,2,239999,1,0.9373269509952618,0.9374473467802413,-0.0001203957849795767,-0.0001203957849795767,0.03210430043458514,0.0,0.020266751111462963,0.0,0.06136300557616128,0.03137791113268304,-0.03137791113268304,0.0043822260043388074
13,header,low_density,random,0.01,2,120001,1,0.8839427357441613,0.8840323972925894,-8.966154842815488e-05,-8.966154842815488e-05,0.04594961708652428,0.0,0.02822476479362672,0.0,0.047789034060445296,0.037415499221256025,-0.037415499221256025,-0.00359785447549693
13,header,high_density,random,0.01,3,120000,1,0.9926080655066031,0.9904545914229774,0.0021534740836256505,0.0021534740836256505,0.022791666666666665,0.013916666666666667,0.0,0.05540809555408095,0.0,0.013553335694124348,0.013553335694124348,-0.004577331134221242
13,header,mid_density,random,0.01,3,239999,1,0.9373269509952618,0.9384802004908823,-0.0011532494956205674,-0.0011532494956205674,0.01147088112867137,0.0039083496181234086,0.0,0.005835764902042517,0.0,0.013030758249784405,0.013030758249784405,-0.006168997791740472
13,header,low_density,random,0.01,3,120001,1,0.8839427357441613,0.8813132854569243,0.002629450287236934,0.002629450287236934,0.030558078682677646,0.00956658694510879,0.0,0.02336800537382702,0.0,0.016704063982323117,0.016704063982323117,-0.0005132053858012083
13,header,high_density,random,0.01,4,120000,1,0.9926080655066031,0.9924110300384688,0.00019703546813432116,0.00019703546813432116,0.2743833333333333,0.23481666666666667,0.0,0.9349037823490378,0.0,0.2950742990387739,0.2950742990387739,0.07997656795486154
13,header,mid_density,random,0.01,4,239999,1,0.9373269509952618,0.934393154457488,0.002933796537773703,0.002933796537773703,0.6766611527548031,0.5993941641423506,0.0,0.8949873392520515,0.0,0.6602979631941166,0.6602979631941166,0.12481037632591506
13,header,low_density,random,0.01,4,120001,1,0.8839427357441613,0.8745281620106503,0.009414573733510956,0.009414573733510956,0.4283547637103024,0.31007241606319946,0.0,0.7574042787062104,0.0,0.4466794081866331,0.4466794081866331,0.1557924939057437
