seed,feature_group,mask_type,strength,repeat,n_masked_features,baseline_auc,masked_auc,delta_auc,flip_rate,malware_to_benign_flip_rate,benign_to_malware_flip_rate,mean_probability_shift,mean_signed_probability_shift,threshold
42,all,random,0.05,2,88,0.9865296625,0.9722349662499999,0.014294696250000016,0.185825,0.0,0.185825,0.17936818397254978,0.1793572397610668,0.5
42,all,random,0.05,3,88,0.9865296625,0.9855733824999999,0.0009562800000000315,0.02655,0.001225,0.025325,0.026470312153290494,0.02426343485382577,0.5
42,all,important,0.1,0,176,0.9865296625,0.86353715625,0.12299250624999991,0.269675,0.02195,0.247725,0.26752321476477614,0.21838138107531294,0.5
42,all,random,0.1,1,176,0.9865296625,0.9848075224999999,0.0017221400000000386,0.04625,0.00245,0.0438,0.0439207341367412,0.037482946380861054,0.5
42,all,random,0.1,2,176,0.9865296625,0.9850661212499999,0.0014635412500000333,0.02035,0.01115,0.0092,0.022547462480967267,-0.005207134541217454,0.5
42,all,random,0.1,3,176,0.9865296625,0.9789181262499999,0.007611536250000106,0.067875,0.0025,0.065375,0.07152726328848834,0.06689750644186784,0.5
42,header,important,0.01,0,1,0.97625934625,0.9229350725000001,0.05332427374999993,0.246325,0.00175,0.244575,0.23456028112295826,0.2316328663342069,0.5
42,header,random,0.01,1,1,0.97625934625,0.9239554825000001,0.052303863749999846,0.0989,0.040925,0.057975,0.1322434410801735,-0.013858793754097064,0.5
42,header,random,0.01,2,1,0.97625934625,0.9471295612499999,0.029129785000000075,0.120575,0.007225,0.11335,0.11359554662763253,0.09525296318453906,0.5
42,header,random,0.01,3,1,0.97625934625,0.8625366125,0.11372273374999997,0.2793,0.18515,0.09415,0.3566828967416121,-0.0012944765618492177,0.5
42,header,important,0.05,0,4,0.97625934625,0.85540042,0.12085892624999994,0.42965,0.429525,0.000125,0.4322482460085335,-0.43211992521537707,0.5
42,header,random,0.05,1,4,0.97625934625,0.94250336625,0.03375598000000002,0.0905,0.056975,0.033525,0.10088159420227427,-0.028269664354872482,0.5
42,header,random,0.05,2,4,0.97625934625,0.927860525,0.048398821249999946,0.113225,0.0598,0.053425,0.15014838530476535,-0.025649540242694672,0.5
42,header,random,0.05,3,4,0.97625934625,0.90081261875,0.07544672750000003,0.255,0.006525,0.248475,0.24488060784656376,0.23252447438124788,0.5
42,header,important,0.1,0,8,0.97625934625,0.8199260287500001,0.1563333174999999,0.316825,0.299125,0.0177,0.3035514365455126,-0.2619804754549394,0.5
42,header,random,0.1,1,8,0.97625934625,0.825311785,0.15094756124999997,0.4534,0.4534,0.0,0.4607946769071472,-0.4607946769071417,0.5
42,header,random,0.1,2,8,0.97625934625,0.7416957599999999,0.23456358625000007,0.30185,0.243125,0.058725,0.33757240096097174,-0.07182851210262939,0.5
42,header,random,0.1,3,8,0.97625934625,0.91824370375,0.05801564250000002,0.266325,0.22795,0.038375,0.22777489264147135,-0.1546462027384898,0.5
42,section,important,0.01,0,3,0.97627854,0.84429270375,0.13198583625000004,0.19625,0.103875,0.092375,0.22593186710824703,0.03066067800989892,0.5
42,section,random,0.01,1,3,0.97627854,0.92489457375,0.05138396625000008,0.2302,0.006075,0.224125,0.18198925974942298,0.17175363025929674,0.5
42,section,random,0.01,2,3,0.97627854,0.97614551,0.00013302999999997844,0.005325,0.00075,0.004575,0.004967255839668022,0.003059124056921581,0.5
42,section,random,0.01,3,3,0.97627854,0.97246525,0.0038132900000000802,0.031225,0.0049,0.026325,0.031939003837910096,0.021872313943694488,0.5
