seed,k,test_week,n_train_samples,n_test_samples,n_train_families,n_test_families,header_same_family_rate_at_k,header_family_silhouette,header_family_macro_f1,header_same_family_rate_at_k_rank,header_family_silhouette_rank,header_family_macro_f1_rank,section_same_family_rate_at_k,section_family_silhouette,section_family_macro_f1,section_same_family_rate_at_k_rank,section_family_silhouette_rank,section_family_macro_f1_rank,imports_same_family_rate_at_k,imports_family_silhouette,imports_family_macro_f1,imports_same_family_rate_at_k_rank,imports_family_silhouette_rank,imports_family_macro_f1_rank,strings_same_family_rate_at_k,strings_family_silhouette,strings_family_macro_f1,strings_same_family_rate_at_k_rank,strings_family_silhouette_rank,strings_family_macro_f1_rank,all_same_family_rate_at_k,all_family_silhouette,all_family_macro_f1,all_same_family_rate_at_k_rank,all_family_silhouette_rank,all_family_macro_f1_rank
13,10,2024-09-22_2024-09-28,10000,3084,20,19,0.7898832684824902,-0.12097753497232004,0.8273668711684866,1,4,3,0.788651102464332,-0.06563271687051171,0.8450993745494948,2,2,2,0.7414721141374838,0.015694170209815426,0.7135713849691043,4,1,5,0.7154993514915694,-0.1124425208005364,0.7878883567667195,5,3,4,0.7737354085603113,-0.1287186295914058,0.8496384350485693,3,5,1
13,10,2024-09-29_2024-10-05,10000,2644,20,18,0.7812027231467473,-0.01193201301418275,0.8043465473694942,2,2,3,0.8000378214826022,-0.12582804265191402,0.8598146049296103,1,4,2,0.7382753403933434,0.04282863540608574,0.7410477758941356,4,1,5,0.7064296520423601,-0.15092937990012525,0.7641052102717937,5,5,4,0.761535552193646,-0.03441775757317298,0.8688710795426072,3,3,1
13,10,2024-10-06_2024-10-12,10000,3068,20,20,0.7789765319426336,-0.192681821606154,0.7804120868996234,2,3,3,0.7985984354628423,-0.3052915744964789,0.795856522528329,1,5,2,0.7070078226857888,-0.0725682923636723,0.7197718496988883,4,1,5,0.6732398956975228,-0.20518609328903004,0.7549868153338865,5,4,4,0.7499348109517601,-0.16597265956593832,0.8251771444785853,3,2,1
13,10,2024-10-13_2024-10-19,10000,2964,20,19,0.7742240215924426,-0.09661100050740776,0.795539585650285,2,2,3,0.7975708502024291,-0.1807006518680109,0.8189872705792522,1,4,2,0.7171727395411606,-0.05298838389478882,0.7128256387508325,4,1,5,0.679251012145749,-0.18948835384253518,0.7150473484746707,5,5,4,0.7675775978407557,-0.17881658346726517,0.8418506152130687,3,3,1
13,10,2024-10-20_2024-10-26,10000,2956,20,19,0.7673545331529094,-0.06924874155406148,0.7958685130282663,2,2,2,0.791914749661705,-0.10748090138081112,0.7907154826774425,1,3,3,0.7097090663058186,-0.029961759164326043,0.7100970090427506,4,1,4,0.6777401894451962,-0.1387162807542283,0.6886884454597595,5,4,5,0.7534167794316644,-0.15027962310432627,0.8043403053982056,3,5,1
13,10,2024-10-27_2024-11-02,10000,3388,20,19,0.8025974025974026,-0.10324026242044516,0.7766666250984942,2,3,3,0.8176505312868949,-0.025537544329624177,0.7979810090032438,1,2,2,0.7276859504132231,-0.020140739287403824,0.7053472558666952,4,1,5,0.7105371900826446,-0.11327860285441863,0.7058937293016607,5,4,4,0.7803423848878395,-0.12872311686873925,0.8209554917510712,3,5,1
13,10,2024-11-03_2024-11-09,10000,3240,20,19,0.8277777777777777,-0.12516400836605993,0.8048147002203339,2,4,2,0.8302469135802469,-0.057623698882313674,0.7857557769331749,1,2,3,0.7537037037037037,-0.03957012652072878,0.7096803120075883,4,1,4,0.733641975308642,-0.09258334142513339,0.6908078756134608,5,3,5,0.799537037037037,-0.12926946108319393,0.8419792666228704,3,5,1
13,10,2024-11-10_2024-11-16,10000,3254,20,19,0.8054701905347265,-0.03471676676172752,0.8125126270699304,2,2,2,0.8085125998770744,-0.03093473175274064,0.7999393509252204,1,1,3,0.726920712968654,-0.059249783724302944,0.714363385129713,4,3,4,0.7001536570374923,-0.11175048678421787,0.6960081722012681,5,5,5,0.7727412415488629,-0.09860124222900762,0.8353319675400334,3,4,1
13,10,2024-11-17_2024-11-23,10000,3370,20,19,0.7807715133531157,-0.07784327284969371,0.7980403973764855,2,2,3,0.79026706231454,-0.10992042384032215,0.8167182046441107,1,4,2,0.7346884272997033,0.01495009734849171,0.7132663084128642,4,1,5,0.7037388724035608,-0.11073918411508332,0.764611709756893,5,5,4,0.7664391691394659,-0.08071579433800853,0.8484797585472699,3,3,1
13,10,2024-11-24_2024-11-30,10000,3050,20,20,0.7776393442622951,-0.21418150076265946,0.8004758879618814,2,5,3,0.7781639344262296,-0.1566334056623869,0.8009556344258849,1,3,2,0.7050163934426229,-0.09033630486964961,0.7088965379137491,4,1,5,0.6764590163934426,-0.14024247733776773,0.7241634600029014,5,2,4,0.7547868852459017,-0.17351930175851632,0.8490966942874195,3,4,1
13,10,2024-12-01_2024-12-07,10000,3018,20,20,0.7896288933068257,-0.1823487991763298,0.8298893601524007,1,3,3,0.7869781312127236,-0.13449626703631679,0.8649248547211943,2,2,2,0.6976805831676607,-0.0944697190354134,0.7065905812743366,4,1,5,0.6830682571239232,-0.1900276832250513,0.7571298737897975,5,4,4,0.7585155732273029,-0.23041362136080054,0.8806230824932104,3,5,1
