density_bin,feature_group,density_definition,n_rows,auc_mean,auc_std,auc_min,auc_max,mix_at_10_mean,mix_at_10_std,mix_at_10_min,mix_at_10_max,mix_at_10_benign_query_mean,mix_at_10_benign_query_std,mix_at_10_benign_query_min,mix_at_10_benign_query_max,mix_at_10_malware_query_mean,mix_at_10_malware_query_std,mix_at_10_malware_query_min,mix_at_10_malware_query_max,mix_at_10_class_balanced_mean,mix_at_10_class_balanced_std,mix_at_10_class_balanced_min,mix_at_10_class_balanced_max,js_divergence_mean,js_divergence_std,js_divergence_min,js_divergence_max,n_samples_mean,n_samples_std,n_samples_min,n_samples_max,n_benign_mean,n_benign_std,n_benign_min,n_benign_max,n_malware_mean,n_malware_std,n_malware_min,n_malware_max
high_density,all,class_conditional,5,0.9995042961419923,2.933480883810422e-05,0.999465700293884,0.9995417343055556,0.009256406474912585,0.0001686152793998345,0.0089625,0.00948567523874602,0.004287970667155547,0.00015721603372482722,0.004091666666666667,0.0045565907234879416,0.014224809030960595,0.00021552547096866684,0.013833333333333335,0.014414759754004101,0.009256389849058072,0.0001686147082839085,0.008962500000000002,0.009485675238746022,0.07928333632347866,0.001204789867222872,0.07725624578027002,0.08057894977676594,120001.2,0.7483314773547882,120000.0,120002.0,60000.4,0.4898979485566356,60000.0,60001.0,60000.8,0.4,60000.0,60001.0
high_density,header,class_conditional,5,0.9988127477272368,0.00010876249888688734,0.9986473640277778,0.998969704482359,0.014116692789448593,0.0001239348318414788,0.013908934851085814,0.014243333333333332,0.006976620789653505,0.00014666550636327342,0.006768220529657839,0.007146666666666667,0.02125671694916196,0.00021737646484908249,0.020822986283561943,0.021386310228162866,0.014116668869407734,0.00012392334370090542,0.013908934851085818,0.014243333333333334,0.07887540123688082,0.001198132548645499,0.07686945357550096,0.08016678333607363,120001.2,0.7483314773547882,120000.0,120002.0,60000.4,0.4898979485566356,60000.0,60001.0,60000.8,0.4,60000.0,60001.0
high_density,imports,class_conditional,5,0.948399239411874,0.008223673532042647,0.9336679888632411,0.9576769089959611,0.11650254491008036,0.02109659060142698,0.08801259989500088,0.1358241666666667,0.15129003866602225,0.0424143226047174,0.09870166666666667,0.1885366666666667,0.08171527420098554,0.006006812709206582,0.07608539857669039,0.09083666666666666,0.11650265643350388,0.021096636761486164,0.08801268896907274,0.1358241666666667,0.0682194479034888,0.0013458955727283395,0.06663217435326595,0.07045705656681941,120001.2,0.7483314773547882,120000.0,120002.0,60000.4,0.4898979485566356,60000.0,60001.0,60000.8,0.4,60000.0,60001.0
high_density,section,class_conditional,5,0.9991294827359167,6.02101542232701e-05,0.999074749170847,0.9992342158041303,0.01362319537969606,0.0003427570229809013,0.013015833333333332,0.014022266295561739,0.005186297917256935,0.00012074469619890703,0.005005,0.005333244445925902,0.02206003575495964,0.0005944796118637817,0.02102666666666667,0.022752954117431376,0.013623166836108286,0.000342749323296186,0.013015833333333334,0.01402226629556174,0.0885798437600928,0.006109538701495411,0.08032037268179454,0.09606488604369709,120001.2,0.7483314773547882,120000.0,120002.0,60000.4,0.4898979485566356,60000.0,60001.0,60000.8,0.4,60000.0,60001.0
high_density,strings,class_conditional,5,0.9990909501876469,5.653030710609944e-05,0.9989992396089576,0.9991676674668712,0.010649726029266806,0.00019602407975993175,0.01028,0.010796486725221247,0.005381963395054527,0.00023016217686519662,0.004931666666666667,0.0055649072515458085,0.015917453470219944,0.00016997258686000702,0.015628333333333334,0.01606473225446243,0.010649708432637234,0.00019601261915767591,0.010280000000000001,0.010796486725221249,0.0008006238412646194,0.0001058948583809102,0.0006637936262197406,0.0009334594764784747,120001.2,0.7483314773547882,120000.0,120002.0,60000.4,0.4898979485566356,60000.0,60001.0,60000.8,0.4,60000.0,60001.0
low_density,all,class_conditional,5,0.9875574451221351,0.00031235149462699615,0.9870422981839191,0.9879032957784037,0.08683389569809141,0.0013891698792482786,0.08434583333333334,0.08812593228389763,0.06717244365927234,0.0010919060261869477,0.06532166666666667,0.06865666666666666,0.1064952799675561,0.001756322664145497,0.10337,0.10841485975233744,0.08683386181341421,0.0013891005289803507,0.08434583333333334,0.08812577004272151,0.07964932303822532,0.0017045641415959173,0.0778779771809948,0.08259536878347437,120000.6,0.4898979485566356,120000.0,120001.0,60000.2,0.4,60000.0,60001.0,60000.4,0.4898979485566356,60000.0,60001.0
low_density,header,class_conditional,5,0.9542446760276944,0.0010304874689005313,0.9524214389482397,0.9552594488888888,0.0904763794732266,0.0009075597581099988,0.08919833333333334,0.09170256914525712,0.06733744337594375,0.0006764147188572593,0.06634833333333333,0.06832166666666667,0.11361523432942784,0.0012029554299438272,0.1120483333333333,0.11508308194863419,0.09047633885268579,0.0009074545354965666,0.08919833333333332,0.09170237430765044,0.07843497681642511,0.001646579009212716,0.07679478620612767,0.0812698510712159,120000.6,0.4898979485566356,120000.0,120001.0,60000.2,0.4,60000.0,60001.0,60000.4,0.4898979485566356,60000.0,60001.0
low_density,imports,class_conditional,5,0.9320404099283766,0.0007292684468201115,0.9310079208402082,0.9332058849999999,0.1565305383344028,0.0037637301232192155,0.15156750000000002,0.1627703102474146,0.09489568711077039,0.0008877203857420254,0.09386676888718522,0.09606833333333334,0.21816517411376476,0.007527247340684913,0.20914666666666665,0.23070448825852904,0.15653043061226757,0.0037635735106209154,0.1515675,0.1627697441292645,0.017904672691635683,0.00025287110453591817,0.01761669265359999,0.01831698889379141,120000.6,0.4898979485566356,120000.0,120001.0,60000.2,0.4,60000.0,60001.0,60000.4,0.4898979485566356,60000.0,60001.0
low_density,section,class_conditional,5,0.9709247413798974,0.0006479421731180902,0.9701300375549295,0.971868021388889,0.08094842657700074,0.0008887816595846813,0.07937416666666666,0.08193265056124532,0.051970493547329764,0.0006568919265048397,0.050769999999999996,0.052753333333333326,0.10992625859569008,0.001252148418174632,0.10797833333333334,0.11166813886435226,0.08094837607150991,0.0008886815902450136,0.07937416666666666,0.08193240276550946,0.20919985552101852,0.015068391478961855,0.18471053863637477,0.22754745121017478,120000.6,0.4898979485566356,120000.0,120001.0,60000.2,0.4,60000.0,60001.0,60000.4,0.4898979485566356,60000.0,60001.0
low_density,strings,class_conditional,5,0.9528100762541953,0.0012740668058721745,0.9511480965277778,0.9548618766666666,0.1128359349783196,0.0009236893747983837,0.11128416666666667,0.11388249999999998,0.10213799397787815,0.0011102216954404632,0.10084833333333333,0.10371,0.12353383780825875,0.0009970925216594754,0.12172,0.12449792503458276,0.11283591589306845,0.0009236677485707729,0.11128416666666666,0.1138825,0.0004893188648529924,4.0184918730355065e-05,0.0004379299865128183,0.000542495545312813,120000.6,0.4898979485566356,120000.0,120001.0,60000.2,0.4,60000.0,60001.0,60000.4,0.4898979485566356,60000.0,60001.0
mid_density,all,class_conditional,5,0.9940772423380002,0.00018097675933346293,0.9938982104769427,0.9944261668253898,0.04384716109793106,0.0002573054486561384,0.04341429267865848,0.04417916666666666,0.055845445450934304,0.00025435786238772815,0.05544379536496137,0.05615213460112168,0.03184881682522879,0.0003091868406369781,0.03138468974482908,0.032337500000000005,0.043847131138081544,0.00025732251652944166,0.043414242554895226,0.044179166666666665,0.08242396419268103,0.0008122474408226239,0.08082033142756367,0.08298211605363469,239998.2,1.16619037896906,239997.0,240000.0,119999.4,0.4898979485566356,119999.0,120000.0,119998.8,0.7483314773547882,119998.0,120000.0
mid_density,header,class_conditional,5,0.9838657050501757,0.0004906755557920871,0.9832246234027778,0.9845648450260471,0.04962012182444432,0.00034151212345857846,0.04917395489147872,0.05012833440278669,0.05997163391639374,0.0004559200224386585,0.05918833333333334,0.06032,0.03926855785125447,0.0004057785124406041,0.038723978732978885,0.03994033283610698,0.04962009588382411,0.00034153121543720123,0.04917391316455415,0.05012833440278669,0.08229666183966795,0.0008105831700649549,0.08069394155419338,0.08287232496112416,239998.2,1.16619037896906,239997.0,240000.0,119999.4,0.4898979485566356,119999.0,120000.0,119998.8,0.7483314773547882,119998.0,120000.0
mid_density,imports,class_conditional,5,0.9407244602024235,0.000918314371204576,0.9391783035763889,0.9419920737682341,0.13687176883757335,0.004037309804519573,0.13203568363069693,0.1413097554573144,0.1275146037328089,0.013295900952062354,0.11023341861182176,0.13982,0.14622897042872052,0.005375072464711354,0.14119901998366638,0.1538379486495721,0.1368717870807647,0.004037292303923641,0.13203568363069693,0.1413097616646805,0.04129603211581491,0.0004256570386093271,0.04049439476905991,0.041757646226957996,239998.2,1.16619037896906,239997.0,240000.0,119999.4,0.4898979485566356,119999.0,120000.0,119998.8,0.7483314773547882,119998.0,120000.0
