density_bin,density_definition,n_rows,n_samples_mean,n_samples_std,n_samples_min,n_samples_max,n_benign_mean,n_benign_std,n_benign_min,n_benign_max,n_malware_mean,n_malware_std,n_malware_min,n_malware_max,benign_to_malware_ratio_mean,benign_to_malware_ratio_std,benign_to_malware_ratio_min,benign_to_malware_ratio_max,n_packed_malware_mean,n_packed_malware_std,n_packed_malware_min,n_packed_malware_max,packed_ratio_mean,packed_ratio_std,packed_ratio_min,packed_ratio_max
high_density,class_conditional,5,120001.2,0.7483314773547882,120000.0,120002.0,60000.4,0.4898979485566356,60000.0,60001.0,60000.8,0.4,60000.0,60001.0,0.9999933334444426,8.164829728785977e-06,0.9999833336111065,1.0,3067.0,56.572077918351205,2998.0,3167.0,0.05111599067793314,0.0009431632696207675,0.049965833902768285,0.052783333333333335
low_density,class_conditional,5,120000.6,0.4898979485566356,120000.0,120001.0,60000.2,0.4,60000.0,60001.0,60000.4,0.4898979485566356,60000.0,60001.0,0.9999966667777759,1.2472072508667404e-05,0.9999833336111065,1.0000166666666668,6942.2,136.18575549594016,6801.0,7182.0,0.11570256706832664,0.0022700124673959254,0.11334811086481891,0.1197
mid_density,class_conditional,5,239998.2,1.16619037896906,239997.0,240000.0,119999.4,0.4898979485566356,119999.0,120000.0,119998.8,0.7483314773547882,119998.0,120000.0,1.0000050000694454,4.082539606697988e-06,1.0,1.0000083334722245,8896.4,97.44044334874508,8775.0,9018.0,0.07413741120479762,0.0008122998944187216,0.07312560938007817,0.07515125252087534
