density_bin,feature_group,n_rows,auc_mean,auc_std,auc_min,auc_max,mix_at_10_mean,mix_at_10_std,mix_at_10_min,mix_at_10_max,js_divergence_mean,js_divergence_std,js_divergence_min,js_divergence_max
high_density,all,5,0.9991303300040046,0.00010352120910299645,0.9989942846866496,0.999255234218177,0.0099557826601445,0.0004546513486239546,0.009185833333333332,0.010565745285455955,0.07263558774369708,0.001108746818135603,0.0713230075339601,0.07404521350493423
high_density,header,5,0.9978364663047967,0.0001976117110281276,0.9975756369675677,0.998154456827882,0.015169756572861893,0.0005028641595479654,0.014538333333333334,0.016056532862226146,0.07235835845673085,0.0011131879584872668,0.07103919774099256,0.07375916984477479
high_density,imports,5,0.9518060489352266,0.007075979449290255,0.9392049855741039,0.9606599183092118,0.12509793535053876,0.02308036472379106,0.09463004474962709,0.14499879167673602,0.06189988831354506,0.0018257968741470527,0.058862803907690005,0.0638325323636424
high_density,section,5,0.998305610710751,0.00011321829971863678,0.9981478544208042,0.9985005464209353,0.014964590082582645,0.0007511143987670741,0.013713333333333333,0.01606653277889351,0.049574425809214485,0.0017383639889290783,0.046196920454547895,0.050860939711727206
high_density,strings,5,0.9984152373299151,0.00014726682995336567,0.9982514178072486,0.9986145883937088,0.011794773676886026,0.0004979905115617223,0.011056666666666666,0.012522395646702943,0.000541301063331856,3.324154942136325e-05,0.0004961515730181154,0.0005959257782171601
low_density,all,5,0.985635515421795,0.0005368683228710897,0.9847632697627284,0.9863286922071973,0.0864498788746205,0.0010871426386105105,0.08501750000000001,0.08788250000000002,0.07984698299901812,0.0015204129129561142,0.07805644173429654,0.0821382467795839
low_density,header,5,0.9496906758700243,0.0013470733411865316,0.9471592193663061,0.9511510421651534,0.0874825430774188,0.000688510830099306,0.08695594203381639,0.08884416666666665,0.07856467434690033,0.0015186709513437494,0.07663848861085963,0.08084023256500775
low_density,imports,5,0.9222050214374324,0.0011895812657614533,0.9200264759262593,0.9236207923476578,0.1410520270553301,0.00193716639693169,0.1379175,0.1432321397321689,0.018218683550633948,0.00023098242010151487,0.01795766769554583,0.018625080134619137
low_density,section,5,0.9680869133028782,0.0006112080272476308,0.9673674212590924,0.9688424098626536,0.07697591097157523,0.0008488199764515476,0.07584583333333335,0.07836083333333334,0.20880932084734924,0.014591653343126674,0.1839902818620696,0.22769203387981968
low_density,strings,5,0.948186393014694,0.0019190185000880731,0.9459832485983315,0.9508500704038507,0.11313679185312345,0.0010275285007048786,0.11206083333333335,0.11453333333333332,0.0005339848623941859,6.50111665844067e-05,0.0004697667464816991,0.0006122884699725573
mid_density,all,5,0.9929249516357854,0.00020127909193005033,0.9926963843373608,0.9932877991685075,0.043689432211785006,0.00023978045897244134,0.043225180104917105,0.04391369928082734,0.07852980847174432,0.0011775830885362745,0.07717866345646306,0.08041985065179398
mid_density,header,5,0.9809239236814129,0.000546071153277415,0.980088317544332,0.9817210436242261,0.05059046094151366,0.0001877440313977312,0.05032479301997091,0.05088209068408903,0.0783374095732062,0.001179174918918054,0.07696238055737561,0.08020499092884734
mid_density,imports,5,0.9370170789417074,0.001011234246357591,0.9356321380131707,0.938466382251817,0.14031332807134142,0.0019171302435345412,0.13729156076300636,0.14268041666666664,0.03919285073461654,0.00028984476636464344,0.0388062517838684,0.039638679133196277
mid_density,section,5,0.9839989647765215,0.00043030202072864864,0.9834058953959692,0.9843964268515168,0.04646477646985205,0.00046280376259348887,0.04600580004833373,0.047203749999999996,0.08886725729126714,0.0035578423267818337,0.0848640137296407,0.09395691632658013
mid_density,strings,5,0.9718590473302211,0.0007251246289940683,0.9708442407756991,0.9727135402443636,0.06248159386514838,0.000493961393662513,0.06191843265360544,0.06312719272660607,0.00017936978231644277,2.391622622264008e-05,0.00015431040766320826,0.0002102653432060416
