seed,density_bin,feature_group,n_samples,n_benign,n_malware,auc,mix_at_10,mix_at_10_benign_query,mix_at_10_malware_query,mix_at_10_class_balanced,js_divergence,density_definition,thresholds_json
13,high_density,header,120002,60001,60001,0.998969704482359,0.013908934851085814,0.006994883418609691,0.020822986283561943,0.013908934851085818,0.0784833564496063,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0016398361390350669, ""label_0_q_low"": -0.374359306651632, ""label_1_q_high"": -0.008176307350754253, ""label_1_q_low"": -0.24930002137917978, ""low_quantile"": 0.25}"
13,mid_density,header,239997,119999,119998,0.9845648450260471,0.049398534148343526,0.0597154976291469,0.039081484691411525,0.04939849116027921,0.08248981772545191,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0016398361390350669, ""label_0_q_low"": -0.374359306651632, ""label_1_q_high"": -0.008176307350754253, ""label_1_q_low"": -0.24930002137917978, ""low_quantile"": 0.25}"
13,low_density,header,120001,60000,60001,0.9524214389482397,0.09170256914525712,0.06832166666666667,0.11508308194863419,0.09170237430765044,0.07917829913682736,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0016398361390350669, ""label_0_q_low"": -0.374359306651632, ""label_1_q_high"": -0.008176307350754253, ""label_1_q_low"": -0.24930002137917978, ""low_quantile"": 0.25}"
13,high_density,section,120002,60001,60001,0.9992342158041303,0.014022266295561739,0.005291578473692105,0.022752954117431376,0.01402226629556174,0.09606488604369709,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0016398361390350669, ""label_0_q_low"": -0.374359306651632, ""label_1_q_high"": -0.008176307350754253, ""label_1_q_low"": -0.24930002137917978, ""low_quantile"": 0.25}"
13,mid_density,section,239997,119999,119998,0.9860930929889784,0.04479180989762372,0.051467095559129664,0.03811646860781013,0.0447917820834699,0.07085150853124975,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0016398361390350669, ""label_0_q_low"": -0.374359306651632, ""label_1_q_high"": -0.008176307350754253, ""label_1_q_low"": -0.24930002137917978, ""low_quantile"": 0.25}"
13,low_density,section,120001,60000,60001,0.9701300375549295,0.08193265056124532,0.05219666666666667,0.11166813886435226,0.08193240276550946,0.2023490949077022,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0016398361390350669, ""label_0_q_low"": -0.374359306651632, ""label_1_q_high"": -0.008176307350754253, ""label_1_q_low"": -0.24930002137917978, ""low_quantile"": 0.25}"
13,high_density,imports,120002,60001,60001,0.9531215119348464,0.13278362027299548,0.18818853019116352,0.07737871035482742,0.13278362027299548,0.06734196038170617,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0016398361390350669, ""label_0_q_low"": -0.374359306651632, ""label_1_q_high"": -0.008176307350754253, ""label_1_q_low"": -0.24930002137917978, ""low_quantile"": 0.25}"
13,mid_density,imports,239997,119999,119998,0.9419920737682341,0.140358421146931,0.1395178293152443,0.14119901998366638,0.14035842464945536,0.041459418871037525,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0016398361390350669, ""label_0_q_low"": -0.374359306651632, ""label_1_q_high"": -0.008176307350754253, ""label_1_q_low"": -0.24930002137917978, ""low_quantile"": 0.25}"
13,low_density,imports,120001,60000,60001,0.9310079208402082,0.15656536195531703,0.09606833333333334,0.21706138231029481,0.15656485782181406,0.017854949463651876,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0016398361390350669, ""label_0_q_low"": -0.374359306651632, ""label_1_q_high"": -0.008176307350754253, ""label_1_q_low"": -0.24930002137917978, ""low_quantile"": 0.25}"
13,high_density,strings,120002,60001,60001,0.9991676674668712,0.010617323044615927,0.005416576390393493,0.015818069698838356,0.010617323044615923,0.0009334594764784747,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0016398361390350669, ""label_0_q_low"": -0.374359306651632, ""label_1_q_high"": -0.008176307350754253, ""label_1_q_low"": -0.24930002137917978, ""low_quantile"": 0.25}"
