model,view,seed,family,dimension,subset_repeat,sampling_mode,subset_indices_hash,auc,mix_at_10,js_divergence,same_family_rate_at_10
logistic_regression,wild_b,23,section,32,4,family_random,26c7db79d8bfc427,0.7573213751851852,0.0972122222222222,0.07917223222940989,0.6678186734802667
logistic_regression,wild_b,23,section,32,5,family_random,ba26a0b1e3221674,0.7895268475925926,0.1254458333333333,0.18301156989917802,0.6184000714331068
logistic_regression,wild_b,23,section,32,6,family_random,90152b366c5e6185,0.8230755838888889,0.08616222222222221,0.05833175292983294,0.676329217415618
logistic_regression,wild_b,23,section,32,7,family_random,0ca0304f6d201f57,0.7828060464814816,0.11166611111111109,0.10881185816786199,0.659179679293524
logistic_regression,wild_b,23,section,32,8,family_random,6e3ab4b5e9dd3309,0.8150639896296296,0.1197725,0.37654909683412535,0.648853400391721
logistic_regression,wild_b,23,section,32,9,family_random,2b81808c5cfc7d10,0.8560178672222224,0.13827416666666667,0.07416103505561268,0.6213335047537267
logistic_regression,wild_b,23,section,64,0,family_random,d82505a2da98e16e,0.8922521572222221,0.09157861111111111,0.13998481091373743,0.6645897072643746
logistic_regression,wild_b,23,section,64,1,family_random,6c3963f4cf5053e5,0.8595378681481481,0.08335305555555556,0.028803907202019623,0.6675353702091559
logistic_regression,wild_b,23,section,64,2,family_random,352fc6772efc1348,0.8961173877777777,0.09165972222222223,0.14124872565977742,0.670520163686026
logistic_regression,wild_b,23,section,64,3,family_random,33e71d7aa235cc6c,0.8746295014814813,0.08433027777777778,0.052594457425365664,0.6653026752182333
logistic_regression,wild_b,23,section,64,4,family_random,83efaab53dd580b7,0.8244110118518518,0.08573972222222222,0.15927880834564098,0.6809496413316304
logistic_regression,wild_b,23,section,64,5,family_random,9f703fe609c0aaa5,0.8597179374074072,0.0786688888888889,0.033502383599277694,0.6736999361863164
logistic_regression,wild_b,23,section,64,6,family_random,6cb8a20e62256f9b,0.8068206903703702,0.07870833333333332,0.07376736845329387,0.665675950881445
logistic_regression,wild_b,23,section,64,7,family_random,4131557df5344f5d,0.8807278105555557,0.08133222222222222,0.15000623253480566,0.6782374225262569
logistic_regression,wild_b,23,section,64,8,family_random,2ae9a0212aee800f,0.8832010144444444,0.086505,0.30778774685092897,0.6657828649143619
logistic_regression,wild_b,23,section,64,9,family_random,c8a2a476c62b7560,0.8651677209259258,0.08266527777777778,0.055115851105869036,0.6739745164154493
logistic_regression,wild_b,23,imports,16,0,family_random,91d138f83ee49105,0.6321443728703705,0.42639805555555554,0.05385722399468904,0.14158061397963687
logistic_regression,wild_b,23,imports,16,1,family_random,728fcff80c70a1a1,0.6756390658333333,0.3605997222222222,0.07968756628377849,0.37155655311338265
logistic_regression,wild_b,23,imports,16,2,family_random,04e0f5913b8650ff,0.5993543324074074,0.43022027777777777,0.02130863288230238,0.2159216174655981
logistic_regression,wild_b,23,imports,16,3,family_random,cfa400cbc869dcad,0.7468220198148149,0.31208277777777776,0.04496686054799163,0.4280057144737541
logistic_regression,wild_b,23,imports,16,4,family_random,4fa4abfa5fdbf344,0.7124886607407408,0.35235361111111113,0.08848418878449095,0.3537177116405372
logistic_regression,wild_b,23,imports,16,5,family_random,cdc89f77b7c5ed69,0.7244086276851851,0.32004750000000004,0.06255608552307525,0.43461563725989566
logistic_regression,wild_b,23,imports,16,6,family_random,0faea207853a52a6,0.6165614575925925,0.43409916666666665,0.050865330673925735,0.1647777185491676
logistic_regression,wild_b,23,imports,16,7,family_random,fab6a2915d584977,0.7323703765740741,0.24535944444444446,0.0010040989449975276,0.5358266518393527
logistic_regression,wild_b,23,imports,16,8,family_random,65d535710ecc2533,0.6845119289814815,0.3451011111111111,0.04378683327560908,0.39442824129547566
logistic_regression,wild_b,23,imports,16,9,family_random,50f3a73c418b0ebe,0.7247380147222221,0.3658808333333334,0.06977627390526402,0.3501981265656129
logistic_regression,wild_b,23,imports,32,0,family_random,4d6d1b691dbc0129,0.7615289353703704,0.2832244444444445,0.10633154344035074,0.47717025632251353
logistic_regression,wild_b,23,imports,32,1,family_random,ae30ff6ee6ac6c94,0.7238488603703704,0.3065161111111111,0.08834796730581773,0.45664310072950337
logistic_regression,wild_b,23,imports,32,2,family_random,71938993a776cc29,0.7512033529629628,0.2782438888888889,0.09015192573030119,0.48356852143002454
logistic_regression,wild_b,23,imports,32,3,family_random,fcada390fe54f495,0.7095304083333334,0.33097333333333334,0.06886640109124094,0.3429978923690798
logistic_regression,wild_b,23,imports,32,4,family_random,dd7f7234f2639bf8,0.6935673755555557,0.30636250000000004,0.05642634826363591,0.47205506087829735
logistic_regression,wild_b,23,imports,32,5,family_random,ec72a18f9a44947f,0.766421077962963,0.2707705555555556,0.06363790363838256,0.4867421858933827
logistic_regression,wild_b,23,imports,32,6,family_random,2428e0a720ebee89,0.7374372961111111,0.3055872222222222,0.08164406449457605,0.468904767081953
logistic_regression,wild_b,23,imports,32,7,family_random,8fd3ab9d0d49c0ea,0.7422019629629629,0.2833827777777778,0.07061245150538557,0.48158106544436036
logistic_regression,wild_b,23,imports,32,8,family_random,3e5040ec743392da,0.7450504505555556,0.28518916666666666,0.07565668090168513,0.46490484167339025
logistic_regression,wild_b,23,imports,32,9,family_random,684db22f25448111,0.7178373733333333,0.30832333333333334,0.06913815684717999,0.4593901819682784
