feature_group,perturbation_type,strength,n_weeks,n_trials_total,n_masked_features_mean,auc_original_across_weeks_mean,auc_original_across_weeks_std,auc_original_across_weeks_min,auc_original_across_weeks_max,mix_at_k_original_across_weeks_mean,mix_at_k_original_across_weeks_std,mix_at_k_original_across_weeks_min,mix_at_k_original_across_weeks_max,silhouette_original_across_weeks_mean,silhouette_original_across_weeks_std,silhouette_original_across_weeks_min,silhouette_original_across_weeks_max,js_divergence_original_across_weeks_mean,js_divergence_original_across_weeks_std,js_divergence_original_across_weeks_min,js_divergence_original_across_weeks_max,auc_mean_across_weeks_mean,auc_mean_across_weeks_std,auc_mean_across_weeks_min,auc_mean_across_weeks_max,mix_at_k_mean_across_weeks_mean,mix_at_k_mean_across_weeks_std,mix_at_k_mean_across_weeks_min,mix_at_k_mean_across_weeks_max,silhouette_mean_across_weeks_mean,silhouette_mean_across_weeks_std,silhouette_mean_across_weeks_min,silhouette_mean_across_weeks_max,js_divergence_mean_across_weeks_mean,js_divergence_mean_across_weeks_std,js_divergence_mean_across_weeks_min,js_divergence_mean_across_weeks_max,delta_auc_mean_across_weeks_mean,delta_auc_mean_across_weeks_std,delta_auc_mean_across_weeks_min,delta_auc_mean_across_weeks_max,delta_mix_at_k_mean_across_weeks_mean,delta_mix_at_k_mean_across_weeks_std,delta_mix_at_k_mean_across_weeks_min,delta_mix_at_k_mean_across_weeks_max,delta_silhouette_mean_across_weeks_mean,delta_silhouette_mean_across_weeks_std,delta_silhouette_mean_across_weeks_min,delta_silhouette_mean_across_weeks_max,delta_js_divergence_mean_across_weeks_mean,delta_js_divergence_mean_across_weeks_std,delta_js_divergence_mean_across_weeks_min,delta_js_divergence_mean_across_weeks_max
header,baseline,0.0,12,60,0.0,0.9828371424999999,0.004497333090480735,0.97520550875,0.98942564375,0.0786225,0.005322387465539626,0.0701475,0.086365,0.11861531554534827,0.03954509212240867,0.06953135981382338,0.2012137542295727,0.08192413412630839,0.012521482868411886,0.062403186792601345,0.10003834776446219,0.9827563829166667,0.004595296992662239,0.97433914875,0.9891903044999999,0.07890466666666666,0.005465636137622854,0.0694475,0.0864655,0.11812558362081606,0.038838589675156646,0.06866103402182928,0.20148926995734823,0.08158102838046156,0.012587592142101518,0.06135095867257645,0.10036399115519541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
header,important,0.01,12,60,1.0,0.9828371424999999,0.004497333090480735,0.97520550875,0.98942564375,0.0786225,0.005322387465539626,0.0701475,0.086365,0.11861531554534827,0.03954509212240867,0.06953135981382338,0.2012137542295727,0.08192413412630839,0.012521482868411886,0.062403186792601345,0.10003834776446219,0.9746266394999998,0.005561123019942457,0.96524611175,0.982348201,0.08052158333333333,0.005556506616996164,0.0708875,0.08803399999999999,0.11471644719474407,0.03890437753314498,0.06557600996527768,0.1986297671081127,0.08148921573211233,0.01259374333184028,0.061189568143482954,0.100294877330848,-0.008129743416666684,0.00108137031726335,-0.00973774024999996,-0.006755047250000068,0.0016169166666666665,0.000229497079986264,0.0012115000000000014,0.0019784999999999968,-0.003409136426072002,0.0002984132064501539,-0.003880751266612109,-0.002859502849235529,-9.181264834921199e-05,0.00011928852078696576,-0.0003445293957076795,5.9606496790079456e-05
header,important,0.05,12,60,4.0,0.9828371424999999,0.004497333090480735,0.97520550875,0.98942564375,0.0786225,0.005322387465539626,0.0701475,0.086365,0.11861531554534827,0.03954509212240867,0.06953135981382338,0.2012137542295727,0.08192413412630839,0.012521482868411886,0.062403186792601345,0.10003834776446219,0.9596481061666665,0.008469026939442242,0.9433148709999999,0.9709845345,0.08604570833333335,0.005883884213320646,0.076541,0.09361,0.11475798267115471,0.039947802460269986,0.061620491620160166,0.20129408989009773,0.19878757526975507,0.05384058420176096,0.11061097042886639,0.3148082969388131,-0.02310827675,0.004359046745459183,-0.031024277750000006,-0.01820576999999999,0.007141041666666668,0.0010845733312062796,0.005125000000000002,0.008998499999999998,-0.003367600949661356,0.001684553972260661,-0.007040542401669096,-0.00019518006725049997,0.11720654688929348,0.04965717154768911,0.049260011756289954,0.22012576081872046
header,important,0.1,12,60,8.0,0.9828371424999999,0.004497333090480735,0.97520550875,0.98942564375,0.0786225,0.005322387465539626,0.0701475,0.086365,0.11861531554534827,0.03954509212240867,0.06953135981382338,0.2012137542295727,0.08192413412630839,0.012521482868411886,0.062403186792601345,0.10003834776446219,0.9117338504374999,0.013333955231338826,0.8923164695000001,0.9382583675000001,0.0930825,0.006530982493724306,0.0818275,0.1017785,0.1039784935545382,0.03899782072161523,0.053173805491968415,0.1898413433780354,0.15249965692707104,0.0438522609130653,0.06875511281558548,0.22473720158134106,-0.07102253247916668,0.009215682697921364,-0.08202267924999995,-0.05093193699999994,0.014177833333333332,0.0014940057358955778,0.011708500000000005,0.0174495,-0.014147090066277868,0.0017954010957021399,-0.01816385963182235,-0.011421514195825513,0.07091862854660945,0.03939916114053545,0.007404154143009033,0.14126807243392375
header,random,0.01,12,1200,1.0,0.9828371424999999,0.004497333090480735,0.97520550875,0.98942564375,0.0786225,0.005322387465539626,0.0701475,0.086365,0.11861531554534827,0.03954509212240867,0.06953135981382338,0.2012137542295727,0.08192413412630839,0.012521482868411886,0.062403186792601345,0.10003834776446219,0.9816771062916664,0.004915782275199937,0.9724296713249998,0.988786177175,0.07911986041666666,0.005510021663263314,0.06951465000000001,0.08662324999999998,0.11823695268183208,0.0389601463169196,0.06821094314312975,0.20183814470581457,0.08213244642637449,0.012783349738129461,0.06290598968187636,0.10349988807494195,-0.0010792766249999996,0.00039196789812539085,-0.0019094774249999624,-0.00040412732499995664,0.00021519374999999977,7.458791731141244e-05,6.714999999999957e-05,0.0003637749999999977,0.00011136906101601807,0.00022268019050737035,-0.00045009087869949603,0.00035818040163939496,0.0005514180459129229,0.001417251297050763,-0.0015799743287587614,0.0031358969197465346
header,random,0.05,12,1200,4.0,0.9828371424999999,0.004497333090480735,0.97520550875,0.98942564375,0.0786225,0.005322387465539626,0.0701475,0.086365,0.11861531554534827,0.03954509212240867,0.06953135981382338,0.2012137542295727,0.08192413412630839,0.012521482868411886,0.062403186792601345,0.10003834776446219,0.9786304155833334,0.005422893040724544,0.9696154844124999,0.9863477451999999,0.07972516666666667,0.005596679795649806,0.0701448,0.08715615000000002,0.1186879688121234,0.038941170816245325,0.06917431326959443,0.20180789193333304,0.08461040305290007,0.012438836345557229,0.06543165929895745,0.10490010098246066,-0.0041259673333333335,0.0009805724821536294,-0.005589812287499929,-0.0026621823625000473,0.0008204999999999997,0.00021388319996943803,0.0005280250000000011,0.0011772499999999982,0.0005623851913073471,0.0005019754850557744,-0.00011033216420766545,0.0018621548568167243,0.0030293746724385125,0.002400147951829806,-0.0015079415983610814,0.00530197993553718
header,random,0.1,12,1200,8.0,0.9828371424999999,0.004497333090480735,0.97520550875,0.98942564375,0.0786225,0.005322387465539626,0.0701475,0.086365,0.11861531554534827,0.03954509212240867,0.06953135981382338,0.2012137542295727,0.08192413412630839,0.012521482868411886,0.062403186792601345,0.10003834776446219,0.9742818335927083,0.005988754210711553,0.9636910731874999,0.9838358000500002,0.08063367291666666,0.005566714896452045,0.070835575,0.088454625,0.11910828290624059,0.039149219712255906,0.06881722214900593,0.20322289133656343,0.08500712427277692,0.012194637370006315,0.06313311933523406,0.10311253215181544,-0.00847454932395834,0.0018051097091238643,-0.011506246562500034,-0.005354504449999961,0.0017290062499999998,0.00023366016436023978,0.0013880749999999992,0.002184749999999999,0.0009826992854245272,0.00046773118661004045,0.0001561881271766559,0.0017336213792152324,0.0034260958923153606,0.002955635937006552,-0.0017036709354482516,0.009247703147484479
imports,baseline,0.0,12,60,0.0,0.927924070625,0.00889714195981623,0.90813387,0.9377096575,0.1723325,0.01853260665354445,0.13647,0.20547,0.03518783680429017,0.01549801956936357,0.02194725676480975,0.0744966735192032,0.037258025564100176,0.007739022294094845,0.024954223674516985,0.05284324861252525,0.9303767029583333,0.00881165548249718,0.91213120175,0.9403666957500001,0.16890904166666668,0.01764712020233794,0.145049,0.204786,0.035368320735279735,0.01590860532189588,0.021867634886234548,0.07703374474400201,0.03721578965291339,0.007902078164385928,0.0244587824928886,0.05327800219364144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,important,0.01,12,60,13.0,0.927924070625,0.00889714195981623,0.90813387,0.9377096575,0.1723325,0.01853260665354445,0.13647,0.20547,0.03518783680429017,0.01549801956936357,0.02194725676480975,0.0744966735192032,0.037258025564100176,0.007739022294094845,0.024954223674516985,0.05284324861252525,0.9260655235,0.009485433964273357,0.90468645925,0.9375888082499999,0.17213633333333334,0.017385199373716968,0.149748,0.20796299999999998,0.03384083130444469,0.015508874201940727,0.02012963602743076,0.07463676238231295,0.05151994019226123,0.01106991297583108,0.033826570014566106,0.07405294590342405,-0.004311179458333327,0.003527780792559806,-0.008939268249999955,0.00350506049999999,0.003227291666666668,0.0010040161116389294,0.0014349999999999975,0.0046990000000000035,-0.0015274894308350457,0.000737716506350086,-0.003157668170623508,-0.00038215511503357226,0.014304150539347844,0.003170671156898955,0.009367787521677504,0.02077494370978263
imports,important,0.05,12,60,65.0,0.927924070625,0.00889714195981623,0.90813387,0.9377096575,0.1723325,0.01853260665354445,0.13647,0.20547,0.03518783680429017,0.01549801956936357,0.02194725676480975,0.0744966735192032,0.037258025564100176,0.007739022294094845,0.024954223674516985,0.05284324861252525,0.9105014753958333,0.010883111814003527,0.88865345075,0.926017423,0.18101391666666666,0.01567296994806841,0.158697,0.211459,0.032170268702938286,0.013992017924313217,0.018822896518295554,0.06869861420591783,0.06441689809605161,0.013556070940200076,0.042278581917859756,0.09185126843620836,-0.019875227562500004,0.008189325943708945,-0.03115344349999998,-0.0057018197499999704,0.012104875000000001,0.003834449608076104,0.0053584999999999935,0.01877999999999999,-0.003198052032341454,0.002423530847861297,-0.008335130538084202,-3.469155781467975e-05,0.027201108443138222,0.005666137958454998,0.01781979942497116,0.03857326624256693
