feature_group,operator,selection_type,selection_mode,selection_value,selection_label,n_weeks,n_selected_features_mean,n_candidate_features,auc_across_weeks_mean,auc_across_weeks_std,auc_across_weeks_min,auc_across_weeks_max,delta_auc_across_weeks_mean,delta_auc_across_weeks_std,delta_auc_across_weeks_min,delta_auc_across_weeks_max,flip_rate_across_weeks_mean,flip_rate_across_weeks_std,flip_rate_across_weeks_min,flip_rate_across_weeks_max,malware_to_benign_rate_across_weeks_mean,malware_to_benign_rate_across_weeks_std,malware_to_benign_rate_across_weeks_min,malware_to_benign_rate_across_weeks_max,mean_abs_probability_shift_across_weeks_mean,mean_abs_probability_shift_across_weeks_std,mean_abs_probability_shift_across_weeks_min,mean_abs_probability_shift_across_weeks_max,mean_signed_probability_shift_across_weeks_mean,mean_signed_probability_shift_across_weeks_std,mean_signed_probability_shift_across_weeks_min,mean_signed_probability_shift_across_weeks_max,mean_margin_shift_across_weeks_mean,mean_margin_shift_across_weeks_std,mean_margin_shift_across_weeks_min,mean_margin_shift_across_weeks_max,boundary_low_10_flip_rate_across_weeks_mean,boundary_low_10_flip_rate_across_weeks_std,boundary_low_10_flip_rate_across_weeks_min,boundary_low_10_flip_rate_across_weeks_max,boundary_low_10_malware_to_benign_rate_across_weeks_mean,boundary_low_10_malware_to_benign_rate_across_weeks_std,boundary_low_10_malware_to_benign_rate_across_weeks_min,boundary_low_10_malware_to_benign_rate_across_weeks_max
header,header_benign_substitution,important,budget,1.0,Top-1,12,1.0,7,0.9315096505833335,0.015421444636524059,0.9020558095,0.9565261845,-0.016751968374999992,0.0029433138054981755,-0.022884883249999998,-0.011798726999999976,0.07372583333333334,0.011098288500435052,0.05985,0.0994,0.05511416666666666,0.009974628195521317,0.04174,0.08011,0.0843470740743706,0.005291966013633334,0.07841253013473641,0.09420798811574382,-0.06131707012630965,0.005103702018235496,-0.07259457411261984,-0.05304555659485477,-0.04262470023008182,0.007024164416199019,-0.058181704943574886,-0.03373779251584655,0.3519083333333333,0.029739969130597437,0.31400000000000006,0.4133,0.17813333333333334,0.03349319167963676,0.1214,0.2283
header,header_bounded_jitter,important,budget,1.0,Top-1,12,1.0,7,0.9398161204375003,0.014257914921362384,0.91434589125,0.9623155862500001,-0.008445498520833322,0.0013570566008980858,-0.010594801500000028,-0.0060093252499999975,0.03207666666666667,0.005866423290406363,0.02511,0.04629,0.026425,0.00523791704783495,0.020450000000000003,0.040190000000000003,0.039353075529023285,0.0027170589017890497,0.03592460510453025,0.045045725989363516,-0.029697008657678162,0.002488503966718365,-0.03490346199495551,-0.02575926261999918,-0.01827289604786178,0.0035234322918269666,-0.026181647660181117,-0.014061176149468918,0.14235833333333334,0.030235642827997258,0.1018,0.21389999999999998,0.09364166666666666,0.01632306437393284,0.0668,0.1252
header,header_benign_substitution,random,budget,1.0,Top-1,12,1.0,7,0.9459656700250001,0.013282894608949998,0.9209303334375002,0.9669536894,-0.0022959489333333315,0.0008079647987593343,-0.004010359312500027,-0.001371222099999988,0.010831666666666668,0.002777626177252,0.007489999999999999,0.015772000000000005,0.007923458333333333,0.0024282663007649213,0.005146500000000001,0.012225,0.01252961478060838,0.0032263879949453295,0.008851137483650984,0.018993874936682666,-0.008497140635908904,0.002757737259026416,-0.014432386095247574,-0.005172505046355691,-0.005898848966098678,0.001994723890305907,-0.00963210159436079,-0.003243336118009471,0.05324583333333333,0.014473805482280352,0.03496,0.08214499999999997,0.026262083333333335,0.010775868963091666,0.013239999999999998,0.04891
header,header_bounded_jitter,random,budget,1.0,Top-1,12,1.0,7,0.9470072586114585,0.01331961672491904,0.923873988175,0.9674561129875001,-0.0012543603468749985,0.00036448056655412743,-0.0019128306375000449,-0.0008049816625000184,0.005338125,0.0013465852201804138,0.0034100000000000003,0.0086315,0.004213791666666666,0.0012462358735129378,0.002597,0.007305999999999999,0.006475085083217119,0.0013016594218761468,0.004488674162807163,0.008794347866079544,-0.004464713195388743,0.0009885249467299832,-0.006060358394632823,-0.0025862363630869563,-0.0027429362196315747,0.0006107796543926245,-0.0038095448368479046,-0.0014322186348045445,0.024035,0.005194050282133717,0.017079999999999998,0.035215,0.014471250000000003,0.003474390908850069,0.010215,0.022075000000000004
header,header_benign_substitution,important,budget,2.0,Top-2,12,2.0,7,0.9313401594583336,0.015503930007554826,0.9016479045000001,0.9564818875000001,-0.01692145949999999,0.003036899770298274,-0.023292788250000074,-0.011843023999999947,0.07471416666666666,0.011116527079333527,0.06117999999999999,0.10059,0.055878333333333335,0.010030187629794813,0.04228,0.08113,0.08570088742873498,0.005473047930601658,0.07962177973227078,0.09628011131291554,-0.06216554107134714,0.005148469499641036,-0.07319539853948827,-0.05352771560545093,-0.04328573106508724,0.006758803437908193,-0.058625810619811224,-0.035067685761108865,0.353,0.029963839317862253,0.31589999999999996,0.4147,0.17845,0.03362262383177931,0.12149999999999998,0.22880000000000003
header,header_bounded_jitter,important,budget,2.0,Top-2,12,2.0,7,0.9396534459166667,0.014357525267973952,0.9137884,0.9622857764999999,-0.008608173041666682,0.0014588991602809203,-0.011152292750000048,-0.0060391350000000175,0.0333525,0.005359026847292333,0.02661,0.04579,0.02731083333333333,0.004781112942843144,0.02062,0.039240000000000004,0.0407991765821337,0.002823960733100932,0.03714865997901915,0.04665719385433376,-0.030536910320931598,0.0024332700833191384,-0.03567427637073178,-0.0270595972113854,-0.018925193779373566,0.0033838165069482455,-0.0267280310223398,-0.015153191169889058,0.14704166666666665,0.030013009910518626,0.1045,0.21800000000000003,0.09586666666666667,0.016346372346453163,0.06570000000000001,0.12190000000000001
header,header_benign_substitution,random,budget,2.0,Top-2,12,2.0,7,0.9436959651729167,0.013786282069204035,0.9193418457999998,0.9649968818875,-0.004565653785416664,0.0010344233721614152,-0.006142918899999965,-0.0026979209250000023,0.021753791666666664,0.004271320519163896,0.0142935,0.02897599999999999,0.01574616666666667,0.0035162288412287513,0.010193500000000001,0.0227325,0.024863924122551364,0.003599283514075486,0.018459151143495146,0.02921733845492253,-0.01679501431580298,0.002787404968612713,-0.021345181125192556,-0.012751797369852935,-0.01169607421120756,0.0025582576039820835,-0.017188613056977584,-0.009023336118934144,0.10507749999999999,0.013311617341630586,0.084785,0.12601500000000002,0.04982333333333333,0.009336512405009106,0.032979999999999995,0.06887
header,header_bounded_jitter,random,budget,2.0,Top-2,12,2.0,7,0.9458675294552084,0.013653044108270439,0.9216457983499999,0.9664796610374999,-0.0023940895031249972,0.0007394552328238429,-0.003532050025000042,-0.0014038913125000042,0.010308166666666669,0.0026881327575516475,0.006503999999999999,0.016471,0.008032916666666666,0.002331873931995943,0.005242499999999999,0.013710999999999997,0.012511394715454769,0.002575787306900081,0.008616575872852568,0.016711839423887584,-0.008475981493964566,0.0019028538222579535,-0.011147978670823712,-0.005830484050768064,-0.0052101915681433105,0.0014126340965977474,-0.008244891221990638,-0.0036256979287794134,0.046844166666666666,0.011957388551528388,0.031709999999999995,0.07548999999999999,0.02777916666666667,0.006669926546738644,0.017035,0.04218
header,header_benign_substitution,important,budget,3.0,Top-3,12,3.0,7,0.9314633935416666,0.015488657505925948,0.9017987335,0.9565526584999999,-0.016798225416666677,0.003017704648491239,-0.023141959250000087,-0.011772253,0.07467416666666667,0.01110755407994437,0.06115,0.10064,0.055756666666666656,0.010030895883330775,0.04217,0.08108000000000001,0.08542710982709213,0.0054437712612606425,0.07937703624428642,0.09595626913746705,-0.061737195521954925,0.005143238902269086,-0.0728111318068504,-0.05317333488530124,-0.04305061681572766,0.006754400117438125,-0.05834648194345772,-0.0348297879402065,0.35414166666666663,0.029742462864097544,0.317,0.4149,0.17914166666666667,0.03384603517728808,0.12179999999999999,0.2294
header,header_bounded_jitter,important,budget,3.0,Top-3,12,3.0,7,0.9397037469166668,0.014368683633589603,0.9139208997500001,0.962357796,-0.008557872041666649,0.0014732286807210028,-0.011019793000000045,-0.005967115499999953,0.03332583333333334,0.005457895593134367,0.02696,0.04665999999999999,0.027209999999999998,0.004933523081936479,0.02018,0.04003,0.040825683024968445,0.002852425397821169,0.03710748004988359,0.046885799314916814,-0.03046190836537419,0.0024604411113470508,-0.03541046715081557,-0.0270660906570387,-0.018921162393542443,0.0032755105343730447,-0.02643264009272614,-0.015252916100302466,0.14665833333333333,0.029381441374143346,0.1056,0.2152,0.09490833333333332,0.016828569870576907,0.06620000000000001,0.12110000000000001
