seed,feature_group,mask_type,repeat,strength,density_bin,n_samples,baseline_auc,masked_auc,delta_auc,flip_rate,benign_to_malware_rate_overall,malware_to_benign_rate_overall,mean_abs_probability_shift,mean_signed_probability_shift
13,strings,random,1,0.05,mid_density,20000,0.9648693584770831,0.9559376543980749,0.00893170407900823,0.1066,0.00045,0.0822,0.10033757304863634,-0.09783619010378126
13,strings,random,1,0.05,low_density,10000,0.9407541324246761,0.9310008002868174,0.009753332137858672,0.1093,0.0006,0.0731,0.11102188100096705,-0.1073152451215114
13,strings,random,2,0.05,high_density,10000,0.9973231007392591,0.9821559559263492,0.015167144812909927,0.0817,0.0578,0.0033,0.0711322178489776,0.05763321254986949
13,strings,random,2,0.05,mid_density,20000,0.9648693584770831,0.9323862387138157,0.032483119763267454,0.148,0.1038,0.00385,0.13804142639060454,0.12592981468475378
13,strings,random,2,0.05,low_density,10000,0.9407541324246761,0.9012660271104553,0.039488105314220756,0.1559,0.1158,0.0045,0.1509495976700058,0.131564812803812
13,strings,random,3,0.05,high_density,10000,0.9973231007392591,0.9969802670430618,0.00034283369619736437,0.0187,0.0037,0.0,0.021533132492593903,0.020772666160640982
13,strings,random,3,0.05,mid_density,20000,0.9648693584770831,0.9617056071929618,0.0031637512841212745,0.04065,0.02075,0.0011,0.03553111485620642,0.031520799947123805
13,strings,random,3,0.05,low_density,10000,0.9407541324246761,0.9393828903900765,0.0013712420345995957,0.0274,0.0145,0.0019,0.028257177957017068,0.022610161700042493
13,strings,important,0,0.1,high_density,10000,0.9973231007392591,0.8444472798948057,0.1528758208444534,0.6557,0.6288,0.0,0.65778677450258,0.65778677450258
13,strings,important,0,0.1,mid_density,20000,0.9648693584770831,0.8635296529374928,0.10133970553959026,0.4449,0.3753,0.0,0.43514451497203127,0.4351432058215739
13,strings,important,0,0.1,low_density,10000,0.9407541324246761,0.8199782344194625,0.1207758980052136,0.556,0.4823,0.0,0.5418994695629148,0.5418985246981649
13,strings,random,1,0.1,high_density,10000,0.9973231007392591,0.9921993031989126,0.005123797540346531,0.044,0.0099,0.0314,0.04524846132557004,-0.02456835740117067
13,strings,random,1,0.1,mid_density,20000,0.9648693584770831,0.9434991472642333,0.021370211212849766,0.0849,0.0073,0.0605,0.08673590529420733,-0.0648905839800937
13,strings,random,1,0.1,low_density,10000,0.9407541324246761,0.9152205129954776,0.025533619429198517,0.076,0.0067,0.0462,0.08372671071118798,-0.05701705021211817
13,strings,random,2,0.1,high_density,10000,0.9973231007392591,0.9950347969156369,0.0022883038236222175,0.0103,0.0013,0.003,0.027708638147793865,-0.00467111580086912
13,strings,random,2,0.1,mid_density,20000,0.9648693584770831,0.9386077997344126,0.026261558742670554,0.0699,0.0169,0.0361,0.06770903754842374,-0.018771338538807743
13,strings,random,2,0.1,low_density,10000,0.9407541324246761,0.9202266206592608,0.02052751176541534,0.0659,0.0225,0.0244,0.06681713493898635,-0.0027036828575393813
13,strings,random,3,0.1,high_density,10000,0.9973231007392591,0.9961733993221539,0.0011497014171052422,0.0282,0.0002,0.0267,0.0294718324303205,-0.026889062312107127
13,strings,random,3,0.1,mid_density,20000,0.9648693584770831,0.9505422082523712,0.014327150224711871,0.0638,0.01265,0.0348,0.05962369887127392,-0.03085442716081975
13,strings,random,3,0.1,low_density,10000,0.9407541324246761,0.9231732500862307,0.017580882338445347,0.0569,0.0116,0.0282,0.06143380800232417,-0.025485241306987136
42,all,important,0,0.01,high_density,10000,0.9970053865503367,0.9820917984735964,0.014913588076740258,0.0952,0.0791,0.0,0.11697231081500077,0.11646369034149912
42,all,important,0,0.01,mid_density,20000,0.9880381280691054,0.9659050311133948,0.02213309695571064,0.13885,0.10705,0.0021,0.13631302545313953,0.13087483039411887
42,all,important,0,0.01,low_density,10000,0.9639459625751674,0.9235771708590679,0.04036879171609953,0.2016,0.1606,0.0037,0.19491479587090552,0.18608261091203973
42,all,random,1,0.01,high_density,10000,0.9970053865503367,0.9969420078077126,6.337874262407617e-05,0.0043,0.001,0.0,0.0027902938748955537,0.002761200512196058
42,all,random,1,0.01,mid_density,20000,0.9880381280691054,0.9877813056864979,0.00025682238260749113,0.0079,0.0024,0.0004,0.007306925960870681,0.005833767658762873
42,all,random,1,0.01,low_density,10000,0.9639459625751674,0.9634295042345011,0.0005164583406662704,0.0131,0.006,0.0004,0.011958661598367556,0.010179485791955345
42,all,random,2,0.01,high_density,10000,0.9970053865503367,0.9970647371646262,-5.935061428952171e-05,0.0134,0.0,0.0103,0.009742603892555084,-0.009742494455551818
42,all,random,2,0.01,mid_density,20000,0.9880381280691054,0.9876141212478514,0.00042400682125398603,0.0213,0.0,0.01465,0.022226629838612438,-0.02212802171528147
42,all,random,2,0.01,low_density,10000,0.9639459625751674,0.9633812143228352,0.0005647482523322145,0.0234,0.0002,0.0147,0.025232030432206346,-0.024863670273082145
42,all,random,3,0.01,high_density,10000,0.9970053865503367,0.9969945020333478,1.0884516988829418e-05,0.0006,0.0,0.0004,0.0005711416776146876,0.00019267203105131613
42,all,random,3,0.01,mid_density,20000,0.9880381280691054,0.9879991344886868,3.8993580418589247e-05,0.0041,0.00125,0.00035,0.0041947385161645,0.0032558764536466923
42,all,random,3,0.01,low_density,10000,0.9639459625751674,0.9640646276461751,-0.00011866507100766199,0.0053,0.0019,0.0004,0.005757887039176597,0.0028960421075477816
42,all,important,0,0.05,high_density,10000,0.9970053865503367,0.86052243538925,0.13648295116108666,0.2,0.157,0.0295,0.23080144050081827,0.15556062287157318
42,all,important,0,0.05,mid_density,20000,0.9880381280691054,0.9281174196017504,0.05992070846735498,0.14695,0.05025,0.07585,0.1456886738320787,-0.02514909731032293
42,all,important,0,0.05,low_density,10000,0.9639459625751674,0.9093291666407856,0.054616795934381845,0.1308,0.0158,0.0936,0.1328489040175701,-0.08573330187239464
42,all,random,1,0.05,high_density,10000,0.9970053865503367,0.9955518321556057,0.0014535543947309382,0.0224,0.0002,0.0201,0.018264828099120757,-0.014342295399287287
42,all,random,1,0.05,mid_density,20000,0.9880381280691054,0.9861403079306279,0.0018978201384775018,0.04565,0.00095,0.031,0.047202512295515475,-0.03856973512333227
42,all,random,1,0.05,low_density,10000,0.9639459625751674,0.962016005248007,0.001929957327160392,0.0443,0.0007,0.0294,0.04832673863146582,-0.0440484196731973
42,all,random,2,0.05,high_density,10000,0.9970053865503367,0.9864619106184034,0.010543475931933277,0.1653,0.1399,0.0,0.1516315298879216,0.15163152931571702
42,all,random,2,0.05,mid_density,20000,0.9880381280691054,0.9764908907427823,0.011547237326323123,0.1739,0.13755,0.0,0.1706047947453736,0.1706032033311604
42,all,random,2,0.05,low_density,10000,0.9639459625751674,0.9472480055986101,0.016697956976557293,0.2302,0.1847,0.0,0.22463161651153032,0.22459102306622927
42,all,random,3,0.05,high_density,10000,0.9970053865503367,0.9967558568557459,0.0002495296945907999,0.0128,0.0035,0.0,0.013251548866214012,0.013244523679927237
42,all,random,3,0.05,mid_density,20000,0.9880381280691054,0.9874031388929408,0.0006349891761645576,0.0286,0.01085,0.0011,0.027896732539198468,0.02446259047417616
42,all,random,3,0.05,low_density,10000,0.9639459625751674,0.9624096791013513,0.0015362834738160691,0.0362,0.0166,0.0003,0.03683623466855103,0.03488403478702353
42,all,important,0,0.1,high_density,10000,0.9970053865503367,0.7558108322370254,0.24119455431331127,0.5478,0.5221,0.0034,0.5341686872607342,0.5190890237587298
42,all,important,0,0.1,mid_density,20000,0.9880381280691054,0.8999399146328634,0.08809821343624202,0.1906,0.14465,0.01775,0.19252483799806905,0.14256787546778238
42,all,important,0,0.1,low_density,10000,0.9639459625751674,0.8970940688341956,0.06685189374097178,0.1497,0.0855,0.0336,0.15087449580223233,0.06930074960695734
42,all,random,1,0.1,high_density,10000,0.9970053865503367,0.9949355713728634,0.0020698151774732887,0.0524,0.0306,0.0,0.042173246766165996,0.03983218246330116
42,all,random,1,0.1,mid_density,20000,0.9880381280691054,0.9866798498932018,0.0013582781759036155,0.04285,0.02035,0.0017,0.042547303220015945,0.035643311169124205
42,all,random,1,0.1,low_density,10000,0.9639459625751674,0.9625456414073548,0.0014003211678126348,0.0469,0.0218,0.0028,0.048415083340766926,0.038812980721894645
42,all,random,2,0.1,high_density,10000,0.9970053865503367,0.9967731692370981,0.00023221731323852524,0.0077,0.0016,0.0,0.011443551283129863,0.0041051250669427415
42,all,random,2,0.1,mid_density,20000,0.9880381280691054,0.9861194031583251,0.0019187249107802673,0.0245,0.0034,0.01115,0.025126341331656876,-0.008320922428547052
42,all,random,2,0.1,low_density,10000,0.9639459625751674,0.9611260819183245,0.0028198806568429102,0.0247,0.005,0.0095,0.028493615977425453,-0.00829181837471845
42,all,random,3,0.1,high_density,10000,0.9970053865503367,0.9940773657754789,0.0029280207748577647,0.022,0.0095,0.0017,0.026730545989575784,0.02487228747485251
42,all,random,3,0.1,mid_density,20000,0.9880381280691054,0.9806470550453071,0.007391073023798267,0.0764,0.04955,0.00145,0.07902132200655353,0.07314548634870519
42,all,random,3,0.1,low_density,10000,0.9639459625751674,0.954699878738187,0.009246083836980445,0.0967,0.0649,0.0014,0.1013358631512705,0.09642676559520849
42,header,important,0,0.01,high_density,10000,0.9995261817396937,0.9760840677129907,0.02344211402670293,0.0625,0.0514,0.0034,0.06654376825323365,0.06311239834618412
42,header,important,0,0.01,mid_density,20000,0.9612117112898009,0.8991692230924615,0.062042488197339374,0.3389,0.2723,0.0005,0.31598568499209156,0.3142635496254527
42,header,important,0,0.01,low_density,10000,0.9527126125790691,0.8753474282120974,0.0773651843669717,0.245,0.1775,0.0014,0.23972598625441632,0.2348919677397379
42,header,random,1,0.01,high_density,10000,0.9995261817396937,0.9596197712065617,0.03990641053313193,0.0407,0.0218,0.0135,0.1261602363528825,-0.07232694996328892
42,header,random,1,0.01,mid_density,20000,0.9612117112898009,0.9199297877413685,0.04128192354843241,0.09985,0.0362,0.0311,0.11996064496788124,0.0071343682102968445
42,header,random,1,0.01,low_density,10000,0.9527126125790691,0.8836153550196717,0.06909725755939744,0.1552,0.0547,0.062,0.162892238032049,0.0026230385263069696
42,header,random,2,0.01,high_density,10000,0.9995261817396937,0.9870620085720454,0.012464173167648251,0.0306,0.0268,0.0003,0.043895468667399205,0.025888914195002995
42,header,random,2,0.01,mid_density,20000,0.9612117112898009,0.9369232210219017,0.024288490267899143,0.169,0.11615,0.0033,0.14992706415735813,0.13923581000690272
42,header,random,2,0.01,low_density,10000,0.9527126125790691,0.9190378911049607,0.03367472147410844,0.1137,0.0638,0.0148,0.1106325895284147,0.0766513185293478
42,header,random,3,0.01,high_density,10000,0.9995261817396937,0.8454968147759858,0.15402936696370784,0.4579,0.0485,0.4017,0.43004314713226865,-0.23028603053940228
42,header,random,3,0.01,mid_density,20000,0.9612117112898009,0.8854920121536944,0.07571969913610643,0.20335,0.0772,0.072,0.3298514014879869,0.13428646721343265
42,header,random,3,0.01,low_density,10000,0.9527126125790691,0.8385877609952053,0.11412485158386387,0.2526,0.0513,0.1542,0.3369856368582061,-0.04346481013485987
42,header,important,0,0.05,high_density,10000,0.9995261817396937,0.9696900866454935,0.029836095094200155,0.6751,0.0,0.6727,0.6561507801804167,-0.6561463460739075
42,header,important,0,0.05,mid_density,20000,0.9612117112898009,0.8102676780193798,0.15094403327042105,0.27725,0.0,0.24335,0.2922884675493945,-0.2922867621905952
42,header,important,0,0.05,low_density,10000,0.9527126125790691,0.7427004703808968,0.21001214219817232,0.489,0.0002,0.4482,0.48826526875492837,-0.4877598304064103
42,header,random,1,0.05,high_density,10000,0.9995261817396937,0.9882378711726435,0.011288310567050153,0.0307,0.0072,0.0222,0.049224046912733396,-0.020360182049162612
42,header,random,1,0.05,mid_density,20000,0.9612117112898009,0.9310291986513455,0.030182512638455394,0.09485,0.0237,0.04755,0.10640419191557891,-0.027300210348400817
42,header,random,1,0.05,low_density,10000,0.9527126125790691,0.8854855017603086,0.06722711081876054,0.1416,0.0361,0.0733,0.14149394606520588,-0.03811805467352568
42,header,random,2,0.05,high_density,10000,0.9995261817396937,0.9813155561037279,0.01821062563596576,0.0357,0.0089,0.0248,0.14942132976758565,-0.11447848276537854
42,header,random,2,0.05,mid_density,20000,0.9612117112898009,0.9054435775206938,0.05576813376910705,0.1363,0.0604,0.04755,0.1466523767812754,0.037422845704094744
42,header,random,2,0.05,low_density,10000,0.9527126125790691,0.8910916601508363,0.061620952428232845,0.1446,0.0271,0.0881,0.15786745788892498,-0.06296536961358963
42,header,random,3,0.05,high_density,10000,0.9995261817396937,0.9421925441707009,0.05733363756899279,0.0673,0.0557,0.0035,0.07102139112133629,0.06713928237188704
42,header,random,3,0.05,mid_density,20000,0.9612117112898009,0.8957792077000291,0.06543250358977182,0.3591,0.28535,0.0029,0.3388793621161533,0.3273928569382371
42,header,random,3,0.05,low_density,10000,0.9527126125790691,0.8517347002097476,0.10097791236932152,0.2345,0.1643,0.0081,0.23074231603261214,0.20817290127663018
42,header,important,0,0.1,high_density,10000,0.9995261817396937,0.9654734050753908,0.03405277666430284,0.4285,0.0,0.4261,0.38537632772928204,-0.3768330275491303
42,header,important,0,0.1,mid_density,20000,0.9612117112898009,0.7848012066385011,0.17641050465129982,0.22335,0.0201,0.1746,0.22453801162835324,-0.1691553115175922
42,header,important,0,0.1,low_density,10000,0.9527126125790691,0.733444061079187,0.21926855149988211,0.3921,0.0169,0.3345,0.37975339519606177,-0.33277825123544313
42,header,random,1,0.1,high_density,10000,0.9995261817396937,0.9223800684530234,0.0771461132866702,0.6949,0.0,0.6925,0.6873787921516008,-0.6873787921516008
42,header,random,1,0.1,mid_density,20000,0.9612117112898009,0.7973366754058991,0.16387503588390173,0.29105,0.0,0.25715,0.30708244430656967,-0.30708244430656967
42,header,random,1,0.1,low_density,10000,0.9527126125790691,0.792616343771073,0.1600962688079961,0.5366,0.0,0.4957,0.5416350268638483,-0.5416350268638269
42,header,random,2,0.1,high_density,10000,0.9995261817396937,0.7514407819678702,0.24808539977182342,0.5452,0.0285,0.5084,0.5045493479267718,-0.3576556392191886
42,header,random,2,0.1,mid_density,20000,0.9612117112898009,0.8209440526111185,0.1402676586786824,0.2049,0.0407,0.1155,0.27866265597405937,0.06851509104787461
42,header,random,2,0.1,low_density,10000,0.9527126125790691,0.8193850504097733,0.13332756216929587,0.2524,0.0354,0.1771,0.2884149439689964,-0.06668859128707819
42,header,random,3,0.1,high_density,10000,0.9995261817396937,0.9110825074774137,0.08844367426227995,0.5496,0.0235,0.5201,0.40623300358494996,-0.35548413499567816
42,header,random,3,0.1,mid_density,20000,0.9612117112898009,0.9214206737138644,0.039791037575936494,0.1635,0.01815,0.1078,0.16139432734909656,-0.09113796233301089
42,header,random,3,0.1,low_density,10000,0.9527126125790691,0.8873555450750664,0.06535706750400272,0.1887,0.0345,0.1153,0.18207791228274245,-0.08082475129225927
42,section,important,0,0.01,high_density,10000,0.9985624086476369,0.8706848897713709,0.12787751887626597,0.1473,0.0733,0.0624,0.24619795080160156,0.10771654552707814
42,section,important,0,0.01,mid_density,20000,0.965568416462839,0.8436418430045423,0.12192657345829672,0.206,0.07815,0.07635,0.22086833694267594,0.06344980074879523
42,section,important,0,0.01,low_density,10000,0.9536149881143038,0.8390795518814416,0.11453543623286222,0.2257,0.0339,0.1568,0.21579284374603466,-0.11197343498507294
42,section,random,1,0.01,high_density,10000,0.9985624086476369,0.9638129445170538,0.03474946413058311,0.2498,0.2316,0.0028,0.20925972066548507,0.20532405257093575
42,section,random,1,0.01,mid_density,20000,0.965568416462839,0.8954506923874594,0.07011772407537953,0.29325,0.2257,0.0045,0.221191351753943,0.20962589260482645
42,section,random,1,0.01,low_density,10000,0.9536149881143038,0.9290741838702014,0.024540804244102432,0.0845,0.0548,0.0054,0.07631461482432088,0.06243868325659828
42,section,random,2,0.01,high_density,10000,0.9985624086476369,0.9977103907754414,0.0008520178721954652,0.0039,0.0037,0.0,0.0029352190054914816,0.002934770200987064
42,section,random,2,0.01,mid_density,20000,0.965568416462839,0.9657215977125589,-0.00015318124971996916,0.00715,0.00145,0.0006,0.006233164574519694,0.004494275692964052
42,section,random,2,0.01,low_density,10000,0.9536149881143038,0.9535953729405979,1.961517370585586e-05,0.0031,0.0009,0.001,0.004467475204141219,0.00031317464077115434
42,section,random,3,0.01,high_density,10000,0.9985624086476369,0.9967568299988915,0.0018055786487454206,0.021,0.0084,0.0052,0.013123779782735306,0.006907647005248546
42,section,random,3,0.01,mid_density,20000,0.965568416462839,0.9605050294972177,0.005063386965621253,0.04,0.0159,0.0031,0.04378051223454673,0.034601801758628675
42,section,random,3,0.01,low_density,10000,0.9536149881143038,0.9495608590270606,0.00405412908724323,0.0239,0.0091,0.0051,0.027071211099811598,0.011378005252272042
42,section,important,0,0.05,high_density,10000,0.9985624086476369,0.6596722697727114,0.3388901388749255,0.2189,0.0301,0.1792,0.3417263185830395,-0.017522824762893956
42,section,important,0,0.05,mid_density,20000,0.965568416462839,0.7296902805475844,0.23587813591525453,0.2462,0.073,0.12535,0.28828190747276883,0.044597558979863644
42,section,important,0,0.05,low_density,10000,0.9536149881143038,0.7888808580560976,0.16473413005820614,0.2963,0.0352,0.2234,0.27825168869794004,-0.17444616625328555
42,section,random,1,0.05,high_density,10000,0.9985624086476369,0.9983283887054323,0.00023401994220462186,0.0146,0.0,0.0126,0.019103401138051538,-0.01892060775823387
42,section,random,1,0.05,mid_density,20000,0.965568416462839,0.9629338939722598,0.002634522490579161,0.05075,5e-05,0.04045,0.057884446387403,-0.056569662253268226
42,section,random,1,0.05,low_density,10000,0.9536149881143038,0.9499600433416496,0.003654944772654156,0.0846,0.0002,0.0585,0.07934556249237326,-0.07736467996727374
42,section,random,2,0.05,high_density,10000,0.9985624086476369,0.9913787214407057,0.0071836872069311886,0.0573,0.0339,0.0118,0.05992122955884696,0.04261057957978447
42,section,random,2,0.05,mid_density,20000,0.965568416462839,0.9406045374739119,0.024963878988927046,0.1692,0.09975,0.0069,0.14503225604477613,0.12201094360597509
42,section,random,2,0.05,low_density,10000,0.9536149881143038,0.9385582039783108,0.015056784135992984,0.0822,0.0332,0.0169,0.08365526233622048,0.033166043743712285
42,section,random,3,0.05,high_density,10000,0.9985624086476369,0.9903616006867377,0.00820080796089917,0.0286,0.0089,0.0191,0.038903898177363526,-0.009827337850959883
42,section,random,3,0.05,mid_density,20000,0.965568416462839,0.9345467347833494,0.0310216816794896,0.08015,0.0158,0.04595,0.08722105832662988,-0.020039983524920715
42,section,random,3,0.05,low_density,10000,0.9536149881143038,0.934952452436668,0.01866253567763576,0.0767,0.0096,0.0472,0.07281468772211945,-0.03211175631929977
42,section,important,0,0.1,high_density,10000,0.9985624086476369,0.632776732408145,0.3657856762394919,0.5728,0.4729,0.088,0.4008564224798688,0.16000924480003204
42,section,important,0,0.1,mid_density,20000,0.965568416462839,0.719659761916208,0.24590865454663102,0.5284,0.39965,0.0503,0.3888053375444558,0.23617660570351426
42,section,important,0,0.1,low_density,10000,0.9536149881143038,0.7602665006855038,0.19334848742879995,0.2639,0.0775,0.1458,0.2552481364010552,-0.05194053566285088
42,section,random,1,0.1,high_density,10000,0.9985624086476369,0.9884835201626104,0.010078888485026471,0.088,0.062,0.0,0.06985101185943356,0.0627618294453474
42,section,random,1,0.1,mid_density,20000,0.965568416462839,0.9453414969924745,0.02022691947036448,0.14015,0.0829,0.00035,0.12425006174525716,0.12139111992792921
42,section,random,1,0.1,low_density,10000,0.9536149881143038,0.9354650272681974,0.018149960846106428,0.092,0.0573,0.003,0.09525776943071503,0.08689762969163131
42,section,random,2,0.1,high_density,10000,0.9985624086476369,0.9302608891372213,0.06830151951041563,0.1132,0.0551,0.0317,0.2232327134125856,0.16226917276801442
42,section,random,2,0.1,mid_density,20000,0.965568416462839,0.8551531958237485,0.11041522063909048,0.30245,0.2079,0.025,0.30284461476175545,0.23857587387712173
42,section,random,2,0.1,low_density,10000,0.9536149881143038,0.8519637345302938,0.10165125358400995,0.1853,0.0897,0.0561,0.18213588401345782,0.06626851328706064
42,section,random,3,0.1,high_density,10000,0.9985624086476369,0.9885726974693302,0.009989711178306715,0.0638,0.0259,0.0264,0.050006323398118176,-0.007863465401854576
42,section,random,3,0.1,mid_density,20000,0.965568416462839,0.9405555400008022,0.02501287646203676,0.09245,0.01945,0.03435,0.08426070046302134,-0.0057031023487468845
42,section,random,3,0.1,low_density,10000,0.9536149881143038,0.9365031262907549,0.017111861823548846,0.0882,0.0104,0.0505,0.07927474403291349,-0.041548100451556366
42,imports,important,0,0.01,high_density,13519,0.8130953115183193,0.7941034262372522,0.0189918852810671,0.03594940454175605,0.0,0.03202899622753162,0.02609953190653645,-0.024350076142794164
42,imports,important,0,0.01,mid_density,16481,0.971138058900652,0.9619607540346432,0.009177304866008762,0.08761604271585462,0.0005460833687276257,0.07202232874218797,0.08314222292829666,-0.07917342471792148
42,imports,important,0,0.01,low_density,10000,0.8980679862682784,0.8871462938223499,0.010921692445928555,0.0756,0.0009,0.0481,0.069521890166746,-0.060712387894465224
42,imports,random,1,0.01,high_density,13519,0.8130953115183193,0.813095989269838,-6.777515186850991e-07,0.0,0.0,0.0,0.00019722423561577894,0.00016233299171725801
42,imports,random,1,0.01,mid_density,16481,0.971138058900652,0.9705596928062421,0.0005783660944098656,0.005946241126145258,0.0009708148777380014,0.002305685334627753,0.004712063088380424,0.00015167710752443322
42,imports,random,1,0.01,low_density,10000,0.8980679862682784,0.8973411348040656,0.0007268514642128077,0.0071,0.0023,0.0018,0.008829907770346151,0.001638873934913034
42,imports,random,2,0.01,high_density,13519,0.8130953115183193,0.8144218745658155,-0.001326563047496232,0.002293069013980324,0.0005917597455433095,0.0008136696501220504,0.0010846699674457601,0.0008203337847777563
42,imports,random,2,0.01,mid_density,16481,0.971138058900652,0.9709365427023224,0.00020151619832953216,0.00740246344275226,0.001516898246465627,0.002062981615193253,0.004849289921186778,0.002022786371193728
42,imports,random,2,0.01,low_density,10000,0.8980679862682784,0.8979724340813631,9.555218691537082e-05,0.0068,0.002,0.001,0.007330861019492013,0.0011442901920018433
42,imports,random,3,0.01,high_density,13519,0.8130953115183193,0.8068931621875198,0.0062021493307994335,0.0,0.0,0.0,0.0014358739569125898,-0.0011974759058993529
42,imports,random,3,0.01,mid_density,16481,0.971138058900652,0.971054755801873,8.330309877901954e-05,0.006977731933741884,0.00012135185971725017,0.00357987986165888,0.0045545386919443615,-0.003935657329036368
42,imports,random,3,0.01,low_density,10000,0.8980679862682784,0.8970931440118671,0.0009748422564113124,0.0082,0.0005,0.0037,0.009491652435973373,-0.007101304768519699
42,imports,important,0,0.05,high_density,13519,0.8130953115183193,0.7740566659008076,0.03903864561751169,0.08351209408979954,0.0,0.07944374583918928,0.052220803593630245,-0.0488534664934686
42,imports,important,0,0.05,mid_density,16481,0.971138058900652,0.9416256607741791,0.029512398126472883,0.21363994903221892,0.0017596019659001274,0.191129179054669,0.1584301852213086,-0.14809992174860506
42,imports,important,0,0.05,low_density,10000,0.8980679862682784,0.8623178716081534,0.03575011466012501,0.1403,0.001,0.1044,0.11879409855866,-0.10162335428032812
42,imports,random,1,0.05,high_density,13519,0.8130953115183193,0.813138348739755,-4.3037221435726636e-05,0.0042902581551889935,0.0,0.0042902581551889935,0.0033437665545528548,6.786594933751874e-05
42,imports,random,1,0.05,mid_density,16481,0.971138058900652,0.9695220464669922,0.0016160124336597192,0.02208603846853953,0.002184333474910503,0.011953158182149141,0.0208956937893688,-0.0098425107183332
42,imports,random,1,0.05,low_density,10000,0.8980679862682784,0.8961092789096604,0.001958707358618028,0.0272,0.003,0.0125,0.03133725131374728,-0.014643787318691943
42,imports,random,2,0.05,high_density,13519,0.8130953115183193,0.7994667451051092,0.013628566413210086,0.030845476736445002,0.0,0.028108587913307198,0.027820119470760487,-0.02075703501228357
42,imports,random,2,0.05,mid_density,16481,0.971138058900652,0.9628439236204804,0.008294135280171533,0.07808992172805049,0.000728111158303501,0.06364905042169772,0.06757995690997484,-0.05817204412750933
42,imports,random,2,0.05,low_density,10000,0.8980679862682784,0.8877780929803009,0.01028989328797758,0.0582,0.0008,0.0376,0.0546215648043681,-0.03746207012326363
42,imports,random,3,0.05,high_density,13519,0.8130953115183193,0.8131175191764143,-2.2207658095019234e-05,0.001183519491086619,0.0,0.0011095495228937052,0.0018626144604785295,-0.001060503509317638
42,imports,random,3,0.05,mid_density,16481,0.971138058900652,0.9688375254722779,0.0023005334283741075,0.024998483101753535,0.0032158242825071296,0.012074510041866392,0.020387301999348875,-0.011323805896921644
42,imports,random,3,0.05,low_density,10000,0.8980679862682784,0.8917781379695598,0.006289848298718592,0.0323,0.0021,0.0148,0.03413566820768561,-0.023053564105800353
42,imports,important,0,0.1,high_density,13519,0.8130953115183193,0.7614976591592131,0.05159765235910618,0.10518529477032325,0.0,0.09978548709224055,0.06722269583052506,-0.0637213662051278
42,imports,important,0,0.1,mid_density,16481,0.971138058900652,0.926504322695223,0.04463373620542899,0.2696438322917299,0.0010921667374552515,0.24507008069898673,0.20251638690013077,-0.1921274042206843
42,imports,important,0,0.1,low_density,10000,0.8980679862682784,0.810705219128933,0.08736276713934543,0.1771,0.0041,0.1346,0.15758821568430734,-0.12485058470391214
42,imports,random,1,0.1,high_density,13519,0.8130953115183193,0.8125698281741759,0.0005254833441433737,0.008876396183149641,0.008284636437606331,0.0,0.008711741975342536,0.007995997776673274
42,imports,random,1,0.1,mid_density,16481,0.971138058900652,0.962903359677916,0.008234699222736008,0.044536132516230814,0.023117529276136157,0.0053394818275590075,0.0395178547792924,0.02935847191319044
42,imports,random,1,0.1,low_density,10000,0.8980679862682784,0.8786147557270702,0.01945323054120829,0.0627,0.0342,0.0064,0.0659414185602822,0.04505852901793802
42,imports,random,2,0.1,high_density,13519,0.8130953115183193,0.80304323986914,0.010052071649179317,0.03202899622753162,0.0,0.029218137436200903,0.027273024726245446,-0.0265684879829757
42,imports,random,2,0.1,mid_density,16481,0.971138058900652,0.9641911646706518,0.006946894230000167,0.0877980705054305,0.0011528426673138765,0.0718403009526121,0.07457992114474199,-0.06382399523137035
42,imports,random,2,0.1,low_density,10000,0.8980679862682784,0.8893139762881612,0.008754009980117217,0.067,0.0035,0.0381,0.06265870439658054,-0.03441780106820296
42,imports,random,3,0.1,high_density,13519,0.8130953115183193,0.8127232033428512,0.0003721081754680666,0.0011095495228937052,0.0005917597455433095,0.0,0.005470822990471853,0.0011379069678770736
42,imports,random,3,0.1,mid_density,16481,0.971138058900652,0.9684323735398581,0.0027056853607938525,0.021418603240094654,0.004732722528972756,0.00728111158303501,0.026993941058024717,5.100705919875457e-05
42,imports,random,3,0.1,low_density,10000,0.8980679862682784,0.8912079241081192,0.006860062160159219,0.0374,0.0125,0.0088,0.04247263567700237,0.015049307243345465
42,strings,important,0,0.01,high_density,10000,0.9979016683176923,0.8635468936688916,0.13435477464880075,0.6353,0.6029,0.0,0.6341840651056712,0.6341840651056712
42,strings,important,0,0.01,mid_density,20000,0.9642181703062782,0.724843897425223,0.23937427288105517,0.4124,0.35625,0.0,0.4090058692310582,0.4090058692310582
42,strings,important,0,0.01,low_density,10000,0.9462462977483351,0.7128681151165908,0.23337818263174437,0.5532,0.4868,0.0,0.5461105730141796,0.5461105730141796
42,strings,random,1,0.01,high_density,10000,0.9979016683176923,0.9978456185275427,5.6049790149614864e-05,0.001,0.0001,0.0002,0.0014409051075608239,0.0006225984091120132
42,strings,random,1,0.01,mid_density,20000,0.9642181703062782,0.9647133189125535,-0.0004951486062753085,0.0056,0.00135,0.0012,0.005655388509158725,0.0011352402253153324
42,strings,random,1,0.01,low_density,10000,0.9462462977483351,0.9467989173994393,-0.0005526196511042025,0.0054,0.0011,0.0019,0.005534320950566371,0.00040537463189434426
