feature_group,mask_type,strength,density_bin,n_rows,baseline_auc_mean,baseline_auc_std,baseline_auc_min,baseline_auc_max,masked_auc_mean,masked_auc_std,masked_auc_min,masked_auc_max,delta_auc_mean,delta_auc_std,delta_auc_min,delta_auc_max,flip_rate_mean,flip_rate_std,flip_rate_min,flip_rate_max,benign_to_malware_rate_overall_mean,benign_to_malware_rate_overall_std,benign_to_malware_rate_overall_min,benign_to_malware_rate_overall_max,malware_to_benign_rate_overall_mean,malware_to_benign_rate_overall_std,malware_to_benign_rate_overall_min,malware_to_benign_rate_overall_max,mean_abs_probability_shift_mean,mean_abs_probability_shift_std,mean_abs_probability_shift_min,mean_abs_probability_shift_max,mean_signed_probability_shift_mean,mean_signed_probability_shift_std,mean_signed_probability_shift_min,mean_signed_probability_shift_max
imports,important,0.1,low_density,5,0.9012585376069333,0.001653302998253272,0.8980679862682784,0.902699989959773,0.8395772815213997,0.01807133102181338,0.810705219128933,0.86442990785995,0.06168125608553356,0.016827621789950547,0.0372448831167691,0.08736276713934543,0.14671402519496102,0.018057843665237886,0.1231,0.1771,0.011819336132773445,0.007744885744295581,0.0041,0.0247,0.09945609678064386,0.02018932839191265,0.0769,0.1346,0.13949854572965414,0.010504249520946847,0.12625744244500897,0.15758821568430734,-0.07403574324093129,0.029127223572168147,-0.12485058470391214,-0.03519786599387939
imports,important,0.1,mid_density,5,0.9633873744011021,0.004776883309190952,0.9565797235881532,0.971138058900652,0.9199214607162706,0.007093845403222328,0.9067542750492859,0.926504322695223,0.04346591368483153,0.008707398209164833,0.032016286963617024,0.058512128347269377,0.2304153956768531,0.022612342143276076,0.20314970590095502,0.2696438322917299,0.004718201220851377,0.0038916547691301736,0.0010921667374552515,0.011580127007844603,0.20214758094855273,0.022103560690026464,0.18692566305565933,0.24507008069898673,0.18090961120168583,0.014553982460286921,0.16024655376678212,0.20251638690013077,-0.1465165283090652,0.02623964666787094,-0.1921274042206843,-0.12326892566955366
imports,random,0.01,high_density,15,0.8559507903240919,0.027671255488776053,0.8130953115183193,0.8951345068035579,0.856868256927598,0.02891816215510653,0.8068931621875198,0.897329584218298,-0.0009174666035064227,0.0034750703948333832,-0.009446271516849847,0.0062021493307994335,0.0006142088729923467,0.0010986567907499557,0.0,0.00403250075233223,9.319822402770013e-05,0.00019683070095861534,0.0,0.0005917597455433095,0.0002777597049810062,0.0006854580485423013,0.0,0.002708396027685826,0.0008890349222456553,0.0005900527431133324,4.228178104067588e-05,0.0019480161508377758,0.000267280210979145,0.0007293867599732148,-0.0011974759058993529,0.0018304481460147076
imports,random,0.01,low_density,15,0.9012585376069332,0.0016533029982532723,0.8980679862682784,0.902699989959773,0.9011128070577886,0.0020631695589203316,0.8970931440118671,0.9037400070733111,0.00014573054914469955,0.000923832599786505,-0.0022322670462426863,0.001383425569189578,0.009626284076518032,0.002341080265817944,0.0068,0.0151,0.0029198413650603212,0.0016411139664775365,0.0005,0.0068,0.0021066013463973874,0.0009306004682029941,0.0005,0.0037,0.009602125223989082,0.0018937667717205903,0.007260376075575661,0.01366585432426073,0.001271777715964932,0.004180038563944743,-0.007101304768519699,0.010738714201220065
imports,random,0.01,mid_density,15,0.963387374401102,0.004776883309190952,0.9565797235881532,0.971138058900652,0.963246308652351,0.0048296520608940435,0.9557321552102211,0.971054755801873,0.00014106574875132337,0.00040196800535671827,-0.0008788522267383359,0.0008475683779320953,0.006283305020311836,0.0019192577619538845,0.0030631303698169595,0.010548523206751054,0.0013335624017906842,0.0009173059137806353,0.00012135185971725017,0.0029887482419127987,0.0016154892512881226,0.000973832891869801,0.00017580872011251758,0.00357987986165888,0.005688742043516288,0.0015285049261224992,0.0038622984334578704,0.008969442034329872,0.0010375009630566093,0.0029328506178729675,-0.00418024705319013,0.007068448878187645
imports,random,0.05,high_density,15,0.8559507903240919,0.027671255488776053,0.8130953115183193,0.8951345068035579,0.8530046730021577,0.027548035207667035,0.7994667451051092,0.8889583068575553,0.002946117321934046,0.005660863167691298,-0.005485851114560791,0.013628566413210086,0.007741419286746365,0.009441570456093465,0.0,0.030845476736445002,0.0008520007243820864,0.0021817524397431155,0.0,0.008000429553264604,0.005599552395614141,0.007903156540324748,0.0,0.028108587913307198,0.0064287613892676605,0.007556895424043592,0.001367313860763972,0.027820119470760487,-0.0036012731364660224,0.006950689526260116,-0.02112752007097694,0.0026005938283204383
imports,random,0.05,low_density,15,0.9012585376069332,0.0016533029982532723,0.8980679862682784,0.902699989959773,0.89685012937341,0.003726508076460915,0.8877780929803009,0.9018641679891599,0.004408408233523346,0.0029107056286522166,-0.00018407750995463878,0.01028989328797758,0.03319876024795041,0.010574462419053856,0.0236,0.0582,0.007446302739452111,0.006062318674088203,0.0008,0.0205,0.012039646737319203,0.00951092115550274,0.0038,0.0376,0.034072411194799125,0.00936829034160117,0.023999449284398025,0.0546215648043681,-0.005123250143174464,0.019050178160359466,-0.03746207012326363,0.03267848403350474
imports,random,0.05,mid_density,15,0.963387374401102,0.004776883309190952,0.9565797235881532,0.971138058900652,0.960201233131737,0.006090064051669278,0.9473787762253532,0.9695220464669922,0.0031861412693651686,0.0027502661933890764,0.000560048451588524,0.009200947362800083,0.030510382845935248,0.020684028174246735,0.013661374992094112,0.08069620253164557,0.00498554924855689,0.0050210962537670595,0.000728111158303501,0.018372011251758087,0.015063630824252761,0.018165575536640565,0.003428270042194093,0.06364905042169772,0.02897029859931562,0.016916188004438865,0.013651631118893542,0.06897817914638343,-0.009455283759978688,0.022220165221893556,-0.059043350514073285,0.021662253452044308
imports,random,0.1,high_density,15,0.8559507903240919,0.027671255488776053,0.8130953115183193,0.8951345068035579,0.8540343362218196,0.0292864888998488,0.80304323986914,0.8977129216110091,0.001916454102272014,0.003738306544915707,-0.0026409506612337097,0.010052071649179317,0.007718759742001798,0.008994526651418493,0.0,0.03202899622753162,0.0016833979824808802,0.0040127287780827026,0.0,0.01462533854950346,0.004766439506340851,0.007434690408724819,0.0,0.029218137436200903,0.00977587596057137,0.006902838830006565,0.002866509317773964,0.027273024726245446,-0.0020607908402951866,0.009738335994242536,-0.0265684879829757,0.016736321883675936
imports,random,0.1,low_density,15,0.9012585376069332,0.0016533029982532723,0.8980679862682784,0.902699989959773,0.8926951081508672,0.0061856531583307575,0.8786147557270702,0.9036556575940754,0.008563429456066059,0.0055112930395409005,-0.0019808666173563028,0.01945323054120829,0.05132443377991069,0.01581613919531722,0.0373,0.0937,0.018125773511964274,0.0159203971343001,0.0035,0.06,0.0137927707791775,0.00998959578103228,0.0012,0.0381,0.05311376252882297,0.014976168377625502,0.03878762257323161,0.09494375155162639,0.008709117678552833,0.03468757890041842,-0.04409092495716845,0.08678577178940768
imports,random,0.1,mid_density,15,0.963387374401102,0.004776883309190952,0.9565797235881532,0.971138058900652,0.9578974268565712,0.0053963367946388684,0.9484144304783447,0.9684323735398581,0.00548994754453093,0.0036159497750488205,0.002285096638960926,0.014365018447447975,0.04418514600324401,0.020546393913927794,0.021418603240094654,0.0877980705054305,0.011616144000220565,0.012848120576881502,0.0011528426673138765,0.05050429585356743,0.016884847809890587,0.018359286803482942,0.0006153305203938116,0.0718403009526121,0.04122425480690846,0.015218000466885732,0.025344169726018606,0.07457992114474199,-0.0008315183480123491,0.03279390929233624,-0.06382399523137035,0.06477269453938751
section,important,0.01,high_density,5,0.9981177035408585,0.0003303811097756586,0.9975954043835212,0.9985624086476369,0.8525375654334487,0.08850787809439571,0.7038895281933257,0.9622968189703349,0.14558013810740972,0.08852822936918205,0.03581769386545508,0.2940789284918486,0.14331999999999998,0.043358431705955415,0.0939,0.1909,0.028339999999999997,0.028093814265777443,0.0048,0.0733,0.10823999999999998,0.059608844981260956,0.0347,0.1805,0.2417776621047242,0.05804330000130744,0.15540701112575114,0.3167650690088145,0.019574988773619517,0.0799455614804602,-0.07522935101511495,0.11876952093511854
section,important,0.01,low_density,5,0.9539504533096361,0.0012475086348972535,0.9522069487681375,0.9557133251759369,0.8529474358133612,0.016082883399387,0.8370943271612219,0.8815143273805308,0.10100301749627483,0.016747431869449173,0.07069262138760668,0.11787189527066866,0.27606,0.07550813466110788,0.1834,0.3924,0.02626,0.029762567093582503,0.0029,0.0814,0.21242,0.099475894567478,0.0629,0.3443,0.2530933758751618,0.05079181751046333,0.18755271641505286,0.32743950564400964,-0.15984246621005865,0.10554659033990793,-0.2777600541255494,0.019493882112558463
section,important,0.01,mid_density,5,0.9652200439450184,0.0006591755778040901,0.9639150123081821,0.9656869908558453,0.8225322499869243,0.025573952737926616,0.7831736433463977,0.8527257105504871,0.14268779395809408,0.02529552320461711,0.11281040321428193,0.18222004298705896,0.23068,0.03638647550945268,0.17585,0.28135,0.05747,0.0702433384741927,0.00475,0.1868,0.13589999999999997,0.06729574280740201,0.0428,0.217,0.24636685704996716,0.0344781835551191,0.20039912011677533,0.30092543725301,-0.016872570662669218,0.12014717335372829,-0.11390115294446915,0.1822879319534848
section,important,0.05,high_density,5,0.9981177035408585,0.0003303811097756586,0.9975954043835212,0.9985624086476369,0.7637034584238024,0.10921192451447496,0.6099262442780558,0.8883267709907147,0.23441424511705602,0.10935491947618375,0.10926863339280657,0.38804221240711856,0.24627999999999997,0.17124673894705264,0.081,0.5629,0.10400000000000001,0.1511352242199018,0.0193,0.4058,0.1322,0.06651938063451883,0.0569,0.2254,0.3176485652915978,0.07922431991044174,0.23872310802538346,0.45937957034354915,0.03387198990545852,0.1384963515255318,-0.1893865598205862,0.2218897686238815
section,important,0.05,low_density,5,0.9539504533096361,0.0012475086348972535,0.9522069487681375,0.9557133251759369,0.8213736033764798,0.024695146115684817,0.7888808580560976,0.8550749039397821,0.13257684993315616,0.02517254601464624,0.09713204482835536,0.16473413005820614,0.2674,0.05277999621068572,0.2216,0.3581,0.045899999999999996,0.02865030540849434,0.0071,0.0924,0.18024,0.07721558391930995,0.0967,0.3097,0.2590871153972912,0.0322843405810624,0.22734761818914673,0.31345580310614285,-0.1254837017781685,0.09606855295698531,-0.2772552605720806,-0.008314898803694853
section,important,0.05,mid_density,5,0.9652200439450184,0.0006591755778040901,0.9639150123081821,0.9656869908558453,0.7546683417013664,0.030536610375360134,0.7125058676039626,0.7961494261835564,0.21055170224365197,0.03075165642003849,0.16938668758121256,0.25288781872949406,0.30252,0.07721676372394792,0.2093,0.41535,0.13089,0.09776447412020381,0.0287,0.2511,0.12094,0.04849083830993232,0.05735,0.2065,0.2993184881484928,0.04933603452481671,0.2394813477290937,0.35772956992912197,0.0514370600766502,0.12768562567974087,-0.15240562843666935,0.2012259471427682
section,important,0.1,high_density,5,0.9981177035408585,0.0003303811097756586,0.9975954043835212,0.9985624086476369,0.6928907831190788,0.12419454808942551,0.5286300674377303,0.8390420101804998,0.30522692042177957,0.12440491602215865,0.15907250265529016,0.46971766771443957,0.36928,0.1717587424266957,0.1218,0.5728,0.21508,0.21298482011636413,0.0256,0.4784,0.14194,0.10254369995275185,0.0539,0.3211,0.37939369988180965,0.03333932950144581,0.3319756023078276,0.42642159219752257,0.10536666334331732,0.09699211411854947,-0.06747269070413706,0.18833174656659427
section,important,0.1,low_density,5,0.9539504533096361,0.0012475086348972535,0.9522069487681375,0.9557133251759369,0.7964415267462908,0.021218119394761613,0.7602665006855038,0.8246927671813987,0.15750892656334523,0.021635114810223528,0.12751418158673877,0.19334848742879995,0.27478,0.04839418973389264,0.2308,0.3689,0.06518,0.03627276664386107,0.0118,0.1168,0.16496,0.08193745419525798,0.0863,0.3142,0.26416449521020613,0.03359432780311681,0.2328349659206083,0.32895559653139,-0.08410087358917756,0.08366749348990721,-0.23559105889208548,-0.002509180956714767
section,important,0.1,mid_density,5,0.9652200439450184,0.0006591755778040901,0.9639150123081821,0.9656869908558453,0.7213425157458871,0.036386850832099825,0.6711165874052144,0.7654771995743127,0.24387752819913122,0.03606697103171955,0.2000589141904563,0.2942770989282423,0.40524000000000004,0.09874774123998989,0.27455,0.5284,0.23993000000000003,0.15265918446002522,0.0384,0.39965,0.10307,0.07239446525805686,0.03295,0.22145,0.3555861306960071,0.026525453082399293,0.3195593877696186,0.3888053375444558,0.14109333321896206,0.10730812205390511,-0.04360481274170161,0.2384101019478818
section,random,0.01,high_density,15,0.9981177035408587,0.0003303811097756586,0.9975954043835212,0.9985624086476369,0.9939037467668231,0.00923519251751243,0.9638129445170538,0.9983477351521699,0.004213956774035518,0.009339247660875098,-4.688458638690829e-05,0.03474946413058311,0.040946666666666666,0.08483582471783696,0.0,0.2508,0.03138,0.07753039146038153,0.0,0.2316,0.006026666666666666,0.020273873718546134,0.0,0.0817,0.03660468410067703,0.07280103273714172,1.807212829589844e-08,0.21767277896194237,0.023050046026414757,0.07686019078227979,-0.09052294490048593,0.2148115793996908
section,random,0.01,low_density,15,0.9539504533096359,0.0012475086348972533,0.9522069487681375,0.9557133251759369,0.9485655383751757,0.0086164243852803,0.9274315132412936,0.9551319966977239,0.005384914934460346,0.00883349767954293,-0.00016577426583330723,0.028281811934643297,0.02918,0.04771443108047431,0.0017,0.1717,0.009853333333333334,0.019253254847485458,0.0,0.0616,0.011466666666666668,0.03511696013166414,0.0004,0.1427,0.028377679960566386,0.04421680142006356,0.0019118701285759962,0.16129716868536526,0.0006239927974558187,0.04899385664940017,-0.16129353730183574,0.07534953627539451
section,random,0.01,mid_density,15,0.9652200439450184,0.00065917557780409,0.9639150123081821,0.9656869908558453,0.9528906946158504,0.025590925063770514,0.8829170588600944,0.9657215977125589,0.01232934932916813,0.02575142791570566,-0.0001776470756331694,0.08276993199575089,0.05438333333333333,0.09969090842309655,0.0,0.29325,0.032929999999999994,0.07840552233952232,0.0,0.2392,0.009873333333333333,0.031205591735385434,0.0,0.1265,0.04873272191702841,0.08254690022402968,0.00020078517788752644,0.2545239909561846,0.025490529651133687,0.08847515539088133,-0.1423967768687531,0.24657422512236982
section,random,0.05,high_density,15,0.9981177035408587,0.0003303811097756586,0.9975954043835212,0.9985624086476369,0.9927866733681481,0.003987749736640329,0.9849917472723522,0.9983283887054323,0.005331030172710253,0.004052507410565837,5.1336198378937326e-06,0.013355987879817732,0.04611333333333334,0.03225206694496063,0.0,0.1075,0.024973333333333337,0.027557926062911357,0.0,0.0837,0.010826666666666667,0.013266120591776467,0.0,0.049,0.04513885866017709,0.03758362793246231,0.0012514147827212582,0.15858539532706104,0.024215892696692602,0.04887987611429131,-0.034644822079080435,0.1585440779990257
section,random,0.05,low_density,15,0.9539504533096359,0.0012475086348972533,0.9522069487681375,0.9557133251759369,0.9433770987597802,0.006288966628468796,0.9329074419153202,0.95149554433116,0.010573354549855817,0.006271286715161878,0.0007470980183461595,0.022058780516570398,0.07499333333333331,0.031577385719671114,0.0092,0.146,0.02596666666666667,0.027270244264073294,0.0002,0.1002,0.022106666666666663,0.021757495770934263,0.0006,0.0585,0.0722631008609875,0.03060610547776746,0.008316655400350415,0.1426009214546697,0.01446540402089688,0.06099785608484872,-0.07736467996727374,0.1372278649578716
section,random,0.05,mid_density,15,0.9652200439450184,0.00065917557780409,0.9639150123081821,0.9656869908558453,0.9420104017373809,0.01786570993273113,0.9050523148771836,0.965496479745467,0.02320964220763737,0.017556846420216647,3.963401930195953e-05,0.05886269743099848,0.12992333333333334,0.11141629573610655,0.0037,0.4442,0.07454333333333335,0.10107354725918921,5e-05,0.3668,0.021006666666666667,0.02251200321803657,0.0,0.0604,0.12381372534159661,0.09394570943883185,0.0028240539398230353,0.3859765761782509,0.06728580497423127,0.12864337790363908,-0.09133519570622209,0.38526610877997847
section,random,0.1,high_density,15,0.9981177035408587,0.0003303811097756586,0.9975954043835212,0.9985624086476369,0.9845627556396594,0.016864209213166313,0.9302608891372213,0.9976262810984737,0.013554947901199044,0.016972565752984045,0.00048823173731626923,0.06830151951041563,0.07834666666666666,0.06923104184941574,0.0057,0.3134,0.043013333333333334,0.06833625554727314,0.0,0.2875,0.021826666666666668,0.02715470411467515,0.0,0.1065,0.07867672434531064,0.07077572277859549,0.015125850938726875,0.2767929709573969,0.03160412001441839,0.08660965361344966,-0.09925399516000345,0.2722761001964793
section,random,0.1,low_density,15,0.9539504533096359,0.0012475086348972533,0.9522069487681375,0.9557133251759369,0.926687003401302,0.023034900081766677,0.8519637345302938,0.9487618161898399,0.027263449908334143,0.022944116302804584,0.005498838407946849,0.10165125358400995,0.11162666666666668,0.04641951409578615,0.0363,0.2332,0.03506666666666667,0.03174472484611507,0.0003,0.0938,0.045860000000000005,0.048535043010179774,0.0006,0.2015,0.10656097316258148,0.043293278912507976,0.03885523202114025,0.21763662226507594,-0.0019946915990921863,0.0864948825058164,-0.21599748980824537,0.1143827615819461
section,random,0.1,mid_density,15,0.9652200439450184,0.00065917557780409,0.9639150123081821,0.9656869908558453,0.9186543349105164,0.03676658188839101,0.8350440748370039,0.960456593923346,0.04656570903450207,0.03661882894680734,0.005079519841422964,0.13034961149645274,0.1715533333333333,0.09346067348831213,0.037,0.3421,0.09026666666666666,0.09322336736152703,0.0001,0.28075,0.03960666666666667,0.04260062936415637,0.00035,0.17355,0.1635614154352116,0.08197156032448091,0.05677260369365054,0.3143199662123351,0.06298436706561238,0.1393793625105822,-0.18738971171412963,0.30049088213335734
strings,important,0.01,high_density,5,0.9973578781472929,0.0003372960752412327,0.9968515154783735,0.9979016683176923,0.9127985611792798,0.0691327233521082,0.8187373939084974,0.9931654977903079,0.084559316968013,0.06927803919514036,0.004279144272000157,0.1785310702303341,0.40386,0.29421334164174134,0.0243,0.6565,0.37898,0.28358742849428287,0.0185,0.6156,0.0,0.0,0.0,0.0,0.39749093137849356,0.29388321182554017,0.03101942652382802,0.649123722691445,0.39737806522386504,0.2940221950978276,0.030649574470273524,0.649123722691445
strings,important,0.01,low_density,5,0.939020052940054,0.004558377537886433,0.9331558474171758,0.9462462977483351,0.8426861095107689,0.08167698422181043,0.7128681151165908,0.9326107389890074,0.09633394342928503,0.08489442448968369,0.005366839864046624,0.23337818263174437,0.34606000000000003,0.2519967825191425,0.0329,0.5582,0.29462,0.22435250299472925,0.0145,0.4868,0.0008,0.0010507140429250957,0.0,0.0026,0.3350087934713045,0.2410582780266374,0.03391279817878832,0.5461105730141796,0.33256093511752016,0.24406060811125105,0.027173579273512053,0.5461105730141796
strings,important,0.01,mid_density,5,0.9653465322365633,0.0017615008237020897,0.9642039736141327,0.9688338800027272,0.8667192525925099,0.08870247690210452,0.724843897425223,0.9645572681685212,0.09862727964405334,0.08775710306831046,0.004276611834206023,0.23937427288105517,0.27287,0.18430771172145782,0.04165,0.42895,0.22545,0.16450903622597757,0.01865,0.3616,0.00039,0.00048,0.0,0.00105,0.26439966823099803,0.1792978336093136,0.037711427984072586,0.412029800733946,0.26303422643697394,0.18097350888678804,0.03405499031155212,0.412029800733946
strings,important,0.05,high_density,5,0.9973578781472929,0.0003372960752412327,0.9968515154783735,0.9979016683176923,0.7498270668081446,0.16741100315354007,0.5145942405575744,0.9555350447632402,0.2475308113391484,0.1675993188125356,0.041316470715133224,0.4826742235812571,0.64494,0.02143367444000209,0.6034,0.6635,0.61104,0.021533750253961814,0.5698,0.6296,0.0,0.0,0.0,0.0,0.6392652582156446,0.02370249135033164,0.5928260051777071,0.6590953294320748,0.6392625861680296,0.023701434410602875,0.5928259760906405,0.6590953294320748
strings,important,0.05,low_density,5,0.939020052940054,0.004558377537886433,0.9331558474171758,0.9462462977483351,0.7542433306018674,0.11926489114381016,0.5210633717244294,0.8431829914488684,0.18477672233818657,0.12290951537111715,0.09757114097580766,0.4251829260239057,0.56148,0.014552855389922612,0.5431,0.5859,0.48258,0.012292989872280871,0.4619,0.4977,0.0,0.0,0.0,0.0,0.5436344934878576,0.023967785582330026,0.502098921448266,0.5704419931596465,0.5435866173908936,0.024019535615376442,0.5019595595660561,0.5704419929689116
strings,important,0.05,mid_density,5,0.9653465322365633,0.0017615008237020897,0.9642039736141327,0.9688338800027272,0.8003095539532913,0.12114058040870421,0.5618231490324779,0.889363914912153,0.16503697828327202,0.12036491447749109,0.07946996509057414,0.40239502127380034,0.43323,0.012624721779112596,0.41495,0.4497,0.36765000000000003,0.009121787105605997,0.35065,0.3755,0.0,0.0,0.0,0.0,0.42241329586594556,0.018426006605258383,0.3867151389354171,0.4374832832535896,0.4223812588611171,0.018488081221363212,0.38655495399472134,0.4374832831701431
strings,important,0.1,high_density,5,0.9973578781472929,0.0003372960752412327,0.9968515154783735,0.9979016683176923,0.8663826682795754,0.06423301863984496,0.7707464235865612,0.9430312304256888,0.1309752098677175,0.06401596077630872,0.05487043789200352,0.22652204055227032,0.66684,0.013627120018551236,0.6532,0.69,0.63272,0.009657618754123604,0.6208,0.6489,0.0,0.0,0.0,0.0,0.6014552513946754,0.07583220612671708,0.49698105029081746,0.6807847953565255,0.5916147924937468,0.0872865412998912,0.4798644042990152,0.6807847953326837
strings,important,0.1,low_density,5,0.939020052940054,0.004558377537886433,0.9331558474171758,0.9462462977483351,0.8245844190719593,0.02443148302582772,0.7814798005441013,0.8552436637247496,0.11443563386809474,0.022972701051158294,0.0844062303178873,0.153814292523345,0.56762,0.013791794662044533,0.5552,0.5933,0.48794000000000004,0.008043531562690599,0.4801,0.4979,0.0,0.0,0.0,0.0,0.5073171384700269,0.06143296128169389,0.40038912140542404,0.5669124985393367,0.4947605075450868,0.07882728910440948,0.35533335059100524,0.5667083839591822
strings,important,0.1,mid_density,5,0.9653465322365633,0.0017615008237020897,0.9642039736141327,0.9688338800027272,0.8629192068514527,0.0035996252689193416,0.8573297871084866,0.8686532088922245,0.10242732538511072,0.002319844575987568,0.10018067111050266,0.10688838319779159,0.44132,0.010787149762564705,0.4283,0.4588,0.37483,0.0048448529389445915,0.37015,0.38355,2e-05,4e-05,0.0,0.0001,0.40177112110902247,0.043044639147698315,0.33483700961857393,0.43729603448708804,0.38561409506966043,0.06450531624687962,0.27939742918401317,0.4367772076030567
strings,random,0.01,high_density,15,0.9973578781472932,0.0003372960752412327,0.9968515154783735,0.9979016683176923,0.9880348457307204,0.03361707902432401,0.8622972203178314,0.9978456185275427,0.009323032416572381,0.03360582542208625,-0.00010510193075174978,0.1350258804214277,0.015620000000000002,0.03492065673303792,0.0,0.1445,0.01001333333333333,0.03485793772187652,0.0,0.1404,0.00174,0.0036971700889554247,0.0,0.015,0.01611908799325632,0.03518592090671238,0.0,0.14637802210359369,0.011481754095242028,0.036564279009841945,-0.010791737775890828,0.14637603321580683
strings,random,0.01,low_density,15,0.9390200529400539,0.004558377537886433,0.9331558474171758,0.9462462977483351,0.9378833054679973,0.004705302993424998,0.9313006435135548,0.9467989173994393,0.0011367474720567576,0.0009510581916626268,-0.0005526196511042025,0.0026925642896556967,0.014639999999999997,0.010743171474631379,0.0,0.0387,0.0044533333333333334,0.005949550870070409,0.0,0.0207,0.0043,0.005521593972758229,0.0,0.0232,0.015044099113746184,0.01048271874842603,4.2053086863961654e-05,0.03667106037125197,0.0007715951870579882,0.014871797375037693,-0.03483190960310897,0.036469123335082475
strings,random,0.01,mid_density,15,0.9653465322365631,0.0017615008237020897,0.9642039736141327,0.9688338800027272,0.9639455944068931,0.0023139978964537475,0.9595216513282426,0.9689547394932606,0.0014009378296701827,0.0014172569184804553,-0.0004951486062753085,0.005347707148840475,0.015193333333333333,0.008987470290477863,0.00085,0.03415,0.004866666666666667,0.005541680451110676,5e-05,0.02,0.004093333333333333,0.00451773788035069,0.0,0.0185,0.014419272244423033,0.008235550500865269,0.00038364668368601255,0.030801810885769026,0.0027421702318191046,0.01175498581834508,-0.024988287962293264,0.030772191382747786
strings,random,0.05,high_density,15,0.9973578781472932,0.0003372960752412327,0.9968515154783735,0.9979016683176923,0.976701547946828,0.02897781418670372,0.9020706279573802,0.9977852572150739,0.02065633020046497,0.029019164951218642,0.00011641110261839671,0.09519783618145128,0.12561333333333335,0.17651078481372057,0.0067,0.6539,0.09930000000000001,0.17054977767990984,0.0,0.6136,0.008780000000000001,0.01726380413852443,0.0,0.0685,0.13767345581156354,0.17332364519959703,0.010559510932944471,0.553833445357608,0.10955098660637974,0.1785427658195043,-0.06487135264928352,0.553833445357608
strings,random,0.05,low_density,15,0.9390200529400539,0.004558377537886433,0.9331558474171758,0.9462462977483351,0.9093660615078132,0.030404896566512626,0.8511312236101964,0.9395263525903037,0.02965399143224075,0.029293534781091014,0.0013712420345995957,0.08664319893872541,0.18111333333333332,0.1877690953153781,0.0274,0.5393,0.13199333333333332,0.17035571203285851,0.0006,0.4574,0.01314,0.018643275820877974,0.0,0.0731,0.16259242230396548,0.16097698421915463,0.028257177957017068,0.5075035530350991,0.11701493213659558,0.1820419728218318,-0.1073152451215114,0.5074068535588571
strings,random,0.05,mid_density,15,0.9653465322365631,0.0017615008237020897,0.9642039736141327,0.9688338800027272,0.9364110832641356,0.02884785287241311,0.8779030801616862,0.9617056071929618,0.028935448972427738,0.029145763730445008,0.0031637512841212745,0.08631509014459204,0.1474566666666667,0.13464235696425136,0.0358,0.40685,0.10063333333333332,0.12404075629494615,0.00045,0.3405,0.015136666666666665,0.021775280072187868,0.0,0.0822,0.1342397633076987,0.11829912607902625,0.03503807911270322,0.3844487333470381,0.08664872588151032,0.13804632765398342,-0.09783619010378126,0.3844480190628565
strings,random,0.1,high_density,15,0.9973578781472932,0.0003372960752412327,0.9968515154783735,0.9979016683176923,0.9377949426077412,0.08031367844205298,0.7000867564521069,0.9961733993221539,0.059562935539551734,0.08044552725394435,0.0011497014171052422,0.2978149118655854,0.23340666666666665,0.26468365890037276,0.0103,0.6767,0.20159333333333332,0.2611510353969306,0.0002,0.6362,0.009466666666666667,0.012135054822931602,0.0,0.0314,0.23095471681269836,0.23193917729333155,0.027708638147793865,0.6288742638324318,0.2021290992000696,0.2460323737701667,-0.026889062312107127,0.6288455072735367
strings,random,0.1,low_density,15,0.9390200529400539,0.004558377537886433,0.9331558474171758,0.9462462977483351,0.8884360020447744,0.04583088608372779,0.7606496110743151,0.9345791161651233,0.05058405089527957,0.046635771694179914,0.005070777877513533,0.18559668667402007,0.2523066666666667,0.20452889108604896,0.0503,0.5543,0.1907866666666667,0.19272099995128247,0.0056,0.4709,0.01532,0.01584997160880738,0.0,0.0462,0.2333866391333078,0.18000550490381573,0.05247641940513727,0.5260185895148612,0.18003629941057922,0.21830997660153637,-0.05701705021211817,0.525615781520337
strings,random,0.1,mid_density,15,0.9653465322365631,0.0017615008237020897,0.9642039736141327,0.9688338800027272,0.9116334958487887,0.050151394672962236,0.7650373211749582,0.9583045624350726,0.05371303638777461,0.049933528011341384,0.005899411179060121,0.19918084913132006,0.1991333333333333,0.14629018384323977,0.04715,0.4266,0.14257666666666668,0.14126415311591103,0.0039,0.3601,0.019036666666666664,0.019399230798038243,0.0,0.0605,0.18666705588551485,0.1294725647331083,0.050754333871089304,0.3912912309410786,0.1281566189183767,0.16676648570264935,-0.0648905839800937,0.39125379223849527
