seed,feature_group,density_bin,perturbation_type,strength,n_rows,n_samples,n_masked_features,flip_rate_mean,flip_rate_std,flip_rate_min,flip_rate_max,benign_to_malware_rate_overall_mean,benign_to_malware_rate_overall_std,benign_to_malware_rate_overall_min,benign_to_malware_rate_overall_max,malware_to_benign_rate_overall_mean,malware_to_benign_rate_overall_std,malware_to_benign_rate_overall_min,malware_to_benign_rate_overall_max,benign_to_malware_rate_cond_mean,benign_to_malware_rate_cond_std,benign_to_malware_rate_cond_min,benign_to_malware_rate_cond_max,malware_to_benign_rate_cond_mean,malware_to_benign_rate_cond_std,malware_to_benign_rate_cond_min,malware_to_benign_rate_cond_max,mean_abs_probability_shift_mean,mean_abs_probability_shift_std,mean_abs_probability_shift_min,mean_abs_probability_shift_max,mean_signed_probability_shift_mean,mean_signed_probability_shift_std,mean_signed_probability_shift_min,mean_signed_probability_shift_max,mean_margin_shift_mean,mean_margin_shift_std,mean_margin_shift_min,mean_margin_shift_max,baseline_auc_mean,baseline_auc_std,baseline_auc_min,baseline_auc_max,perturbed_auc_mean,perturbed_auc_std,perturbed_auc_min,perturbed_auc_max,delta_auc_mean,delta_auc_std,delta_auc_min,delta_auc_max,auc_drop_mean,auc_drop_std,auc_drop_min,auc_drop_max
13,header,high_density,important,0.01,1,120000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027907846386807044,0.0,0.0027907846386807044,0.0027907846386807044,0.002777997664194421,0.0,0.002777997664194421,0.002777997664194421,-0.0013290478809679562,0.0,-0.0013290478809679562,-0.0013290478809679562,0.9995256575283081,0.0,0.9995256575283081,0.9995256575283081,0.9995048644721138,0.0,0.9995048644721138,0.9995048644721138,2.0793056194290394e-05,0.0,2.0793056194290394e-05,2.0793056194290394e-05,2.0793056194290394e-05,0.0,2.0793056194290394e-05,2.0793056194290394e-05
13,header,high_density,important,0.05,1,120000,4,0.021166666666666667,0.0,0.021166666666666667,0.021166666666666667,0.016,0.0,0.016,0.016,0.00045,0.0,0.00045,0.00045,0.07181059954370349,0.0,0.07181059954370349,0.07181059954370349,0.000579007752270461,0.0,0.000579007752270461,0.000579007752270461,0.06605935658451122,0.0,0.06605935658451122,0.06605935658451122,0.04739909042664146,0.0,0.04739909042664146,0.04739909042664146,-0.04803915473973078,0.0,-0.04803915473973078,-0.04803915473973078,0.9995256575283081,0.0,0.9995256575283081,0.9995256575283081,0.9931950335321887,0.0,0.9931950335321887,0.9931950335321887,0.006330623996119389,0.0,0.006330623996119389,0.006330623996119389,0.006330623996119389,0.0,0.006330623996119389,0.006330623996119389
13,header,high_density,important,0.1,1,120000,8,0.05495833333333333,0.0,0.05495833333333333,0.05495833333333333,0.036491666666666665,0.0,0.036491666666666665,0.036491666666666665,0.011158333333333333,0.0,0.011158333333333333,0.011158333333333333,0.16378052885514455,0.0,0.16378052885514455,0.16378052885514455,0.014357247783150874,0.0,0.014357247783150874,0.014357247783150874,0.11839861791419716,0.0,0.11839861791419716,0.11839861791419716,0.0199281457918545,0.0,0.0199281457918545,0.0199281457918545,-0.09889243613105617,0.0,-0.09889243613105617,-0.09889243613105617,0.9995256575283081,0.0,0.9995256575283081,0.9995256575283081,0.9805140299509463,0.0,0.9805140299509463,0.9805140299509463,0.019011627577361856,0.0,0.019011627577361856,0.019011627577361856,0.019011627577361856,0.0,0.019011627577361856,0.019011627577361856
13,header,high_density,random,0.01,20,120000,1,0.0027104166666666665,0.004881674828575173,0.0,0.019191666666666666,0.00053375,0.0010635778030099892,0.0,0.004066666666666666,0.0011354166666666667,0.0031234294664590143,0.0,0.012283333333333334,0.0023955567191532336,0.004773509980970143,0.0,0.01825186071735797,0.0014609223379046352,0.004018866388332798,0.0,0.015804767163827026,0.00421763237896016,0.006504898325996584,0.0,0.02433270759744152,0.00038464033167554814,0.005803041595072619,-0.013926383466443256,0.014857411401593702,-0.0019450084121661955,0.0037657396798201235,-0.013526992086088846,0.003234133452388369,0.9995256575283082,1.1102230246251565e-16,0.9995256575283081,0.9995256575283081,0.9994317121170944,0.0003376125645972603,0.9979821283190745,0.9995807399378904,9.394541121379162e-05,0.0003376125645972603,-5.50824095822966e-05,0.0015435292092336184,9.394541121379162e-05,0.0003376125645972603,-5.50824095822966e-05,0.0015435292092336184
13,header,high_density,random,0.05,20,120000,4,0.011328749999999999,0.011482997538329345,0.0017333333333333333,0.04106666666666667,0.005697916666666666,0.008259745033645611,0.0,0.032508333333333334,0.0016254166666666667,0.0038410180896837464,0.0,0.012283333333333334,0.02557317574896211,0.03707107768401366,0.0,0.1459026816770767,0.0020913974459324707,0.004942176112306591,0.0,0.015804767163827026,0.016378720959250102,0.011383254611788511,0.0011838863147635222,0.03722149646299705,0.008625479212188526,0.011826796242270675,-0.014453156042135309,0.030516115596025482,-0.00827056845736995,0.008236601405525845,-0.02882915200194005,0.003234133452388369,0.9995256575283082,1.1102230246251565e-16,0.9995256575283081,0.9995256575283081,0.9988323659073425,0.001212207452909634,0.994898949073447,0.9996147080654488,0.0006932916209656303,0.001212207452909634,-8.905053714070021e-05,0.004626708454861128,0.0006932916209656303,0.001212207452909634,-8.905053714070021e-05,0.004626708454861128
13,header,high_density,random,0.1,20,120000,8,0.02080666666666666,0.017431955729508824,0.0020583333333333335,0.06266666666666666,0.007150833333333334,0.009851512116026768,0.0,0.03381666666666667,0.009792916666666669,0.017066813206361442,0.0,0.058275,0.03209410180648539,0.044215186966496324,0.0,0.15177469424393164,0.012600388149641336,0.021959593673411458,0.0,0.0749815039190247,0.03246175175345525,0.028137558263194064,0.007288016275508505,0.11413335346825361,-0.006868346156236084,0.03578139609100737,-0.10519100711072427,0.042064926896147846,-0.018203051576729558,0.02404365313639649,-0.08937103423855358,0.0023429735780093625,0.9995256575283082,1.1102230246251565e-16,0.9995256575283081,0.9995256575283081,0.9982517996884608,0.001992777302132928,0.9921826929385564,0.9995934085071043,0.0012738578398473644,0.0019927773021329274,-6.77509787961883e-05,0.007342964589751699,0.0012738578398473644,0.0019927773021329274,-6.77509787961883e-05,0.007342964589751699
13,header,low_density,important,0.01,1,120001,1,0.061641152990391745,0.0,0.061641152990391745,0.061641152990391745,0.040116332363896966,0.0,0.040116332363896966,0.040116332363896966,4.166631944733794e-05,0.0,4.166631944733794e-05,4.166631944733794e-05,0.09364301276065982,0.0,0.09364301276065982,0.09364301276065982,7.289373551237007e-05,0.0,7.289373551237007e-05,7.289373551237007e-05,0.06618830672959972,0.0,0.06618830672959972,0.06618830672959972,0.06569292898202737,0.0,0.06569292898202737,0.06569292898202737,-0.0378613867985335,0.0,-0.0378613867985335,-0.0378613867985335,0.9526816951905775,0.0,0.9526816951905775,0.9526816951905775,0.936855568502191,0.0,0.936855568502191,0.936855568502191,0.015826126688386566,0.0,0.015826126688386566,0.015826126688386566,0.015826126688386566,0.0,0.015826126688386566,0.015826126688386566
13,header,low_density,important,0.05,1,120001,4,0.3332055566203615,0.0,0.3332055566203615,0.3332055566203615,0.2544812126565612,0.0,0.2544812126565612,0.2544812126565612,0.005041624653127891,0.0,0.005041624653127891,0.005041624653127891,0.5940320572673514,0.0,0.5940320572673514,0.5940320572673514,0.008820141996996779,0.0,0.008820141996996779,0.008820141996996779,0.2763397976028309,0.0,0.2763397976028309,0.2763397976028309,0.25013293866359143,0.0,0.25013293866359143,0.25013293866359143,-0.028303317711817957,0.0,-0.028303317711817957,-0.028303317711817957,0.9526816951905775,0.0,0.9526816951905775,0.9526816951905775,0.8470282956477257,0.0,0.8470282956477257,0.8470282956477257,0.1056533995428518,0.0,0.1056533995428518,0.1056533995428518,0.1056533995428518,0.0,0.1056533995428518,0.1056533995428518
13,header,low_density,important,0.1,1,120001,8,0.33363055307872436,0.0,0.33363055307872436,0.33363055307872436,0.24325630619744834,0.0,0.24325630619744834,0.24325630619744834,0.01751652069566087,0.0,0.01751652069566087,0.01751652069566087,0.5678299097416745,0.0,0.5678299097416745,0.5678299097416745,0.030644526409400377,0.0,0.030644526409400377,0.030644526409400377,0.28663552976906453,0.0,0.28663552976906453,0.28663552976906453,0.1954576679732369,0.0,0.1954576679732369,0.1954576679732369,-0.07700772707763365,0.0,-0.07700772707763365,-0.07700772707763365,0.9526816951905775,0.0,0.9526816951905775,0.9526816951905775,0.7761730987878817,0.0,0.7761730987878817,0.7761730987878817,0.1765085964026959,0.0,0.1765085964026959,0.1765085964026959,0.1765085964026959,0.0,0.1765085964026959,0.1765085964026959
13,header,low_density,random,0.01,20,120001,1,0.016303197473354396,0.025630764222529797,0.0,0.08188265097790852,0.006300780826826442,0.012236543215158342,0.0,0.040116332363896966,0.004015383205139957,0.009725333212300478,0.0,0.03764968625261456,0.014707827575474636,0.028563597540503735,0.0,0.09364301276065982,0.007024769291327103,0.017014122589903778,0.0,0.06586677940897759,0.016859028560185077,0.026171275921124587,0.0,0.0823470764771969,0.003974304011774095,0.02328576584872923,-0.052784520667296775,0.06569292898202737,-0.0033795702177250968,0.009189940301485367,-0.0378613867985335,0.007006536511562686,0.9526816951905775,0.0,0.9526816951905775,0.9526816951905775,0.9497538758291697,0.0060597491364076305,0.9290795970790489,0.9526933498507407,0.002927819361407896,0.0060597491364076305,-1.1654660163173958e-05,0.02360209811152869,0.002927819361407896,0.0060597491364076305,-1.1654660163173958e-05,0.02360209811152869
