density_bin,feature_group,density_definition,n_rows,auc_mean,auc_std,auc_min,auc_max,mix_at_10_mean,mix_at_10_std,mix_at_10_min,mix_at_10_max,mix_at_10_benign_query_mean,mix_at_10_benign_query_std,mix_at_10_benign_query_min,mix_at_10_benign_query_max,mix_at_10_malware_query_mean,mix_at_10_malware_query_std,mix_at_10_malware_query_min,mix_at_10_malware_query_max,mix_at_10_class_balanced_mean,mix_at_10_class_balanced_std,mix_at_10_class_balanced_min,mix_at_10_class_balanced_max,js_divergence_mean,js_divergence_std,js_divergence_min,js_divergence_max,n_samples_mean,n_samples_std,n_samples_min,n_samples_max,n_benign_mean,n_benign_std,n_benign_min,n_benign_max,n_malware_mean,n_malware_std,n_malware_min,n_malware_max
high_density,all,class_conditional,5,0.9994955795285911,4.0700559813032044e-05,0.9994371071593251,0.9995596891666666,0.01073546365308067,0.00032344038853608767,0.010160833333333332,0.0110675,0.004060666666666666,0.00013891884121473348,0.0038966666666666668,0.004308333333333332,0.017410215040860426,0.0005376821888085469,0.016425000000000002,0.017929701171647137,0.010735440853763548,0.0003234284150911236,0.010160833333333334,0.011067499999999997,0.07879834286868573,0.0017314864489174782,0.07691757194697857,0.08191966824233532,120000.4,0.4898979485566356,120000.0,120001.0,60000.0,0.0,60000.0,60000.0,60000.4,0.4898979485566356,60000.0,60001.0
high_density,header,class_conditional,5,0.9977350127448181,0.00011374246234398578,0.9975937530555554,0.9979278667577762,0.015916279807390493,0.00026444682184004415,0.015415000000000002,0.016189031758068684,0.006547,0.00028690958699756125,0.006323333333333334,0.007098333333333334,0.02528549550285273,0.0005530530969019286,0.02445333333333333,0.026054565757237382,0.015916247751426367,0.0002644292598059323,0.015414999999999998,0.01618894954528536,0.07832398749887944,0.0017563932933001298,0.07639963552355766,0.08148800395429134,120000.4,0.4898979485566356,120000.0,120001.0,60000.0,0.0,60000.0,60000.0,60000.4,0.4898979485566356,60000.0,60001.0
high_density,imports,class_conditional,5,0.9374142050345615,0.009247230208186099,0.9192393929166667,0.9432738711111112,0.11613144216714862,0.019550253860432135,0.09705169123590636,0.14204583333333337,0.13673400000000002,0.041305336978275445,0.10033333333333334,0.19069666666666668,0.09552907209879835,0.006164536392050723,0.08460025666238896,0.10200166666666667,0.11613153604939919,0.019550345828634068,0.09705171858246808,0.14204583333333334,0.06806442998349667,0.0015024216807409004,0.0657263807952404,0.07017276808619499,120000.4,0.4898979485566356,120000.0,120001.0,60000.0,0.0,60000.0,60000.0,60000.4,0.4898979485566356,60000.0,60001.0
high_density,section,class_conditional,5,0.999468379101869,3.8234860303434726e-05,0.9994116069444444,0.9995220472714345,0.01598477912545173,0.0005148871930006399,0.014971666666666668,0.016371530237248026,0.005100666666666667,0.00025438946519067964,0.004753333333333334,0.0054933333333333344,0.02686881655305745,0.0008844241500250888,0.02519,0.027811203146614224,0.015984741609862057,0.0005148668385483312,0.014971666666666668,0.016371434906640447,0.08278724551200867,0.00671577420391601,0.07546006888151169,0.09371301531791687,120000.4,0.4898979485566356,120000.0,120001.0,60000.0,0.0,60000.0,60000.0,60000.4,0.4898979485566356,60000.0,60001.0
high_density,strings,class_conditional,5,0.9990508415392629,2.04988633576593e-05,0.9990289057682373,0.9990815131944444,0.012315291342016595,0.0003804540545212181,0.011596666666666667,0.012702394146715442,0.005247666666666666,0.00026593357566630596,0.004721666666666666,0.005425,0.01938286792442348,0.0005193497899825439,0.018471666666666667,0.020057999033349445,0.012315267295545074,0.00038043609464635017,0.011596666666666667,0.012702332850008055,0.0008375746314413845,0.00010483893456078183,0.0007303495658561587,0.0009801882551982999,120000.4,0.4898979485566356,120000.0,120001.0,60000.0,0.0,60000.0,60000.0,60000.4,0.4898979485566356,60000.0,60001.0
low_density,all,class_conditional,5,0.979590183078955,0.0006405648776535115,0.9788658947350877,0.9803970772709343,0.08427566634989767,0.0012455563864019862,0.0820737814887961,0.08543178806843275,0.06528890414604202,0.0009655513872709085,0.06376893718438026,0.066495,0.10326230775602388,0.001622082893738567,0.10037832072264259,0.10452,0.08427560595103294,0.0012456054069702434,0.08207362895351142,0.08543163026449559,0.08171501085162163,0.001834012417410235,0.07931898534297943,0.08497251570224762,120001.2,0.9797958971132712,120000.0,120003.0,60000.4,0.4898979485566356,60000.0,60001.0,60000.8,0.7483314773547882,60000.0,60002.0
low_density,header,class_conditional,5,0.958261647327937,0.0016067018895076443,0.9564729208333334,0.9606254744425969,0.08699113557268304,0.000726890489668816,0.08575368949109607,0.08780666666666667,0.06537090004055487,0.0005707777193000053,0.06475558740687655,0.066455,0.10861123013024798,0.0010876002734983427,0.10675144161861272,0.10968833333333333,0.08699106508540141,0.0007269757700720224,0.08575351451274463,0.08780666666666666,0.08048508241772652,0.0018052897909053066,0.078146543353796,0.08369716256856918,120001.2,0.9797958971132712,120000.0,120003.0,60000.4,0.4898979485566356,60000.0,60001.0,60000.8,0.7483314773547882,60000.0,60002.0
low_density,imports,class_conditional,5,0.9323935338304006,0.0015263243058660073,0.930252755648517,0.9349076485426242,0.14964802935202343,0.0037157829347286213,0.14388306958992694,0.1536175,0.09126139244901474,0.0007404694986861674,0.09035666666666664,0.09249833333333335,0.20803426735077232,0.007114570593238133,0.19705343155228155,0.21537307711538142,0.1496478298998935,0.00371573782260608,0.14388262651096187,0.15361750000000002,0.01803922578692436,0.00024109309911900316,0.017649397253990173,0.01838216744363308,120001.2,0.9797958971132712,120000.0,120003.0,60000.4,0.4898979485566356,60000.0,60001.0,60000.8,0.7483314773547882,60000.0,60002.0
low_density,section,class_conditional,5,0.9740929992705493,0.0007998300437073106,0.9732713400000002,0.9752838347108845,0.07844122328230166,0.0009704860562137901,0.07661475129788423,0.079405,0.05066466356116287,0.0006897768552879914,0.04945084248595857,0.05148080865318912,0.10621759745712885,0.0013284911948468858,0.10377820739308691,0.10766,0.07844113050914586,0.0009705792069855785,0.07661452493952274,0.079405,0.22304002195596695,0.019661223275457513,0.18668247014284134,0.24018431454896927,120001.2,0.9797958971132712,120000.0,120003.0,60000.4,0.4898979485566356,60000.0,60001.0,60000.8,0.7483314773547882,60000.0,60002.0
low_density,strings,class_conditional,5,0.950156855417276,0.001457483429943275,0.9485625349299736,0.9522781380640535,0.10922625024297013,0.0012940764220391045,0.10733231669208272,0.11094166666666669,0.09902267314989195,0.0012312471358364593,0.09742666666666668,0.10032166130564492,0.1194297596225542,0.0015710373769703416,0.11693110229659012,0.12160666666666668,0.10922621638622307,0.0012941272141139602,0.10733223670353581,0.11094166666666669,0.00046710293390788137,2.3140666308097847e-05,0.0004273033991921693,0.0004933664458803833,120001.2,0.9797958971132712,120000.0,120003.0,60000.4,0.4898979485566356,60000.0,60001.0,60000.8,0.7483314773547882,60000.0,60002.0
