seed,feature_group,test_week,perturbation_type,strength,trial_id,n_masked_features,auc,mix_at_k,silhouette,js_divergence,delta_auc,delta_mix_at_k,delta_silhouette,delta_js_divergence
13,header,2024-09-22_2024-09-28,random,0.01,15,1,0.96420551,0.0718625,0.1793089213659001,0.09400095757799168,-0.00038199749999989763,-0.00015500000000000236,0.0015225766914046257,-3.918448898687643e-12
13,header,2024-09-22_2024-09-28,random,0.01,16,1,0.9646350825000001,0.0721375,0.17492977499179055,0.09400095795006069,4.757500000018844e-05,0.00011999999999999511,-0.0028565696827049236,3.6815056558836545e-10
13,header,2024-09-22_2024-09-28,random,0.01,17,1,0.9633806724999998,0.07209,0.17797901094018137,0.09400095758133523,-0.0012068350000000727,7.250000000000312e-05,0.00019266626568589795,-5.749012377265217e-13
13,header,2024-09-22_2024-09-28,random,0.01,18,1,0.9645594475,0.07208,0.1778460269895985,0.0940009575818215,-2.80599999998854e-05,6.2500000000007e-05,5.9682315103032346e-05,-8.862355294070312e-14
13,header,2024-09-22_2024-09-28,random,0.01,19,1,0.9646067025,0.07196,0.1782714742036782,0.09400083352730546,1.9195000000138407e-05,-5.7500000000001994e-05,0.0004851295291827262,-1.2405460467213025e-07
13,header,2024-09-22_2024-09-28,random,0.01,20,1,0.9645594475,0.07208,0.1778460269895985,0.0940009575818215,-2.80599999998854e-05,6.2500000000007e-05,5.9682315103032346e-05,-8.862355294070312e-14
13,header,2024-09-22_2024-09-28,important,0.05,0,4,0.903556725,0.073725,0.17156568204352193,0.09380722612095654,-0.061030782499999936,0.0017075000000000007,-0.006220662630973539,-0.0001937314609535834
13,header,2024-09-22_2024-09-28,random,0.05,1,4,0.9458312999999999,0.0724175,0.17713913239840254,0.09395624077942694,-0.018756207499999955,0.0003999999999999976,-0.0006472122760929344,-4.471680248319121e-05
13,header,2024-09-22_2024-09-28,random,0.05,2,4,0.9636029374999999,0.07205,0.18034807567821778,0.09400010871293663,-0.0009845699999999624,3.250000000000475e-05,0.0025617310037223118,-8.488689735020039e-07
13,header,2024-09-22_2024-09-28,random,0.05,3,4,0.9648534049999997,0.07191,0.17715377129751156,0.09400521512730967,0.00026589749999983425,-0.00010749999999999649,-0.0006325733769839137,4.257545399538598e-06
13,header,2024-09-22_2024-09-28,random,0.05,4,4,0.9638263650000001,0.072175,0.1800218539169057,0.09395164710728532,-0.0007611424999998118,0.00015750000000000486,0.0022355092424102274,-4.931047462480853e-05
13,header,2024-09-22_2024-09-28,random,0.05,5,4,0.964102425,0.0720625,0.18037857497340445,0.09326192847267668,-0.0004850824999999004,4.500000000000337e-05,0.002592230298908982,-0.0007390291092334439
13,header,2024-09-22_2024-09-28,random,0.05,6,4,0.9629511774999999,0.0733475,0.1755357153622282,0.0939939622585145,-0.0016363299999999636,0.0013299999999999979,-0.0022506293122672716,-6.9953233956254746e-06
13,header,2024-09-22_2024-09-28,random,0.05,7,4,0.96098582,0.072675,0.182292517829331,0.0930439200103696,-0.003601687499999895,0.0006575000000000053,0.0045061731548355355,-0.000957037571540531
13,header,2024-09-22_2024-09-28,random,0.05,8,4,0.9615182624999999,0.0720675,0.17701546575765073,0.09400079404791695,-0.0030692449999999427,5.000000000000837e-05,-0.0007708789168447416,-1.635339931804758e-07
13,header,2024-09-22_2024-09-28,random,0.05,9,4,0.954946205,0.0726425,0.17663520736544439,0.09380253032974359,-0.009641302499999838,0.0006250000000000006,-0.0011511373090510868,-0.00019842725216653867
13,header,2024-09-22_2024-09-28,random,0.05,10,4,0.9639367225000001,0.072155,0.180682526707683,0.0931238902325055,-0.0006507849999998205,0.00013749999999999873,0.002896182033187533,-0.0008770673494046255
13,header,2024-09-22_2024-09-28,random,0.05,11,4,0.9644588000000001,0.07222,0.1806346690451724,0.09331584129154269,-0.000128707499999825,0.00020250000000000823,0.002848324370676919,-0.0006851162903674379
13,header,2024-09-22_2024-09-28,random,0.05,12,4,0.9610239525,0.0721725,0.18021005742472743,0.09400050151202691,-0.0035635549999999405,0.00015500000000000236,0.0024237127502319544,-4.5606988322011155e-07
13,header,2024-09-22_2024-09-28,random,0.05,13,4,0.9523885049999999,0.07208,0.17409342573527065,0.015523077692322694,-0.012199002499999945,6.2500000000007e-05,-0.0036929189392248263,-0.07847787988958743
13,header,2024-09-22_2024-09-28,random,0.05,14,4,0.9653341625,0.0726125,0.1812589163449986,0.09400095071720083,0.0007466550000001515,0.0005949999999999983,0.003472571670503133,-6.8647093010021365e-09
13,header,2024-09-22_2024-09-28,random,0.05,15,4,0.964407225,0.0721675,0.17682271649718162,0.09400066705266508,-0.00018028249999990642,0.00014999999999999736,-0.0009636281773138522,-2.9052924505057476e-07
13,header,2024-09-22_2024-09-28,random,0.05,16,4,0.9625670799999999,0.073955,0.17726160990120635,0.09408331259765801,-0.002020427499999977,0.0019375000000000087,-0.0005247347732891261,8.23550157478814e-05
