seed,k,test_week,n_train_samples,n_test_samples,n_train_families,n_test_families,header_same_family_rate_at_k,header_family_silhouette,header_family_macro_f1,header_same_family_rate_at_k_rank,header_family_silhouette_rank,header_family_macro_f1_rank,section_same_family_rate_at_k,section_family_silhouette,section_family_macro_f1,section_same_family_rate_at_k_rank,section_family_silhouette_rank,section_family_macro_f1_rank,imports_same_family_rate_at_k,imports_family_silhouette,imports_family_macro_f1,imports_same_family_rate_at_k_rank,imports_family_silhouette_rank,imports_family_macro_f1_rank,strings_same_family_rate_at_k,strings_family_silhouette,strings_family_macro_f1,strings_same_family_rate_at_k_rank,strings_family_silhouette_rank,strings_family_macro_f1_rank,all_same_family_rate_at_k,all_family_silhouette,all_family_macro_f1,all_same_family_rate_at_k_rank,all_family_silhouette_rank,all_family_macro_f1_rank
2024,15,2024-10-13_2024-10-19,10000,2964,20,19,0.7398785425101214,-0.08225155569987783,0.7983455511325193,2,2,3,0.7535987404408457,-0.15637121317109137,0.7997407701162866,1,3,2,0.6747863247863248,-0.051736970706869376,0.7221454192482304,4,1,5,0.6354700854700854,-0.1920802608700303,0.7908192327615056,5,4,4,0.7173189383715699,-0.1937323887622291,0.8530300674408708,3,5,1
2024,20,2024-10-13_2024-10-19,10000,2964,20,19,0.7140350877192982,-0.08225155569987783,0.7983455511325193,2,2,3,0.7262989203778677,-0.15637121317109137,0.7997407701162866,1,3,2,0.6480431848852901,-0.051736970706869376,0.7221454192482304,4,1,5,0.6117240215924427,-0.1920802608700303,0.7908192327615056,5,4,4,0.6880060728744939,-0.1937323887622291,0.8530300674408708,3,5,1
2024,5,2024-10-20_2024-10-26,10000,2956,20,19,0.8307171853856563,-0.09489871934172289,0.7883178371615301,2,2,2,0.846617050067659,-0.11897991198460453,0.7682534915549235,1,3,3,0.7682002706359946,-0.026691827794979636,0.7219284948997947,4,1,5,0.7391745602165088,-0.1428000804685181,0.7606517120137422,5,4,4,0.8119079837618404,-0.17297035067230226,0.8276692808555215,3,5,1
2024,10,2024-10-20_2024-10-26,10000,2956,20,19,0.7802774018944519,-0.09489871934172289,0.7883178371615301,2,2,2,0.7984776725304465,-0.11897991198460453,0.7682534915549235,1,3,3,0.7162043301759135,-0.026691827794979636,0.7219284948997947,4,1,5,0.6833897158322056,-0.1428000804685181,0.7606517120137422,5,4,4,0.7613667117726658,-0.17297035067230226,0.8276692808555215,3,5,1
2024,15,2024-10-20_2024-10-26,10000,2956,20,19,0.7446549391069012,-0.09489871934172289,0.7883178371615301,2,2,2,0.7677943166441137,-0.11897991198460453,0.7682534915549235,1,3,3,0.6873477672530447,-0.026691827794979636,0.7219284948997947,4,1,5,0.6513757329724853,-0.1428000804685181,0.7606517120137422,5,4,4,0.7257104194857916,-0.17297035067230226,0.8276692808555215,3,5,1
2024,20,2024-10-20_2024-10-26,10000,2956,20,19,0.7193166441136671,-0.09489871934172289,0.7883178371615301,2,2,2,0.7423545331529093,-0.11897991198460453,0.7682534915549235,1,3,3,0.6576623815967524,-0.026691827794979636,0.7219284948997947,4,1,5,0.6236299052774019,-0.1428000804685181,0.7606517120137422,5,4,4,0.6971414073071719,-0.17297035067230226,0.8276692808555215,3,5,1
2024,5,2024-10-27_2024-11-02,10000,3388,20,19,0.8435655253837072,-0.06744033431226432,0.7825476432954384,2,3,3,0.8588547815820543,-0.006234879021703726,0.8115762132177997,1,1,2,0.7734356552538371,-0.02869640803906932,0.7133654074640841,4,2,5,0.758736717827627,-0.10881065029964448,0.757380433596033,5,5,4,0.8380165289256198,-0.10194777910845502,0.8770055731600522,3,4,1
2024,10,2024-10-27_2024-11-02,10000,3388,20,19,0.7941263282172373,-0.06744033431226432,0.7825476432954384,2,3,3,0.817827626918536,-0.006234879021703726,0.8115762132177997,1,1,2,0.7277449822904368,-0.02869640803906932,0.7133654074640841,4,2,5,0.7051357733175915,-0.10881065029964448,0.757380433596033,5,5,4,0.7853600944510035,-0.10194777910845502,0.8770055731600522,3,4,1
2024,15,2024-10-27_2024-11-02,10000,3388,20,19,0.7634199134199134,-0.06744033431226432,0.7825476432954384,2,3,3,0.7857339630066903,-0.006234879021703726,0.8115762132177997,1,1,2,0.6966351829988193,-0.02869640803906932,0.7133654074640841,4,2,5,0.671133412042503,-0.10881065029964448,0.757380433596033,5,5,4,0.7500393545848091,-0.10194777910845502,0.8770055731600522,3,4,1
2024,20,2024-10-27_2024-11-02,10000,3388,20,19,0.7402449822904368,-0.06744033431226432,0.7825476432954384,2,3,3,0.7618949232585597,-0.006234879021703726,0.8115762132177997,1,1,2,0.6741587957497048,-0.02869640803906932,0.7133654074640841,4,2,5,0.6452922077922078,-0.10881065029964448,0.757380433596033,5,5,4,0.7235389610389611,-0.10194777910845502,0.8770055731600522,3,4,1
2024,5,2024-11-03_2024-11-09,10000,3240,20,19,0.8710493827160494,-0.0863155119623689,0.7964347982742311,2,3,2,0.8722839506172839,0.0011411396073265688,0.7809104195298207,1,1,3,0.8040123456790124,-0.04386971077720523,0.712081718679528,4,2,5,0.7784567901234568,-0.11439220604984661,0.7797064207470157,5,5,4,0.8438888888888889,-0.09040759656434835,0.8508858985258465,3,4,1
2024,10,2024-11-03_2024-11-09,10000,3240,20,19,0.8217592592592593,-0.0863155119623689,0.7964347982742311,2,3,2,0.828179012345679,0.0011411396073265688,0.7809104195298207,1,1,3,0.7512345679012346,-0.04386971077720523,0.712081718679528,4,2,5,0.7256172839506173,-0.11439220604984661,0.7797064207470157,5,5,4,0.7962654320987654,-0.09040759656434835,0.8508858985258465,3,4,1
2024,15,2024-11-03_2024-11-09,10000,3240,20,19,0.7883333333333333,-0.0863155119623689,0.7964347982742311,2,3,2,0.7946913580246914,0.0011411396073265688,0.7809104195298207,1,1,3,0.7171399176954733,-0.04386971077720523,0.712081718679528,4,2,5,0.6961522633744855,-0.11439220604984661,0.7797064207470157,5,5,4,0.7643621399176955,-0.09040759656434835,0.8508858985258465,3,4,1
2024,20,2024-11-03_2024-11-09,10000,3240,20,19,0.7648148148148148,-0.0863155119623689,0.7964347982742311,2,3,2,0.7704166666666666,0.0011411396073265688,0.7809104195298207,1,1,3,0.6923611111111111,-0.04386971077720523,0.712081718679528,4,2,5,0.6737037037037037,-0.11439220604984661,0.7797064207470157,5,5,4,0.7388888888888889,-0.09040759656434835,0.8508858985258465,3,4,1
2024,5,2024-11-10_2024-11-16,10000,3254,20,19,0.8484941610325752,-0.0640799080234409,0.7846148472059831,2,2,3,0.8513829133374309,0.006145263237699606,0.8061435079550325,1,1,2,0.7817455439459127,-0.06520169001489542,0.7325235543978144,4,3,5,0.7690227412415489,-0.11227417439999632,0.7648418683280713,5,5,4,0.8305470190534726,-0.099812049979191,0.8464668637105663,3,4,1
2024,10,2024-11-10_2024-11-16,10000,3254,20,19,0.7964658881376767,-0.0640799080234409,0.7846148472059831,2,2,3,0.8083589428395821,0.006145263237699606,0.8061435079550325,1,1,2,0.7267977873386601,-0.06520169001489542,0.7325235543978144,4,3,5,0.7105716041794714,-0.11227417439999632,0.7648418683280713,5,5,4,0.7759680393362016,-0.099812049979191,0.8464668637105663,3,4,1
2024,15,2024-11-10_2024-11-16,10000,3254,20,19,0.7611145257119443,-0.0640799080234409,0.7846148472059831,2,2,3,0.7788977668510552,0.006145263237699606,0.8061435079550325,1,1,2,0.6920917844703954,-0.06520169001489542,0.7325235543978144,4,3,5,0.6783446015160828,-0.11227417439999632,0.7648418683280713,5,5,4,0.7379840196681008,-0.099812049979191,0.8464668637105663,3,4,1
2024,20,2024-11-10_2024-11-16,10000,3254,20,19,0.7340350338045483,-0.0640799080234409,0.7846148472059831,2,2,3,0.7567916410571605,0.006145263237699606,0.8061435079550325,1,1,2,0.6659188690842041,-0.06520169001489542,0.7325235543978144,4,3,5,0.6497234173325138,-0.11227417439999632,0.7648418683280713,5,5,4,0.7056853103872157,-0.099812049979191,0.8464668637105663,3,4,1
2024,5,2024-11-17_2024-11-23,10000,3370,20,19,0.8392284866468843,-0.04129499890580422,0.8130990627605057,2,2,3,0.8455192878338279,-0.09838393459326629,0.8179285293564013,1,4,2,0.7885459940652819,0.02353491876818986,0.7157179506773191,4,1,5,0.7684272997032641,-0.13151779045429077,0.7949752813307045,5,5,4,0.8270623145400593,-0.06517994958150426,0.8606639430648887,3,3,1
2024,10,2024-11-17_2024-11-23,10000,3370,20,19,0.7864094955489614,-0.04129499890580422,0.8130990627605057,2,2,3,0.7967952522255193,-0.09838393459326629,0.8179285293564013,1,4,2,0.7399406528189911,0.02353491876818986,0.7157179506773191,4,1,5,0.7098219584569733,-0.13151779045429077,0.7949752813307045,5,5,4,0.7737388724035609,-0.06517994958150426,0.8606639430648887,3,3,1
2024,15,2024-11-17_2024-11-23,10000,3370,20,19,0.7539861523244312,-0.04129499890580422,0.8130990627605057,2,2,3,0.7621562809099901,-0.09838393459326629,0.8179285293564013,1,4,2,0.7105044510385756,0.02353491876818986,0.7157179506773191,4,1,5,0.6736498516320475,-0.13151779045429077,0.7949752813307045,5,5,4,0.7450840751730959,-0.06517994958150426,0.8606639430648887,3,3,1
2024,20,2024-11-17_2024-11-23,10000,3370,20,19,0.7323590504451039,-0.04129499890580422,0.8130990627605057,2,2,3,0.737566765578635,-0.09838393459326629,0.8179285293564013,1,4,2,0.6862611275964392,0.02353491876818986,0.7157179506773191,4,1,5,0.6443026706231454,-0.13151779045429077,0.7949752813307045,5,5,4,0.7209050445103857,-0.06517994958150426,0.8606639430648887,3,3,1
2024,5,2024-11-24_2024-11-30,10000,3050,20,20,0.8340983606557377,-0.09201767162007077,0.8194875153860395,1,2,2,0.8302295081967214,-0.13086506816692595,0.8021400613787948,2,3,3,0.7624262295081967,-0.09027681732227051,0.7162231271518056,4,1,5,0.7489180327868853,-0.1420864406774493,0.7840336825391624,5,4,4,0.8175081967213115,-0.15110822962420636,0.8513448270746438,3,5,1
2024,10,2024-11-24_2024-11-30,10000,3050,20,20,0.7747868852459017,-0.09201767162007077,0.8194875153860395,1,2,2,0.7745901639344263,-0.13086506816692595,0.8021400613787948,2,3,3,0.7118360655737704,-0.09027681732227051,0.7162231271518056,4,1,5,0.6843606557377049,-0.1420864406774493,0.7840336825391624,5,4,4,0.7598032786885246,-0.15110822962420636,0.8513448270746438,3,5,1
2024,15,2024-11-24_2024-11-30,10000,3050,20,20,0.7448524590163934,-0.09201767162007077,0.8194875153860395,2,2,2,0.746207650273224,-0.13086506816692595,0.8021400613787948,1,3,3,0.680327868852459,-0.09027681732227051,0.7162231271518056,4,1,5,0.6482185792349727,-0.1420864406774493,0.7840336825391624,5,4,4,0.729136612021858,-0.15110822962420636,0.8513448270746438,3,5,1
2024,20,2024-11-24_2024-11-30,10000,3050,20,20,0.7179344262295082,-0.09201767162007077,0.8194875153860395,2,2,2,0.7213606557377049,-0.13086506816692595,0.8021400613787948,1,3,3,0.6547213114754098,-0.09027681732227051,0.7162231271518056,4,1,5,0.6224426229508196,-0.1420864406774493,0.7840336825391624,5,4,4,0.7034098360655737,-0.15110822962420636,0.8513448270746438,3,5,1
2024,5,2024-12-01_2024-12-07,10000,3018,20,20,0.8340622929092114,-0.09341579685751296,0.8514920755395019,2,2,2,0.8384360503644798,-0.1521945170285982,0.8457010223603051,1,3,3,0.7410868124585819,-0.09094302582519308,0.7212808752565867,5,1,5,0.749039098740888,-0.23397796576875945,0.7863039867683135,4,5,4,0.8115970841616965,-0.22888742381106927,0.8943792118130061,3,4,1
2024,10,2024-12-01_2024-12-07,10000,3018,20,20,0.7885685884691849,-0.09341579685751296,0.8514920755395019,2,2,2,0.7921471172962227,-0.1521945170285982,0.8457010223603051,1,3,3,0.6911862160371107,-0.09094302582519308,0.7212808752565867,4,1,5,0.6815440689198144,-0.23397796576875945,0.7863039867683135,5,5,4,0.7601391650099404,-0.22888742381106927,0.8943792118130061,3,4,1
2024,15,2024-12-01_2024-12-07,10000,3018,20,20,0.7546940578749723,-0.09341579685751296,0.8514920755395019,2,2,2,0.7635520212060968,-0.1521945170285982,0.8457010223603051,1,3,3,0.6600397614314115,-0.09094302582519308,0.7212808752565867,4,1,5,0.6466755025403137,-0.23397796576875945,0.7863039867683135,5,5,4,0.7342390103821516,-0.22888742381106927,0.8943792118130061,3,4,1
2024,20,2024-12-01_2024-12-07,10000,3018,20,20,0.729456593770709,-0.09341579685751296,0.8514920755395019,2,2,2,0.7408880053015242,-0.1521945170285982,0.8457010223603051,1,3,3,0.6378230616302187,-0.09094302582519308,0.7212808752565867,4,1,5,0.6215374420145792,-0.23397796576875945,0.7863039867683135,5,5,4,0.7103711066931743,-0.22888742381106927,0.8943792118130061,3,4,1
2024,5,2024-12-08_2024-12-14,10000,3016,20,20,0.8481432360742706,0.036195995864304845,0.8350838444513302,2,1,2,0.8519893899204244,-0.15774076017607716,0.8341121623982041,1,4,3,0.7937002652519894,-0.019234266729332917,0.7495038613044422,4,2,5,0.7539787798408488,-0.19081378813046102,0.7842583508614089,5,5,4,0.8291114058355438,-0.10035846870421215,0.867966720752819,3,3,1
2024,10,2024-12-08_2024-12-14,10000,3016,20,20,0.8070291777188329,0.036195995864304845,0.8350838444513302,2,1,2,0.8091180371352785,-0.15774076017607716,0.8341121623982041,1,4,3,0.7408488063660478,-0.019234266729332917,0.7495038613044422,4,2,5,0.6889257294429708,-0.19081378813046102,0.7842583508614089,5,5,4,0.7822612732095491,-0.10035846870421215,0.867966720752819,3,3,1
2024,15,2024-12-08_2024-12-14,10000,3016,20,20,0.7763704686118479,0.036195995864304845,0.8350838444513302,2,1,2,0.7800618921308576,-0.15774076017607716,0.8341121623982041,1,4,3,0.7125110521662246,-0.019234266729332917,0.7495038613044422,4,2,5,0.64736958443855,-0.19081378813046102,0.7842583508614089,5,5,4,0.753580901856764,-0.10035846870421215,0.867966720752819,3,3,1
2024,20,2024-12-08_2024-12-14,10000,3016,20,20,0.752039124668435,0.036195995864304845,0.8350838444513302,2,1,2,0.7558521220159151,-0.15774076017607716,0.8341121623982041,1,4,3,0.68940649867374,-0.019234266729332917,0.7495038613044422,4,2,5,0.6189489389920424,-0.19081378813046102,0.7842583508614089,5,5,4,0.7300563660477454,-0.10035846870421215,0.867966720752819,3,3,1
