k,scope,feature_group,metric,mean,std,min,max
15,rank,header,family_macro_f1_rank,2.933333333333333,0.7039570693980959,1.0,4.0
15,metric,section,same_family_rate_at_k,0.7669015899057723,0.013630910845544542,0.7434547908232119,0.7998765432098766
15,metric,section,family_silhouette,-0.11538398782165048,0.07649307387725177,-0.3476115295984255,0.006145263237699606
15,metric,section,family_macro_f1,0.8335603276234868,0.03210434012974909,0.7642127892545059,0.8954774577775811
15,rank,section,same_family_rate_at_k_rank,1.0666666666666667,0.2494438257849294,1.0,2.0
15,rank,section,family_silhouette_rank,3.0166666666666666,1.3101102582946558,1.0,5.0
15,rank,section,family_macro_f1_rank,2.216666666666667,0.486198404860494,1.0,3.0
15,metric,imports,same_family_rate_at_k,0.693448358758203,0.016773347598813087,0.6565275016567264,0.7211934156378601
15,metric,imports,family_silhouette,-0.03201442573701588,0.04120855850562289,-0.10009415580049104,0.04852633769348167
15,metric,imports,family_macro_f1,0.7265747655347093,0.013142732935388582,0.7028369851986793,0.7594637897407666
15,rank,imports,same_family_rate_at_k_rank,4.0,0.0,4.0,4.0
15,rank,imports,family_silhouette_rank,1.35,0.6006940430313367,1.0,3.0
15,rank,imports,family_macro_f1_rank,5.0,0.0,5.0,5.0
15,metric,strings,same_family_rate_at_k,0.6603466284035003,0.017693809045698568,0.6343825136612022,0.7019753086419753
15,metric,strings,family_silhouette,-0.15259356903944307,0.04159937427749707,-0.2493937759928671,-0.08907331483401677
15,metric,strings,family_macro_f1,0.7926126599073359,0.021038986081032152,0.7410029962112394,0.83583952264519
15,rank,strings,same_family_rate_at_k_rank,5.0,0.0,5.0,5.0
15,rank,strings,family_silhouette_rank,4.35,0.7921489758877429,2.0,5.0
15,rank,strings,family_macro_f1_rank,3.8,0.4,3.0,4.0
15,metric,all,same_family_rate_at_k,0.7342982709955843,0.013674033490329474,0.7083670715249663,0.7660082304526749
15,metric,all,family_silhouette,-0.12896124867632336,0.04994142215814364,-0.23041362136080054,-0.03441775757317298
15,metric,all,family_macro_f1,0.8752708229736759,0.02377777465150277,0.8276692808555215,0.938868581537588
15,rank,all,same_family_rate_at_k_rank,3.0,0.0,3.0,3.0
15,rank,all,family_silhouette_rank,3.8666666666666667,0.9030811456096044,2.0,5.0
15,rank,all,family_macro_f1_rank,1.05,0.2179449471770337,1.0,2.0
20,metric,header,same_family_rate_at_k,0.7305164589220665,0.015443099773224387,0.7060222672064778,0.7717283950617284
20,metric,header,family_silhouette,-0.07583763002225447,0.06488937004693937,-0.22301618787662414,0.07263763859457094
20,metric,header,family_macro_f1,0.8147976254455324,0.03149575671668841,0.7548763457376805,0.8858036193822161
20,rank,header,same_family_rate_at_k_rank,1.9,0.3,1.0,2.0
20,rank,header,family_silhouette_rank,2.4166666666666665,0.9181805680559547,1.0,5.0
20,rank,header,family_macro_f1_rank,2.933333333333333,0.7039570693980959,1.0,4.0
20,metric,section,same_family_rate_at_k,0.7421085986973851,0.014050525231665183,0.7157557354925776,0.7749382716049382
20,metric,section,family_silhouette,-0.11538398782165048,0.07649307387725177,-0.3476115295984255,0.006145263237699606
20,metric,section,family_macro_f1,0.8335603276234868,0.03210434012974909,0.7642127892545059,0.8954774577775811
20,rank,section,same_family_rate_at_k_rank,1.1,0.3,1.0,2.0
20,rank,section,family_silhouette_rank,3.0166666666666666,1.3101102582946558,1.0,5.0
20,rank,section,family_macro_f1_rank,2.216666666666667,0.486198404860494,1.0,3.0
20,metric,imports,same_family_rate_at_k,0.6685787829860593,0.018296436383169915,0.6350231941683234,0.6981327160493828
20,metric,imports,family_silhouette,-0.03201442573701588,0.04120855850562289,-0.10009415580049104,0.04852633769348167
20,metric,imports,family_macro_f1,0.7265747655347093,0.013142732935388582,0.7028369851986793,0.7594637897407666
20,rank,imports,same_family_rate_at_k_rank,4.0,0.0,4.0,4.0
20,rank,imports,family_silhouette_rank,1.35,0.6006940430313367,1.0,3.0
20,rank,imports,family_macro_f1_rank,5.0,0.0,5.0,5.0
20,metric,strings,same_family_rate_at_k,0.6345627487899929,0.018517434361373656,0.6107724902216428,0.6796141975308642
20,metric,strings,family_silhouette,-0.15259356903944307,0.04159937427749707,-0.2493937759928671,-0.08907331483401677
20,metric,strings,family_macro_f1,0.7926126599073359,0.021038986081032152,0.7410029962112394,0.83583952264519
20,rank,strings,same_family_rate_at_k_rank,5.0,0.0,5.0,5.0
20,rank,strings,family_silhouette_rank,4.35,0.7921489758877429,2.0,5.0
20,rank,strings,family_macro_f1_rank,3.8,0.4,3.0,4.0
20,metric,all,same_family_rate_at_k,0.7090439081825683,0.014777108226803443,0.6800101214574898,0.7416666666666667
20,metric,all,family_silhouette,-0.12896124867632336,0.04994142215814364,-0.23041362136080054,-0.03441775757317298
20,metric,all,family_macro_f1,0.8752708229736759,0.02377777465150277,0.8276692808555215,0.938868581537588
20,rank,all,same_family_rate_at_k_rank,3.0,0.0,3.0,3.0
20,rank,all,family_silhouette_rank,3.8666666666666667,0.9030811456096044,2.0,5.0
20,rank,all,family_macro_f1_rank,1.05,0.2179449471770337,1.0,2.0
