feature_group,operator,test_week,selection_type,selection_mode,selection_value,n_trials,n_selected_features,n_candidate_features,auc_mean,auc_std,auc_min,auc_max,delta_auc_mean,delta_auc_std,delta_auc_min,delta_auc_max,flip_rate_mean,flip_rate_std,flip_rate_min,flip_rate_max,malware_to_benign_rate_mean,malware_to_benign_rate_std,malware_to_benign_rate_min,malware_to_benign_rate_max,mean_abs_probability_shift_mean,mean_abs_probability_shift_std,mean_abs_probability_shift_min,mean_abs_probability_shift_max,mean_signed_probability_shift_mean,mean_signed_probability_shift_std,mean_signed_probability_shift_min,mean_signed_probability_shift_max,mean_margin_shift_mean,mean_margin_shift_std,mean_margin_shift_min,mean_margin_shift_max,boundary_low_10_flip_rate_mean,boundary_low_10_flip_rate_std,boundary_low_10_flip_rate_min,boundary_low_10_flip_rate_max,boundary_low_10_malware_to_benign_rate_mean,boundary_low_10_malware_to_benign_rate_std,boundary_low_10_malware_to_benign_rate_min,boundary_low_10_malware_to_benign_rate_max,boundary_low_20_flip_rate_mean,boundary_low_20_flip_rate_std,boundary_low_20_flip_rate_min,boundary_low_20_flip_rate_max,boundary_low_20_malware_to_benign_rate_mean,boundary_low_20_malware_to_benign_rate_std,boundary_low_20_malware_to_benign_rate_min,boundary_low_20_malware_to_benign_rate_max
header,header_benign_substitution,2024-09-22_2024-09-28,baseline,baseline,0.0,5,0,7,0.9896785899999999,0.00024832973181455057,0.9893074225000001,0.9900274574999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
header,header_benign_substitution,2024-09-22_2024-09-28,important,budget,1.0,5,1,7,0.98512599825,0.0004119391578843729,0.9845761900000001,0.9856274975000001,-0.004552591750000001,0.0004974872534676574,-0.004971927499999973,-0.0037460975000002117,0.05626,0.006723421747889985,0.05065,0.0675,0.045090000000000005,0.006493720043241778,0.0392,0.055,0.12066999689425917,0.005970467601342713,0.11372513465306223,0.1315532734950815,-0.10377221871210034,0.005503972061357072,-0.11401911139667399,-0.09831511764549175,-0.09399720971930492,0.006153841997533889,-0.10521066119467669,-0.0866989985622147,0.2832,0.012651482126612662,0.2685,0.3025,0.1879,0.016644518617250546,0.161,0.2085,0.19905,0.012074145932528726,0.183,0.21725,0.14465,0.013656134152826706,0.1255,0.1605
header,header_benign_substitution,2024-09-22_2024-09-28,important,budget,2.0,5,2,7,0.9807886459999999,0.0006712325319484203,0.97999130375,0.981852845,-0.008889944000000028,0.0006465631623724873,-0.009783654999999891,-0.007872604999999977,0.12949,0.02194020054602966,0.0919,0.1592,0.11782000000000001,0.021859245183674575,0.08065,0.14735,0.1874913395808591,0.011072808385039407,0.16896390937368713,0.1995843005767985,-0.17076297479536398,0.01067027465525271,-0.18228923613856604,-0.1529493764216521,-0.1455859801381077,0.00889281230139054,-0.15701422279236812,-0.13354026262543908,0.35059999999999997,0.018919302312717552,0.32,0.373,0.2545,0.019010523401526855,0.232,0.2765,0.2644,0.015236961639382048,0.24425,0.2815,0.20934999999999998,0.016398627991390014,0.1845,0.22725
header,header_benign_substitution,2024-09-22_2024-09-28,important,budget,3.0,5,3,7,0.9807755199999999,0.0006578799069367589,0.9800091637500001,0.9818195762499998,-0.008903070000000079,0.0006341424230317765,-0.009788078749999873,-0.00790587375000018,0.12974,0.021956169975658323,0.0921,0.15945,0.11800999999999999,0.021878423160730756,0.08075,0.1475,0.1877893785808591,0.011026914202898544,0.16935250937368712,0.19977670057679853,-0.17099283179536398,0.010608114659185822,-0.18231583613856603,-0.15327057642165207,-0.1457915231381077,0.008891579928315628,-0.15722402279236813,-0.13365321262543908,0.352,0.018544540975715732,0.323,0.3745,0.25529999999999997,0.01884834210215849,0.2325,0.277,0.26555000000000006,0.015191609526314195,0.2455,0.28275,0.21020000000000003,0.016306747069848113,0.18575,0.228
header,header_benign_substitution,2024-09-22_2024-09-28,random,budget,1.0,100,1,7,0.9883423799499998,0.0018961535876771787,0.9845761900000001,0.9900324487500001,-0.001336210050000023,0.0019030844809778472,-0.004971927500000084,1.6717499999985286e-05,0.0171615,0.024243384515162072,0.0,0.0675,0.013653,0.019428961397871994,0.0,0.055,0.03724361181833192,0.051725142477376154,3.4100000000000205e-05,0.1315532734950815,-0.03175076050187062,0.04428625358600657,-0.11401911139667399,-3.41000000000001e-05,-0.029134875780778266,0.04044989090204987,-0.10521066119467669,-3.3700000000000074e-05,0.09266499999999997,0.1262805419492647,0.0,0.3025,0.062895,0.08560701767378653,0.0,0.2085,0.062487499999999994,0.08642280786198743,0.0,0.21725,0.045517499999999995,0.0630690519886735,0.0,0.1605
header,header_benign_substitution,2024-09-22_2024-09-28,random,budget,2.0,100,2,7,0.9875463062999998,0.0024251386825543844,0.97999130375,0.9900303137500001,-0.0021322837000000237,0.0023734999539301387,-0.009316118750000157,1.4157500000000489e-05,0.029458,0.03487550624722171,0.0,0.1592,0.024196,0.03046089351939631,0.0,0.14735,0.05755145685537252,0.059007145441088316,0.000591120000000001,0.1995843005767985,-0.04945531295295787,0.05160048910678825,-0.18228923613856604,-0.00023359999999999999,-0.04499442158638174,0.04609214643341813,-0.15701422279236812,-0.0002597000000000001,0.14034999999999997,0.13593151768445758,0.0,0.373,0.09566499999999997,0.09329370436958755,0.0,0.2765,0.0944675,0.09424361155404647,0.0,0.2815,0.06908500000000001,0.06991004237589904,0.0,0.22725
header,header_benign_substitution,2024-09-22_2024-09-28,random,budget,3.0,100,3,7,0.9865453695,0.0028156019464609084,0.9799544625,0.989978825,-0.0031332205000000144,0.0028268284379023897,-0.009815109999999905,-6.223749999922923e-06,0.043217500000000006,0.040133032762924854,0.0,0.15955,0.036347500000000005,0.036457439827146394,0.0,0.1477,0.07998520502876191,0.06131167475344347,0.0010280121411921418,0.2003684672434652,-0.06942268505592765,0.055034576278972604,-0.1831022028052327,-0.0006325392857142859,-0.0625324883676382,0.04770716131091454,-0.1577825894590348,-0.0006123392857142859,0.19192,0.12920309052031223,0.0,0.373,0.133625,0.09113935415066315,0.0,0.279,0.12954749999999998,0.09243955251270962,0.0,0.28325,0.0966875,0.07109579255307588,0.0,0.229
header,header_benign_substitution,2024-09-29_2024-10-05,baseline,baseline,0.0,5,0,7,0.9896915097500001,0.0004346030981333889,0.9889144675,0.99012076375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
header,header_benign_substitution,2024-09-29_2024-10-05,important,budget,1.0,5,1,7,0.9864949535,0.0007715767486895946,0.9854073899999999,0.98752106375,-0.0031965562500000156,0.00040082558766091917,-0.003695497499999867,-0.002561950000000035,0.048960000000000004,0.0027893368387485935,0.04435,0.05225,0.03821,0.0023913176284216186,0.03375,0.04065,0.11194660873288678,0.007747969115814731,0.10434006467592626,0.1266555277221007,-0.09559144521475112,0.006929197238632845,-0.10849652620700212,-0.08860652350823849,-0.08812947355479364,0.007309598139332007,-0.10149139903154299,-0.08097848952192616,0.2779,0.012471567664090976,0.26,0.295,0.19360000000000002,0.010239140588936171,0.1785,0.2025,0.20415,0.011274528814988232,0.18925,0.2175,0.15259999999999999,0.008447780773670688,0.14175,0.1645
header,header_benign_substitution,2024-09-29_2024-10-05,important,budget,2.0,5,2,7,0.9838413559999999,0.00048701166697230847,0.9831672625,0.98467811625,-0.005850153750000064,0.0004776810059986537,-0.006534906250000083,-0.005220573750000068,0.09652999999999999,0.012913349681627924,0.07585,0.1136,0.08484,0.013373907432011034,0.06295,0.1019,0.16507643144723652,0.010638347503841735,0.15390357244327574,0.18041851255985197,-0.147622565103182,0.010404140898825423,-0.1612180927788131,-0.13481090989475564,-0.13297097542748462,0.01063170154794734,-0.14948100606792444,-0.1242755763083868,0.35969999999999996,0.019387109119205985,0.3395,0.3875,0.27090000000000003,0.01854561942885704,0.245,0.2925,0.27685,0.025276767989598672,0.24225,0.311,0.22215,0.024883026343272625,0.18875,0.25575
header,header_benign_substitution,2024-09-29_2024-10-05,important,budget,3.0,5,3,7,0.9838339545,0.0004862679218738585,0.9831716924999999,0.9846720375,-0.005857555250000068,0.00047028378781955997,-0.006530476250000139,-0.005234865000000033,0.09659,0.012906254297820103,0.0758,0.11355,0.08485,0.013373518609550737,0.06285,0.10185,0.16536111078056986,0.010614686273225515,0.15424257244327574,0.18072784922651866,-0.14784962310318198,0.0103703976908829,-0.1615153427788131,-0.1350900098947556,-0.13320735742748463,0.010570874019697779,-0.14962205606792442,-0.12458557630838679,0.3598,0.019242141252989484,0.34,0.387,0.2705,0.01867351065011611,0.2455,0.292,0.2771,0.02505623674856223,0.243,0.31075,0.22215000000000001,0.02469898783351253,0.1895,0.2555
header,header_benign_substitution,2024-09-29_2024-10-05,random,budget,1.0,100,1,7,0.9891849650125001,0.0011120345982797712,0.9854073899999999,0.9901208949999999,-0.0005065447375000154,0.0010432215323163889,-0.003695497499999867,4.269874999995871e-05,0.009744999999999998,0.01750760620416167,0.0,0.05225,0.007382500000000001,0.013500780301523315,0.0,0.04065,0.021990361229147107,0.03965698774038522,2.4800000000000193e-05,0.1266555277221007,-0.01819255064599436,0.0334030716134644,-0.10849652620700212,-2.0199999999999956e-05,-0.017219074088140926,0.031253611471195555,-0.10149139903154299,-1.6799999999999897e-05,0.058695000000000004,0.10330612022043999,0.0,0.295,0.039745,0.07088263168788247,0.0,0.2025,0.0401025,0.07260597508986433,0.0,0.2175,0.0289675,0.05346613010822832,0.0,0.1645
header,header_benign_substitution,2024-09-29_2024-10-05,random,budget,2.0,100,2,7,0.9883613948125002,0.0017951565108703371,0.9831672625,0.99012016125,-0.0013301149374999955,0.0017693391494866362,-0.006534906250000083,2.7846249999963213e-05,0.0240885,0.028574004667704527,0.0,0.1136,0.0192795,0.02423592694224836,0.0,0.1019,0.04940297909412241,0.05483119279927124,0.0002699170163170166,0.18041851255985197,-0.041842061414303425,0.047783586396937645,-0.1612180927788131,-0.0001272071428571429,-0.03879799332763624,0.04363777771609473,-0.14948100606792444,-0.00017320714285714293,0.12716499999999997,0.13300319648414471,0.0,0.3875,0.08940999999999998,0.09542618560961137,0.0,0.2925,0.08950250000000003,0.09756247674567307,0.0,0.311,0.06687249999999999,0.0749206454773983,0.0,0.25575
