density_bin,n_rows,n_samples_mean,n_samples_std,n_samples_min,n_samples_max,n_benign_mean,n_benign_std,n_benign_min,n_benign_max,n_malware_mean,n_malware_std,n_malware_min,n_malware_max,benign_to_malware_ratio_mean,benign_to_malware_ratio_std,benign_to_malware_ratio_min,benign_to_malware_ratio_max,n_packed_malware_mean,n_packed_malware_std,n_packed_malware_min,n_packed_malware_max,packed_ratio_mean,packed_ratio_std,packed_ratio_min,packed_ratio_max
high_density,5,120000.0,0.0,120000.0,120000.0,75825.6,197.6740751843802,75469.0,76012.0,44174.4,197.6740751843802,43988.0,44531.0,1.7165596648423154,0.012107157739996821,1.6947519705373784,1.7280167318359552,2987.4,40.8147032330262,2939.0,3063.0,0.06763037365012765,0.0010803071636474012,0.06643759748626715,0.06957726642891215
low_density,5,120000.2,0.4,120000.0,120001.0,76677.6,181.28165930396818,76397.0,76961.0,43322.6,180.96916864482748,43040.0,43603.0,1.7699698414476406,0.011579225895442882,1.7521042130128661,1.7881273234200743,3995.8,132.06422679893294,3826.0,4144.0,0.09224056389903373,0.0032347084493837943,0.08833375660887031,0.09628252788104089
mid_density,5,239999.8,0.4,239999.0,240000.0,87496.8,320.4081147536685,87276.0,88134.0,152503.0,320.27051066247105,151866.0,152723.0,0.5737451855876354,0.0033160646395068026,0.5714659874413153,0.5803405633914108,11922.4,133.80672628832977,11694.0,12067.0,0.07817858913128348,0.0009015070553300277,0.07661715663471555,0.07904286537756118
