density_bin,feature_group,n_rows,auc_mean,auc_std,auc_min,auc_max,mix_at_10_mean,mix_at_10_std,mix_at_10_min,mix_at_10_max,js_divergence_mean,js_divergence_std,js_divergence_min,js_divergence_max
high_density,all,5,0.9950973755182055,0.0004892568777866955,0.9943568253185722,0.9958150087801235,0.015142666666666669,0.00035088910878889836,0.014503333333333333,0.015500833333333337,0.0632683866267916,0.0005999365805440778,0.06221788613299184,0.06391516464813053
high_density,header,5,0.9750751486369056,0.0006892800267063892,0.9739699999197516,0.9761226743338358,0.021841000000000003,0.0003926612902857765,0.021479166666666667,0.02260583333333334,0.06288498756728275,0.0005895155491931317,0.061845817740246584,0.06353043267861179
high_density,imports,5,0.9075006359712546,0.017652070297410914,0.8860664124849114,0.9299130714144899,0.14302800000000002,0.02485364686855164,0.10834250000000001,0.16475250000000002,0.05575379793583548,0.0007977190105425531,0.054750304970657,0.05676738821094904
high_density,section,5,0.9712721680784744,0.0007523795808647693,0.970376880067476,0.9724569276206244,0.022387666666666663,0.0006653535818562108,0.021377499999999997,0.023209166666666666,0.038053034205389344,0.0022137488994275387,0.035436862615648684,0.04205147716280402
high_density,strings,5,0.978975863064351,0.0014815219515319636,0.9769977246535357,0.9810873829451491,0.017654166666666665,0.0003975861192524468,0.016942500000000003,0.01811083333333333,0.00046612088670680405,3.0345391925470104e-05,0.0004077888104247221,0.0004934813472064052
low_density,all,5,0.9480194730689704,0.001973891354452459,0.9451333344630852,0.9506893083587116,0.08253652942614367,0.0008420963693771057,0.08120916666666667,0.08352666666666665,0.08146267494433851,0.0010246884530158492,0.07958357615352349,0.08241497253204386
low_density,header,5,0.9017589348848183,0.0013910265606818409,0.8993094654681741,0.9030574072242643,0.08285719526226171,0.00029301004537205655,0.08252833333333333,0.0833875,0.08024597818792759,0.001022413511623448,0.07834225773346795,0.08111633158394896
low_density,imports,5,0.8801611342067194,0.002453760967055395,0.8766635570154813,0.8834142169742104,0.13046795134068329,0.001537449306659555,0.12842916666666668,0.13261999999999996,0.018573349574781767,0.00019182768011882375,0.01827408688035289,0.018801676535850877
low_density,section,5,0.8944579764120995,0.004557372009231223,0.8858476527301735,0.8994751511761208,0.07297871127740603,0.0005020166074359434,0.07205833333333334,0.0734675,0.20948902817017417,0.012311672049269248,0.1883834201506871,0.22307682931553252
low_density,strings,5,0.8537409535149966,0.002610317667619263,0.8490707608205118,0.856525448878813,0.1081141518542901,0.0009189995357039715,0.10708666666666665,0.10936000000000003,0.0005061337454070195,6.645905402000351e-05,0.0004095826168232793,0.0005917808405914214
mid_density,all,5,0.9819141105663267,0.00040188625572742687,0.9815974683784403,0.9826185988026657,0.04305261948522007,0.0002749360458746669,0.042648750000000006,0.04338226409276705,0.08157543761512857,0.0004163509300831627,0.08093986804951836,0.08224485098862326
mid_density,header,5,0.945020690114168,0.0011922341315601611,0.9428105602588852,0.9463554405894357,0.04956745788836621,0.00025494633145355604,0.049289166666666676,0.050019583333333346,0.08137495523902319,0.0004264013539413416,0.08072126466078759,0.08204900844469762
mid_density,imports,5,0.9218468992178679,0.0015221771433723366,0.9202801650482573,0.924332916210558,0.1366402827977061,0.0014688282582440472,0.135265,0.13935724732186383,0.04330946808770535,0.000331036322553584,0.042731584032501976,0.04376549775098321
mid_density,section,5,0.9400857897485662,0.0009197185016249292,0.9386773552527334,0.9414395674940024,0.04475178710154347,0.00038498039539011474,0.044210833333333324,0.045265416666666655,0.1021926794959801,0.0022906296211560977,0.09957528524667586,0.10556873878611303
mid_density,strings,5,0.9105785132582798,0.0011671452019371858,0.9091961377868821,0.9127112591516315,0.06206313490750657,0.0004876028245976765,0.061379166666666665,0.06277083333333335,0.00018658312386835138,1.4768078307768805e-05,0.00017321419161956466,0.00021344913626358163
