seed,density_bin,feature_group,n_samples,auc,mix_at_10,js_divergence
13,high_density,header,120000,0.9749288775222419,0.0217125,0.06309575303558099
13,mid_density,header,240000,0.9456328635500818,0.049654166666666666,0.08149179057220421
13,low_density,header,120000,0.9028739037458982,0.0833875,0.08111633158394896
13,high_density,section,120000,0.9705840066971634,0.02293833333333333,0.03710917090117863
13,mid_density,section,240000,0.9402665605116187,0.04465833333333334,0.10410222712574374
13,low_density,section,120000,0.8956259409878117,0.07328333333333334,0.2061799732200062
13,high_density,imports,120000,0.9299130714144899,0.16475250000000002,0.05596517634774084
13,mid_density,imports,240000,0.924332916210558,0.13682875,0.043347346961471064
13,low_density,imports,120000,0.8809806926451408,0.13165583333333333,0.01873209685304813
13,high_density,strings,120000,0.9810873829451491,0.017831666666666666,0.00048576155262233377
13,mid_density,strings,240000,0.9105491757692586,0.061839583333333344,0.00021344913626358163
13,low_density,strings,120000,0.8533670126645904,0.10936000000000003,0.0004095826168232793
13,high_density,all,120000,0.9953510342104227,0.015351666666666666,0.06350433067243817
13,mid_density,all,240000,0.9821120433552658,0.042648750000000006,0.08165286270208735
13,low_density,all,120000,0.9464704028863626,0.08352666666666665,0.08241497253204386
42,high_density,header,120000,0.9752627967989161,0.02260583333333334,0.06327647591320062
42,mid_density,header,240000,0.945277758845894,0.049289166666666676,0.0812596157956088
42,low_density,header,120000,0.9011666052184872,0.08286916666666667,0.08066250811636103
42,high_density,section,120000,0.970376880067476,0.023209166666666666,0.03841886962780913
42,mid_density,section,240000,0.9414395674940024,0.044210833333333324,0.09957528524667586
42,low_density,section,120000,0.8953288224526927,0.07285083333333334,0.22307682931553252
42,high_density,imports,120000,0.8860664124849114,0.10834250000000001,0.054908823007873725
42,mid_density,imports,240000,0.9227755438140015,0.13548291666666668,0.04376549775098321
42,low_density,imports,120000,0.8766635570154813,0.13043916666666666,0.01861081271778315
42,high_density,strings,120000,0.9787599667848291,0.01811083333333333,0.0004077888104247221
42,mid_density,strings,240000,0.9127112591516315,0.061379166666666665,0.0001838206889149165
42,low_density,strings,120000,0.8490707608205118,0.10813083333333334,0.0005473113169822573
42,high_density,all,120000,0.9951277540058713,0.015500833333333337,0.06367476771148062
42,mid_density,all,240000,0.9826185988026657,0.042916249999999996,0.08148450075991594
42,low_density,all,120000,0.9487211506424855,0.08224166666666666,0.081748067273644
77,high_density,header,120000,0.9739699999197516,0.021479166666666667,0.061845817740246584
77,mid_density,header,240000,0.9463554405894357,0.050019583333333346,0.08135309672181776
77,low_density,header,120000,0.9030574072242643,0.08252833333333333,0.08006386686734707
77,high_density,section,120000,0.9712815965902034,0.021933333333333332,0.035436862615648684
77,mid_density,section,240000,0.9395912363591723,0.045102500000000004,0.10148320895125071
77,low_density,section,120000,0.8858476527301735,0.0734675,0.22029926370456482
77,high_density,imports,120000,0.9268232320824356,0.11730083333333335,0.054750304970657
77,mid_density,imports,240000,0.9202801650482573,0.135265,0.04332852719333012
77,low_density,imports,120000,0.8834142169742104,0.13261999999999996,0.01827408688035289
77,high_density,strings,120000,0.9801469375194876,0.01755,0.0004705540541758176
77,mid_density,strings,240000,0.9104310316352604,0.06277083333333335,0.0001891127108713927
77,low_density,strings,120000,0.856525448878813,0.10710583333333334,0.00045054547446703007
77,high_density,all,120000,0.9958150087801235,0.015051666666666666,0.06221788613299184
77,mid_density,all,240000,0.9816324249487323,0.04333874999999999,0.08155510557549796
77,low_density,all,120000,0.9490831689942066,0.08336083333333334,0.08127108175573154
123,high_density,header,120000,0.9761226743338358,0.02168333333333333,0.06267645846877375
123,mid_density,header,239999,0.9428105602588852,0.04946603944183101,0.08204900844469762
123,low_density,header,120001,0.902387292767268,0.0828426429779752,0.07834225773346795
123,high_density,section,120000,0.9716614294169053,0.022479999999999997,0.03724879071950625
123,mid_density,section,239999,0.9404542291253034,0.04452185217438406,0.1002339373701171
123,low_density,section,120001,0.8994751511761208,0.0732335563870301,0.1883834201506871
123,high_density,imports,120000,0.8944510419313896,0.16110583333333334,0.05637729714195676
123,mid_density,imports,239999,0.9204868270506573,0.13935724732186383,0.043374384500240365
123,low_density,imports,120001,0.8816697223751963,0.1291955900367497,0.018448074886873785
123,high_density,strings,120000,0.9769977246535357,0.017835833333333335,0.0004730186691047417
123,mid_density,strings,239999,0.9091961377868821,0.06188900787086611,0.00017321419161956466
123,low_density,strings,120001,0.8558225770183218,0.10888742593811719,0.0005917808405914214
123,high_density,all,120000,0.9943568253185722,0.015305833333333336,0.06302978396891691
123,mid_density,all,239999,0.9815974683784403,0.04338226409276705,0.08224485098862326
123,low_density,all,120001,0.9506893083587116,0.08234431379738502,0.07958357615352349
2024,high_density,header,120000,0.9750913946097827,0.021724166666666666,0.06353043267861179
2024,mid_density,header,240000,0.9450268273265436,0.04940833333333333,0.08072126466078759
2024,low_density,header,120000,0.8993094654681741,0.08265833333333333,0.0810449266385129
2024,high_density,section,120000,0.9724569276206244,0.021377499999999997,0.04205147716280402
2024,mid_density,section,240000,0.9386773552527334,0.045265416666666655,0.10556873878611303
2024,low_density,section,120000,0.8960123147136988,0.07205833333333334,0.2095056544600803
2024,high_density,imports,120000,0.9002494219430466,0.16363833333333336,0.05676738821094904
2024,mid_density,imports,240000,0.9213590439658645,0.1362675,0.042731584032501976
2024,low_density,imports,120000,0.8780774820235682,0.12842916666666668,0.018801676535850877
2024,high_density,strings,120000,0.977887303418754,0.016942500000000003,0.0004934813472064052
2024,mid_density,strings,240000,0.910004961948366,0.06243708333333334,0.00017331889167230142
2024,low_density,strings,120000,0.8539189681927453,0.10708666666666665,0.0005314484781711095
2024,high_density,all,120000,0.9948362552760379,0.014503333333333333,0.06391516464813053
2024,mid_density,all,240000,0.9816100173465292,0.04297708333333334,0.08093986804951836
2024,low_density,all,120000,0.9451333344630852,0.08120916666666667,0.08229567700674963
