density_bin,feature_group,n_rows,auc_mean,auc_std,auc_min,auc_max,mix_at_10_mean,mix_at_10_std,mix_at_10_min,mix_at_10_max,js_divergence_mean,js_divergence_std,js_divergence_min,js_divergence_max
high_density,all,5,0.994550492556416,0.0005365923047216069,0.9937435127623292,0.9953783189087724,0.01617358603400527,0.0003428920729353333,0.015585703452471232,0.016571528570595243,0.0616889130893548,0.0009374764228945785,0.060604468046726714,0.06332576928716233
high_density,header,5,0.9723516973149542,0.0005236538828397444,0.9713196191104848,0.9727786570571305,0.023315049284311516,0.00033152125166541527,0.022998333333333336,0.02393063391138407,0.06123671639270434,0.0009410698906113707,0.060159249550386165,0.06287194738137698
high_density,imports,5,0.9001559472712902,0.018695149140342118,0.8813575121701553,0.9260250009536277,0.14724642012288786,0.02606616522793639,0.11014908209098258,0.16947775435204707,0.051751758096857045,0.000944733875033462,0.05017273802833462,0.052969858207104384
high_density,section,5,0.9684707165495304,0.0006240927080413637,0.9676574793032594,0.969534990524805,0.02412121248711816,0.0005830568267084196,0.02317397355022041,0.024870626078116017,0.03568744240023667,0.0012810745011823152,0.03391399052814492,0.03749037438992449
high_density,strings,5,0.9772210734359106,0.0016413555555109464,0.9748771730891813,0.9796026125995776,0.019008571777179628,0.0003908804391843107,0.018338180515162374,0.019512337397188353,0.0005003829237670424,3.623151807331778e-05,0.0004441080821554943,0.0005469570252569602
low_density,all,5,0.9487026887759671,0.001836509506018269,0.9460602059930533,0.951187232966042,0.08163186421779818,0.0008560729527989719,0.08014416666666666,0.08267749999999999,0.0821630794988047,0.0011941023895805014,0.0808810016680273,0.08427081732994027
low_density,header,5,0.9028732687201618,0.0010702252808728525,0.9012198313450374,0.9039726741859108,0.08169853042613533,0.00040554333151275373,0.0811266666666667,0.08217333333333332,0.08095723157076162,0.0012076872234455791,0.0796434532259103,0.08308237984758213
low_density,imports,5,0.8821349719259745,0.002430207988106303,0.8784831573506705,0.8855050121042941,0.12801762165037517,0.0015732586521275832,0.12566583333333334,0.13019166666666668,0.018754813370384135,0.00022035182410663957,0.018446058835012612,0.018987119809373613
low_density,section,5,0.8957070451026672,0.004610944149319954,0.8871130601646982,0.901032628833214,0.0719093796454474,0.0005448591869485089,0.07082916666666667,0.0722875,0.2106328439223774,0.011890201497178876,0.1871193214546663,0.21916642438488523
low_density,strings,5,0.8539376643915805,0.002341347127233741,0.8496567139547065,0.8561122943322759,0.10687748732927227,0.0010200307540452244,0.10565083333333333,0.1082775,0.0004927759925206391,6.794030671990765e-05,0.0003803233494725198,0.000569661028934248
mid_density,all,5,0.9819351485049733,0.0004505553900633152,0.9815919133191989,0.9827270640822902,0.042989559611359494,0.000308782392918437,0.042638094325393026,0.04341416666666666,0.08210804233752447,0.0005873992737369402,0.08118259249159358,0.08291023253503672
mid_density,header,5,0.9455176092282759,0.0010096985751092936,0.9436613885544963,0.9465383588752068,0.04940983100380974,0.0002776016416857997,0.04901687090362877,0.04984458333333334,0.08191462808778191,0.0006058121193811956,0.08096597648150858,0.08275072751789285
mid_density,imports,5,0.9232322926199155,0.001093110628810757,0.9218368048586438,0.9251903825675534,0.1357562034942507,0.0010444020833145576,0.13458791666666667,0.137391822465927,0.044846028331820886,0.0002954375484200618,0.04452157052529024,0.04532791462409411
mid_density,section,5,0.9405281367854089,0.0009261788741970798,0.9393102696103602,0.9419402620788667,0.044419731120754674,0.00043259284579717403,0.04377059904416269,0.044981854091058704,0.10264339575916263,0.0012558331306514233,0.10071773428510623,0.10421322133979438
mid_density,strings,5,0.9111156122133934,0.001433343172631412,0.9092990040974376,0.9135934046760541,0.06200437272238633,0.0005449615143342973,0.06121192171634049,0.062755,0.00018656269323762118,1.6429992565018865e-05,0.00017104461411386162,0.00021619947043339301
