seed,density_bin,feature_group,n_samples,auc,mix_at_10,js_divergence
13,high_density,header,120001,0.9727786570571305,0.023119807334938878,0.06093523788327039
13,mid_density,header,239999,0.946073918522121,0.04955770649044371,0.08275072751789285
13,low_density,header,120000,0.9039726741859108,0.08217333333333332,0.08106073636980361
13,high_density,section,120001,0.9683367175046812,0.02446312947392105,0.03557556572190612
13,mid_density,section,239999,0.9408735980029658,0.04446393526639695,0.10235587570760057
13,low_density,section,120000,0.8963502198450077,0.0721475,0.2161753955499165
13,high_density,imports,120001,0.9260250009536277,0.16829943083807636,0.052969858207104384
13,mid_density,imports,239999,0.9251903825675534,0.1363543181429923,0.04452157052529024
13,low_density,imports,120000,0.883388058460774,0.12905750000000002,0.018987119809373613
13,high_density,strings,120001,0.9796026125995776,0.019083174306880772,0.000525717705010373
13,mid_density,strings,239999,0.91114057050783,0.06175525731357213,0.00021619947043339301
13,low_density,strings,120000,0.8536269164152036,0.1082775,0.0003803233494725198
13,high_density,all,120001,0.9947769519638873,0.016222364813626555,0.06140461387827094
13,mid_density,all,239999,0.9821532959225056,0.042638094325393026,0.08291023253503672
13,low_density,all,120000,0.9472043018813732,0.08267749999999999,0.08233676772024506
42,high_density,header,120001,0.9725789167379565,0.02393063391138407,0.060624106311691864
42,mid_density,header,239999,0.9460188013255265,0.04901687090362877,0.08188281094926757
42,low_density,header,120000,0.9021184929645496,0.08208916666666667,0.08105704741536296
42,high_density,section,120001,0.9676574793032594,0.024870626078116017,0.03749037438992449
42,mid_density,section,239999,0.9419402620788667,0.04377059904416269,0.10071773428510623
42,low_density,section,120000,0.8966834814398337,0.07207,0.21916642438488523
42,high_density,imports,120001,0.8813575121701553,0.11014908209098258,0.05236070656483713
42,mid_density,imports,239999,0.9232703120716801,0.13571764882353676,0.044780089441250844
42,low_density,imports,120000,0.8784831573506705,0.12816333333333332,0.0189190521645883
42,high_density,strings,120001,0.9766193644921783,0.019512337397188353,0.0004441080821554943
42,mid_density,strings,239999,0.9135934046760541,0.06121192171634049,0.00018676604198076993
42,low_density,strings,120000,0.8496567139547065,0.10706416666666665,0.0005010518026948459
42,high_density,all,120001,0.994529989140036,0.016571528570595243,0.06109538845356145
42,mid_density,all,239999,0.9827270640822902,0.04267101112921304,0.08209325012572989
42,low_density,all,120000,0.9493172041560262,0.08166166666666667,0.08217016184941597
77,high_density,header,120000,0.9713196191104848,0.022998333333333336,0.06159304083679631
77,mid_density,header,240000,0.9465383588752068,0.04984458333333334,0.08165169641232264
77,low_density,header,120000,0.9039508675634336,0.08135916666666666,0.07994254099514914
77,high_density,section,120000,0.9686657918459958,0.023810833333333333,0.03391399052814492
77,mid_density,section,240000,0.939735426134393,0.04475375000000001,0.10380870830240119
77,low_density,section,120000,0.8871130601646982,0.0722875,0.21707268360743484
77,high_density,imports,120000,0.9191095060872956,0.12108333333333335,0.05017273802833462
77,mid_density,imports,240000,0.9218368048586438,0.13458791666666667,0.045012882155914966
77,low_density,imports,120000,0.8855050121042941,0.13019166666666668,0.018446058835012612
77,high_density,strings,120000,0.9784474340437093,0.018895,0.00047734179370936375
77,mid_density,strings,240000,0.9113188118600238,0.062755,0.00018740079706339
77,low_density,strings,120000,0.85596360474594,0.10579250000000001,0.000461246618078171
77,high_density,all,120000,0.9953783189087724,0.016055,0.06201432578105259
77,mid_density,all,240000,0.981610165613757,0.04341416666666666,0.08184883432969108
77,low_density,all,120000,0.949744498883341,0.08220666666666668,0.08115664892639493
