feature_group,test_week,perturbation_type,strength,n_trials,n_masked_features,auc_original,mix_at_k_original,silhouette_original,js_divergence_original,auc_mean,auc_std,auc_min,auc_max,mix_at_k_mean,mix_at_k_std,mix_at_k_min,mix_at_k_max,silhouette_mean,silhouette_std,silhouette_min,silhouette_max,js_divergence_mean,js_divergence_std,js_divergence_min,js_divergence_max,delta_auc_mean,delta_auc_std,delta_auc_min,delta_auc_max,delta_mix_at_k_mean,delta_mix_at_k_std,delta_mix_at_k_min,delta_mix_at_k_max,delta_silhouette_mean,delta_silhouette_std,delta_silhouette_min,delta_silhouette_max,delta_js_divergence_mean,delta_js_divergence_std,delta_js_divergence_min,delta_js_divergence_max
header,2024-09-22_2024-09-28,baseline,0.0,5,0,0.9874181575000002,0.0714,0.18722240528191045,0.09764068590466503,0.9876033915000001,0.0003003765734659137,0.98727367,0.98809407375,0.0714645,0.0001323385809203056,0.0713625,0.0717175,0.18195188264862033,0.0034707095375230423,0.1774358447993833,0.18722240528191045,0.09500879036929237,0.0015866611634645202,0.09347633013545045,0.09764068590466503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
header,2024-09-22_2024-09-28,important,0.01,5,1,0.9874181575000002,0.0714,0.18722240528191045,0.09764068590466503,0.9820999845000001,0.0010020524188604537,0.980838465,0.98336411625,0.071841,0.0002508814461055269,0.071565,0.072285,0.17435119567772744,0.0033050458332804233,0.16982121901348773,0.17902709259617267,0.09500879026395959,0.001586661163746893,0.09347633003002459,0.09764068580052569,-0.005503407000000027,0.0010950975280704215,-0.006845725000000025,-0.00413869,0.00037650000000000183,0.00014624123905383236,0.00016499999999999848,0.0005674999999999986,-0.0076006869708929005,0.00033641998208162616,-0.008195312685737782,-0.007154847622212329,-1.0533280359048547e-10,8.075329105953638e-13,-1.0627805580032401e-10,-1.0413933604347392e-10
header,2024-09-22_2024-09-28,important,0.05,5,4,0.9874181575000002,0.0714,0.18722240528191045,0.09764068590466503,0.95517773475,0.008094082560818294,0.9415686462499999,0.963352425,0.078547,0.0008084265581980845,0.07735,0.0795575,0.16363730360636072,0.004908349252391261,0.15587179812442178,0.1710292067958967,0.08004522581936466,0.13143449869601903,0.013978910701874951,0.3429136324008809,-0.03242565675000002,0.008234846097441541,-0.046525427500000105,-0.024446186250000057,0.0070825,0.0007847945591044803,0.005877500000000008,0.0081875,-0.018314579042259593,0.00516064432018658,-0.021583135961017186,-0.008110161180797881,-0.014963564549927736,0.13216935901248092,-0.08302410403744818,0.24936463121193803
header,2024-09-22_2024-09-28,important,0.1,5,8,0.9874181575000002,0.0714,0.18722240528191045,0.09764068590466503,0.9055511445000001,0.00913171556843352,0.8933051037499999,0.9176449387500002,0.08307450000000001,0.0012009760613767462,0.0807725,0.084295,0.1635924142876432,0.004785509569808312,0.1553642456510635,0.16870606775442978,0.2836351987733704,0.022724592714027114,0.25491473999423236,0.3140177760566065,-0.08205224700000002,0.009069283655896621,-0.09411305375000023,-0.0696287312499998,0.01161,0.0012305324050995144,0.009300000000000003,0.012924999999999992,-0.018359468360977137,0.002887952861330766,-0.023775122325631087,-0.015625502066473285,0.18862640840407804,0.021375517367174,0.16136573880528948,0.21808173182724788
header,2024-09-22_2024-09-28,random,0.01,100,1,0.9874181575000002,0.0714,0.18722240528191045,0.09764068590466503,0.9870261097375002,0.0016778928610172278,0.9783185962499998,0.9881019337500001,0.07165445,0.0007791307319699317,0.0711675,0.076785,0.18221834463424494,0.0039004285766424426,0.1717541124463514,0.19027886825732945,0.09406250032190461,0.00810328386028744,0.015626462706508203,0.0976423309910002,-0.0005772817625000104,0.0016081352299705672,-0.008955073750000153,0.00010090250000005518,0.00018994999999999985,0.0007306308900532475,-0.00028000000000000247,0.0050675000000000026,0.0002664619856245645,0.0015526747641591615,-0.005681732353031904,0.0039033649767006573,-0.0009462900473877954,0.00777675641520866,-0.07784986742894225,9.327145867345232e-05
header,2024-09-22_2024-09-28,random,0.05,100,4,0.9874181575000002,0.0714,0.18722240528191045,0.09764068590466503,0.9847863977375,0.003490578589550451,0.966912715,0.98810553125,0.071970525,0.0008991984830252997,0.0707475,0.0767525,0.1823392080089728,0.004572186560716403,0.1691276227650764,0.1935112622128687,0.09398456508999802,0.029869482041299408,0.015044495383813198,0.34739527931372144,-0.0028169937625000187,0.0034688266292765817,-0.020505442500000193,6.0869999999990654e-05,0.0005060249999999994,0.0008898803357053126,-0.0006525000000000003,0.005382499999999998,0.00038732536035246206,0.003382418213116458,-0.008308222034306895,0.008086808542170837,-0.0010242252792943768,0.029563137438618176,-0.08145096213391798,0.24975459340905642
header,2024-09-22_2024-09-28,random,0.1,100,8,0.9874181575000002,0.0714,0.18722240528191045,0.09764068590466503,0.980689961575,0.00508653668355517,0.9619375375,0.98805233625,0.0731985,0.0018420859439776417,0.07119,0.0795625,0.1828624196494207,0.006887057363429653,0.16766473538897272,0.19675144720433754,0.09339601958759289,0.05830593752851904,0.004168439888398267,0.3290507239552544,-0.006913429925000035,0.00507596292199643,-0.02615653625000003,0.00025372499999998244,0.0017340000000000003,0.001814452568958472,-0.00019249999999999823,0.007844999999999991,0.0009105370008003869,0.005549326474951451,-0.012701916995711826,0.01457592653601264,-0.001612770781699524,0.05827335535426323,-0.09014987784921195,0.23557439381980397
header,2024-09-29_2024-10-05,baseline,0.0,5,0,0.98797168875,0.068815,0.2094270210602148,0.09722842907663734,0.9885492534999999,0.0003984140240514831,0.98797168875,0.9890213087499999,0.0693635,0.0006439887421376245,0.068725,0.0703675,0.20626730178848388,0.0018196474125932766,0.20403452772092695,0.2094270210602148,0.09707930576510249,0.000805856984993918,0.09615077821881629,0.09844887522600926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
header,2024-09-29_2024-10-05,important,0.01,5,1,0.98797168875,0.068815,0.2094270210602148,0.09722842907663734,0.9813895069999999,0.0007002493062628785,0.98029014125,0.9822024487500001,0.069843,0.0006937622070998135,0.0692375,0.0709125,0.19847812079142638,0.0018525041248047673,0.1965111970556779,0.20175644192525832,0.0970793056527179,0.0008058569856066987,0.09615077810674799,0.09844887511489692,-0.007159746499999975,0.0006337814160148933,-0.008086073749999922,-0.006342459999999939,0.00047949999999999935,9.184770002564588e-05,0.00032499999999999196,0.0005600000000000049,-0.0077891809970575265,0.00020757035268731392,-0.008144087314353371,-0.007523330665249045,-1.1238459329820927e-10,9.410985084371884e-13,-1.1390569043534526e-10,-1.1111234154981275e-10
header,2024-09-29_2024-10-05,important,0.05,5,4,0.98797168875,0.068815,0.2094270210602148,0.09722842907663734,0.9550485434999999,0.0049940469325392865,0.9474373224999999,0.96042691875,0.07759150000000001,0.0006948571795700171,0.07698,0.0789175,0.18682885199774396,0.004465639549184261,0.1827131357102234,0.1951806170484871,0.027968629919147746,0.05203184023672058,0.0018446362829217244,0.13203218740224287,-0.03350071000000006,0.005203250488964719,-0.04153496000000023,-0.027544769999999996,0.008228000000000003,0.000568474713597712,0.0072450000000000014,0.00877,-0.01943844979073995,0.004702663534431134,-0.02221501568654652,-0.010050511805563073,-0.06911067584595475,0.051348162850450824,-0.09516849421856087,0.033583312176233615
