seed,scope,feature_group,metric,mean,std,min,max
13,metric,strings,positive_rate,0.46602291666666656,0.007860975993881992,0.4538,0.4786
13,metric,strings,score_std,0.388764321941869,0.012586479823212858,0.36789382224759637,0.4095927009802744
13,metric,strings,degenerate_prediction,0.0,0.0,0.0,0.0
13,metric,strings,mix_at_k,0.10209231770833334,0.016118773221934935,0.06829,0.12671875
13,metric,strings,silhouette,0.05053897788643439,0.014223604533409843,0.031497130270741885,0.08324492641986357
13,metric,strings,js_divergence,0.0005084842674943349,0.00020788274729432592,0.00029355564038819633,0.0009452682266101143
13,rank,strings,auc_rank,4.0,0.0,4.0,4.0
13,rank,strings,acc_rank,4.0,0.0,4.0,4.0
13,rank,strings,mix_at_k_rank,4.0,0.0,4.0,4.0
13,rank,strings,silhouette_rank,3.0833333333333335,0.2763853991962833,3.0,4.0
13,rank,strings,js_divergence_rank,5.0,0.0,5.0,5.0
13,metric,all,acc,0.9493708333333334,0.0070645449350180065,0.93705,0.960575
13,metric,all,f1,0.9480615270475393,0.00751181738454392,0.9342558746736292,0.9598451862602806
13,metric,all,auc,0.9914981950000001,0.0020737594868883774,0.987509645,0.9947124137499999
13,metric,all,positive_rate,0.47549166666666665,0.007030560768688528,0.4575,0.483175
13,metric,all,score_std,0.4222409645925767,0.010852879906692097,0.40817582729355434,0.44170461671453864
13,metric,all,degenerate_prediction,0.0,0.0,0.0,0.0
13,metric,all,mix_at_k,0.07989244791666666,0.01372106419400192,0.053555,0.10234875
13,metric,all,silhouette,0.039232395360146416,0.017594773371238104,0.020173415212643125,0.08310154272268297
13,metric,all,js_divergence,0.08222232344789454,0.012470475914755768,0.0615022047632488,0.10107935941052396
13,rank,all,auc_rank,1.0,0.0,1.0,1.0
13,rank,all,acc_rank,1.0,0.0,1.0,1.0
13,rank,all,mix_at_k_rank,1.2916666666666667,0.5758447900452189,1.0,3.0
13,rank,all,silhouette_rank,4.25,0.4330127018922193,4.0,5.0
13,rank,all,js_divergence_rank,1.8333333333333333,0.372677996249965,1.0,2.0
42,metric,header,acc,0.9327624999999999,0.010939323657490582,0.9163,0.947475
42,metric,header,f1,0.9304796229724045,0.011830248550546882,0.9131869559568663,0.9462920831309594
42,metric,header,auc,0.9837791172916667,0.004371725007272533,0.9751240375,0.989752105
42,metric,header,positive_rate,0.46844166666666665,0.0099839002343217,0.445725,0.483975
42,metric,header,score_std,0.4377670225486656,0.00906886935151768,0.4268015417466657,0.4548127906076244
42,metric,header,degenerate_prediction,0.0,0.0,0.0,0.0
42,metric,header,mix_at_k,0.08160866319444444,0.013531826528154529,0.054025,0.10408375
42,metric,header,silhouette,0.11723410961921048,0.03963452004090913,0.06835369753257801,0.20279649232774138
42,metric,header,js_divergence,0.08140412785179141,0.01251021167183346,0.060800673814961,0.09982019748926454
42,rank,header,auc_rank,3.0,0.0,3.0,3.0
42,rank,header,acc_rank,3.0,0.0,3.0,3.0
42,rank,header,mix_at_k_rank,2.2083333333333335,0.705878097754059,1.0,3.0
42,rank,header,silhouette_rank,1.0,0.0,1.0,1.0
42,rank,header,js_divergence_rank,2.9166666666666665,0.2763853991962833,2.0,3.0
42,metric,section,acc,0.9470645833333332,0.007021325094053736,0.9361,0.9577
