seed,mix_k,test_week,n_test_samples,n_benign,n_malware,header_acc,header_f1,header_auc,header_positive_rate,header_score_std,header_degenerate_prediction,header_mix_at_k,header_silhouette,header_js_divergence,header_auc_rank,header_acc_rank,header_mix_at_k_rank,header_silhouette_rank,header_js_divergence_rank,section_acc,section_f1,section_auc,section_positive_rate,section_score_std,section_degenerate_prediction,section_mix_at_k,section_silhouette,section_js_divergence,section_auc_rank,section_acc_rank,section_mix_at_k_rank,section_silhouette_rank,section_js_divergence_rank,imports_acc,imports_f1,imports_auc,imports_positive_rate,imports_score_std,imports_degenerate_prediction,imports_mix_at_k,imports_silhouette,imports_js_divergence,imports_auc_rank,imports_acc_rank,imports_mix_at_k_rank,imports_silhouette_rank,imports_js_divergence_rank,strings_acc,strings_f1,strings_auc,strings_positive_rate,strings_score_std,strings_degenerate_prediction,strings_mix_at_k,strings_silhouette,strings_js_divergence,strings_auc_rank,strings_acc_rank,strings_mix_at_k_rank,strings_silhouette_rank,strings_js_divergence_rank,all_acc,all_f1,all_auc,all_positive_rate,all_score_std,all_degenerate_prediction,all_mix_at_k,all_silhouette,all_js_divergence,all_auc_rank,all_acc_rank,all_mix_at_k_rank,all_silhouette_rank,all_js_divergence_rank
77,20,2024-11-24_2024-11-30,40000,20000,20000,0.925475,0.9225372242288803,0.9811386374999999,0.462075,0.43111223939159077,0.0,0.0983575,0.0906508518005114,0.07025088037092847,3,3,1,1,3,0.94615,0.9446215549156726,0.9883711150000001,0.4724,0.43080904129112046,0.0,0.10130125,0.060615791019417796,0.116313069572304,2,2,3,2,1,0.87605,0.8637762391471591,0.937904155,0.4099,0.36852350062061784,0.0,0.16870625,0.025373383669056393,0.03429943751440798,5,5,5,4,4,0.898475,0.8941869251413533,0.96785090375,0.459475,0.37664619553977635,0.0,0.12583375,0.03271363749042314,0.0002694514729529575,4,4,4,3,5,0.9468,0.9451320132013201,0.9903588999999999,0.4696,0.41320347720813955,0.0,0.09943125,0.024498711334162277,0.07079661979837167,1,1,2,5,2
77,5,2024-12-01_2024-12-07,40000,20000,20000,0.917675,0.9148237241664726,0.9757108199999999,0.466525,0.4258744333629126,0.0,0.066535,0.06989161707999032,0.07618121521080642,3,3,3,1,3,0.940925,0.9399140539578407,0.985620605,0.483175,0.4272107827647738,0.0,0.063955,0.053158656219042574,0.10251450336818027,2,1,2,2,1,0.877,0.867321072218327,0.9432358137499999,0.42705,0.3770027155981121,0.0,0.156255,0.03272029740027897,0.03650305972454966,5,5,5,3,4,0.9012,0.899013645423417,0.9677778949999999,0.47835,0.3676543361610414,0.0,0.08117,0.03226440648972088,0.0003895560505165996,4,4,4,4,5,0.938175,0.9367891010403088,0.9869198437499999,0.478075,0.4074570412675396,0.0,0.06123,0.020622431372046446,0.07667549671400309,1,2,1,5,2
77,10,2024-12-01_2024-12-07,40000,20000,20000,0.917675,0.9148237241664726,0.9757108199999999,0.466525,0.4258744333629126,0.0,0.0839375,0.06989161707999032,0.07618121521080642,3,3,3,1,3,0.940925,0.9399140539578407,0.985620605,0.483175,0.4272107827647738,0.0,0.0808725,0.053158656219042574,0.10251450336818027,2,1,2,2,1,0.877,0.867321072218327,0.9432358137499999,0.42705,0.3770027155981121,0.0,0.16036,0.03272029740027897,0.03650305972454966,5,5,5,3,4,0.9012,0.899013645423417,0.9677778949999999,0.47835,0.3676543361610414,0.0,0.1041175,0.03226440648972088,0.0003895560505165996,4,4,4,4,5,0.938175,0.9367891010403088,0.9869198437499999,0.478075,0.4074570412675396,0.0,0.0785925,0.020622431372046446,0.07667549671400309,1,2,1,5,2
77,15,2024-12-01_2024-12-07,40000,20000,20000,0.917675,0.9148237241664726,0.9757108199999999,0.466525,0.4258744333629126,0.0,0.094045,0.06989161707999032,0.07618121521080642,3,3,3,1,3,0.940925,0.9399140539578407,0.985620605,0.483175,0.4272107827647738,0.0,0.09253833333333333,0.053158656219042574,0.10251450336818027,2,1,2,2,1,0.877,0.867321072218327,0.9432358137499999,0.42705,0.3770027155981121,0.0,0.17065333333333332,0.03272029740027897,0.03650305972454966,5,5,5,3,4,0.9012,0.899013645423417,0.9677778949999999,0.47835,0.3676543361610414,0.0,0.11664333333333333,0.03226440648972088,0.0003895560505165996,4,4,4,4,5,0.938175,0.9367891010403088,0.9869198437499999,0.478075,0.4074570412675396,0.0,0.09018,0.020622431372046446,0.07667549671400309,1,2,1,5,2
77,20,2024-12-01_2024-12-07,40000,20000,20000,0.917675,0.9148237241664726,0.9757108199999999,0.466525,0.4258744333629126,0.0,0.1013425,0.06989161707999032,0.07618121521080642,3,3,2,1,3,0.940925,0.9399140539578407,0.985620605,0.483175,0.4272107827647738,0.0,0.1013475,0.053158656219042574,0.10251450336818027,2,1,3,2,1,0.877,0.867321072218327,0.9432358137499999,0.42705,0.3770027155981121,0.0,0.1734575,0.03272029740027897,0.03650305972454966,5,5,5,3,4,0.9012,0.899013645423417,0.9677778949999999,0.47835,0.3676543361610414,0.0,0.12574625,0.03226440648972088,0.0003895560505165996,4,4,4,4,5,0.938175,0.9367891010403088,0.9869198437499999,0.478075,0.4074570412675396,0.0,0.09871125,0.020622431372046446,0.07667549671400309,1,2,1,5,2
77,5,2024-12-08_2024-12-14,40000,20000,20000,0.917525,0.914251553037195,0.9768887337499998,0.461825,0.427704073059345,0.0,0.06768,0.09069435804748884,0.0706438854777794,3,3,2,1,3,0.936225,0.9346282961330498,0.9855060462499999,0.475575,0.43006485373758546,0.0,0.06873,0.0669188786053715,0.13612591448598346,2,2,3,2,1,0.88075,0.8699492884017668,0.944218545,0.41695,0.3729727040416406,0.0,0.133935,0.03389066330446385,0.036977013516311774,5,5,5,4,4,0.908825,0.9049245287937642,0.9738645575,0.458975,0.3794779512357043,0.0,0.08112,0.04258003852236687,0.00031951949971129246,4,4,4,3,5,0.94125,0.939598005449031,0.9885496725000001,0.47265,0.4134828646996118,0.0,0.065165,0.026642761558218125,0.07125383287912977,1,1,1,5,2
77,10,2024-12-08_2024-12-14,40000,20000,20000,0.917525,0.914251553037195,0.9768887337499998,0.461825,0.427704073059345,0.0,0.08504,0.09069435804748884,0.0706438854777794,3,3,2,1,3,0.936225,0.9346282961330498,0.9855060462499999,0.475575,0.43006485373758546,0.0,0.085545,0.0669188786053715,0.13612591448598346,2,2,3,2,1,0.88075,0.8699492884017668,0.944218545,0.41695,0.3729727040416406,0.0,0.1585375,0.03389066330446385,0.036977013516311774,5,5,5,4,4,0.908825,0.9049245287937642,0.9738645575,0.458975,0.3794779512357043,0.0,0.100705,0.04258003852236687,0.00031951949971129246,4,4,4,3,5,0.94125,0.939598005449031,0.9885496725000001,0.47265,0.4134828646996118,0.0,0.0815225,0.026642761558218125,0.07125383287912977,1,1,1,5,2
77,15,2024-12-08_2024-12-14,40000,20000,20000,0.917525,0.914251553037195,0.9768887337499998,0.461825,0.427704073059345,0.0,0.094565,0.09069435804748884,0.0706438854777794,3,3,2,1,3,0.936225,0.9346282961330498,0.9855060462499999,0.475575,0.43006485373758546,0.0,0.09686833333333333,0.0669188786053715,0.13612591448598346,2,2,3,2,1,0.88075,0.8699492884017668,0.944218545,0.41695,0.3729727040416406,0.0,0.16588833333333333,0.03389066330446385,0.036977013516311774,5,5,5,4,4,0.908825,0.9049245287937642,0.9738645575,0.458975,0.3794779512357043,0.0,0.110855,0.04258003852236687,0.00031951949971129246,4,4,4,3,5,0.94125,0.939598005449031,0.9885496725000001,0.47265,0.4134828646996118,0.0,0.09181666666666667,0.026642761558218125,0.07125383287912977,1,1,1,5,2
77,20,2024-12-08_2024-12-14,40000,20000,20000,0.917525,0.914251553037195,0.9768887337499998,0.461825,0.427704073059345,0.0,0.10113875,0.09069435804748884,0.0706438854777794,3,3,2,1,3,0.936225,0.9346282961330498,0.9855060462499999,0.475575,0.43006485373758546,0.0,0.1045025,0.0669188786053715,0.13612591448598346,2,2,3,2,1,0.88075,0.8699492884017668,0.944218545,0.41695,0.3729727040416406,0.0,0.1727575,0.03389066330446385,0.036977013516311774,5,5,5,4,4,0.908825,0.9049245287937642,0.9738645575,0.458975,0.3794779512357043,0.0,0.11872125,0.04258003852236687,0.00031951949971129246,4,4,4,3,5,0.94125,0.939598005449031,0.9885496725000001,0.47265,0.4134828646996118,0.0,0.100505,0.026642761558218125,0.07125383287912977,1,1,1,5,2
123,5,2024-09-22_2024-09-28,40000,20000,20000,0.946975,0.9458389724470775,0.9898036437500001,0.479025,0.4529390977131176,0.0,0.057555,0.1767165558035143,0.09271362629699581,3,3,2,1,2,0.955225,0.9542330002810927,0.99284124625,0.478325,0.450361717682595,0.0,0.058975,0.10093361509775886,0.06659210108272577,2,2,3,2,3,0.892125,0.8827286316075553,0.93125674625,0.419875,0.36126839934921506,0.0,0.112585,0.05690730375994434,0.04357480664434657,5,5,5,5,4,0.93245,0.930335688134894,0.9853617949999998,0.46965,0.4079657213391583,0.0,0.07076,0.06274131010680128,0.000458036212200581,4,4,4,3,5,0.956975,0.9560801327038407,0.99391616,0.479625,0.43824312837098767,0.0,0.057025,0.06124102765532446,0.09284229794394808,1,1,1,4,1
